t401_row,test_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,status,technical_success,target_error,target_recovery,best_candidate_index,best_center_index,best_cr_center,best_ci_center,best_cr,best_ci,best_stage1_mismatch,best_stage2_mismatch,best_total_mismatch,best_retry_index,n_boxes,n_completed_boxes,n_technical_boxes,total_box_solves,total_seconds
0,0,C00,1.0,0.055,-1.963662682691355e-07,0.0031382028597574,-0.005853027,0.0030376094,COMPLETED,True,0.7614648487261743,False,11,5,0.9,0.002,0.7614583333333332,3.604340277777777e-05,1.8548923701821237e-08,6.851397026062473e-19,1.8548923702506377e-08,0,12,12,12,12,333.4546929151984
1,1,C00,1.0,0.065,5.318523598496773e-08,0.0044499855836279,-0.017917901,0.0055802804,COMPLETED,True,0.7614709141879168,False,10,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,2.501105264512986e-08,6.249873178826717e-19,2.501105264575485e-08,0,12,12,12,12,347.62533328775316
2,2,C00,1.0,0.075,-9.544762484683384e-09,0.0060334923763868,-0.019858688,0.011153984,COMPLETED,True,0.7614819439715614,False,9,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,2.5551359528436787e-08,5.675272634040276e-19,2.5551359529004316e-08,0,12,12,12,13,398.5795838588383
3,3,C00,1.0,0.085,-3.258289311069424e-09,0.0079182452555799,-0.015405625,0.01747105,COMPLETED,True,0.7614994951655042,False,11,2,0.9,0.0001,0.7614583333333332,1e-06,3.9325912957070815e-08,3.7140148210495484e-19,3.932591295744222e-08,0,12,12,12,13,400.2109562859405
4,4,C00,1.0,0.095,8.092975981496505e-10,0.0101433175874361,-0.013561457,0.021150142,COMPLETED,True,0.7615251357058601,False,10,2,0.9,0.0001,0.7614583333333332,5.668576388888889e-05,3.5284172728024165e-08,4.604826790788442e-19,3.5284172728484647e-08,0,12,12,12,13,408.89795089687686
5,5,C00,1.0,0.11,4.635943253909663e-11,0.0142365019789538,-0.01753813,0.02111692,COMPLETED,True,0.7615908213590804,False,9,2,0.9,0.0001,0.7614583333333332,3.136747685185185e-05,3.67311737213754e-08,3.881205429125498e-19,3.673117372176352e-08,0,12,12,12,13,420.91476742818486
6,6,C00,1.0,0.125,-2.4879102619033463e-11,0.0194746295545811,-0.008868843,0.020179307,COMPLETED,True,0.761707303160929,False,11,5,0.9,0.002,0.7614583333333332,1e-06,4.534759205431683e-08,2.646293709864562e-19,4.534759205458146e-08,0,12,12,12,14,465.1828741088975
7,7,C00,1.05,0.05,3.9623304327421566e-10,0.0216720758392142,-0.0043905973,0.0051857224,COMPLETED,True,0.7617648724167829,False,10,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,1.913899036472249e-08,7.167031957074191e-19,1.9138990365439193e-08,0,12,12,12,12,351.50780385220423
8,8,C00,1.05,0.06,4.818920439745717e-10,0.026850382922755,-0.016061842,0.009249093,COMPLETED,True,0.7619302354542375,False,9,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,2.0334716446307975e-08,6.560483110245603e-19,2.0334716446964022e-08,0,12,12,12,12,414.05743613187224
9,9,C00,1.05,0.07,4.743779014405197e-10,0.0325278215395402,-0.019173443,0.020422505,COMPLETED,True,0.7621527319375067,False,11,2,0.9,0.0001,0.7614583333333332,1e-06,2.817623560233679e-08,5.560187373311701e-19,2.817623560289281e-08,0,12,12,12,12,425.47054025903344
