status,error,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,cr_lower,cr_upper,ci_lower,ci_upper,optimizer_success,optimizer_message,cr_corrected,ci_corrected,corrected_spectral_error,delta_c_from_pinn,initial_mismatch,corrected_mismatch,mismatch_reduction,initial_evaluation_seconds,optimization_seconds,nfev_reported,nfev_counted,nit,p_rel_l2_core40,u_rel_l2_core40,v_rel_l2_core40,oracle_p_rel_l2_core40,oracle_u_rel_l2_core40,oracle_v_rel_l2_core40,retry_required
COMPLETED,,1.15,0.205,0.211384435185444,0.0695139708760752,0.2029282748699188,0.082488976418972,0.0154873308261968,0.1629282748699188,0.2429282748699188,0.052488976418972,0.112488976418972,False,Maximum number of function evaluations has been exceeded.,0.2113844304851316,0.0695139722855724,4.907098821826857e-09,0.0154873270789516,0.0049225877165919,1.6190363212888032e-09,3040443.041249044,0.1861920030787587,15.130870204418898,80,81,2,7.273733743822709e-05,5.177824854829586e-05,7.936147680104673e-05,7.27286004401295e-05,5.177295652012673e-05,7.935093473907858e-05,False
COMPLETED,,1.15,0.21,0.2140730510339401,0.0668142840877893,0.2053827047348022,0.0799585804343223,0.0157573679669042,0.1653827047348021,0.2453827047348022,0.0499585804343223,0.1099585804343223,False,Maximum number of function evaluations has been exceeded.,0.2140730677748232,0.066814282486838,1.681725942257536e-08,0.0157573785351371,0.005182764045349,5.453067288296082e-09,950430.9723947212,0.1863999906927347,15.297314796596766,80,81,2,7.785958763988626e-05,5.5918612560416144e-05,8.475137729826167e-05,7.788108951226481e-05,5.593045709486051e-05,8.477888260987304e-05,False
COMPLETED,,1.15,0.215,0.2166778886745832,0.064120546034354,0.2080987691879272,0.0768942013382911,0.0153872531983496,0.1680987691879271,0.2480987691879272,0.0468942013382911,0.1068942013382911,False,Maximum number of function evaluations has been exceeded.,0.216677904528607,0.0641205554251363,1.842652616509004e-08,0.0153872542420133,0.0052308846817068,6.18591106649151e-09,845612.6551902896,0.1879168571904301,15.4347058031708,80,81,2,8.293884833698298e-05,6.008785170593979e-05,9.006954148488011e-05,8.292615793909264e-05,6.007437026253157e-05,9.006106435588912e-05,False
COMPLETED,,1.15,0.22,0.2192035498773293,0.061432680827112,0.2110853791236877,0.0733114331960678,0.0143878231233308,0.1710853791236876,0.2510853791236876,0.0433114331960678,0.1033114331960678,False,Maximum number of function evaluations has been exceeded.,0.2192035436377191,0.0614326804571951,6.2505658203129045e-09,0.0143878199081081,0.0050486812831706,2.227376037959443e-09,2266649.724666994,0.1905163684859872,15.532013202086093,80,81,2,8.850650329087365e-05,6.466842120354842e-05,9.589663472848932e-05,8.850157844637359e-05,6.466626550148536e-05,9.58896084352324e-05,False
COMPLETED,,1.15,0.225,0.2216542831076967,0.0587506164605508,0.2143340557813644,0.0692562460899353,0.0128044516485081,0.1743340557813644,0.2543340557813644,0.0392562460899353,0.0992562460899353,False,Maximum number of function evaluations has been exceeded.,0.2216542751968109,0.0587506120734208,9.045939529241693e-09,0.0128044507254011,0.0046312704960394,3.3031641438893493e-09,1402070.9520618431,0.1928017735481262,15.681109030731022,80,81,2,9.523461610397676e-05,7.01713211247039e-05,0.0001029424866687,9.524132013105389e-05,7.017841173844749e-05,0.0001029471050106,False
COMPLETED,,1.15,0.23,0.2240340200598721,0.0560742848095208,0.2178174257278442,0.0648055449128151,0.010718253033045,0.1778174257278442,0.2578174257278442,0.034805544912815,0.094805544912815,False,Maximum number of function evaluations has been exceeded.,0.2240340099364749,0.0560742721822647,1.6184275226076296e-08,0.0107182574478432,0.0039899488208959,6.0340408481332455e-09,661239.942074693,0.1937400056049227,15.818141059949994,80,81,2,0.0001018253222826,7.56567343426786e-05,0.0001098034792087,0.0001018584472118,7.568469866457977e-05,0.0001098350288701,False
COMPLETED,,1.15,0.235,0.2263464076646834,0.0534036211135766,0.2214890122413635,0.0600647591054439,0.0082440918023264,0.1814890122413635,0.2614890122413635,0.0300647591054439,0.0900647591054439,False,Maximum number of function evaluations has been exceeded.,0.2263463930685954,0.0534036212908996,1.4597165029262204e-08,0.0082440830590861,0.0031536528540891,5.599298672572784e-09,563222.8317336935,0.196408768184483,15.94186782836914,80,81,2,0.0001080798222698,8.097277642132542e-05,0.0001162660526364,0.0001080656374775,8.096555139512827e-05,0.0001162467988132,False
COMPLETED,,1.15,0.24,0.2285948360142919,0.0507385639093399,0.2252843081951141,0.0551613569259643,0.0055245536027313,0.1852843081951141,0.2652843081951141,0.0251613569259643,0.0851613569259643,False,Maximum number of function evaluations has been exceeded.,0.2285948082461399,0.0507385545791436,2.9293733554864144e-08,0.0055245444325196,0.0021683130237234,1.150435669538942e-08,188477.55516764097,0.1996847139671445,16.11808742210269,80,81,2,0.0001157148662078,8.73997991856653e-05,0.0001241818351436,0.000115723689599,8.74137970844909e-05,0.0001241826021083,False
COMPLETED,,1.15,0.245,0.2307824625023916,0.048079054596058,0.2291239649057388,0.0502349734306335,0.0027200368194898,0.1891239649057388,0.2691239649057388,0.0202349734306335,0.0802349734306335,False,Maximum number of function evaluations has been exceeded.,0.2307824789813766,0.0480790558350668,1.6525498225632366e-08,0.0027200458852679,0.0010937478558959,6.446859177085994e-09,169655.92482358482,0.2047004429623484,16.353452645242214,80,81,2,0.0001240676426629,9.447991388430844e-05,0.000132808006642,0.000124077486808,9.448334813348708e-05,0.0001328232995522,False
COMPLETED,,1.15,0.25,0.2329122345254112,0.0454250379131812,0.2329184263944625,0.0454248450696468,6.194871344677412e-06,0.1929184263944625,0.2729184263944625,0.0154248450696468,0.0754248450696468,False,Maximum number of function evaluations has been exceeded.,0.2329122335431162,0.045425030163655,7.811533743474496e-09,6.195616804543817e-06,2.54866021683312e-06,3.291515918769755e-09,774.3119826033571,0.2105945497751236,16.397943066433072,80,81,2,0.000131316034341,0.0001008025361151,0.0001402308404085,0.0001313456399588,0.0001008261832098,0.0001402614122024,False
COMPLETED,,1.15,0.255,0.2349869062470309,0.0427764608549247,0.2365742027759552,0.0408565141260623,0.002491125390743,0.1965742027759552,0.2765742027759552,0.0108565141260623,0.0708565141260623,False,Maximum number of function evaluations has been exceeded.,0.2349869005163031,0.0427764654021044,7.315605529972886e-09,0.0024911325468293,0.0010476339469517,3.143467772568394e-09,333273.3219325425,0.2051991634070873,16.73865439556539,80,81,2,0.0001408815814375,0.0001090028193291,0.0001500805580318,0.0001408583371254,0.0001089858539168,0.0001500545613604,False
COMPLETED,,1.15,0.26,0.2370090573496407,0.0401332732490241,0.2400006204843521,0.0366306267678737,0.0046062981189757,0.2000006204843521,0.2800006204843521,0.0066306267678737,0.0666306267678737,False,Maximum number of function evaluations has been exceeded.,0.2370090646401751,0.0401332776097117,8.49514500807685e-09,0.0046062967000246,0.0019786519993314,3.566835144803008e-09,554736.0388142444,0.2231359807774424,17.07115090638399,80,81,2,0.0001502122745737,0.0001171415072802,0.0001596289026418,0.0001501997857977,0.0001171295101185,0.0001596181615745,False
COMPLETED,,1.15,0.265,0.2389811070218755,0.0374954270052493,0.2431162595748901,0.0328158177435398,0.0062448562416584,0.2031162595748901,0.2831162595748901,0.0028158177435398,0.0628158177435398,False,Maximum number of function evaluations has been exceeded.,0.2389810935641264,0.0374954162928451,1.7200773565640433e-08,0.0062448571256062,0.0027389212713385,7.698956831414764e-09,355752.2572620003,0.2139471154659986,17.284624153748155,80,81,2,0.0001592424022972,0.0001251476807329,0.0001688246637835,0.0001592786134628,0.0001251806555456,0.0001688581149077,False
COMPLETED,,1.15,0.27,0.2409053276374326,0.0348628766548256,0.2458546310663223,0.0294468775391578,0.0073368011321102,0.2058546310663223,0.2858546310663223,1e-06,0.0594468775391578,False,Maximum number of function evaluations has been exceeded.,0.2409053093007839,0.0348628886818755,2.192903588284349e-08,0.0073368223800821,0.0032853253361924,9.969351935811489e-09,329542.5176425982,0.2406914578750729,17.818985405378044,80,81,2,0.0001712226897607,0.0001356056889404,0.0001810903494568,0.0001711548703154,0.0001355559364727,0.0001810140369908,False
COMPLETED,,1.15,0.275,0.2427838565218639,0.032235578489867,0.2481681853532791,0.0265278499573469,0.0078466019375111,0.2081681853532791,0.2881681853532791,1e-06,0.0565278499573469,False,Maximum number of function evaluations has been exceeded.,0.2427838338108467,0.0322355839713118,2.336314487412197e-08,0.0078466215090742,0.00358806966293,1.086925279888374e-08,330111.8972316635,0.2161002559587359,18.14125210419297,80,81,2,0.0001806671620186,0.0001442078609838,0.000190625326661,0.0001806253963673,0.0001441803204216,0.000190574689965,False
COMPLETED,,1.15,0.28,0.2446187068139639,0.0296134911601608,0.2500313222408294,0.0240385755896568,0.0077702052339298,0.2100313222408294,0.2900313222408294,1e-06,0.0540385755896568,False,Maximum number of function evaluations has been exceeded.,0.2446186885755319,0.0296134959120451,1.8847302268377003e-08,0.0077702213479211,0.0036299521655755,8.966737939746819e-09,404824.1612465382,0.2296782666817307,18.667117035016418,80,81,2,0.0001942238136713,0.000156249851203,0.0002044449004382,0.000194188513895,0.000156226115937,0.0002044023959393,False
COMPLETED,,1.15,0.285,0.246411776793946,0.0269965748646317,0.2514413595199585,0.0219426862895488,0.0071301116489965,0.2114413595199585,0.2914413595199585,1e-06,0.0519426862895488,False,Maximum number of function evaluations has been exceeded.,0.2464117617454201,0.0269965866339314,1.910430700916869e-08,0.0071301306064189,0.0034047838070575,9.295025276933994e-09,366301.7265274816,0.2359725646674633,19.50278104282916,80,81,2,0.0002050033115214,0.000166276127019,0.0002152866484376,0.0002049350276037,0.0001662239202546,0.0002152109492021,False
