point_id,direction,step_index,Mach,eta,alpha,ci_seed,gep_cr,gep_ci,adjacent_overlap,selection_basis,selection_source,n_finite_modes
OFFGRID_0365,low_to_target,0,0.2478258928101559,0.92,0.8913002195939658,0.05069114256497497,-6.574953596911652e-14,0.0507077844646012,,pinn_seed_start,nearest_to_target,87
OFFGRID_0365,low_to_target,1,0.2478258928101559,0.9223693559668766,0.8935956625217629,0.05066415518828357,2.301937911505138e-13,0.049176019752912886,0.9999991543450267,previous_eigenvalue,nearest_to_target,308
OFFGRID_0365,low_to_target,2,0.2478258928101559,0.9247387119337531,0.89589110544956,0.05003101703505171,1.674401868779078e-13,0.04764611602849533,0.9999991555681113,previous_eigenvalue,nearest_to_target,270
OFFGRID_0365,low_to_target,3,0.2478258928101559,0.9271080679006297,0.8981865483773571,0.046445142010196144,-2.3372182573393824e-13,0.04611804785741553,0.9999991567536556,previous_eigenvalue,nearest_to_target,277
OFFGRID_0365,low_to_target,4,0.2478258928101559,0.9294774238675063,0.9004819913051543,0.04206155993031877,-2.754949926920164e-13,0.04459178256244285,0.9999991579003958,previous_eigenvalue,nearest_to_target,96
OFFGRID_0365,low_to_target,5,0.2478258928101559,0.9318467798343829,0.9027774342329514,0.041066185765962736,1.7863301555393784e-13,0.0430672772780841,0.9999991590064148,previous_eigenvalue,nearest_to_target,94
OFFGRID_0365,low_to_target,6,0.2478258928101559,0.9342161358012594,0.9050728771607485,0.04101811185833237,1.2438314490113799e-13,0.04154447484711805,0.9999991600688726,previous_eigenvalue,nearest_to_target,93
OFFGRID_0365,low_to_target,7,0.2478258928101559,0.936585491768136,0.9073683200885456,0.04101514618272427,3.097496031602645e-13,0.040023298130910274,0.999999161083639,previous_eigenvalue,nearest_to_target,90
OFFGRID_0365,low_to_target,8,0.2478258928101559,0.9389548477350126,0.9096637630163428,0.04079262218437952,-5.195017741344871e-13,0.03850364213461498,0.9999991620447766,previous_eigenvalue,nearest_to_target,273
OFFGRID_0365,low_to_target,9,0.2478258928101559,0.9413242037018892,0.9119592059441399,0.03861889201546584,-2.020272878134007e-13,0.03698536314770768,0.999999162943827,previous_eigenvalue,nearest_to_target,102
OFFGRID_0365,low_to_target,10,0.2478258928101559,0.9436935596687657,0.914254648871937,0.033685402515295546,3.3039631734288834e-14,0.03546826380734617,0.999999163768819,previous_eigenvalue,nearest_to_target,310
OFFGRID_0365,low_to_target,11,0.2478258928101559,0.9460629156356423,0.9165500917997341,0.031620174493843335,-1.5659874212771496e-13,0.03395207261667667,0.9999991645029016,previous_eigenvalue,nearest_to_target,97
OFFGRID_0365,low_to_target,12,0.2478258928101559,0.9484322716025189,0.9188455347275313,0.031424657131174136,5.897792733010455e-13,0.03243641591214618,0.9999991651224438,previous_eigenvalue,nearest_to_target,102
OFFGRID_0365,low_to_target,13,0.2478258928101559,0.9508016275693955,0.9211409776553284,0.031422489697194064,5.1333846710571164e-14,0.03092077955642878,0.9999991655944027,previous_eigenvalue,nearest_to_target,100
OFFGRID_0365,low_to_target,14,0.2478258928101559,0.9531709835362719,0.9234364205831255,0.03135950650040378,-6.470508371575988e-13,0.029404456583595154,0.9999991658726393,previous_eigenvalue,nearest_to_target,91
OFFGRID_0365,low_to_target,15,0.2478258928101559,0.9555403395031485,0.9257318635109226,0.030249748295084665,-1.3230616933823786e-12,0.02788647551964745,0.9999991658927209,previous_eigenvalue,nearest_to_target,263
OFFGRID_0365,low_to_target,16,0.2478258928101559,0.9579096954700251,0.9280273064387198,0.025821631928848513,6.900826439037937e-13,0.026365501771683057,0.9999991655644576,previous_eigenvalue,nearest_to_target,307
OFFGRID_0365,low_to_target,17,0.2478258928101559,0.9602790514369017,0.9303227493665169,0.02246799860067812,-1.2344551114215764e-12,0.024839700818401037,0.9999991647609612,previous_eigenvalue,nearest_to_target,101
OFFGRID_0365,low_to_target,18,0.2478258928101559,0.9626484074037782,0.932618192294314,0.021931685024467382,-9.67114177685286e-13,0.02330654578342121,0.9999991633020964,previous_eigenvalue,nearest_to_target,277
OFFGRID_0365,low_to_target,19,0.2478258928101559,0.9650177633706548,0.9349136352221111,0.021914114472244693,2.8282946410359844e-12,0.02176254128762558,0.9999991609285268,previous_eigenvalue,nearest_to_target,306
OFFGRID_0365,high_to_target,0,0.2478258928101559,0.98,0.9494284947848765,0.012480572769900014,1.4844020051385414e-12,0.011146093598379711,,pinn_seed_start,nearest_to_target,320
OFFGRID_0365,high_to_target,1,0.2478258928101559,0.9775029605617758,0.9470093515244156,0.012513553983447903,-6.267540505001518e-12,0.013129364202271789,0.9999989618846971,previous_eigenvalue,nearest_to_target,100
OFFGRID_0365,high_to_target,2,0.2478258928101559,0.9750059211235516,0.9445902082639547,0.01331115171772873,3.917525278451064e-12,0.01497741498882933,0.9999990056104133,previous_eigenvalue,nearest_to_target,116
OFFGRID_0365,high_to_target,3,0.2478258928101559,0.9725088816853273,0.9421710650034938,0.017475692375511852,1.8375698707653734e-12,0.0167406874807348,0.999999031127552,previous_eigenvalue,nearest_to_target,111
OFFGRID_0365,high_to_target,4,0.2478258928101559,0.9700118422471032,0.9397519217430329,0.021314696116157085,-3.427705924409549e-12,0.01844822798620727,0.9999990469962462,previous_eigenvalue,nearest_to_target,112
OFFGRID_0365,high_to_target,5,0.2478258928101559,0.967514802808879,0.937332778482572,0.02190051596822789,1.109369613715424e-12,0.020118194365704358,0.9999990571971704,previous_eigenvalue,nearest_to_target,277
OFFGRID_0365,high_to_target,6,0.2478258928101559,0.9650177633706548,0.9349136352221111,0.021914114472244693,2.8282946410359844e-12,0.02176254128762558,0.9999990638379651,previous_eigenvalue,nearest_to_target,306
