dataset,source_id,chart,Mach,alpha,r_kappa_normalized_rms_stage2,r_q_normalized_rms_stage2,r_logamp_normalized_rms_stage2,bc_kappa_rmse_stage2,bc_q_rmse_stage2,r_kappa_normalized_rms_stage3,r_q_normalized_rms_stage3,r_logamp_normalized_rms_stage3,bc_kappa_rmse_stage3,bc_q_rmse_stage3,r_kappa_normalized_rms_delta,r_kappa_normalized_rms_ratio,r_q_normalized_rms_delta,r_q_normalized_rms_ratio,r_logamp_normalized_rms_delta,r_logamp_normalized_rms_ratio,bc_kappa_rmse_delta,bc_kappa_rmse_ratio,bc_q_rmse_delta,bc_q_rmse_ratio
T401,96,C02,1.1,0.22,0.0195549895138075,0.0146679113008514,0.0196655410184049,0.0043054163313992,0.0028452070498822,0.0106830806353976,0.0097144042776261,0.0079193197922856,0.0016328317757057,0.0018917395138586,-0.008871908878409898,0.5463097092358158,-0.0049535070232252995,0.6622895433695613,-0.011746221226119302,0.40270032667161,-0.0026725845556935003,0.37925061132823185,-0.0009534675360236002,0.6648864144832354
T401,97,C02,1.1,0.23,0.0185036364757754,0.0145158469148011,0.0190357292303549,0.0041152486632297,0.0032531323897726,0.0108301210402592,0.0098878494739288,0.0070710075272094,0.0011396915831487,0.0023427956346714,-0.007673515435516198,0.5852968985008857,-0.0046279974408723005,0.6811762022542854,-0.0119647217031455,0.371459766087331,-0.0029755570800809993,0.2769435522407182,-0.0009103367551012002,0.7201660903923943
T401,98,C02,1.1,0.245,0.0176871136303638,0.0156221857554016,0.0195985498840487,0.0035698876813896,0.0041075745883448,0.0106327075429286,0.0105920796966813,0.0097348084598185,0.001244684463665,0.0019215820431642,-0.007054406087435201,0.601155607700469,-0.005030106058720299,0.6780152190303418,-0.009863741424230198,0.49671065040080753,-0.0023252032177246,0.348662079805407,-0.0021859925451805998,0.4678142786783882
T401,99,C02,1.1,0.26,0.0158165518829818,0.0154246891238685,0.020442811382038,0.0037043726775678,0.0047066321302085,0.0101649893816179,0.0094888376564674,0.0083906666226415,0.0016949050518911,0.001323335788844,-0.005651562501363901,0.6426804942583703,-0.005935851467401101,0.615172051784445,-0.0120521447593965,0.4104458269381641,-0.0020094676256767,0.4575417214781783,-0.0033832963413645,0.2811640579153097
T401,100,C02,1.1,0.27,0.0191498175084941,0.0158638835415495,0.0185078717322788,0.0042620828724271,0.0046524350311407,0.0129931220824843,0.0105094113494017,0.0071031440319276,0.001847345186081,0.0014446963521448,-0.006156695426009801,0.6784984805584213,-0.005354472192147798,0.662474060773091,-0.011404727700351199,0.3837904289956422,-0.0024147376863461,0.43343718115668756,-0.0032077386789959,0.3105247773423682
T401,101,C02,1.1,0.28,0.0157637027758608,0.0152838486887019,0.0196772778839094,0.0048312666476902,0.0042390268749131,0.0097191550607718,0.0088574559764142,0.0072301989182481,0.0019924176051972,0.0014815175497952,-0.006044547715089001,0.6165527984741561,-0.0064263927122877006,0.5795304675426284,-0.012447078965661301,0.36743898017318816,-0.002838849042493,0.4124006705673683,-0.0027575093251179005,0.34949472921791064
T401,102,C02,1.1,0.29,0.0170966177525953,0.0146090494530151,0.0227228269627994,0.005234049630817,0.0036332095273554,0.0111919063654844,0.0089523329733988,0.0135023137528923,0.0019959516045336,0.0011201888317716,-0.005904711387110901,0.6546269284043299,-0.005656716479616301,0.6127936661581472,-0.0092205132099071,0.5942180422795794,-0.0032380980262834004,0.38133983154875917,-0.0025130206955838,0.30831935877559513
T401,103,C02,1.1,0.305,0.0193849590914029,0.0147907049043995,0.0181983514515856,0.0053712105873794,0.0029667426947464,0.013013079192062,0.0084559564900018,0.0068052953657375,0.0019222652560358,0.000569186546408,-0.006371879899340899,0.6712977381434462,-0.0063347484143977,0.5717074706484457,-0.011393056085848102,0.37395120013162303,-0.0034489453313436,0.3578830553679089,-0.0023975561483384,0.19185571684930183
T401,104,C02,1.1,0.31,0.0182190133099479,0.0124404600525085,0.0209354311629082,0.0052739370998514,0.0029107257214129,0.0112998004023522,0.0073912373158172,0.0104221889158904,0.0019010324803167,0.0006668242242692,-0.006919212907595699,0.6202202177536317,-0.0050492227366913,0.594128937725806,-0.010513242247017801,0.4978253772177207,-0.0033729046195347,0.36045793575548407,-0.0022439014971437003,0.22909208496138062
T401,105,C02,1.1,0.315,0.020922465888378,0.0146423178048976,0.0171646872013595,0.0051185266894758,0.0029523526583084,0.0144080343085316,0.0088716540399035,0.0074112624816512,0.001832700526133,0.000781727911888,-0.006514431579846401,0.6886393977363331,-0.0057706637649941,0.6058913730813906,-0.0097534247197083,0.43177381531684444,-0.0032858261633428,0.35805235320960904,-0.0021706247464204002,0.26478134639101825
T401,106,C02,1.1,0.325,0.0220010699563908,0.0161335232776689,0.018132315889025,0.004699452737022,0.0032648849054966,0.0162192063614231,0.0088246860375674,0.0096530283044161,0.0014932573397299,0.0008822753209725,-0.005781863594967702,0.7372007994871084,-0.007308837240101498,0.5469782319514812,-0.0084792875846089,0.5323659902847169,-0.0032061953972920996,0.31775132622701163,-0.0023826095845241,0.2702316763102872
T401,107,C02,1.1,0.335,0.0238049457914438,0.0162606016078753,0.0212805176897234,0.0042754271547717,0.0037148141346545,0.0168083613233566,0.0094215832949491,0.0088060941679703,0.001183356746653,0.0010523353155967,-0.006996584468087201,0.7060869396895674,-0.006839018312926201,0.5794117291691138,-0.0124744235217531,0.41381014768371266,-0.0030920704081187,0.27678093996579606,-0.0026624788190578,0.2832807449987194
T401,108,C02,1.1,0.345,0.0262468603575468,0.0170995982465266,0.022132576352333,0.0040764074344605,0.0041968236756166,0.0171604087594681,0.0096801353732753,0.0119376311217357,0.0012315317789263,0.0008874337296587,-0.0090864515980787,0.6538080564951816,-0.007419462873251298,0.5661030881378517,-0.0101949452305973,0.5393692506330088,-0.0028448756555342,0.30211204319650875,-0.0033093899459579,0.21145366073267724
T401,109,C02,1.15,0.21,0.0183363462526695,0.0178675386796098,0.0172255864185813,0.0021524288826054,0.0016584859757094,0.0099706043641096,0.0107112511528515,0.0096613167355845,0.0027977441677961,0.0004542029433204,-0.0083657418885599,0.5437617847480398,-0.007156287526758301,0.5994810670299563,-0.0075642696829968,0.5608701208083577,0.0006453152851907001,1.2998079473871307,-0.001204283032389,0.27386601392641835
T401,110,C02,1.15,0.225,0.0147714284538999,0.0146131293623955,0.016496615873457,0.0027275450577326,0.0017849439043869,0.0090577671136298,0.0094671464103024,0.0075515634725891,0.0017931754718871,0.0020234888061475,-0.0057136613402701,0.6131950705984972,-0.005145982952093099,0.6478520907824545,-0.0089450524008679,0.45776440031797916,-0.0009343695858454999,0.6574320254777978,0.00023854490176059982,1.1336428002999546
T401,111,C02,1.15,0.24,0.0175468129517204,0.0141017346828983,0.0155923794375404,0.0028310541304771,0.0021911851956763,0.0115211707599282,0.009826642385905,0.0073953143277038,0.0019185439212983,0.001819117322275,-0.0060256421917922,0.6565962030613993,-0.004275092296993299,0.6968392617556574,-0.0081970651098366,0.4742903004206499,-0.0009125102091788,0.6776782897383102,-0.00037206787340129987,0.8301978882773244
T401,112,C02,1.15,0.245,0.0171630831226004,0.0140577360161757,0.0171412546162605,0.002704634148545,0.002248213221687,0.0103458324297454,0.0100720115858525,0.0076139126097067,0.0019395570484136,0.0013574117612011,-0.006817250692855001,0.6027956839597179,-0.0039857244303231985,0.7164746566775064,-0.0095273420065538,0.444186425098896,-0.0007650771001314002,0.7171236262978543,-0.0008908014604859002,0.6037735870010291
T401,113,C02,1.15,0.255,0.0155829173985694,0.0137846396292131,0.0139359568678926,0.0024471881320978,0.0023470397690247,0.0096799068726257,0.0086904471985353,0.0072066221950555,0.002189422515581,0.0003438266332317,-0.0059030105259437,0.6211870746048086,-0.0050941924306778,0.6304442794513154,-0.006729334672837099,0.5171243182919874,-0.00025776561651679993,0.8946686553698526,-0.002003213135793,0.1464937398033845
T401,114,C02,1.15,0.27,0.01706573028327,0.0147746780711243,0.0172653501664593,0.0026505568944082,0.0024871124984651,0.0106494111776457,0.0090328559615465,0.008172138886557,0.0021847342321659,0.0001303027948713,-0.006416319105624299,0.624023173979587,-0.0057418221095778006,0.6113741306621331,-0.0090932112799023,0.47332598573255036,-0.0004658226622422999,0.8242547959543778,-0.0023568097035938,0.052391194588791316
T401,115,C02,1.15,0.28,0.0173491634813288,0.0130995048907958,0.0170116260963461,0.0030097805803619,0.002602993818929,0.0120093110383211,0.0087388132880701,0.0084869915954727,0.0017242487025382,0.0005448058081095,-0.005339852443007701,0.6922126851387124,-0.004360691602725699,0.6671101969823544,-0.0085246345008734,0.49889361236875573,-0.0012855318778237001,0.5728818618169415,-0.0020581880108195,0.2092996933560372
T401,116,C02,1.15,0.295,0.0192969604878327,0.012704172160741,0.0186340601296453,0.0030265473103574,0.0024972867466708,0.0129635014949377,0.0078986395153919,0.0115086552600422,0.0018161650090156,0.0006857067552197,-0.006333458992894999,0.6717898138990112,-0.0048055326453491,0.6217358687723572,-0.0071254048696031,0.6176139381311134,-0.0012103823013418001,0.6000781824227066,-0.0018115799914510998,0.27458070489255354
T401,117,C02,1.15,0.305,0.0173363406970685,0.0153784929831746,0.0172391770253508,0.0026340154870888,0.002251168070962,0.012089218006364,0.0080704804959911,0.0085746579815341,0.0019984802228321,0.0003973366866849,-0.005247122690704499,0.6973338963284355,-0.007308012487183499,0.5247900756479131,-0.0086645190438167,0.49739369628403796,-0.0006355352642566999,0.7587199971405202,-0.0018538313842771002,0.17650245301991363
T401,118,C02,1.15,0.315,0.0202707398968237,0.015644174411302,0.0158928180998533,0.0021294473346795,0.0020894821458693,0.0132150946993458,0.0093327381357364,0.0078051521347446,0.0020083692779773,0.0003777276466614,-0.007055645197477901,0.6519295677715505,-0.0063114362755656,0.5965631608526457,-0.008087665965108699,0.49111190260314164,-0.00012107805670219995,0.9431410888964656,-0.0017117544992078999,0.1807757235007393
T401,119,C02,1.15,0.325,0.0240778868594297,0.0147661860898046,0.0183320626369433,0.0017238295083186,0.002132603640461,0.0176569377187122,0.0094189680431936,0.0137471871866977,0.0019299038969328,0.0007929185082327,-0.006420949140717502,0.7333258861874399,-0.005347218046611001,0.637874125783704,-0.0045848754502456,0.7498985498224282,0.00020607438861419995,1.1195445301404559,-0.0013396851322283,0.3718077251623263
T401,120,C02,1.15,0.335,0.0270931670117656,0.0183016254625745,0.0183765176625593,0.00162976592952,0.0023821189504763,0.0168969783774681,0.0095696997537591,0.0139327466297547,0.0020084359593755,0.0012981434709829,-0.010196188634297502,0.6236619871767055,-0.008731925708815402,0.5228879682478719,-0.0044437710328046,0.7581820933430478,0.0003786700298554998,1.2323462670292942,-0.0010839754794934,0.5449532529529386
T401,121,C02,1.2,0.21,0.0189882081017049,0.0169457843718884,0.0147094820544897,0.0008019490578718,0.0013613758070336,0.01270458336841,0.0105610129762771,0.0102267967777896,0.0027085893546735,0.0014405130589783,-0.0062836247332949,0.6690775296100367,-0.0063847713956113,0.6232236138798576,-0.0044826852767001005,0.6952519973106821,0.0019066402968017002,3.3775079951605815,7.913725194469987e-05,1.0581303498533132
T401,122,C02,1.2,0.22,0.0176968086225453,0.0158388288480879,0.01392076070514,0.0009316034751704,0.0011042525786801,0.0103092424743562,0.0091244871361499,0.0105245610241284,0.0022918360406968,0.0017102963045147,-0.0073875661481891015,0.5825481132921603,-0.006714341711938002,0.5760834480670222,-0.0033961996810115986,0.7560334702285623,0.0013602325655263999,2.4600982089269245,0.0006060437258346,1.5488270867875147
T401,123,C02,1.2,0.235,0.0183336890524907,0.0167149726692651,0.0123523125420769,0.0008508823732334,0.0010841845218238,0.0123756028655634,0.0103287614837588,0.0080658984096564,0.0024729269694343,0.0007758463308892,-0.0059580861869273,0.6750197862596632,-0.006386211185506301,0.6179346917360481,-0.0042864141324205005,0.652986910927062,0.0016220445962009,2.906308847411001,-0.00030833819093460007,0.7156035852495681
T401,124,C02,1.2,0.245,0.019617045731205,0.0145917550779389,0.0124624565821912,0.0008051816891433,0.0011954738356592,0.011470645615599,0.0099210338982249,0.0079790044935933,0.0028369061953941,0.0002806556205556,-0.008146400115605999,0.5847284944313785,-0.004670721179714,0.6799068271934191,-0.0044834520885979005,0.6402433132641974,0.0020317245062508,3.523311860721176,-0.0009148182151036,0.23476517192100885
T401,125,C02,1.2,0.255,0.0205292688818134,0.0150955027448385,0.0137832508363704,0.001011052434251,0.0013084144440111,0.0126578300352225,0.0097594949735051,0.0091662738198957,0.0033136234459937,0.0009830456280533,-0.0078714388465909,0.6165748087812275,-0.0053360077713334,0.6465167234554077,-0.0046169770164747,0.6650298923464628,0.0023025710117426995,3.277400195815237,-0.00032536881595779995,0.751325875797929
T401,126,C02,1.2,0.27,0.0233322577138997,0.0147104050313093,0.0124890124097548,0.0010111281062697,0.0017727833372879,0.0165192433694884,0.0116314179476918,0.0073449680348334,0.003351395275744,0.0013517822528448,-0.006813014344411297,0.7080002103545862,-0.0030789870836175,0.7906932489578463,-0.0051440443749214,0.5881143995898717,0.0023402671694743,3.3145110446075132,-0.00042100108444310014,0.7625197193656105
T401,127,C02,1.2,0.28,0.0220651705520483,0.0132270748298815,0.0149066484342625,0.0010588626759341,0.0024999654073843,0.0156274603605341,0.0101755850086811,0.0103737948031216,0.0022573789361434,0.0018255310638348,-0.006437710191514203,0.7082410862708427,-0.0030514898212004003,0.7692997234500609,-0.004532853631140902,0.6959173182938783,0.0011985162602093002,2.1318901756094117,-0.0006744343435495001,0.7302225296568575
T401,128,C02,1.2,0.29,0.0281512603915213,0.0161048332378565,0.0133526556279435,0.0012486293973454,0.0030787708877784,0.0178425767855465,0.0111315859884436,0.0084175947792476,0.0010881569173514,0.002295746747776,-0.010308683605974797,0.6338109390981441,-0.0049732472494129,0.6911953588117487,-0.0049350608486959015,0.6304060415990844,-0.0001604724799940001,0.8714810973254623,-0.0007830241400024001,0.745669889529383
T401,129,C02,1.2,0.305,0.0284728789252785,0.015853600963054,0.0127183374124098,0.0009654809154123,0.0031214153731373,0.0149472495570807,0.009428768796116,0.0079522280267747,0.0012322654977366,0.0016763452240065,-0.0135256293681978,0.5249644616656726,-0.006424832166938,0.5947398838969935,-0.004766109385635101,0.6252568845213515,0.00026678458232429994,1.276322999311045,-0.0014450701491307998,0.5370465073097991
T401,130,C02,1.2,0.325,0.0293086803016315,0.013096954628507,0.0144970682535398,0.0002863073855672,0.0024617361032624,0.0175346641903817,0.0083749799765963,0.0114623540759466,0.0024190690175679,0.0014912633675679,-0.011774016111249803,0.5982754600317371,-0.004721974651910701,0.6394601045931098,-0.0030347141775931997,0.7906670421550783,0.0021327616320007,8.449202289265129,-0.0009704727356944999,0.6057771040492979
V64,22,C10,1.3,0.085,0.0152969517315334,0.0158545188298543,0.0106758635915036,0.0003854694820518,0.000787644779453,0.0069608849717201,0.0079197249552685,0.0056973279494988,0.0006935787427783,0.0008174693740471,-0.008336066759813299,0.4550504632482308,-0.007934793874585802,0.4995247752555906,-0.0049785356420048,0.533664363605491,0.00030810926072649995,1.7993090894938752,2.9824594594099994e-05,1.0378655396088734
V64,23,C10,1.35,0.055,0.0221055699711996,0.0221257571456892,0.0144635578669045,0.0009664993409858,0.0016116494246542,0.0100660052586003,0.0114111477011541,0.0074586565270471,0.0006401518647643,0.0007855879157002,-0.012039564712599298,0.455360584310419,-0.0107146094445351,0.5157404388928383,-0.0070049013398574,0.5156861538276133,-0.0003263474762215,0.6623407152159716,-0.0008260615089539999,0.4874434251535553
V64,24,C10,1.35,0.09,0.0154829281089202,0.0175497335721524,0.0117582249866097,0.0007839274304591,0.0015927608092822,0.0075350948977376,0.0098976152455769,0.0062348534055334,0.000391988930144,0.0006598305572599,-0.007947833211182599,0.4866711803303147,-0.0076521183265755004,0.5639752424095062,-0.0055233715810763,0.5302546441009309,-0.00039193850031510005,0.5000321648579579,-0.0009329302520223,0.4142684535019806
V64,25,C10,1.4,0.075,0.0188713362897717,0.0189992696706422,0.0114826658556012,0.0012591236622821,0.0020397788358698,0.009261357500395,0.0101082783603363,0.0069380975169403,0.0010017970802918,0.0013566738253637,-0.0096099787893767,0.49076320607007956,-0.0088909913103059,0.5320351011152644,-0.0045445683386609,0.6042235839821049,-0.00025732658199030013,0.795630413676836,-0.0006831050105060999,0.6651082958144278
T401,131,C10,1.25,0.055,0.0231041044153269,0.0277109187964695,0.0137648391422865,0.0006913115162547,0.0002715677492422,0.0101713553788192,0.0116084910775604,0.0075032903719744,0.0003508126247783,0.0006014036706507,-0.012932749036507702,0.44024019265043146,-0.0161024277189091,0.4189139726048844,-0.006261548770312099,0.5451055616715341,-0.00034049889147640003,0.5074595410747506,0.00032983592140850007,2.2145621942550076
T401,132,C10,1.25,0.06,0.0201434293553396,0.0206907358133405,0.0121371959790662,0.0006408543501648,0.0002545068079253,0.0082677290963432,0.0082716082961393,0.007225594252323,0.0004013248498909,0.0007240484914646,-0.011875700258996398,0.4104429762428511,-0.0124191275172012,0.3997735204180666,-0.004911601726743199,0.5953264876653097,-0.0002395295002739,0.6262341041887234,0.00046954168353929995,2.844908147514524
T401,133,C10,1.25,0.065,0.0175799180149508,0.0188455836238624,0.0113750255572639,0.0007267997108612,0.0006199323198391,0.0077361830122264,0.0076687524797671,0.0064629629606768,0.0004721429404143,0.0008975107729526,-0.0098437350027244,0.4400579687372365,-0.011176831144095298,0.406925709111862,-0.0049120625965871,0.5681712914086299,-0.0002546567704469,0.6496190537209324,0.00027757845311349996,1.4477560601866086
T401,134,C10,1.25,0.07,0.0167469693690865,0.0167481336925024,0.0118745852101108,0.0008087287532923,0.0009249975362415,0.0068837750069679,0.0072881508402398,0.0071379996607343,0.0005060978406408,0.000988369388599,-0.009863194362118601,0.41104601407313557,-0.009459982852262601,0.4351619693304974,-0.004736585549376501,0.6011157050485046,-0.0003026309126515001,0.6257942957765473,6.337185235750001e-05,1.068510293135478
T401,135,C10,1.25,0.085,0.0170407560951778,0.0174555144859971,0.0109955606476385,0.0007020896460874,0.0008899806932816,0.0069888593248268,0.0081748067910573,0.0064323669168894,0.0003122752359251,0.0007790632340448,-0.010051896770351,0.41012612854687297,-0.0092807076949398,0.4683223056882781,-0.0045631937307491,0.5849967203146544,-0.0003898144101623,0.4447797196061003,-0.00011091745923679994,0.8753709377359443
T401,136,C10,1.25,0.1,0.0151561753334769,0.0166629330108766,0.0123169870155726,0.0003948273937568,0.0001269172059822,0.007468310706242,0.0076830432061714,0.0068240949216941,0.0005596963868555,0.0008549754405272,-0.007687864627234899,0.49275694836717976,-0.0089798898047052,0.46108588452923344,-0.0054928920938785005,0.5540393046664958,0.00016486899309870004,1.4175723257952402,0.000728058234545,6.736481739498026
T401,137,C10,1.25,0.11,0.0154868905570845,0.0183211764635694,0.0125700601699277,0.0008025877301434,0.0003616915536567,0.0070174373469557,0.008624306690157,0.0076146522186268,0.000568799376997,0.0011131925075156,-0.0084694532101288,0.4531211298413653,-0.0096968697734124,0.47072886980298095,-0.004955407951300899,0.6057769108252883,-0.0002337883531464,0.708706793829718,0.0007515009538588998,3.0777398483907867
T401,138,C10,1.3,0.05,0.0279534498080439,0.0294993151568445,0.0178513721984407,0.0007635809764228,0.0008590043730728,0.0136159483128412,0.0150631039370875,0.0086039488390537,0.0005677603949632,0.0007188213799924,-0.0143375014952027,0.4870936648729155,-0.014436211219757002,0.5106255469660461,-0.009247423359386999,0.4819768891382617,-0.00019582058145959996,0.7435496856181855,-0.0001401829930804,0.8368075908869447
T401,139,C10,1.3,0.065,0.0151149647271276,0.0168677372502719,0.0107549187551935,0.000623835048784,0.0009691921398508,0.0068845912052272,0.0067412168843364,0.0064122014424366,0.0003895720186349,0.0007319002262029,-0.0082303735219004,0.4554817910273434,-0.0101265203659355,0.399651523160152,-0.0043427173127569005,0.5962110536018859,-0.00023426303014910003,0.6244792103205273,-0.0002372919136479,0.755165251665754
T401,140,C10,1.3,0.08,0.0157305997276347,0.0172108775022874,0.0103730225565457,0.000408116672011,0.0007321712287296,0.0067953676450582,0.0076384212023569,0.0062098514646517,0.0004937592362874,0.0008270562157092,-0.0089352320825765,0.4319840160397986,-0.009572456299930499,0.4438135825056986,-0.004163171091894,0.5986540018399064,8.56425642764e-05,1.2098482374032777,9.488498697959999e-05,1.1295939846533387
T401,141,C10,1.3,0.095,0.0150934922095918,0.0163158513027406,0.0101683798526019,0.0006969972145016,0.0010196206846523,0.0073673787122687,0.0085354130494071,0.0054912603576372,0.0009949492684226,0.0006822587076031,-0.007726113497323101,0.4881162430777144,-0.007780438253333499,0.5231362367205071,-0.004677119494964701,0.5400329685984427,0.00029795205392100013,1.4274795475819169,-0.0003373619770492001,0.6691299204426756
T401,142,C10,1.3,0.105,0.0159650854920084,0.0159821047590025,0.0100041543101681,0.0008333974889786,0.0012139146517215,0.0079748347085263,0.0080570573951833,0.0054694105871188,0.0006770690550375,0.0005686333094283,-0.0079902507834821,0.49951719409947676,-0.0079250473638192,0.5041299326138424,-0.004534743723049301,0.5467139367852171,-0.00015632843394109992,0.8124203204251386,-0.0006452813422932001,0.46842939791681293
T401,143,C10,1.3,0.115,0.0159648184250499,0.0161515705749264,0.0102310514911785,0.0013306115481419,0.0015054530702538,0.0077649549651312,0.007364175257889,0.0067771395649438,0.0008998306950272,0.0010180414141587,-0.0081998634599187,0.48637915937380477,-0.0087873953170374,0.45594174410017446,-0.0034539119262347005,0.662408900081017,-0.00043078085311469994,0.6762534838088146,-0.0004874116560951,0.6762359015197141
T401,144,C10,1.35,0.06,0.0176689538165024,0.0192682877582468,0.0124349383106721,0.0007414249340111,0.0016056622387514,0.0079878230476477,0.0101294823578607,0.0067265726292513,0.0005078202960503,0.0007991926979028,-0.009681130768854702,0.4520824000449452,-0.0091388054003861,0.5257074466061623,-0.005708365681420801,0.5409413751154937,-0.00023360463796079996,0.6849247614360612,-0.0008064695408486,0.4977340057048802
T401,145,C10,1.35,0.07,0.0153398378316993,0.0169158903889633,0.0116926040641225,0.0009337880288397,0.0014533524117587,0.0077521978992854,0.0089355043210908,0.0062041348438317,0.0006482172804888,0.0008113710025296,-0.0075876399324139,0.5053637453236777,-0.007980386067872498,0.5282313916458534,-0.0054884692202908,0.5306033463382568,-0.0002855707483509,0.6941803283709446,-0.0006419814092291001,0.5582754712243267
T401,146,C10,1.35,0.085,0.0161638919057666,0.0159123556722161,0.0108435955353094,0.0008788503054833,0.0014346800308035,0.0081312730748884,0.0092954098950503,0.0064123568951495,0.0004960481746409,0.0006862963593432,-0.0080326188308782,0.5030516859610712,-0.006616945777165798,0.5841630294426254,-0.0044312386401599005,0.5913496933991402,-0.0003828021308424001,0.5644285170591272,-0.0007483836714602999,0.4783619654612717
T401,147,C10,1.35,0.095,0.016457719902083,0.0177600342390319,0.011039208595417,0.0007439259893092,0.0018014341126348,0.0088801465779289,0.0100339152627292,0.005820054564685,0.0003417571181026,0.0006380493673894,-0.007577573324154102,0.5395733206520891,-0.007726118976302699,0.56497161704099,-0.005219154030732,0.5272166491265717,-0.0004021688712066,0.45939666447189353,-0.0011633847452454,0.3541896774987685
T401,148,C10,1.35,0.105,0.0145161286102838,0.0157824403690386,0.011836979184012,0.0007980028691689,0.002089540689238,0.0077325654351353,0.008853063415299,0.0065112488122938,0.0003619188533622,0.0006024745503437,-0.006783563175148501,0.5326878565719818,-0.0069293769537396,0.5609438849942755,-0.0053257303717181995,0.5500768997793314,-0.00043608401580669996,0.4535307670499098,-0.0014870661388943001,0.2883286999131883
T401,149,C10,1.35,0.11,0.0146975998626609,0.0176359515258233,0.0116196605455756,0.0009137273767157,0.0020876571206298,0.0084316641206018,0.0104771037147076,0.0061428098614028,0.0004491052525132,0.0005474071365581,-0.0062659357420591,0.5736762600281665,-0.007158847811115698,0.5940764636014443,-0.005476850684172801,0.5286565676603855,-0.0004646221242025,0.491509025512033,-0.0015402499840717,0.26221122767179283
T401,150,C10,1.4,0.055,0.0241632103030481,0.0229537279690589,0.0132832086132185,0.0012135925829046,0.0017817622594051,0.0124683034370296,0.0117221649727416,0.0084786973835233,0.0009324888346639,0.0009126499714179,-0.011694906866018501,0.5160035972313153,-0.0112315629963173,0.5106867602745319,-0.0048045112296951995,0.6383019065955123,-0.00028110374824069986,0.7683705782315272,-0.0008691122879872,0.5122175905345634
T401,151,C10,1.4,0.065,0.0203221401105778,0.0196186657544774,0.0112661618587266,0.0006990809628863,0.001978507984698,0.009614761894141,0.0099039143418578,0.0067061585908797,0.0006914070556566,0.0012090669480903,-0.010707378216436799,0.4731175871155645,-0.0097147514126196,0.5048209937313151,-0.004560003267846901,0.5952478470460825,-7.673907229700035e-06,0.9890228633919357,-0.0007694410366076998,0.6111003632238828
T401,152,C10,1.4,0.08,0.0170436490245759,0.018443945694002,0.0105961722883169,0.001422053685928,0.002073088358208,0.008934466467354,0.0100563675595078,0.0073777376795455,0.0010280831401807,0.0012381037099206,-0.008109182557221902,0.5242108925424974,-0.008387578134494202,0.5452394908524452,-0.0032184346087714005,0.6962644131107633,-0.0003939705457473,0.722956629805292,-0.0008349846482874001,0.5972266956295245
T401,153,C10,1.4,0.09,0.0160417195895692,0.0165370914719429,0.0104118526344259,0.001229820438715,0.0023066517359149,0.0090050673970852,0.00959920531431,0.0064423373270655,0.0007877394232151,0.0008150320906044,-0.007036652192483998,0.5613529987733087,-0.006937886157632902,0.5804651519643685,-0.0039695153073604,0.618750337069165,-0.00044208101549990007,0.6405320633947047,-0.0014916196453105,0.3533398986566688
T401,154,C10,1.4,0.1,0.0189984256083662,0.0161748616108684,0.0108849764548862,0.0007563640319318,0.0024958498645036,0.0095254464953483,0.0094170030371832,0.0075147214843993,0.0005098712729695,0.0005412785974178,-0.0094729791130179,0.5013808350073834,-0.0067578585736852,0.582199913899456,-0.003370254970486899,0.6903755387569982,-0.0002464927589623,0.6741083016166932,-0.0019545712670858,0.21687145734042582
T401,155,C10,1.4,0.115,0.0183574869575,0.017529816108441,0.010255551631931,0.000933420338321,0.0017511344581823,0.0104779266206767,0.0119211596657362,0.0075919939278057,0.0002588396330313,0.0006333938780529,-0.0078795603368233,0.5707712959259882,-0.0056086564427048,0.6800504689832938,-0.0026635577041253,0.7402813812733169,-0.0006745807052897,0.2773023282274849,-0.0011177405801294,0.3617048794244909
V64,26,C11,1.25,0.16,0.0135702679951599,0.0164932723180987,0.0101496345525111,0.0007963544229094,0.0006787831798984,0.0089321325865208,0.0084964124575941,0.0059462057844489,0.0007146637373993,6.329914705021786e-05,-0.0046381354086391,0.6582134258296608,-0.0079968598605046,0.5151441323302872,-0.0042034287680622,0.5858541757030811,-8.16906855101e-05,0.8974191852772646,-0.0006154840328481821,0.09325385325501503
V64,27,C11,1.25,0.17,0.0117863836732705,0.0171920022025823,0.0088906321777476,0.0005201299252875,0.0007971970766198,0.0082470525913036,0.0091310331192927,0.0054384113867261,0.000411093489958,0.000285208580262,-0.0035393310819669,0.699710175734946,-0.0080609690832896,0.5311209835653223,-0.0034522207910215007,0.6117013141470324,-0.00010903643532949995,0.7903669255922345,-0.0005119884963578,0.35776420740441567
V64,28,C11,1.25,0.195,0.0135737756958703,0.0203518063936519,0.0120341214168753,0.0005387628463443,0.0002444646848087,0.0086710154067348,0.0108479644856216,0.0087811696189505,0.0008976265409987,0.0001542839144602,-0.004902760289135501,0.6388064456798765,-0.0095038419080303,0.5330221934995057,-0.0032529517979247996,0.729689298849584,0.00035886369465440004,1.6660884229293453,-9.01807703485e-05,0.6311092114631248
V64,29,C11,1.35,0.155,0.0144219593285082,0.0180261532412622,0.0137563050526381,0.0003291653002883,0.00043162651556,0.0078667974105426,0.0096826507788521,0.0057157147668222,0.0003268320678819,0.0008089114798171,-0.0065551619179656,0.5454735539984592,-0.0083435024624101,0.5371445948150675,-0.0080405902858159,0.4154978204504177,-2.333232406399985e-06,0.99291166959471,0.0003772849642570999,1.8741005259317853
