target_index,point_id,sample_group,Mach,eta,alpha,chart_id,chart_path,N,mapping_scale,xi_max,eta_low,eta_high,max_step,forward_n_steps,backward_n_steps,ci_seed_target,ci_independent_original,ci_forward,cr_forward,ci_backward,cr_backward,forward_backward_ci_abs,forward_backward_overlap,forward_min_adjacent_overlap,backward_min_adjacent_overlap,minimum_adjacent_overlap,continuation_status,reference_status,success,error,traceback,ci_classic_raw,ci_cont_abs_err_vs_classic,ci_cont_rel_err_vs_classic,p_rel_cont_vs_classic,rho_rel_cont_vs_classic,u_rel_cont_vs_classic,v_rel_cont_vs_classic,p_overlap_cont_vs_classic
50,OFFGRID_0215,uniform_full_domain,0.915487899044563,0.9668522214211726,0.3890086468611838,HM2_NEUTRAL3,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_NEUTRAL3_M0.85_0.98_eta0.92_0.98_ciIDW,401,5.0,0.98,0.92,0.98,0.0025,20,7,0.015204330459456426,0.0120823325061869,0.01208233249397031,-2.060932448833116e-11,0.01208233249397031,-2.060932448833116e-11,0.0,1.0000000000000002,0.9999947993247053,0.9997014110490694,0.9997014110490694,validated_bidirectional,continuation_corrected_reference,True,,,0.01324039109199189,0.0011580585980215802,0.08746407790945103,0.0029646037113594042,0.0029646037113594016,0.005173928137990816,0.00465179611424785,0.9999956062322891
