scope,y_window,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_rmse,q_rmse,p_error_energy_fraction,q_error_energy_fraction,qdef_reference_rel_l2,qdef_prediction_rel_l2,dp_pred_vs_q_ref_rel_l2
all,inf,216482,0.007301000850034994,0.002836831309911719,0.14637096410979727,0.00909741002176767,0.0021020061480771486,0.00015380407072473407,1.0,1.0,0.0,0.00402374159116721,0.003578121843181835
|y|<=5,5.0,161161,0.0002443783002801791,0.0006012582571666532,0.00026946438065573243,0.00019840263397824097,7.390783284697256e-05,3.111681914308001e-05,0.0009203460101042819,0.03047143402413167,0.0,0.0027809935373216267,0.002803399753682659
|y|<=10,10.0,186548,0.0002588911430423155,0.0005864919984303463,0.00034220671907400266,0.00019840263397824097,7.729869416581241e-05,3.1592164537064256e-05,0.0011653198825867497,0.03635732403010397,0.0,0.0025638381705298022,0.002585581812048318
|y|<=20,20.0,200970,0.0002916278428950502,0.0006208649093950046,0.0008524571163308891,0.0003700371882564784,8.600856089893805e-05,3.3889458441625306e-05,0.0015542641834668293,0.04507160654080155,0.0,0.0024839178651791622,0.002503083590006627
|y|<=50,50.0,210190,0.000575839542932848,0.000892336766429105,0.007770473581773985,0.001998179510185862,0.00016781438482513567,4.8835365110250385e-05,0.006188432598860342,0.09788665241315324,0.0,0.0031223490907836414,0.003142222742983442
|y|<=100,100.0,213367,0.0008608294301450083,0.001300340643967774,0.011333947043388736,0.004072520459762454,0.0002495010847182133,7.098618001029537e-05,0.013886166607610682,0.20995074079697917,0.0,0.003338089757779398,0.003327637186015111
|y|<=500,500.0,215943,0.007149374830061012,0.002828797446252804,0.14637096410979727,0.00909741002176767,0.0020609170204140674,0.00015355978616842444,0.9588935270853473,0.9943440428834458,0.0,0.00401898447124152,0.003577282407870044
|y|<=2000,2000.0,216482,0.007301000850034994,0.002836831309911719,0.14637096410979727,0.00909741002176767,0.0021020061480771486,0.00015380407072473407,1.0,1.0,0.0,0.00402374159116721,0.003578121843181835
