alpha,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_ref_norm,q_ref_norm,y_at_p_max_err,y_at_q_max_err
0.1375,4418,0.005577925664680168,0.002000310872749233,0.05874986688881005,0.004210961913752642,19.047432056130884,3.6555104378284553,-268.58095688747346,-226.13365487489727
0.14,4418,0.00594727703566919,0.002365836341897463,0.06946504687545785,0.005712740145728532,19.02385813533696,3.725549112829828,-268.7087890561963,-245.64868871846767
0.1425,4418,0.005725397763743165,0.002308720762922054,0.06641695682826813,0.004290077731110175,19.000490341760173,3.7957947886959826,-268.895065677706,-226.3563388628999
0.145,4418,0.006677680299538794,0.0021063616298238295,0.07115138162196659,0.004308779208942387,18.97729699893267,3.866243506566751,-269.13541610843333,-246.00522925537453
0.1475,4418,0.006428460831162008,0.0022094658796283817,0.06423622941825466,0.004186215454613291,18.95424473451502,3.9368982571912237,-269.4269423018881,-246.24880757998548
0.15,4418,0.007085276843376461,0.002176302104905399,0.07781727720269643,0.0040403767379410555,18.931274238544212,4.007805021731667,-246.5397483710265,-226.9798807096596
0.1525,4418,0.007666131656025648,0.0023278843164907534,0.07980151665603394,0.004128510579525776,18.90855619674336,4.078915061673928,-246.8821635185327,-246.8821635185327
0.155,4418,0.0075509811916956064,0.002009387199444218,0.07942259715306949,0.0032600510020110085,18.885813036559863,4.150302892891551,-247.26706680801263,-227.59630331693683
0.1575,4418,0.00855421648940897,0.0021789851475478034,0.08618372537474896,0.0045477543244383314,18.86321252452272,4.221992722968151,-247.7146212386585,-227.9754749953296
0.16,4418,0.00867905526853062,0.002067367500058588,0.07920101751977597,0.003972306120165201,18.840920156903707,4.293834433785475,-248.20721966314463,-184.22552508031004
0.1625,4418,0.009632931400826251,0.00238654110968693,0.10271047984668015,0.004747770771419585,18.818586404944526,4.365975231953888,-228.846904974489,-228.846904974489
0.165,4418,0.009568255797262755,0.002193586727029263,0.09142574721752675,0.004457788038907412,18.796454771212254,4.438380156381513,-229.3513121367945,-229.3513121367945
0.1675,4418,0.010653876976059825,0.002240991737323868,0.09722068539078825,0.004258964167587629,18.774438516458357,4.511060187392452,-229.90045672201992,-229.90045672201992
0.17,4418,0.010871949821167933,0.0027062777124556544,0.10515008971401507,0.005303289757453169,18.752514073805163,4.583996701134771,-230.48839413865443,-230.48839413865443
0.1725,4418,0.01243158087281228,0.002501113352649037,0.12187153461744975,0.0044127868904958985,18.730854063590755,4.657241857502509,-213.47358408123247,-230.6959948198959
0.175,4418,0.012958858755367795,0.0029042398334632813,0.13403775014603372,0.00585320914250529,18.709298936049656,4.730819195082911,-213.47358408123247,-185.72178868770985
0.1775,4418,0.013062718244579295,0.0029036055988599704,0.11041962582406699,0.005211655142168517,18.688134757258002,4.804618375322517,-213.47358408123247,-230.6959948198959
0.18,4418,0.014034791167090234,0.002933038019275306,0.1095772378152664,0.007642109154986873,18.666959014818474,4.878767908464814,-213.47358408123247,-185.72178868770985
0.1825,4418,0.013244631776762347,0.0033309819583318937,0.11723047820749818,0.006930479796947562,18.6458949846177,4.95318305040901,-250.9295590227856,-185.72178868770985
0.185,4418,0.014370505038859342,0.003945113731522212,0.12493239300412015,0.00909741002176767,18.625107414022555,5.027881620279906,-230.6959948198959,-213.47358408123247
0.1875,4418,0.014108992005744572,0.003347162987769295,0.13006046702973054,0.007337526524545971,18.604319320984846,5.103026673899892,-230.6959948198959,-213.47358408123247
0.19,4418,0.01352722532299809,0.0037768159492489227,0.14637096410979727,0.007175864685508717,18.583773142489118,5.178381325628973,-230.6959948198959,-213.47358408123247
