alpha,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_ref_norm,q_ref_norm,y_at_p_max_err,y_at_q_max_err
0.07,4418,0.002290922752877102,0.0033465476773121734,0.026431230356364105,0.0025014004404498185,19.739027970754208,1.830124305495112,-647.8206317999015,-386.26228219886696
0.0725,4418,0.002991494088888558,0.0033114079457424294,0.04723438240425775,0.0030812281700225304,19.710434658980713,1.8959597782426723,-528.5746663278279,-340.40165958749776
0.075,4418,0.002445360321194757,0.003749766237361394,0.037265353553625924,0.003890249215681631,19.682315787195932,1.9619364296042219,-528.5746663278279,-340.40165958749776
0.0775,4418,0.002215798603666175,0.0036310087131652545,0.032851435061540354,0.0044248074545725526,19.65459829907034,2.028034804071341,-528.5746663278279,-340.40165958749776
0.08,4418,0.002297176695830644,0.003319322445166239,0.03067666321347003,0.00452485563861855,19.62745191861436,2.0942497249370313,-528.5746663278279,-340.40165958749776
0.0825,4418,0.002334015391302036,0.002882314057392898,0.03113711070151644,0.0029925767261512817,19.600720562415436,2.160613187789287,-528.5746663278279,-386.26228219886696
0.085,4418,0.0030523603296470467,0.003415591067454402,0.04947694742631698,0.00381634378654084,19.57445239979905,2.227137907449568,-446.36760082966265,-304.25831215571657
0.0875,4418,0.002899197109852537,0.0033156308760979285,0.03836941089916797,0.003910381809791574,19.548802742612242,2.2938171333988513,-446.36760082966265,-340.40165958749776
0.09,4418,0.0036754870691146926,0.005813682601253121,0.03575133756801818,0.005059329490094443,19.523732061403866,2.3606175868146173,-446.36760082966265,-304.25831215571657
0.0925,4418,0.003698374658788162,0.005214202510868223,0.034038520637658484,0.003982461503071338,19.49873402737683,2.427593442301283,-446.36760082966265,-340.40165958749776
0.095,4418,0.0027514344322676024,0.0034403163074777396,0.030824394875332964,0.004069965267117276,19.47195082398768,2.494458628326554,-445.0364358433105,-303.6390059667414
0.0975,4418,0.003218365632130318,0.0028642777111168916,0.04298077099968579,0.005023800448700123,19.445387278408628,2.5614618364828967,-383.7657594955448,-302.7067841848682
0.1,4418,0.0034372664327836093,0.0028860873990729004,0.05080296178816454,0.0044137603076459695,19.41914450302061,2.628595273619053,-382.3777274615912,-301.84231210490896
0.1025,4418,0.0029097022143001624,0.0026557003601839937,0.040935934857871385,0.005003811692678673,19.39308813339367,2.695879687887331,-381.0909414612085,-301.0397159846368
0.105,4418,0.0030019079240870133,0.0028656218172674274,0.03878860052107042,0.005253272177662905,19.367246868847836,2.763284042626412,-379.8912875797525,-300.2904408124043
0.1075,4418,0.0032721223748134864,0.0027120832946656284,0.03891498933628379,0.004734190462085144,19.341597923223674,2.8308563756331444,-378.79919129583175,-299.60748161855423
0.11,4418,0.0030741814442867494,0.002787860676090048,0.037634476739038726,0.0044361991688335965,19.31622617542027,2.898592398839548,-377.8237351210053,-270.7324479454232
0.1125,4418,0.003911361589140212,0.0024471331570863246,0.0540300394662017,0.004804308791726842,19.290893292246334,2.966510894879916,-333.1371172233446,-270.27636688731235
0.115,4418,0.003879496172966409,0.0027845757665668864,0.05212122477685623,0.005958335752578276,19.265834987609562,3.0345734874134735,-332.5240069597885,-269.8725655403257
0.1175,4418,0.0036533528566824783,0.0024958404762106755,0.04814833356783609,0.00517414010611025,19.240757186278216,3.1028397365329186,-331.9775358095139,-269.5124171701868
0.12,4418,0.0037890910674591902,0.002660513398731814,0.04535381312261368,0.005710207162807765,19.216131294851923,3.171233870061799,-331.5250502578927,-269.2140407089169
0.1225,4418,0.0039503449781653314,0.0025372742246172184,0.04423057984980445,0.004597003460597988,19.191483183589014,3.2398684486656,-331.1513116609167,-268.9674759507041
0.125,4418,0.004467192729685684,0.0024386771147300946,0.051205572912740645,0.005096529719032621,19.16712886095243,3.3086290351903815,-296.6031048739672,-245.69835575085605
0.1275,4418,0.00462089820821362,0.0025207727257330827,0.06062163702617389,0.0048491335607840375,19.142919571538943,3.3775964278065005,-296.4284360266599,-245.57845520481865
0.13,4418,0.004722864789774988,0.0024037227103906257,0.056968849685747364,0.004798947233914527,19.118816771851872,3.4467639675979234,-296.3144934233073,-245.5002268328197
0.1325,4418,0.00498003740351725,0.002488333604127671,0.05781690285029008,0.005154502275000253,19.094904847321835,3.5161422248240535,-296.2733484333617,-245.47197581835047
0.135,4418,0.004939999146660913,0.00254299083401995,0.05182198006073572,0.004784500114634137,19.07106679512601,3.585747092000729,-296.2962654323203,-245.4877112770754
