variant,y,rho_reference_real,rho_reference_imag,rho_predicted_real,rho_predicted_imag,rho_aligned_real,rho_aligned_imag,rho_abs_error,u_reference_real,u_reference_imag,u_predicted_real,u_predicted_imag,u_aligned_real,u_aligned_imag,u_abs_error,v_reference_real,v_reference_imag,v_predicted_real,v_predicted_imag,v_aligned_real,v_aligned_imag,v_abs_error,p_reference_real,p_reference_imag,p_predicted_real,p_predicted_imag,p_aligned_real,p_aligned_imag,p_abs_error
solved_spectral_root,-79.05141356907998,-0.3033358876654556,-0.3143430765573406,-0.303287070203382,-0.31436894338803706,-0.3033135205658705,-0.3143955258577716,5.701943755902068e-05,-0.1013024546484668,-0.0993053906783202,-0.10128650000855623,-0.0993137577652387,-0.10129532591260935,-0.09932214829794636,1.8210894828653443e-05,0.1750790341243591,0.1845942367427596,0.1750506729627742,0.18460931083498003,0.17506594372831283,0.18462492511084116,3.336366892531388e-05,-0.1348159500735358,-0.1397080340254846,-0.13479425342372534,-0.13971953039468313,-0.13480600914038687,-0.13973134482567626,2.5341972248566686e-05
solved_spectral_root,-77.84317828329539,-0.3981641526196615,-0.1929867443080291,-0.3981263619672351,-0.19302717445485792,-0.3981607921875509,-0.19304321545758651,5.657104591844481e-05,-0.1309908624876229,-0.0590560090519692,-0.13097847136099028,-0.059069146334180714,-0.13098979258148344,-0.05907404298690632,1.806564442425416e-05,0.2309158395271618,0.1143944605027791,0.23089390622622924,0.11441798932637666,0.23091387735556385,0.11442750448552245,3.3102188944584624e-05,-0.1769618456087384,-0.0857718863591241,-0.17694504976321562,-0.0857898553132702,-0.17696035208335598,-0.08579698464781624,2.514268707481335e-05
solved_spectral_root,-76.67073600211968,-0.4453048740221797,-0.049118843311955,-0.44528363281402955,-0.0491696078603007,-0.4453219201195339,-0.049173237928890744,5.700301559211854e-05,-0.1449961149073176,-0.0119290502081643,-0.14498910048363597,-0.01194557357433338,-0.14500156184826715,-0.0119464066698365,1.8191094730294558e-05,0.259093162649557,0.0308445241742017,0.25908086135206904,0.030874052374088926,0.25910314118729055,0.03087635893722253,3.3362004614412934e-05,-0.1979132773431909,-0.0218305970275355,-0.19790383680623533,-0.021853159049022526,-0.19792085338645948,-0.021854772412840322,2.5334673596561e-05
solved_spectral_root,-75.53251902680334,-0.4423553112632993,0.0996805600670423,-0.44235293899494665,0.09962598401681268,-0.44239077740408295,0.09963512232421068,5.764057265258837e-05,-0.1426967789583027,0.0363470442265268,-0.14269590037143284,0.03632925735696216,-0.1427081008711562,0.03633256501785033,1.838023924106839e-05,0.2581233111662529,-0.0558292360969886,0.25812198895996824,-0.05579750319145536,0.25814407154413954,-0.05580263503858019,3.3743289680215516e-05,-0.1966023605614664,0.0443024711409076,-0.1966013062199763,0.04427821511858341,-0.19661812329070352,0.044282276588538075,2.5618032289936368e-05
solved_spectral_root,-74.42704989239853,-0.3926614200477291,0.237298108754952,-0.3926778213302865,0.2372464537796842,-0.3927112132323917,0.2372673392245498,5.8533112338402554e-05,-0.1253243148490414,0.0805717914334457,-0.12532954401469096,0.08055493175567166,-0.1253401951753109,0.08056201261290392,1.864966738613239e-05,0.2298739348566087,-0.1362257818220365,0.22988353471739517,-0.13619576099935513,0.22990308675518886,-0.13620775659350814,3.427451027115929e-05,-0.1745161866878796,0.105465826113312,-0.17452347614679403,0.10544286834652633,-0.17453831699217415,0.10545215076646659,2.6014716594865717e-05
solved_spectral_root,-73.35293496774148,-0.3040195269709758,0.3505951289264387,-0.3040507821203726,0.35055100318431126,-0.3040764162221123,0.35058149688740203,5.849973831709873e-05,-0.0955280197324187,0.1165504719555743,-0.09553809847313305,0.11653602479589,-0.09554614468825184,0.11654615467591017,1.8632040351279003e-05,0.178819476719242,-0.2026541235829779,0.17883770846241948,-0.2026285033356953,0.17885279074386218,-0.2026461336628588,3.4258766176020106e-05,-0.1351197897648781,0.1558200573006394,-0.1351336809423878,0.15580044585969388,-0.13514507387649433,0.15581399861662312,2.5999883696488577e-05
solved_spectral_root,-72.30885859253654,-0.1871594414114269,0.4302778939122351,-0.18720100452772334,0.4302427052898938,-0.18721650283311325,0.43027988457471456,5.709613456246029e-05,-0.0568747733237822,0.1413629522734723,-0.056888256642080706,0.14135137267460984,-0.056892952335850414,0.14136358138819405,1.8189894587639296e-05,0.1111621304426415,-0.2496477765904638,0.11118633029537889,-0.24962737708608312,0.11119554321223041,-0.24964895196655115,3.343343656502923e-05,-0.0831819739606342,0.1912346195165489,-0.08320044645676593,0.19121898012884167,-0.08320733459249477,0.19123550425542868,2.5376059805504223e-05
solved_spectral_root,-71.29357769968134,-0.0542330729056713,0.4711899328323203,-0.05428277151620562,0.4711676700405481,-0.05428680615932752,0.4712081859518312,5.674891118218851e-05,-0.0133557826386315,0.1534449433980902,-0.01337195767331768,0.15343755461777892,-0.013372902001938696,0.15345074306945594,1.8075087496174987e-05,0.0339530991188231,-0.2741425945584512,0.033982007101024385,-0.27412972234484523,0.03398456048588149,-0.274153298060567,3.32322520260938e-05,-0.0241035879580761,0.2094177479254757,-0.024125676229424724,0.2094078533513547,-0.02412746940414557,0.20942586042303607,2.5221738303213804e-05
solved_spectral_root,-70.30591687661561,0.0825315464848975,0.4721365253792419,0.08247809667632683,0.47213270182071965,0.08248580254340222,0.4721731191959671,5.85799932232974e-05,0.0310487614290225,0.15251889112842,0.031031355152976288,0.1525174952525845,0.03103422107982095,0.1525305458409192,1.8634754582302216e-05,-0.0456921676767925,-0.2753813231642583,-0.04566108309894416,-0.275379182053728,-0.045665367746142424,-0.2754027593975605,3.4318338844344414e-05,0.0366806873266211,0.2098384557241074,0.03665693185614526,0.20983675636476426,0.03666035668595655,0.209854719642652,2.6035552543728064e-05
solved_spectral_root,-69.3447638244409,0.2119141131732529,0.4353721526116382,0.21186088301698758,0.43538073128317895,0.2118796460568754,0.4354178223686705,5.7216333496381744e-05,0.0727168975490493,0.1394178202133269,0.07269949731891036,0.13942047273355473,0.07270592257154926,0.1394323438441293,1.8204010074999636e-05,-0.1212277716368202,-0.2546205456798899,-0.12119685082654665,-0.2546256113876413,-0.12120759176253583,-0.2546473071184772,3.351718844706539e-05,0.0941840502992235,0.1934987344940614,0.09416039245199448,0.19350254723696841,0.09416873158083351,0.19351903216385355,2.5429481553946465e-05
