interface_rank,selection_reason,boundary_id,interface_pair,side,Mach,eta,chart_id,samepoint_ci_abs_diff,samepoint_p_overlap,samepoint_p_rel,point_id,alpha,checkpoint,field_family,checkpoint_ymax,ci_ref,ci_pred,ci_abs_err,ci_rel_err,ci_rel_err_reg,omega_ref,omega_pred,omega_abs_err,omega_rel_err,omega_rel_err_reg,near_neutral,n_modal_mask,alignment_real,alignment_imag,success,error,p_rel,p_overlap,q_rel,q_overlap,rho_rel,rho_overlap,u_rel,u_overlap,v_rel,v_overlap,gamma_rel,technical_success,technical_error
0,worst_p_overlap,ROUTE_0150,HM1_LOW__LOW,plus,0.7000499995052814,0.3976,HM1_LOW,0.0002405246272341,0.9631088272036938,0.2691122200167164,ROUTE_0150__plus,0.28392370684936574,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_LOW/model_state.pt,pq_etaaware,80.0,0.3482822959784073,0.34819224171955443,9.005425885288965e-05,0.00025856685766902375,0.00025856685766902375,0.09888560050419735,0.09886003196520626,2.556853899109146e-05,0.00025856685766909173,0.00025856685766909173,False,3256,1.813799872155496,5.140206684002673e-05,True,,0.12459509119565115,0.9922076714327235,0.24907675117322506,0.9885371967130877,0.12459509119565115,0.9922076714327236,0.43805534584169953,0.903011512866128,0.2623297921708018,0.9889512081095114,0.23325895742747974,True,
