interface_rank,selection_reason,boundary_id,interface_pair,side,Mach,eta,chart_id,samepoint_ci_abs_diff,samepoint_p_overlap,samepoint_p_rel,point_id,alpha,checkpoint,field_family,checkpoint_ymax,ci_ref,ci_pred,ci_abs_err,ci_rel_err,ci_rel_err_reg,omega_ref,omega_pred,omega_abs_err,omega_rel_err,omega_rel_err_reg,near_neutral,n_modal_mask,alignment_real,alignment_imag,success,error,p_rel,p_overlap,q_rel,q_overlap,rho_rel,rho_overlap,u_rel,u_overlap,v_rel,v_overlap,gamma_rel,technical_success,technical_error
2,worst_p_overlap,ROUTE_0145,HM1_LOW__HM2_LOW,minus,0.8499499995052815,0.3976,HM1_LOW,2.8116311058423715e-05,0.9726871948164292,0.2321198419785476,ROUTE_0145__minus,0.20948087126831244,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_LOW/model_state.pt,pq_etaaware,80.0,0.3098951165571578,0.3097037919430717,0.00019132461408610801,0.0006173850566335712,0.0006173850566335712,0.06491709901818865,0.06487702017133481,4.0078846853836e-05,0.0006173850566336398,0.0006173850566336398,False,2087,1.4445541873979033,-0.0004356033622614778,True,,0.07193164286703002,0.9974095641984039,0.11509466226358818,0.9959035090011333,0.07193164286703004,0.9974095641984038,0.3694238601354302,0.9668657102514601,0.13201361654844126,0.9950872127308967,0.20056122516998862,True,
