point_id,Mach,eta,alpha,chart_id,ci_ref,ci_seed,ci_joint_reloaded,ci_anchor_prefit,ci_anchor_matched,e_joint,e_anchor,delta_e,physics_better,e_prefit,delta_e_prefit,e_joint_rel_reg,e_anchor_rel_reg,delta_e_rel_reg,joint_vs_release_abs
OFFGRID_0258,0.9133350233603764,0.0400539074932127,0.016310309915837,ETAEDGE_HM2A,0.5189748196197792,0.5219540790115934,0.5189313596004724,0.5189262442631178,0.5189349973052056,4.346001930677357e-05,3.982231457355656e-05,3.6377047332170065e-06,False,4.857535666136226e-05,-5.115337354588689e-06,8.374205773338684e-05,7.673265266074356e-05,7.009405072643275e-06,0.0030227194111209776
OFFGRID_0259,0.9029056718213178,0.0310525021587133,0.013347568596373,ETAEDGE_HM2A,0.5309712978752126,0.5288658386023914,0.531030029136396,0.5310293331036013,0.5310439721617884,5.8731261183386785e-05,7.267428657586894e-05,-1.3943025392482156e-05,True,5.803522838876418e-05,6.96032794622603e-07,0.00011061099049687172,0.00013687046148575183,-2.6259470988880106e-05,0.0021641905340045176
OFFGRID_0261,0.9125630297533188,0.048079367381345,0.0196613879788769,ETAEDGE_HM2A,0.5141486232803172,0.516015098159812,0.5140465770637894,0.5140374159701759,0.5140604861670734,0.00010204621652776247,8.813711324373585e-05,1.3909103284026614e-05,False,0.00011120731014124807,-9.161093613485605e-06,0.0001984761057545927,0.0001714234158236439,2.7052689930948782e-05,0.001968521096022524
OFFGRID_0267,0.9150675440208712,0.0586231688946752,0.0236427603461229,ETAEDGE_HM2A,0.5060606294454467,0.5098052054624527,0.5058019958595649,0.505813313869958,0.5058198186542597,0.00025863358588185115,0.000240810791186985,1.782279469486614e-05,False,0.00024731557548873795,1.1318010393113198e-05,0.0005110723317189641,0.00047585363724277703,3.5218694476187116e-05,0.004003209602887803
OFFGRID_0271,0.905323173128275,0.0236122282187261,0.0100286654528386,ETAEDGE_HM2A,0.5346311852941934,0.5348220284496934,0.5347812435457431,0.534787023707017,0.5347994774576288,0.00015005825154967845,0.00016829216343539066,-1.8233911885712217e-05,True,0.00015583841282362787,-5.780161273949425e-06,0.00028067620385276507,0.00031478179362616856,-3.4105589773403494e-05,4.078490395031942e-05
OFFGRID_0275,0.901905652757788,0.0487240222987061,0.0210455174684716,ETAEDGE_HM2A,0.5194433475848375,0.5163817060581452,0.5194445381285238,0.51944312464207,0.5194595903577739,1.1905436863024477e-06,1.6242772936436722e-05,-1.5052229250134275e-05,True,2.2294276746936958e-07,9.67600918833078e-07,2.2919605994338077e-06,3.126957542522747e-05,-2.897761482579366e-05,0.003062832070378607
OFFGRID_0280,0.9188583811903538,0.0227874106129571,0.0089916268123604,ETAEDGE_HM2A,0.5269985075029294,0.5256350402234995,0.526847031832959,0.5269219538130873,0.5268652610119283,0.0001514756699704245,0.00013324649100110442,1.822917896932008e-05,False,7.65536898421626e-05,7.49219801282619e-05,0.0002874309278182965,0.0002528403574280782,3.4590570390218326e-05,0.0012119916094595062
OFFGRID_0281,0.900305249908394,0.0376268859762546,0.0163774433525055,ETAEDGE_HM2A,0.5279530347650828,0.5244932299645145,0.527994791044005,0.5279731222260742,0.5279988964467939,4.1756278922222556e-05,4.586168171105687e-05,-4.105402788834311e-06,True,2.0087460991358164e-05,2.1668817930864392e-05,7.90908966756908e-05,8.686697242201366e-05,-7.776075746322857e-06,0.0035015610794905117
OFFGRID_0284,0.90702203473215,0.0576406336862322,0.0242715002368728,ETAEDGE_HM2A,0.5107774174550331,0.5090239822254109,0.5105944387887237,0.5106100839009168,0.5106157546061213,0.00018297866630945236,0.00016166284891183658,2.131581739761579e-05,False,0.00016733355411635564,1.5645112193096722e-05,0.00035823562290821344,0.00031650351677121424,4.17321061369992e-05,0.0015704565633127832
OFFGRID_0286,0.9144599373183376,0.0331407694852192,0.0134112886939317,ETAEDGE_HM2A,0.522870555010822,0.5262641649565676,0.5227305709253611,0.5227759936048558,0.5227414112447073,0.00013998408546089802,0.00012914376611472544,1.0840319346172578e-05,False,9.456140596619811e-05,4.5422679494699914e-05,0.00026772225767809915,0.00024698993828798125,2.07323193901179e-05,0.003533594031206455
OFFGRID_0288,0.9122147943663952,0.0377941808130792,0.0154847407552813,ETAEDGE_HM2A,0.5210805318253715,0.5226551223621426,0.5210289243500554,0.5210336311278383,0.5210334525522646,5.160747531607335e-05,4.7079273106875874e-05,4.528202209197474e-06,False,4.690069753321424e-05,4.706777782859106e-06,9.903934644284205e-05,9.0349322669866e-05,8.690023772976046e-06,0.0016261980120871877
OFFGRID_0290,0.915961449442516,0.0244601412984501,0.0098150297751345,ETAEDGE_HM2A,0.5276545631354675,0.5297337928932304,0.5275553964173356,0.5276279685654331,0.5275751533677439,9.916671813192668e-05,7.940976772369268e-05,1.9756950408233998e-05,False,2.6594570034399467e-05,7.257214809752721e-05,0.00018793871039918798,0.00015049574716423971,3.7442963234948263e-05,0.002178396475894795
OFFGRID_0302,0.9036850456970822,0.0497732459431727,0.0213127933806062,ETAEDGE_HM2A,0.5177725534697428,0.5156854704616353,0.5177342541036978,0.5177361402813555,0.5177517999426822,3.829936604504702e-05,2.0753527060657362e-05,1.754583898438966e-05,False,3.641318838731866e-05,1.8861776577283607e-06,7.39694790471066e-05,4.008232364110845e-05,3.388715540599815e-05,0.0020487836420625127
