Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.02,0.09,0.0899819981996399,0.8512805251147324,0.02,0.09,modal_pretraining,9,340
0.05,0.05,0.0499374608885954,0.9125243626718814,0.05,0.05,modal_pretraining,155,340
0.05,0.06,0.0599249530663145,0.8964149331720782,0.05,0.06,modal_pretraining,156,340
0.05,0.12,0.119849906132629,0.8051606866115958,0.05,0.12,modal_pretraining,165,340
0.06,0.06,0.0598919026246453,0.8954981992942762,0.06,0.06,modal_pretraining,218,340
