task_index,chart_id,Mach,eta,alpha,ci_original_reference,ci_seed,ci_release_gep,release_rel_err,shoot_ci_highres,shoot_source,shoot_primary_secondary_abs_diff,gep_highest_N,gep_highres_ci,gep_highres_rel_err_vs_shoot,continuation_forward_ci,continuation_backward_ci,forward_backward_ci_abs_diff,forward_backward_mode_overlap,reference_rel_shift_after_recheck,shooting_crosscheck_ok,bidirectional_branch_ok,highres_gep_vs_shoot_ok,diagnosis
0,HM1_NEUTRAL3,0.8356278101941671,0.9774283616535724,0.5368975491439197,0.0098910650436443,0.0111597563545939,0.0072706285828301,0.2649296561342515,0.0099025240452281,secondary_neutral,0.0193286654795228,601,0.0093777825354262,0.0529906827194035,0.0087964016395915,0.0087964016395915,0.0,1.0,0.001158520496359,False,True,False,shooting_reference_ambiguity
1,HM1_NEUTRAL3,0.7202835534229853,0.9782604072129216,0.6785994397225865,0.0107883842660862,0.0145085927512029,0.0087411312484056,0.1897645622538897,0.0107893698362316,secondary_neutral,0.0184418196885193,601,0.0104016680676905,0.0359336805046013,0.0099419607286212,0.0099419607286212,0.0,1.0,9.135474981038512e-05,False,True,True,shooting_reference_ambiguity
2,HM2_NEUTRAL3,0.8988538238910846,0.9722909910902984,0.4261051300012924,0.0112013755413127,0.0115700450833598,0.0093371744220713,0.1664260886857948,0.0112077777794233,secondary_neutral,0.0180234117453277,601,0.0108681096803148,0.0303064626898724,0.0104468812257409,0.0104468812257409,0.0,1.0000000000000002,0.0005715582061332,False,True,True,shooting_reference_ambiguity
3,HM2_NEUTRAL3,0.9133118898026548,0.9679545521151728,0.39420998415165,0.0128164558217531,0.0143645871905792,0.0115284248236122,0.1004982201050272,0.0128029551968897,secondary_neutral,0.0164282343278612,601,0.0126074333682955,0.0152716170280527,0.0123188103730887,0.0116380472292679,0.0006807631438208,0.7724027504913781,0.0010533820777836,False,False,True,shooting_reference_ambiguity
4,NEUTRAL3_LOWM,0.3965104471943978,0.9787754200640796,0.8985454037808615,0.012737870366279,0.0119789063569581,0.0114622588571772,0.1001432321433204,0.0127363354009728,secondary_neutral,0.0164948541237781,601,0.0125238949544308,0.0166798721809565,0.0122382653036638,0.0122382653036638,0.0,1.0,0.0001205040765839,False,True,True,shooting_reference_ambiguity
