condition,benchmark_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,ambiguous,status,technical_success,target_error,target_recovery,best_candidate_index,best_center_kind,best_center_index,best_cr_center,best_ci_center,best_cr,best_ci,best_stage1_mismatch,best_stage2_mismatch,best_total_mismatch,best_retry_index,best_cr_half_window,best_ci_half_window,n_boxes,n_completed_boxes,n_technical_boxes,total_box_solves,total_seconds
generic,32,C12,1.25,0.285,0.3004516982633556,0.0149416772739879,0.29988387,0.011790725,False,COMPLETED,True,0.46124747157414614,False,9,generic,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,9.718086714993589e-08,2.0429054508661526e-21,9.718086714993793e-08,0,0.1,0.008,12,12,12,21,807.2827652338892
generic,33,C12,1.25,0.315,0.3091557589953352,0.0007606930795383,0.31015742,0.0026502407,False,COMPLETED,True,0.452563628632111,False,11,generic,2,0.9,0.0001,0.7617187499999999,1e-06,6.479020305218765e-08,2.5193466978874234e-19,6.479020305243959e-08,0,0.1,0.03,12,12,12,21,808.6605662057409
generic,34,C12,1.4,0.21,0.3451000202138525,0.031492731749407,0.34649885,0.030529922,False,COMPLETED,True,0.41754631140350695,False,10,generic,2,0.9,0.0001,0.7614583333333332,1.770572916666667e-05,6.485597991841298e-08,8.660603764178706e-20,6.485597991849959e-08,0,0.1,0.015,12,12,12,21,756.7934580580331
generic,35,C12,1.4,0.255,0.360051802461027,0.0134816819704447,0.36073864,0.0100793205,False,COMPLETED,True,0.40163252641157676,False,9,generic,2,0.9,0.0001,0.7614583333333332,1.0110243055555556e-05,7.865863808870767e-08,2.2813907456670786e-20,7.865863808873049e-08,0,0.1,0.008,12,12,11,21,799.1360913768876
generic,36,C20,1.45,0.105,0.3134370510761152,0.0607481498786416,0.30444336,0.06792568,False,COMPLETED,True,0.45212087495909764,False,11,generic,5,0.9,0.002,0.7614583333333332,1e-06,3.5133478959657903e-08,3.2723811162895725e-19,3.513347895998514e-08,0,0.1,0.03,12,12,12,13,458.73008897399995
generic,37,C20,1.5,0.085,0.3218492869365933,0.0569978921594081,0.32013,0.05874354,False,COMPLETED,True,0.44328053430619635,False,10,generic,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,3.09650009836878e-08,5.313593788404535e-19,3.0965000984219164e-08,0,0.1,0.015,12,12,12,13,523.5555478079477
generic,38,C20,1.55,0.06,0.3237921600955207,0.0505159341051575,0.33005154,0.046755057,False,COMPLETED,True,0.4405674486850675,False,9,generic,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,1.932132970693198e-08,6.715264276218841e-19,1.9321329707603506e-08,0,0.1,0.008,12,12,12,12,440.2404820888769
generic,39,C20,1.6,0.11,0.3823053415294019,0.0409883410294948,0.38274667,0.039386265,False,COMPLETED,True,0.381358428169825,False,11,generic,2,0.9,0.0001,0.7614583333333332,3.3981770833333346e-05,3.4298773637287656e-08,4.1626055383557354e-19,3.429877363770392e-08,0,0.1,0.03,12,12,12,12,491.5975633520866
generic,40,C21,1.45,0.12,0.3237488512771395,0.0567621464549422,0.3238221,0.056237806,False,COMPLETED,True,0.44136730730094403,False,10,generic,2,0.9,0.0001,0.7614583333333332,5.668576388888889e-05,4.230202979730319e-08,3.6338983019931814e-19,4.230202979766658e-08,0,0.1,0.015,12,12,12,13,548.2417937730206
generic,41,C21,1.5,0.205,0.3845145331817926,0.0238977814289654,0.38782793,0.02448477,False,COMPLETED,True,0.3776986023109144,False,9,generic,2,0.9,0.0001,0.7614583333333332,3.136747685185185e-05,6.437326187293047e-08,1.0123295521486415e-19,6.437326187303171e-08,0,0.1,0.008,12,12,12,20,824.7582960408181
generic,42,C21,1.55,0.12,0.3676123448280693,0.0442350462458262,0.35996458,0.045422435,False,COMPLETED,True,0.39631832472648587,False,11,generic,5,0.9,0.002,0.7614583333333332,3.604340277777778e-05,3.798684355923654e-08,3.695698889864867e-19,3.798684355960611e-08,0,0.1,0.03,12,12,12,13,544.5052239240613
generic,43,C21,1.55,0.2,0.4017552663925157,0.0216202143809181,0.40326327,0.021394387,False,COMPLETED,True,0.3603521705180619,False,10,generic,5,0.9,0.002,0.7614583333333332,1e-06,2.001906472956645e-08,1.1108626189160235e-19,2.0019064729677538e-08,0,0.1,0.015,12,12,11,20,912.2452293720562
generic,44,C21,1.6,0.12,0.3876599201926229,0.0391748932154282,0.38314873,0.039974157,False,COMPLETED,True,0.3758416306425244,False,9,generic,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,3.7982696272131283e-08,3.7252494527749118e-19,3.7982696272503806e-08,0,0.1,0.008,12,12,12,13,521.9686910103774
generic,45,C22,1.45,0.235,0.3745136540289731,0.0171237709666125,0.3672943,0.017903352,False,COMPLETED,True,0.3873218890492897,False,11,generic,2,0.9,0.0001,0.7614583333333332,3.398177083333332e-05,7.537937896364438e-08,4.7516960251630246e-20,7.53793789636919e-08,0,0.1,0.03,12,12,11,22,833.8954848571448
generic,46,C22,1.55,0.26,0.4189715103041552,0.0011522371683095,0.42387515,0.003822559,False,COMPLETED,True,0.3424887021643282,False,10,generic,2,0.9,0.0001,0.7614583333333332,1.770572916666667e-05,7.849282137658173e-08,2.262140340156596e-20,7.849282137660435e-08,0,0.1,0.015,12,12,11,23,904.1921187491389
generic,47,C22,1.6,0.22,0.4256110612063782,0.0118039423351638,0.43525052,0.009498814,False,COMPLETED,True,0.33605460812624516,False,9,generic,2,0.9,0.0001,0.7614583333333332,1e-06,6.65088912978075e-08,7.261300489222155e-20,6.65088912978801e-08,0,0.1,0.008,12,12,11,24,1041.692992108874
generic,48,C30,1.7,0.06,0.3910915486397204,0.0336318199900653,0.39153728,0.03392075,False,COMPLETED,True,0.371880012880375,False,11,generic,5,0.9,0.002,0.7614583333333332,0.00011781134259259261,3.0662291911950456e-08,6.73146103781569e-19,3.06622919126236e-08,0,0.1,0.03,12,12,12,12,380.7477437539492
generic,49,C30,1.7,0.075,0.4008202608716605,0.0347139445851855,0.4007553,0.036494035,False,COMPLETED,True,0.36229886641881304,False,10,generic,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,2.656431924768074e-08,5.936307255276146e-19,2.656431924827437e-08,0,0.1,0.015,12,12,12,13,427.3543672427768
generic,50,C30,1.75,0.055,0.4075496013880763,0.029060765945644,0.40652746,0.029275361,False,COMPLETED,True,0.35509674397768104,False,9,generic,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,1.722375757324108e-08,7.079686348923124e-19,1.7223757573949046e-08,0,0.1,0.008,12,12,12,12,366.7138313931646
generic,51,C30,1.75,0.115,0.4390526505121892,0.028374825904752,0.44282287,0.026433159,False,COMPLETED,True,0.3236421968856748,False,11,generic,2,0.9,0.0001,0.7614583333333332,0.00011093923611111115,5.476577953203206e-08,3.981544527160161e-19,5.4765779532430214e-08,0,0.1,0.03,12,12,12,13,453.7268697080435
generic,52,C30,1.8,0.115,0.4550520054455996,0.0254326671624637,0.46154898,0.023167498,False,COMPLETED,True,0.3074553271641039,False,10,generic,2,0.9,0.0001,0.7614583333333332,5.668576388888889e-05,3.820680318818309e-08,4.0595884848975597e-19,3.820680318858905e-08,0,0.1,0.015,12,12,12,13,456.8413376706885
generic,53,C30,1.9,0.075,0.4689092726029273,0.0226079949575224,0.48286277,0.021812832,False,COMPLETED,True,0.2934189105061971,False,9,generic,2,0.9,0.0001,0.7614583333333332,3.136747685185185e-05,2.221812830402045e-08,6.056819067539317e-19,2.221812830462613e-08,0,0.1,0.008,12,12,12,13,429.0556323531782
generic,54,C31,1.7,0.12,0.4243596505971577,0.0309763785020722,0.42487207,0.032059122,False,COMPLETED,True,0.33851882661945315,False,11,generic,5,0.9,0.002,0.7614583333333332,1e-06,3.2093066679180514e-08,3.9219260379357697e-19,3.20930666795727e-08,0,0.1,0.03,12,12,12,13,466.45774382387754
generic,55,C31,1.75,0.14,0.4489475540963262,0.0242005183491091,0.4505087,0.022049226,False,COMPLETED,True,0.3134448848803644,False,10,generic,5,0.9,0.002,0.7614583333333332,1.9767361111111115e-05,4.062223128980687e-08,3.039457739061778e-19,4.062223129011082e-08,0,0.1,0.015,12,12,12,13,516.7048491159221
generic,56,C31,1.8,0.14,0.4643068067440054,0.0214988079117178,0.46699315,0.019788988,False,COMPLETED,True,0.29792734900062867,False,9,generic,5,0.9,0.002,0.7614583333333332,1.2171875e-05,3.969206832102159e-08,3.079496359120698e-19,3.9692068321329536e-08,0,0.1,0.008,12,12,12,13,517.9910572899971
generic,57,C31,1.85,0.12,0.4719985865793722,0.0222249860031717,0.4662351,0.024353383,False,COMPLETED,True,0.2903091208689574,False,11,generic,2,0.9,0.0001,0.7614583333333332,3.398177083333332e-05,3.569502320203277e-08,3.895594231092472e-19,3.569502320242233e-08,0,0.1,0.03,12,12,12,12,420.67411584581714
generic,58,C31,1.85,0.125,0.4737811036592556,0.021530581350278,0.47092482,0.022256413,False,COMPLETED,True,0.2884817348569408,False,10,generic,2,0.9,0.0001,0.7614583333333332,1e-06,2.1893556064057665e-08,3.561182272644555e-19,2.1893556064413783e-08,0,0.1,0.015,12,12,12,13,471.44030424265657
generic,59,C31,1.85,0.18,0.4905395491810024,0.0108833347589581,0.49644497,0.010093105,False,COMPLETED,True,0.27113725825932383,False,9,generic,2,0.9,0.0001,0.7614583333333332,1e-06,5.01247865162606e-08,1.7634333243225954e-19,5.012478651643694e-08,0,0.1,0.008,12,12,11,21,835.7346421779366
generic,60,C31,1.85,0.2,0.4955951008506211,0.0060751576994105,0.5000186,0.0043253507,False,COMPLETED,True,0.2659318132297158,False,11,generic,5,0.9,0.002,0.7614583333333332,3.604340277777778e-05,5.9157598192101603e-08,1.3308727897941718e-19,5.9157598192234693e-08,0,0.1,0.03,12,12,11,21,844.0062832200201
generic,61,C31,1.9,0.145,0.4941169522172745,0.0161551782261101,0.49552995,0.015734598,False,COMPLETED,True,0.2678252308926757,False,10,generic,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,4.864117313049715e-08,2.946014977484831e-19,4.864117313079175e-08,0,0.1,0.015,12,12,12,17,633.8396105560241
generic,62,C32,1.75,0.21,0.4702734319548457,0.0072567424189534,0.47200358,0.007061247,False,COMPLETED,True,0.29127500852830784,False,9,generic,5,0.9,0.002,0.7614583333333332,1.2171874999999996e-05,6.01527751328742e-08,1.055785486512639e-19,6.015277513297978e-08,0,0.1,0.008,12,12,11,23,942.4710700022988
generic,63,C32,1.8,0.21,0.4844803096378324,0.0052840046266204,0.48472717,0.00507398,False,COMPLETED,True,0.2770277754129569,False,11,generic,2,0.9,0.0001,0.7614583333333332,3.3981770833333326e-05,6.239616723783925e-08,1.0817084027437232e-19,6.239616723794742e-08,0,0.1,0.03,12,12,11,23,984.8412353690946
