target_index,point_id,sample_group,Mach,eta,alpha,chart_id,chart_path,N,mapping_scale,xi_max,eta_low,eta_high,max_step,forward_n_steps,backward_n_steps,ci_seed_target,ci_independent_original,ci_forward,cr_forward,ci_backward,cr_backward,forward_backward_ci_abs,forward_backward_overlap,forward_min_adjacent_overlap,backward_min_adjacent_overlap,minimum_adjacent_overlap,continuation_status,reference_status,success,error,traceback,ci_classic_raw,ci_cont_abs_err_vs_classic,ci_cont_rel_err_vs_classic,p_rel_cont_vs_classic,rho_rel_cont_vs_classic,u_rel_cont_vs_classic,v_rel_cont_vs_classic,p_overlap_cont_vs_classic
17,OFFGRID_0329,near_neutral,0.4373820186458693,0.969470760306262,0.8718215964076712,NEUTRAL3_HIM,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,401,5.0,0.98,0.92,0.98,0.0025,21,6,0.020110719103829455,0.0176867355881966,0.017686735586636797,-1.4504765094939373e-12,0.017686735586636797,-1.4504765094939373e-12,0.0,1.0,0.9999991484019204,0.9999993499931985,0.9999991484019204,validated_bidirectional,classic_consistent,True,,,0.018071415690454857,0.00038468010381806014,0.02128666123380939,0.00012673663271161752,0.00012673663271161806,0.0021941032576050516,0.0005165316309385417,0.9999999919827953
