Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.85,0.8,0.4214261501141096,0.0912673344193447,0.85,0.8,modal_pretraining,1022,340
0.85,0.86,0.4530331113726678,0.0626312040520814,0.85,0.86,modal_pretraining,1025,340
0.85,0.92,0.4846400726312261,0.0350816139496578,0.85,0.92,modal_pretraining,1028,340
0.9,0.8,0.3487119154832538,0.0914603723440189,0.9,0.8,modal_pretraining,1087,340
0.9,0.86,0.3748653091444978,0.0616308680075563,0.9,0.86,modal_pretraining,1090,340
0.94,0.83,0.2831747870132509,0.0937077899822084,0.94,0.83,modal_pretraining,1160,340
0.94,0.89,0.3036452535443293,0.0553150115814916,0.94,0.89,modal_pretraining,1164,340
0.98,0.8,0.1591979899370593,0.2357547612983845,0.98,0.8,modal_pretraining,1223,340
0.98,0.86,0.1711378391823388,0.2144844016955349,0.98,0.86,modal_pretraining,1226,340
0.98,0.92,0.1830776884276182,0.1919990023019255,0.98,0.92,modal_pretraining,1229,340
