condition,benchmark_id,atlas_chart,Mach,alpha,candidate_index,center_kind,center_index,cr_center,ci_center,requested_cr_half_window,requested_ci_half_window,status,error,retry_index,used_cr_half_window,used_ci_half_window,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,spectral_success,mode_success,technical_success,delta_center,seconds
seeded,33,C12,1.25,0.315,5,PINN,0,0.31015742,0.0026502407,0.03,0.03,COMPLETED,,0,0.03,0.03,0.30916132625,0.0007651340006103515,3.7208348534688773e-06,6.284465331823848e-22,3.7208348534688778e-06,True,True,True,0.00213209521993575,37.936642112908885
seeded,33,C12,1.25,0.315,6,PINN,0,0.31015742,0.0026502407,0.06,0.008,COMPLETED,,0,0.06,0.008,0.30918085749999996,0.0007617494757324219,1.3756976509181852e-05,6.123416979885827e-22,1.3756976509181852e-05,True,True,True,0.0021260464295358213,38.04446655709762
seeded,33,C12,1.25,0.315,7,PINN,0,0.31015742,0.0026502407,0.06,0.015,COMPLETED,,0,0.06,0.015,0.30918085749999996,0.000763364717236328,1.380720541321336e-05,6.202352602984167e-22,1.380720541321336e-05,True,True,True,0.0021246117976554523,37.895572545938194
seeded,33,C12,1.25,0.315,8,PINN,0,0.31015742,0.0026502407,0.06,0.03,COMPLETED,,0,0.06,0.03,0.30918085749999996,0.0007651340006103515,1.3927311619223609e-05,6.290701245725184e-22,1.3927311619223609e-05,True,True,True,0.0021230406459816294,37.91188282496296
seeded,33,C12,1.25,0.315,9,PINN,0,0.31015742,0.0026502407,0.1,0.008,COMPLETED,,0,0.1,0.008,0.3091808575,0.0007617494757324219,1.3756977609650078e-05,6.126494349942921e-22,1.3756977609650078e-05,True,True,True,0.0021260464295357957,37.89035459491424
seeded,33,C12,1.25,0.315,10,PINN,0,0.31015742,0.0026502407,0.1,0.015,COMPLETED,,0,0.1,0.015,0.3091808575,0.000763364717236328,1.3807205581052167e-05,6.202352602984167e-22,1.3807205581052167e-05,True,True,True,0.0021246117976554267,37.76826212299056
seeded,33,C12,1.25,0.315,11,PINN,0,0.31015742,0.0026502407,0.1,0.03,COMPLETED,,0,0.1,0.03,0.3091808575,0.0007651340006103515,1.3927313631919766e-05,6.288028332542806e-22,1.3927313631919766e-05,True,True,True,0.002123040645981604,37.882273204042576
seeded,34,C12,1.4,0.21,0,PINN,0,0.34649885,0.030529922,0.015,0.008,COMPLETED,,0,0.015,0.008,0.345102365625,0.031493463666666666,8.906129428624548e-07,1.0175982686142019e-21,8.906129428624559e-07,True,True,True,0.0016966381915487854,33.447817540960386
seeded,34,C12,1.4,0.21,1,PINN,0,0.34649885,0.030529922,0.015,0.015,COMPLETED,,0,0.015,0.015,0.345102365625,0.031496718874999996,1.6768295694467103e-06,1.0169750440443892e-21,1.6768295694467114e-06,True,True,True,0.0016984889776295031,33.464208945049904
seeded,34,C12,1.4,0.21,2,PINN,0,0.34649885,0.030529922,0.015,0.03,COMPLETED,,0,0.015,0.03,0.345102365625,0.03148695325,2.2607510827128848e-06,1.0178249430621517e-21,2.2607510827128856e-06,True,True,True,0.0016929493267950214,33.41204457601998
seeded,34,C12,1.4,0.21,3,PINN,0,0.34649885,0.030529922,0.03,0.008,COMPLETED,,0,0.03,0.008,0.34511213125,0.031493463666666666,4.398122659392986e-06,1.0161821252386717e-21,4.3981226593929865e-06,True,True,True,0.0016886093198263414,33.504556022933684
seeded,34,C12,1.4,0.21,4,PINN,0,0.34649885,0.030529922,0.03,0.015,COMPLETED,,0,0.03,0.015,0.34511213125,0.031496718874999996,4.621871278181193e-06,1.0163520103789156e-21,4.621871278181194e-06,True,True,True,0.0016904688962271271,33.4207017068984
seeded,34,C12,1.4,0.21,5,PINN,0,0.34649885,0.030529922,0.03,0.03,COMPLETED,,0,0.03,0.03,0.34511213125,0.03148695325,4.864293023932524e-06,1.0178816156184437e-21,4.864293023932525e-06,True,True,True,0.0016849028770460812,33.41600833402481
seeded,34,C12,1.4,0.21,6,PINN,0,0.34649885,0.030529922,0.06,0.008,COMPLETED,,0,0.06,0.008,0.3451316625,0.031493463666666666,1.1472220504320964e-05,1.0142577527029266e-21,1.1472220504320965e-05,True,True,True,0.0016726070081041497,33.47665755695198
seeded,34,C12,1.4,0.21,7,PINN,0,0.34649885,0.030529922,0.06,0.015,COMPLETED,,0,0.06,0.015,0.3451316625,0.031496718874999996,1.1559781316458748e-05,1.0143709006002843e-21,1.155978131645875e-05,True,True,True,0.0016744843557543608,33.41730863403063
seeded,34,C12,1.4,0.21,8,PINN,0,0.34649885,0.030529922,0.06,0.03,COMPLETED,,0,0.06,0.03,0.3451316625,0.03148695325,1.1658963421068044e-05,1.015559334542357e-21,1.1658963421068045e-05,True,True,True,0.0016688650255886179,33.392960550962016
seeded,34,C12,1.4,0.21,9,PINN,0,0.34649885,0.030529922,0.1,0.008,COMPLETED,,0,0.1,0.008,0.34513166249999994,0.031493463666666666,1.1472220504261105e-05,1.0145972153276613e-21,1.1472220504261107e-05,True,True,True,0.001672607008104195,33.416926770005375
seeded,34,C12,1.4,0.21,10,PINN,0,0.34649885,0.030529922,0.1,0.015,COMPLETED,,0,0.1,0.015,0.34513166249999994,0.031496718874999996,1.1559781316377626e-05,1.0147103821576807e-21,1.1559781316377628e-05,True,True,True,0.0016744843557544061,33.393244652077556
seeded,34,C12,1.4,0.21,11,PINN,0,0.34649885,0.030529922,0.1,0.03,COMPLETED,,0,0.1,0.03,0.34513166249999994,0.03148695325,1.1658963421097163e-05,1.0151631125866307e-21,1.1658963421097165e-05,True,True,True,0.0016688650255886632,33.38379590900149
seeded,35,C12,1.4,0.255,0,PINN,0,0.36073864,0.0100793205,0.015,0.008,COMPLETED,,0,0.015,0.008,0.360045280625,0.013480362166666666,2.9600213245055972e-06,1.7664034550189577e-23,2.9600213245055972e-06,True,True,True,0.003470998651872848,35.77472605998628
seeded,35,C12,1.4,0.255,1,PINN,0,0.36073864,0.0100793205,0.015,0.015,COMPLETED,,0,0.015,0.015,0.360045280625,0.013475970775553384,3.856260109655358e-06,1.749273892664717e-23,3.856260109655358e-06,True,True,True,0.003466695878977162,35.80294657906052
seeded,35,C12,1.4,0.255,2,PINN,0,0.36073864,0.0100793205,0.015,0.03,COMPLETED,,0,0.015,0.03,0.360045280625,0.013491510675292967,5.247373781100006e-06,1.806193677964396e-23,5.247373781100006e-06,True,True,True,0.0034819231776801467,35.720577143947594
seeded,35,C12,1.4,0.255,3,PINN,0,0.36073864,0.0100793205,0.03,0.008,COMPLETED,,0,0.03,0.008,0.36005504625,0.013480362166666666,1.5576008742117363e-06,1.8137509654364134e-23,1.5576008742117363e-06,True,True,True,0.0034690610881680673,35.77703477500472
seeded,35,C12,1.4,0.255,4,PINN,0,0.36073864,0.0100793205,0.03,0.015,COMPLETED,,0,0.03,0.015,0.36005504625,0.013475970775553384,2.921398400844739e-06,1.7746253578036237e-23,2.921398400844739e-06,True,True,True,0.0034647559090729496,35.845912949997
seeded,35,C12,1.4,0.255,5,PINN,0,0.36073864,0.0100793205,0.03,0.03,COMPLETED,,0,0.03,0.03,0.36005504625,0.013491510675292967,4.604110770378393e-06,1.8273938414756677e-23,4.604110770378393e-06,True,True,True,0.003479991696456314,35.85095779399853
seeded,35,C12,1.4,0.255,6,PINN,0,0.36073864,0.0100793205,0.06,0.008,COMPLETED,,0,0.06,0.008,0.3600745775,0.013480362166666666,1.0146844911981295e-05,1.823599026091102e-23,1.0146844911981295e-05,True,True,True,0.003465265274449999,35.85705131897703
seeded,35,C12,1.4,0.255,7,PINN,0,0.36073864,0.0100793205,0.06,0.015,COMPLETED,,0,0.06,0.015,0.3600745775,0.013475970775553384,1.0443495022585599e-05,1.8137509654364134e-23,1.0443495022585599e-05,True,True,True,0.003460955373639356,35.864479468087666
seeded,35,C12,1.4,0.255,8,PINN,0,0.36073864,0.0100793205,0.06,0.03,COMPLETED,,0,0.06,0.03,0.3600745775,0.013491510675292967,1.1032911317603436e-05,1.8709335203036215e-23,1.1032911317603436e-05,True,True,True,0.0034762078183376934,35.8299379380187
seeded,35,C12,1.4,0.255,9,PINN,0,0.36073864,0.0100793205,0.1,0.008,COMPLETED,,0,0.1,0.008,0.36002249416666665,0.013480362166666666,1.3052091184969965e-05,1.715265152407553e-23,1.3052091184969965e-05,True,True,True,0.0034756221418623,36.03504715289455
seeded,35,C12,1.4,0.255,10,PINN,0,0.36073864,0.0100793205,0.1,0.015,COMPLETED,,0,0.1,0.015,0.36002249416666665,0.013475970775553384,1.3284143976734767e-05,1.707916124214514e-23,1.3284143976734767e-05,True,True,True,0.003471325099874339,36.034240962937474
seeded,35,C12,1.4,0.255,11,PINN,0,0.36073864,0.0100793205,0.1,0.03,COMPLETED,,0,0.1,0.03,0.36002249416666665,0.013491510675292967,1.3752493765506008e-05,1.765656955944347e-23,1.3752493765506008e-05,True,True,True,0.003486532180687074,35.90723579900805
seeded,36,C20,1.45,0.105,0,PINN,0,0.30444336,0.06792568,0.015,0.008,COMPLETED,,0,0.015,0.008,0.31343750062500003,0.06074338833333333,7.195523543396452e-07,6.12922623521113e-21,7.195523543396513e-07,True,True,True,0.01150999040691805,27.74101568199694
seeded,36,C20,1.45,0.105,1,PINN,0,0.30444336,0.06792568,0.015,0.015,COMPLETED,,0,0.015,0.015,0.31343750062500003,0.060747945624999994,7.429623321268857e-08,6.128252784798392e-21,7.42962332126947e-08,True,True,True,0.011507147185133803,27.76526846201159
seeded,36,C20,1.45,0.105,2,PINN,0,0.30444336,0.06792568,0.015,0.03,COMPLETED,,0,0.015,0.03,0.31343750062500003,0.060757711250000006,1.4399345563676171e-06,6.129087166133288e-21,1.4399345563676233e-06,True,True,True,0.011501058281012775,27.75992954906542
seeded,36,C20,1.45,0.105,3,PINN,0,0.30444336,0.06792568,0.03,0.008,COMPLETED,,0,0.03,0.008,0.31344726625,0.06074338833333333,1.6955606733623443e-06,6.12922623521113e-21,1.6955606733623504e-06,True,True,True,0.0115176230770007,27.784706560894847
seeded,36,C20,1.45,0.105,4,PINN,0,0.30444336,0.06792568,0.03,0.015,COMPLETED,,0,0.03,0.015,0.31344726625,0.060747945624999994,1.5370834706582071e-06,6.12950437809998e-21,1.5370834706582132e-06,True,True,True,0.011514781739870118,30.424365959945135
seeded,36,C20,1.45,0.105,5,PINN,0,0.30444336,0.06792568,0.03,0.03,COMPLETED,,0,0.03,0.03,0.31344726625,0.060757711250000006,2.104846904596624e-06,6.128669968366092e-21,2.1048469045966297e-06,True,True,True,0.011508696874962258,34.19968632096425
seeded,36,C20,1.45,0.105,6,PINN,0,0.30444336,0.06792568,0.06,0.008,COMPLETED,,0,0.06,0.008,0.3134667975,0.06074338833333333,4.532103301403773e-06,6.128809032710769e-21,4.532103301403779e-06,True,True,True,0.011532898070367047,34.231481204973534
seeded,36,C20,1.45,0.105,7,PINN,0,0.30444336,0.06792568,0.06,0.015,COMPLETED,,0,0.06,0.015,0.3134667975,0.060747945624999994,4.47517334981398e-06,6.1289480986331674e-21,4.475173349813986e-06,True,True,True,0.011530060497432925,34.200462252949364
seeded,36,C20,1.45,0.105,8,PINN,0,0.30444336,0.06792568,0.06,0.03,COMPLETED,,0,0.06,0.03,0.3134667975,0.060757711250000006,4.700414832383486e-06,6.130060682810342e-21,4.700414832383492e-06,True,True,True,0.011523983699979054,34.23506669991184
seeded,36,C20,1.45,0.105,9,PINN,0,0.30444336,0.06792568,0.1,0.008,COMPLETED,,0,0.1,0.008,0.3134928391666667,0.06074338833333333,8.423427211490398e-06,6.130338844631854e-21,8.423427211490405e-06,True,True,True,0.011553284674628437,34.3076982779894
seeded,36,C20,1.45,0.105,10,PINN,0,0.30444336,0.06792568,0.1,0.015,COMPLETED,,0,0.1,0.015,0.3134928391666667,0.060747945624999994,8.392851917964797e-06,6.130338844631854e-21,8.392851917964804e-06,True,True,True,0.011550452110025457,34.28096427896526
seeded,36,C20,1.45,0.105,11,PINN,0,0.30444336,0.06792568,0.1,0.03,COMPLETED,,0,0.1,0.03,0.3134928391666667,0.060757711250000006,8.514912639290233e-06,6.130338844631854e-21,8.51491263929024e-06,True,True,True,0.011544386046425825,34.32579590193927
seeded,37,C20,1.5,0.085,0,PINN,0,0.32013,0.05874354,0.015,0.008,COMPLETED,,0,0.015,0.008,0.32185851562500006,0.05699874833333332,1.0600578583612761e-06,4.2979973882543586e-21,1.0600578583612803e-06,True,True,True,0.002456026104490493,33.75510296795983
seeded,37,C20,1.5,0.085,1,PINN,0,0.32013,0.05874354,0.015,0.015,COMPLETED,,0,0.015,0.015,0.32185851562500006,0.056995493125000005,1.0906269628466354e-06,4.2979973882543586e-21,1.0906269628466397e-06,True,True,True,0.002458339712705815,33.770138603053056
seeded,37,C20,1.5,0.085,2,PINN,0,0.32013,0.05874354,0.015,0.03,COMPLETED,,0,0.015,0.03,0.32185851562500006,0.05700525875000002,1.3505240124968366e-06,4.29892908978141e-21,1.3505240124968408e-06,True,True,True,0.002451405305120058,33.7986079629045
seeded,37,C20,1.5,0.085,3,PINN,0,0.32013,0.05874354,0.03,0.008,COMPLETED,,0,0.03,0.008,0.32186828125000005,0.05699874833333332,2.1747009289504236e-06,4.298113845423214e-21,2.174700928950428e-06,True,True,True,0.002462908781130787,33.70918398897629
seeded,37,C20,1.5,0.085,4,PINN,0,0.32013,0.05874354,0.03,0.015,COMPLETED,,0,0.03,0.015,0.32186828125000005,0.056995493125000005,2.1897808009194826e-06,4.298696154933316e-21,2.189780800919487e-06,True,True,True,0.0024652159299539873,33.679794867988676
seeded,37,C20,1.5,0.085,5,PINN,0,0.32013,0.05874354,0.03,0.03,COMPLETED,,0,0.03,0.03,0.32186828125000005,0.05700525875000002,2.330106088047942e-06,4.299394978410259e-21,2.3301060880479463e-06,True,True,True,0.002458300918968863,33.71987193194218
seeded,37,C20,1.5,0.085,6,PINN,0,0.32013,0.05874354,0.06,0.008,COMPLETED,,0,0.06,0.008,0.32188781250000004,0.05699874833333332,4.407602898143503e-06,4.299278503886464e-21,4.407602898143507e-06,True,True,True,0.002476732271608251,33.68545935291331
seeded,37,C20,1.5,0.085,7,PINN,0,0.32013,0.05874354,0.06,0.015,COMPLETED,,0,0.06,0.015,0.32188781250000004,0.056995493125000005,4.4150953091739595e-06,4.2995114545117756e-21,4.415095309173964e-06,True,True,True,0.0024790265553949857,33.71630876499694
seeded,37,C20,1.5,0.085,8,PINN,0,0.32013,0.05874354,0.06,0.03,COMPLETED,,0,0.06,0.03,0.32188781250000004,0.05700525875000002,4.486256741418635e-06,4.300326831398604e-21,4.4862567414186395e-06,True,True,True,0.002472150175304442,33.76487534609623
seeded,37,C20,1.5,0.085,9,PINN,0,0.32013,0.05874354,0.1,0.008,COMPLETED,,0,0.1,0.008,0.3218878125000001,0.05699874833333333,4.4076028981653265e-06,4.299744411447975e-21,4.407602898165331e-06,True,True,True,0.002476732271608285,33.74194358207751
seeded,37,C20,1.5,0.085,10,PINN,0,0.32013,0.05874354,0.1,0.015,COMPLETED,,0,0.1,0.015,0.3218878125000001,0.056995493125000005,4.415095309186887e-06,4.298812621568502e-21,4.415095309186891e-06,True,True,True,0.002479026555395025,33.72812425601296
seeded,37,C20,1.5,0.085,11,PINN,0,0.32013,0.05874354,0.1,0.03,COMPLETED,,0,0.1,0.03,0.3218878125000001,0.05700525875,4.486256741440522e-06,4.2995114545117756e-21,4.486256741440526e-06,True,True,True,0.002472150175304491,33.73571448691655
seeded,38,C20,1.55,0.06,0,PINN,0,0.33005154,0.046755057,0.015,0.008,COMPLETED,,0,0.015,0.008,0.323791774375,0.050520682000000004,3.382811575082348e-07,1.719755807008257e-21,3.382811575082365e-07,True,True,True,0.007305107618684085,32.8132830579998
seeded,38,C20,1.55,0.06,1,PINN,0,0.33005154,0.046755057,0.015,0.015,COMPLETED,,0,0.015,0.015,0.323791774375,0.05051482262500001,8.356787674632307e-08,1.719608479345598e-21,8.356787674632479e-08,True,True,True,0.007302088963773514,32.837696161004715
seeded,38,C20,1.55,0.06,2,PINN,0,0.33005154,0.046755057,0.015,0.03,COMPLETED,,0,0.015,0.03,0.323791774375,0.05052458825000001,6.15190035867822e-07,1.7201241537750363e-21,6.151900358678237e-07,True,True,True,0.0073071219727508215,32.77867592999246
seeded,38,C20,1.55,0.06,3,PINN,0,0.33005154,0.046755057,0.03,0.008,COMPLETED,,0,0.03,0.008,0.32378200875,0.050520682000000004,7.958519036077551e-07,1.719461157993826e-21,7.958519036077568e-07,True,True,True,0.007313477540496796,32.790909438044764
seeded,38,C20,1.55,0.06,4,PINN,0,0.33005154,0.046755057,0.03,0.015,COMPLETED,,0,0.03,0.015,0.32378200875,0.05051482262500001,7.252235409049197e-07,1.719608479345598e-21,7.252235409049214e-07,True,True,True,0.007310462341716683,32.78859183192253
seeded,38,C20,1.55,0.06,5,PINN,0,0.33005154,0.046755057,0.03,0.03,COMPLETED,,0,0.03,0.03,0.32378200875,0.05052458825000001,9.473019644488019e-07,1.719755807008257e-21,9.473019644488036e-07,True,True,True,0.007315489589867015,32.76623712503351
seeded,38,C20,1.55,0.06,6,PINN,0,0.33005154,0.046755057,0.06,0.008,COMPLETED,,0,0.06,0.008,0.32376247750000003,0.050520682000000004,2.134611422493768e-06,1.7193138429529415e-21,2.13461142249377e-06,True,True,True,0.007330227743360402,32.82257577194832
seeded,38,C20,1.55,0.06,7,PINN,0,0.33005154,0.046755057,0.06,0.015,COMPLETED,,0,0.06,0.015,0.32376247750000003,0.05051482262500001,2.10932412278325e-06,1.719019231803834e-21,2.1093241227832517e-06,True,True,True,0.007327219437401696,32.78430003602989
seeded,38,C20,1.55,0.06,8,PINN,0,0.33005154,0.046755057,0.06,0.03,COMPLETED,,0,0.06,0.03,0.32376247750000003,0.05052458825000001,2.195556718864217e-06,1.719166534222944e-21,2.1955567188642185e-06,True,True,True,0.007332235196284427,32.7676236119587
seeded,38,C20,1.55,0.06,9,PINN,0,0.33005154,0.046755057,0.1,0.008,COMPLETED,,0,0.1,0.008,0.32373643583333334,0.050520682000000004,3.971129776270607e-06,1.718577362411827e-21,3.971129776270609e-06,True,True,True,0.0073525826942969765,32.80899639101699
seeded,38,C20,1.55,0.06,10,PINN,0,0.33005154,0.046755057,0.1,0.015,COMPLETED,,0,0.1,0.015,0.32373643583333334,0.05051482262500001,3.957633041928543e-06,1.718209181305838e-21,3.9576330419285445e-06,True,True,True,0.007349583538594691,32.80329706799239
seeded,38,C20,1.55,0.06,11,PINN,0,0.33005154,0.046755057,0.1,0.03,COMPLETED,,0,0.1,0.03,0.32373643583333334,0.05052458825000001,4.004190622276842e-06,1.7186510033661904e-21,4.004190622276844e-06,True,True,True,0.007354584045381287,32.806246420019306
seeded,39,C20,1.6,0.11,0,PINN,0,0.38274667,0.039386265,0.015,0.008,COMPLETED,,0,0.015,0.008,0.38230721687499997,0.040985223333333334,6.533734614497248e-07,6.144951203113493e-21,6.533734614497309e-07,True,True,True,0.0016582481119568416,35.86125161207747
seeded,39,C20,1.6,0.11,1,PINN,0,0.38274667,0.039386265,0.015,0.015,COMPLETED,,0,0.015,0.015,0.38230721687499997,0.040997593124999995,1.6950990901123972e-06,6.1452297025674724e-21,1.6950990901124033e-06,True,True,True,0.0016701788453600758,35.860588470008224
seeded,39,C20,1.6,0.11,2,PINN,0,0.38274667,0.039386265,0.015,0.03,COMPLETED,,0,0.015,0.03,0.38230721687499997,0.04100735875000001,3.4312609501752677e-06,6.145368954661045e-21,3.431260950175274e-06,True,True,True,0.0016796023325065376,35.857770666945726
seeded,39,C20,1.6,0.11,3,PINN,0,0.38274667,0.039386265,0.03,0.008,COMPLETED,,0,0.03,0.008,0.38229745125,0.040985223333333334,1.523530187996101e-06,6.143558800506906e-21,1.5235301879961072e-06,True,True,True,0.0016608627989956664,36.16486729797907
seeded,39,C20,1.6,0.11,4,PINN,0,0.38274667,0.039386265,0.03,0.015,COMPLETED,,0,0.03,0.015,0.38229745125,0.040997593124999995,2.183441209863101e-06,6.144811955753086e-21,2.1834412098631075e-06,True,True,True,0.0016727748837687651,36.088025575038046
seeded,39,C20,1.6,0.11,5,PINN,0,0.38274667,0.039386265,0.03,0.03,COMPLETED,,0,0.03,0.03,0.38229745125,0.04100735875000001,3.696971593935886e-06,6.144115742616879e-21,3.6969715939358923e-06,True,True,True,0.0016821838281355255,36.117757659056224
seeded,39,C20,1.6,0.11,6,PINN,0,0.38274667,0.039386265,0.06,0.008,COMPLETED,,0,0.06,0.008,0.38231698249999996,0.040985223333333334,2.164098849699638e-06,6.145647463581355e-21,2.1640988496996443e-06,True,True,True,0.0016556868965454854,36.121910347021185
seeded,39,C20,1.6,0.11,7,PINN,0,0.38274667,0.039386265,0.06,0.015,COMPLETED,,0,0.06,0.015,0.38231698249999996,0.040997593124999995,2.670054239930639e-06,6.1457867204080926e-21,2.6700542399306455e-06,True,True,True,0.0016676359536998196,36.11643172602635
seeded,39,C20,1.6,0.11,8,PINN,0,0.38274667,0.039386265,0.06,0.03,COMPLETED,,0,0.06,0.03,0.38231698249999996,0.04100735875000001,4.003593806241513e-06,6.145647463581355e-21,4.003593806241519e-06,True,True,True,0.0016770737294303408,33.73529353190679
seeded,39,C20,1.6,0.11,9,PINN,0,0.38274667,0.039386265,0.1,0.008,COMPLETED,,0,0.1,0.008,0.38229094083333337,0.04098522333333333,2.6459792907766337e-06,6.14286265836818e-21,2.64597929077664e-06,True,True,True,0.001662635505781942,29.434131654095836
seeded,39,C20,1.6,0.11,10,PINN,0,0.38274667,0.039386265,0.1,0.015,COMPLETED,,0,0.1,0.015,0.38229094083333337,0.040997593124999995,3.073582550407552e-06,6.1443942231381964e-21,3.0735825504075585e-06,True,True,True,0.0016745349801561872,34.303589908988215
seeded,39,C20,1.6,0.11,11,PINN,0,0.38274667,0.039386265,0.1,0.03,COMPLETED,,0,0.1,0.03,0.38229094083333337,0.04100735875000001,4.283309623643123e-06,6.143419568923717e-21,4.283309623643129e-06,True,True,True,0.0016839340900521515,36.14586563198827
seeded,40,C21,1.45,0.12,0,PINN,0,0.3238221,0.056237806,0.015,0.008,COMPLETED,,0,0.015,0.008,0.323753740625,0.056763847666666666,9.448623694709191e-07,6.58477798811215e-21,9.448623694709257e-07,True,True,True,0.0005304647389033805,35.00322278798558
seeded,40,C21,1.45,0.12,1,PINN,0,0.3238221,0.056237806,0.015,0.015,COMPLETED,,0,0.015,0.015,0.323753740625,0.056755384125000016,1.523138828688306e-06,6.58549873482251e-21,1.5231388286883126e-06,True,True,True,0.0005220729064306257,35.00158678693697
seeded,40,C21,1.45,0.12,2,PINN,0,0.3238221,0.056237806,0.015,0.03,COMPLETED,,0,0.015,0.03,0.323753740625,0.056765149750000014,1.0472864885819707e-06,6.585642888897747e-21,1.0472864885819773e-06,True,True,True,0.0005317559917993082,34.99778083001729
