condition,benchmark_id,atlas_chart,Mach,alpha,candidate_index,center_kind,center_index,cr_center,ci_center,requested_cr_half_window,requested_ci_half_window,status,error,retry_index,used_cr_half_window,used_ci_half_window,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,spectral_success,mode_success,technical_success,delta_center,seconds
generic,36,C20,1.45,0.105,7,generic,1,0.5,0.0001,0.06,0.015,COMPLETED,,0,0.06,0.015,0.6198828124999999,0.012614648437500004,0.011255949150635762,1.0349210199275736e-20,0.011255949150635762,True,True,True,0.1205342489022284,32.87064172292594
generic,36,C20,1.45,0.105,8,generic,2,0.9,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.7801171875000003,5.771668233989199e-06,0.0006627525256233011,1.6917592948268976e-13,0.0006627525257924771,True,True,True,0.1198828495319018,40.83432702696882
generic,36,C20,1.45,0.105,9,generic,3,0.1,0.002,0.1,0.008,COMPLETED,,0,0.1,0.008,0.2992838541666668,0.014940332031249998,0.008798344482844098,1.3137488206136327e-21,0.008798344482844098,True,True,True,0.19970354710069702,35.6772054170724
generic,36,C20,1.45,0.105,10,generic,4,0.5,0.002,0.1,0.015,COMPLETED,,0,0.1,0.015,0.6998046874999995,0.002933170572916668,0.0038675006412324875,8.326396361662805e-20,0.0038675006412324875,True,True,True,0.19980686663448433,42.073288968065754
generic,36,C20,1.45,0.105,11,generic,5,0.9,0.002,0.1,0.03,COMPLETED,,0,0.1,0.03,0.7614583333333332,1e-06,3.5133478959657903e-08,3.2723811162895725e-19,3.513347895998514e-08,True,True,True,0.13855608757386956,28.216054850025102
generic,37,C20,1.5,0.085,0,generic,1,0.5,0.0001,0.015,0.008,COMPLETED,,0,0.015,0.008,0.5299707031249998,0.0120921875,0.012769049222162593,1.5929451222887782e-20,0.012769049222162593,True,True,True,0.032280886091339424,38.357410356984474
generic,37,C20,1.5,0.085,1,generic,2,0.9,0.0001,0.015,0.015,COMPLETED,,1,0.02625,0.02625,0.8475512695312502,0.0009507841796874998,0.02645429223288867,4.544417917060766e-19,0.02645429223288867,True,True,True,0.0524556304080313,92.56117365998216
generic,37,C20,1.5,0.085,2,generic,3,0.1,0.002,0.015,0.03,COMPLETED,,0,0.015,0.03,0.129814453125,4.662943070023149e-05,0.013187084035074318,1.6331392890337997e-25,0.013187084035074318,True,True,True,0.02987837464996764,40.101176348980516
generic,37,C20,1.5,0.085,3,generic,4,0.5,0.002,0.03,0.008,COMPLETED,,0,0.03,0.008,0.5599414062499999,0.014940332031249998,0.01195003835365689,1.443818380688242e-20,0.01195003835365689,True,True,True,0.06132229917661698,38.65643636393361
generic,37,C20,1.5,0.085,4,generic,5,0.9,0.002,0.03,0.015,COMPLETED,,0,0.03,0.015,0.8400585937499998,0.0007864140625000002,0.01995365164651888,4.675115588769493e-19,0.01995365164651888,True,True,True,0.059953690245515855,47.64746347593609
generic,37,C20,1.5,0.085,5,generic,0,0.1,0.0001,0.03,0.03,COMPLETED,,0,0.03,0.03,0.15994140624999997,8.001882595486114e-05,0.012291723509814242,1.3325517297083854e-25,0.012291723509814242,True,True,True,0.059941409580313104,39.44053097302094
generic,37,C20,1.5,0.085,6,generic,1,0.5,0.0001,0.06,0.008,COMPLETED,,0,0.06,0.008,0.6198828124999999,0.011107812499999998,0.009037643594502098,1.9253876406957642e-20,0.009037643594502098,True,True,True,0.12038712833582037,39.72829672601074
generic,37,C20,1.5,0.085,7,generic,2,0.9,0.0001,0.06,0.015,COMPLETED,,0,0.06,0.015,0.7801171875000003,6.2205403645833316e-06,0.0005592154202458833,1.1577067095379455e-15,0.000559215420247041,True,True,True,0.11988284917992711,48.04800037899986
generic,37,C20,1.5,0.085,8,generic,3,0.1,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.21988281249999997,0.012096230468749997,0.009609290372769728,7.687953130180653e-23,0.009609290372769728,True,True,True,0.12030720095899607,36.28781488304958
generic,37,C20,1.5,0.085,9,generic,4,0.5,0.002,0.1,0.008,COMPLETED,,0,0.1,0.008,0.6998046874999995,0.005059667968750001,0.0031226399369605,5.911174586081446e-20,0.0031226399369605,True,True,True,0.19982811292471198,41.144224895047955
generic,37,C20,1.5,0.085,10,generic,5,0.9,0.002,0.1,0.015,COMPLETED,,0,0.1,0.015,0.7614583333333332,6.355787037037038e-05,3.09650009836878e-08,5.313593788404535e-19,3.0965000984219164e-08,True,True,True,0.1385551991478458,28.349189957021736
generic,37,C20,1.5,0.085,11,generic,0,0.1,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.2998046875000002,0.045070703124999986,0.002823150822989372,2.5227002609585367e-21,0.002823150822989372,True,True,True,0.2048030206967896,33.233829788980074
generic,38,C20,1.55,0.06,0,generic,2,0.9,0.0001,0.015,0.008,COMPLETED,,0,0.015,0.008,0.8700292968749999,0.0041078124999999995,0.04102798552703693,3.1530040568673985e-19,0.04102798552703693,True,True,True,0.030237486781180257,43.8191636109259
generic,38,C20,1.55,0.06,1,generic,3,0.1,0.002,0.015,0.015,COMPLETED,,0,0.015,0.015,0.129951171875,2.2113281250000025e-05,0.00516553331734919,7.927184350475426e-26,0.00516553331734919,True,True,True,0.03001640772241072,38.451391278998926
generic,38,C20,1.55,0.06,2,generic,4,0.5,0.002,0.015,0.03,COMPLETED,,0,0.015,0.03,0.47002929687500006,0.04791884765624998,0.008361689167865624,8.019785248529563e-21,0.008361689167865624,True,True,True,0.05483414644074234,33.48232246004045
generic,38,C20,1.55,0.06,3,generic,5,0.9,0.002,0.03,0.008,COMPLETED,,0,0.03,0.008,0.8400585937499998,0.0009325839843749997,0.01401522246146178,5.870767193191971e-19,0.01401522246146178,True,True,True,0.059950909585910185,44.82155421492644
generic,38,C20,1.55,0.06,4,generic,0,0.1,0.0001,0.03,0.015,COMPLETED,,0,0.03,0.015,0.15869140625000006,0.00014195458984375,0.006931566769418149,1.480613033009317e-26,0.006931566769418149,True,True,True,0.05869142124527361,38.13295359804761
generic,38,C20,1.55,0.06,5,generic,1,0.5,0.0001,0.03,0.03,COMPLETED,,0,0.03,0.03,0.44005859375000006,0.045070703124999986,0.007572443897540082,7.07681692682894e-21,0.007572443897540082,True,True,True,0.07493554779131474,33.24664958298672
generic,38,C20,1.55,0.06,6,generic,2,0.9,0.0001,0.06,0.008,COMPLETED,,0,0.06,0.008,0.7805859375000003,1e-06,0.00030451603945327063,3.0366101866095636e-10,0.00030451634311428927,True,True,True,0.11941410353787298,45.84646698506549
generic,38,C20,1.55,0.06,7,generic,3,0.1,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.21988281249999997,0.005037221354166667,0.005519215811423323,3.933488454233574e-24,0.005519215811423323,True,True,True,0.11992128020691055,35.77844969998114
generic,38,C20,1.55,0.06,8,generic,4,0.5,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.3801171874999999,0.04791884765624998,0.00432368357707296,3.916943851962077e-21,0.00432368357707296,True,True,True,0.12837612434946022,32.41956053499598
generic,38,C20,1.55,0.06,9,generic,5,0.9,0.002,0.1,0.008,COMPLETED,,0,0.1,0.008,0.7614583333333332,3.823958333333333e-05,1.932132970693198e-08,6.715264276218841e-19,1.9321329707603506e-08,True,True,True,0.1385555553080071,26.821814471972175
generic,38,C20,1.55,0.06,10,generic,0,0.1,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.2998046875000002,0.005766982421874999,0.003406892701286092,1.4525044201205725e-23,0.003406892701286092,True,True,True,0.19988503655036957,35.257345887017436
generic,38,C20,1.55,0.06,11,generic,1,0.5,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.3236328125000001,0.045070703124999986,0.00039148943800319043,1.4821715981215367e-21,0.00039148943800319043,True,True,True,0.1820102990663358,32.16280976391863
generic,39,C20,1.6,0.11,0,generic,3,0.1,0.002,0.015,0.008,COMPLETED,,0,0.015,0.008,0.128095703125,9.526269531249998e-05,0.026426220963906885,2.9689569028898e-26,0.026426220963906885,True,True,True,0.02816019457120284,42.216376316035166
generic,39,C20,1.6,0.11,1,generic,4,0.5,0.002,0.015,0.015,COMPLETED,,0,0.015,0.015,0.47002929687500006,0.025433496093749994,0.01165365442020256,8.973184256728199e-21,0.01165365442020256,True,True,True,0.03804433972331071,37.78799804102164
generic,39,C20,1.6,0.11,2,generic,5,0.9,0.002,0.015,0.03,COMPLETED,,0,0.015,0.03,0.8700292968749999,1.0410664876302083e-06,0.04135621489390761,5.8797027462538225e-05,0.04141501192137015,True,True,True,0.03003729153277245,52.32350113091525
generic,39,C20,1.6,0.11,3,generic,0,0.1,0.0001,0.03,0.008,COMPLETED,,0,0.03,0.008,0.15509765625000005,3.611239510995371e-05,0.0238945334026083,4.430952818535901e-26,0.0238945334026083,True,True,True,0.055097693289912125,42.67671557201538
generic,39,C20,1.6,0.11,4,generic,1,0.5,0.0001,0.03,0.015,COMPLETED,,0,0.03,0.015,0.44005859375000006,0.022585351562499995,0.009367041464106734,9.476096330358915e-21,0.009367041464106734,True,True,True,0.06402002200965533,37.176577172009274
generic,39,C20,1.6,0.11,5,generic,2,0.9,0.0001,0.03,0.03,COMPLETED,,0,0.03,0.03,0.8400585937499998,0.0007010380859375,0.025729220966800196,3.4774066904921226e-19,0.025729220966800196,True,True,True,0.05994441950680908,49.03735973604489
generic,39,C20,1.6,0.11,6,generic,3,0.1,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.21988281249999997,0.000253763671875,0.020173784024673277,4.923280909484335e-27,0.020173784024673277,True,True,True,0.11989552983420113,41.778736074920744
generic,39,C20,1.6,0.11,7,generic,4,0.5,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.3826953124999999,0.025433496093749994,0.003084958248781629,5.230685837095966e-21,0.003084958248781629,True,True,True,0.11962239944361791,35.854520029970445
generic,39,C20,1.6,0.11,8,generic,5,0.9,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.7801171875000003,1.62098102334105e-05,0.000720567293967733,1.495972390314911e-15,0.000720567293969229,True,True,True,0.1198992250034466,48.75185245007742
generic,39,C20,1.6,0.11,9,generic,0,0.1,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.2998046875000002,0.003145400390625,0.013842745669627291,9.31878941868775e-24,0.013842745669627291,True,True,True,0.19982789497593162,39.586551183019765
generic,39,C20,1.6,0.11,10,generic,1,0.5,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.38300781250000004,0.022585351562499995,0.0037358710750085384,5.079553888777157e-21,0.0037358710750085384,True,True,True,0.11913338310870034,35.743610786041245
generic,39,C20,1.6,0.11,11,generic,2,0.9,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.7614583333333332,3.3981770833333346e-05,3.4298773637287656e-08,4.1626055383557354e-19,3.429877363770392e-08,True,True,True,0.13854168239625356,28.663764860015363
generic,40,C21,1.45,0.12,0,generic,4,0.5,0.002,0.015,0.008,COMPLETED,,0,0.015,0.008,0.5299707031249998,0.014940332031249998,0.017770432220326,6.177020008186974e-21,0.017770432220326,True,True,True,0.03264498795965269,39.965653075953014
generic,40,C21,1.45,0.12,1,generic,5,0.9,0.002,0.015,0.015,COMPLETED,,1,0.02625,0.02625,0.8475512695312502,0.0006708212348090278,0.03763199383525441,3.1972958197079567e-19,0.03763199383525441,True,True,True,0.052465570081467766,102.45059018000029
generic,40,C21,1.45,0.12,2,generic,0,0.1,0.0001,0.015,0.03,COMPLETED,,0,0.015,0.03,0.129970703125,8.689002821180559e-05,0.02487226417351636,1.262177448353619e-29,0.02487226417351636,True,True,True,0.02997070599232265,41.11766065203119
generic,40,C21,1.45,0.12,3,generic,1,0.5,0.0001,0.03,0.008,COMPLETED,,0,0.03,0.008,0.5599414062499999,0.0120921875,0.016781250138504268,6.514192777184241e-21,0.016781250138504268,True,True,True,0.06112924622684858,40.39304820203688
generic,40,C21,1.45,0.12,4,generic,2,0.9,0.0001,0.03,0.015,COMPLETED,,0,0.03,0.015,0.8400585937499998,0.0005848652343749997,0.028383074924632178,3.2443749528612523e-19,0.028383074924632178,True,True,True,0.05994336725212449,49.58433118497487
generic,40,C21,1.45,0.12,5,generic,3,0.1,0.002,0.03,0.03,COMPLETED,,0,0.03,0.03,0.15994140624999997,1.9251772280092594e-05,0.01802223628912809,2.100389491805257e-25,0.01802223628912809,True,True,True,0.059974123976671394,41.069405996007845
generic,40,C21,1.45,0.12,6,generic,4,0.5,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.6198828124999999,0.010834667968750001,0.012726661286958933,6.304155122524461e-21,0.012726661286958933,True,True,True,0.12020790361298289,40.888486679061316
generic,40,C21,1.45,0.12,7,generic,5,0.9,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.7801171875000003,2.217844569830248e-05,0.0008016078397239783,1.5728646685971876e-18,0.0008016078397239799,True,True,True,0.11989912639802994,49.375492429942824
generic,40,C21,1.45,0.12,8,generic,0,0.1,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.21988281249999997,0.011384658203125,0.017549431265283886,1.5701145407430515e-22,0.017549431265283886,True,True,True,0.12041275781108704,37.72955449100118
