condition,benchmark_id,atlas_chart,Mach,alpha,candidate_index,center_kind,center_index,cr_center,ci_center,requested_cr_half_window,requested_ci_half_window,status,error,retry_index,used_cr_half_window,used_ci_half_window,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,spectral_success,mode_success,technical_success,delta_center,seconds
generic,8,C01,1.05,0.14,10,generic,0,0.1,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.016959635416666664,0.022585351562499995,0.017043735503872455,1.5715639275059886e-21,0.017043735503872455,True,True,True,0.08603076882733376,25.369284561020322
generic,8,C01,1.05,0.14,11,generic,1,0.5,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.6998046874999995,0.0005727957899305556,0.005578421820038202,2.470087760204786e-19,0.005578421820038202,True,True,True,0.19980524688513918,37.18591132503934
generic,9,C01,1.15,0.175,0,generic,3,0.1,0.002,0.015,0.008,COMPLETED,,0,0.015,0.008,0.129970703125,0.014940332031249998,0.03224131935441589,4.477071382270636e-21,0.03224131935441589,True,True,True,0.03264498795965285,28.768514898023568
generic,9,C01,1.15,0.175,1,generic,4,0.5,0.002,0.015,0.015,COMPLETED,,0,0.015,0.015,0.5299707031249998,0.02222073567708334,0.031514932688917634,6.3543238953618264e-21,0.031514932688917634,True,True,True,0.03615413112120586,34.00551061297301
generic,9,C01,1.15,0.175,2,generic,5,0.9,0.002,0.015,0.03,COMPLETED,,2,0.0459375,0.091875,0.8082147216796877,0.00011630963285469714,0.010313167154471425,1.5376097011976899e-19,0.010313167154471425,True,True,True,0.09180460558020212,128.26151843892876
generic,9,C01,1.15,0.175,3,generic,0,0.1,0.0001,0.03,0.008,COMPLETED,,0,0.03,0.008,0.15994140624999997,0.0120921875,0.02606376616832965,9.857868853412876e-21,0.02606376616832965,True,True,True,0.06112924622684866,29.080198994022794
generic,9,C01,1.15,0.175,4,generic,1,0.5,0.0001,0.03,0.015,COMPLETED,,0,0.03,0.015,0.5599414062499999,0.0151146484375,0.028699739471649954,4.9829136892001255e-21,0.028699739471649954,True,True,True,0.06179329940154714,34.57634430995677
generic,9,C01,1.15,0.175,5,generic,2,0.9,0.0001,0.03,0.03,COMPLETED,,0,0.03,0.03,0.8400585937499998,0.0001899580620659723,0.0426238088947977,1.536899300682092e-19,0.0426238088947977,True,True,True,0.05994147375299089,42.908608833909966
generic,9,C01,1.15,0.175,6,generic,3,0.1,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.20816406250000002,0.014940332031249998,0.019925522792899487,6.89317425671299e-21,0.019925522792899487,True,True,True,0.10893537813576866,31.074855875922367
generic,9,C01,1.15,0.175,7,generic,4,0.5,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.6198828124999999,0.008566503906250005,0.020665889114706012,2.28067999216778e-21,0.020665889114706012,True,True,True,0.12006251582596844,35.56014380301349
generic,9,C01,1.15,0.175,8,generic,5,0.9,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.7801171875000003,1.62098102334105e-05,0.0012175771588174423,2.034843418892074e-18,0.0012175771588174443,True,True,True,0.1198992250034466,42.13641768693924
generic,9,C01,1.15,0.175,9,generic,0,0.1,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.20983072916666665,0.0120921875,0.020780179937757614,7.692003233575923e-21,0.020780179937757614,True,True,True,0.11048349030654686,31.57183241797611
generic,9,C01,1.15,0.175,10,generic,1,0.5,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.6998046874999995,0.0005425312499999997,0.006839783282325957,1.343422271865285e-19,0.006839783282325957,True,True,True,0.19980517756274402,38.404295006999746
generic,9,C01,1.15,0.175,11,generic,2,0.9,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.7614583333333332,1e-06,6.241769598299561e-08,1.2330834832631122e-19,6.241769598311892e-08,True,True,True,0.13854170203869234,24.642253865022212
generic,10,C01,1.15,0.2,0,generic,4,0.5,0.002,0.015,0.008,COMPLETED,,0,0.015,0.008,0.5299707031249998,0.014940332031249998,0.03557925677535581,1.6890767002472945e-20,0.03557925677535581,True,True,True,0.03264498795965269,35.5804393379949
generic,10,C01,1.15,0.2,1,generic,5,0.9,0.002,0.015,0.015,COMPLETED,,2,0.0459375,0.0459375,0.8082147216796877,1e-06,0.01017689016128631,5.28900017296687e-08,0.010176943051288039,True,True,True,0.09180704394183054,134.21134549297858
generic,10,C01,1.15,0.2,2,generic,0,0.1,0.0001,0.015,0.03,COMPLETED,,0,0.015,0.03,0.129970703125,0.045070703124999986,0.029803672648247313,5.478814306362947e-21,0.029803672648247313,True,True,True,0.05404264228702893,27.79480282100849
generic,10,C01,1.15,0.2,3,generic,1,0.5,0.0001,0.03,0.008,COMPLETED,,0,0.03,0.008,0.5599414062499999,0.0120921875,0.03249160029866877,1.6998057411971835e-20,0.03249160029866877,True,True,True,0.06112924622684858,35.952112368890084
generic,10,C01,1.15,0.2,4,generic,2,0.9,0.0001,0.03,0.015,COMPLETED,,0,0.03,0.015,0.8400585937499998,8.278846571180555e-05,0.04903945214823855,9.580068451285825e-20,0.04903945214823855,True,True,True,0.05994140872105424,44.28597899596207
generic,10,C01,1.15,0.2,5,generic,3,0.1,0.002,0.03,0.03,COMPLETED,,0,0.03,0.03,0.15994140624999997,0.04791884765624998,0.01889897073318272,3.0926900374157968e-21,0.01889897073318272,True,True,True,0.07550836214158951,28.473637901013717
generic,10,C01,1.15,0.2,6,generic,4,0.5,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.6198828124999999,0.005059667968750001,0.023504392124132755,6.931129305991819e-21,0.023504392124132755,True,True,True,0.11992185080705318,37.0680655509932
generic,10,C01,1.15,0.2,7,generic,5,0.9,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.7801171875000003,9.960111641589509e-06,0.0013931915883287815,4.452838399122765e-15,0.0013931915883332343,True,True,True,0.11989932857054438,43.70675810810644
generic,10,C01,1.15,0.2,8,generic,0,0.1,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.21035156250000003,0.045070703124999986,0.00859530736767564,1.7820438846424127e-22,0.00859530736767564,True,True,True,0.11916304580593891,29.931172410957515
generic,10,C01,1.15,0.2,9,generic,1,0.5,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.6998046874999995,0.0014411458333333333,0.007824679905930094,2.0964389079463466e-20,0.007824679905930094,True,True,True,0.19980918852524954,38.669462419929914
generic,10,C01,1.15,0.2,10,generic,2,0.9,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.7614583333333332,6.01171875e-06,6.252110218332218e-08,9.695379133167475e-20,6.252110218341914e-08,True,True,True,0.13854169854803577,25.966981563018635
generic,10,C01,1.15,0.2,11,generic,3,0.1,0.002,0.1,0.03,COMPLETED,,0,0.1,0.03,0.20996093750000003,0.04791884765624998,0.007667927681957955,7.032057747927605e-23,0.007667927681957955,True,True,True,0.1191635361423821,29.906328862998635
generic,11,C01,1.2,0.19,0,generic,5,0.9,0.002,0.015,0.008,COMPLETED,,1,0.02625,0.014,0.85397705078125,1e-06,0.03796943965131127,1.0970942287579192e-05,0.03798041059359885,True,True,True,0.046066341897220864,92.16910713200923
generic,11,C01,1.2,0.19,1,generic,0,0.1,0.0001,0.015,0.015,COMPLETED,,0,0.015,0.015,0.129970703125,0.022585351562499995,0.0393063879967947,2.5346699283079374e-21,0.0393063879967947,True,True,True,0.03746777389565739,29.63666734006256
generic,11,C01,1.2,0.19,2,generic,1,0.5,0.0001,0.015,0.03,COMPLETED,,0,0.015,0.03,0.5299707031249998,0.021730859375,0.0326750405824764,1.2397644718639736e-20,0.0326750405824764,True,True,True,0.03696129222724633,34.5195852429606
generic,11,C01,1.2,0.19,3,generic,2,0.9,0.0001,0.03,0.008,COMPLETED,,0,0.03,0.008,0.8400585937499998,1.0320281982421875e-06,0.02565473224637213,3.372418887288413e-06,0.025658104665259418,True,True,True,0.05994148795189362,45.80576465104241
generic,11,C01,1.2,0.19,4,generic,3,0.1,0.002,0.03,0.015,COMPLETED,,0,0.03,0.015,0.15994140624999997,0.025433496093749994,0.031784331230940065,5.944015184186716e-21,0.031784331230940065,True,True,True,0.06435915569989503,29.224598180036992
generic,11,C01,1.2,0.19,5,generic,4,0.5,0.002,0.03,0.03,COMPLETED,,0,0.03,0.03,0.5599414062499999,0.014253548177083335,0.030030517679262063,1.0981493002483256e-20,0.030030517679262063,True,True,True,0.061181056105265356,35.322984580066986
generic,11,C01,1.2,0.19,6,generic,5,0.9,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.7836328125000003,1e-06,0.0004117112253433234,4.6096486495431625e-10,0.0004117116863081884,True,True,True,0.11638435602631522,44.25377666798886
generic,11,C01,1.2,0.19,7,generic,0,0.1,0.0001,0.06,0.015,COMPLETED,,0,0.06,0.015,0.21988281249999997,0.022585351562499995,0.016027195861304775,6.302885822450994e-21,0.016027195861304775,True,True,True,0.12197327480968677,30.848934681969695
generic,11,C01,1.2,0.19,8,generic,1,0.5,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.6198828124999999,0.0048949218749999995,0.02190994342337336,2.6167967927461795e-21,0.02190994342337336,True,True,True,0.11997866480627913,36.98747211100999
generic,11,C01,1.2,0.19,9,generic,2,0.9,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.7614583333333332,3.136747685185185e-05,6.255850843820287e-08,1.2046246737745158e-19,6.255850843832334e-08,True,True,True,0.13854168366668945,25.761201014043763
generic,11,C01,1.2,0.19,10,generic,3,0.1,0.002,0.1,0.015,COMPLETED,,0,0.1,0.015,0.2401692708333333,0.025433496093749994,0.013521461438098358,3.527678985987842e-21,0.013521461438098358,True,True,True,0.14211457780651546,31.305522680981085
generic,11,C01,1.2,0.19,11,generic,4,0.5,0.002,0.1,0.03,COMPLETED,,0,0.1,0.03,0.6664713541666663,0.0015862114800347222,0.013604264636429442,1.7874308366138554e-20,0.013604264636429442,True,True,True,0.16647186843134454,38.443115554051474
generic,12,C02,1.0,0.25,0,generic,0,0.1,0.0001,0.015,0.008,COMPLETED,,0,0.015,0.008,0.11551757812499998,0.0120921875,0.01826283698291384,5.772114965024774e-22,0.01826283698291384,True,True,True,0.019611419935859666,30.47685068100691
generic,12,C02,1.0,0.25,1,generic,1,0.5,0.0001,0.015,0.015,COMPLETED,,0,0.015,0.015,0.5299707031249998,0.0120873046875,0.048656664798002555,8.047772594880057e-20,0.048656664798002555,True,True,True,0.03227907246929246,36.410097850020975
generic,12,C02,1.0,0.25,2,generic,2,0.9,0.0001,0.015,0.03,COMPLETED,,2,0.0459375,0.091875,0.8082147216796877,2.9970035505883484e-05,0.015216256016614194,5.712816384518153e-17,0.01521625601661425,True,True,True,0.09178530503589956,135.05497941200156
generic,12,C02,1.0,0.25,3,generic,3,0.1,0.002,0.03,0.008,COMPLETED,,0,0.03,0.008,0.11494140625000002,0.014940332031249998,0.01716529692307254,8.365192236796809e-22,0.01716529692307254,True,True,True,0.01976607735000888,30.176954519934952
generic,12,C02,1.0,0.25,4,generic,4,0.5,0.002,0.03,0.015,COMPLETED,,0,0.03,0.015,0.5599414062499999,0.007818326822916664,0.0438396203412758,7.181249160660696e-20,0.0438396203412758,True,True,True,0.06022312770228558,36.976517024915665
generic,12,C02,1.0,0.25,5,generic,5,0.9,0.002,0.03,0.03,COMPLETED,,1,0.0525,0.0525,0.7951025390625002,1.8204127684542176e-05,0.0068376065300270045,7.469634444149334e-16,0.006837606530027751,True,True,True,0.10491618000105529,89.02126778999809
generic,12,C02,1.0,0.25,6,generic,0,0.1,0.0001,0.06,0.008,COMPLETED,,0,0.06,0.008,0.11550781250000001,0.0120921875,0.018262836834681034,5.761450551662317e-22,0.018262836834681034,True,True,True,0.019603693773631355,30.42586512491107
generic,12,C02,1.0,0.25,7,generic,1,0.5,0.0001,0.06,0.015,COMPLETED,,0,0.06,0.015,0.6198828124999999,0.0026439453125000002,0.031075318701360048,2.298594628184922e-20,0.031075318701360048,True,True,True,0.11990980106172772,38.33554598700721
generic,12,C02,1.0,0.25,8,generic,2,0.9,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.7801171875000003,1.53150047019676e-05,0.0017985470493595212,2.107060667863453e-17,0.0017985470493595422,True,True,True,0.11988284241065746,43.90601001505274
generic,12,C02,1.0,0.25,9,generic,3,0.1,0.002,0.1,0.008,COMPLETED,,0,0.1,0.008,0.11490885416666667,0.014940332031249998,0.01716529621808241,8.349786256634386e-22,0.01716529621808241,True,True,True,0.01974148235675145,30.15649646706879
generic,12,C02,1.0,0.25,10,generic,4,0.5,0.002,0.1,0.015,COMPLETED,,0,0.1,0.015,0.6943359374999997,1e-06,0.006807537034892802,1.938943406375129e-20,0.006807537034892802,True,True,True,0.19434621839645808,41.95532155199908
generic,12,C02,1.0,0.25,11,generic,5,0.9,0.002,0.1,0.03,COMPLETED,,0,0.1,0.03,0.7617187499999999,2.5335696373456797e-05,7.134762395536918e-08,1.8396507756791482e-20,7.134762395538758e-08,True,True,True,0.138295348441929,34.151405622949824
generic,13,C02,1.0,0.315,0,generic,1,0.5,0.0001,0.015,0.008,COMPLETED,,2,0.0459375,0.0245,0.5917852783203122,0.0018776629774305555,0.047539248636824294,1.0858955477496455e-19,0.047539248636824294,True,True,True,0.09180249126248431,119.14618848694954
generic,13,C02,1.0,0.315,1,generic,2,0.9,0.0001,0.015,0.015,COMPLETED,,2,0.0459375,0.0459375,0.8082147216796877,5.5988352457682296e-05,0.01960480192643649,1.9541952311859397e-18,0.019604801926436495,True,True,True,0.09178528887224968,143.95533303695265
generic,13,C02,1.0,0.315,2,generic,3,0.1,0.002,0.015,0.03,COMPLETED,,0,0.015,0.03,0.129970703125,0.02646526692708334,0.011646454680953097,4.3452203948061816e-20,0.011646454680953097,True,True,True,0.0386884004789591,29.894463477889076
generic,13,C02,1.0,0.315,3,generic,4,0.5,0.002,0.03,0.008,COMPLETED,,1,0.0525,0.014,0.6048974609374997,0.001418016276041667,0.043902685347662285,7.53460934612454e-20,0.043902685347662285,True,True,True,0.10489907538290906,80.95738380402327
generic,13,C02,1.0,0.315,4,generic,5,0.9,0.002,0.03,0.015,COMPLETED,,1,0.0525,0.02625,0.7951025390625002,6.0690235279224526e-05,0.008802783705682344,7.066796307505514e-20,0.008802783705682344,True,True,True,0.104915386066572,94.85248852195218
generic,13,C02,1.0,0.315,5,generic,0,0.1,0.0001,0.03,0.03,COMPLETED,,0,0.03,0.03,0.15271484375000008,0.025930078124999995,2.7616052216164813e-06,5.690105033616006e-20,2.761605221616538e-06,True,True,True,0.05870304666310365,30.361259413999505
generic,13,C02,1.0,0.315,6,generic,1,0.5,0.0001,0.06,0.008,COMPLETED,,0,0.06,0.008,0.6198828124999999,0.0009932291666666657,0.03946424816117881,4.128668066703646e-20,0.03946424816117881,True,True,True,0.11988614011325209,41.34898347291164
generic,13,C02,1.0,0.315,7,generic,2,0.9,0.0001,0.06,0.015,COMPLETED,,0,0.06,0.015,0.7801171875000003,3.4169168354552468e-06,0.0023018808376918175,1.1329017463098713e-12,0.0023018808388247194,True,True,True,0.11988285140587061,46.368879692978226
generic,13,C02,1.0,0.315,8,generic,3,0.1,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.1526953125,0.025925292968749996,1.2443037105479675e-05,5.687033397690225e-20,1.2443037105479733e-05,True,True,True,0.05787240796021171,30.518961697933264
generic,13,C02,1.0,0.315,9,generic,4,0.5,0.002,0.1,0.008,COMPLETED,,0,0.1,0.008,0.6914713541666662,3.1373535156249995e-05,0.01572954226009168,4.2640593867322875e-21,0.01572954226009168,True,True,True,0.19148147418634262,43.99392308702227
generic,13,C02,1.0,0.315,10,generic,5,0.9,0.002,0.1,0.015,COMPLETED,,0,0.1,0.015,0.7617187499999999,8.037760416666667e-06,8.827748515286068e-08,4.816797215179534e-21,8.82774851528655e-08,True,True,True,0.13829559651386758,36.50137174606789
generic,13,C02,1.0,0.315,11,generic,0,0.1,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.1526692708333334,0.025930078124999995,2.517688435325066e-05,5.687435840701657e-20,2.517688435325072e-05,True,True,True,0.05866212599334111,30.278176232939586
generic,14,C02,1.05,0.22,0,generic,2,0.9,0.0001,0.015,0.008,COMPLETED,,2,0.0459375,0.0245,0.8082147216796877,1.6476707175925928e-05,0.013216382357765294,1.7530642756414734e-14,0.013216382357782825,True,True,True,0.09178531632280648,135.31561835994944
generic,14,C02,1.05,0.22,1,generic,3,0.1,0.002,0.015,0.015,COMPLETED,,0,0.015,0.015,0.129970703125,0.025433496093749994,0.018383990361761308,4.965151626849549e-22,0.018383990361761308,True,True,True,0.038044339723310755,29.800113723031245
generic,14,C02,1.05,0.22,2,generic,4,0.5,0.002,0.015,0.03,COMPLETED,,0,0.015,0.03,0.5299707031249998,0.015645019531250002,0.041681266931052875,4.040247059464096e-20,0.041681266931052875,True,True,True,0.03293067876335179,35.344731600023806
generic,14,C02,1.05,0.22,3,generic,5,0.9,0.002,0.03,0.008,COMPLETED,,1,0.0525,0.014,0.7951025390625002,9.862098524305557e-05,0.005940047561993116,5.588716970689313e-20,0.005940047561993116,True,True,True,0.10491469178952996,88.12206487206277
generic,14,C02,1.05,0.22,4,generic,0,0.1,0.0001,0.03,0.015,COMPLETED,,0,0.03,0.015,0.14982421875000004,0.022585351562499995,0.018217922189260716,5.210278683109416e-23,0.018217922189260716,True,True,True,0.05466300219469359,30.207173826987855
generic,14,C02,1.05,0.22,5,generic,1,0.5,0.0001,0.03,0.03,COMPLETED,,0,0.03,0.03,0.5599414062499999,0.010168359375,0.03767610214358317,3.537867888906103e-20,0.03767610214358317,True,True,True,0.06078111584803026,36.10079576901626
generic,14,C02,1.05,0.22,6,generic,2,0.9,0.0001,0.06,0.008,COMPLETED,,0,0.06,0.008,0.7801171875000003,8.117377387152778e-06,0.0015537877082913043,2.769252059335897e-16,0.0015537877082915813,True,True,True,0.1198828477111152,44.08462699409574
generic,14,C02,1.05,0.22,7,generic,3,0.1,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.1491015625,0.025433496093749994,0.017219354700470844,1.9438555068378897e-23,0.017219354700470844,True,True,True,0.05440672917128177,30.180450332001783
generic,14,C02,1.05,0.22,8,generic,4,0.5,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.6198828124999999,0.003474837239583333,0.026832460530306402,9.260153407324195e-21,0.026832460530306402,True,True,True,0.11989188411979099,37.48742648900952
generic,14,C02,1.05,0.22,9,generic,5,0.9,0.002,0.1,0.008,COMPLETED,,0,0.1,0.008,0.7614583333333332,1.2171875e-05,7.101754289148246e-08,5.638210901579027e-20,7.101754289153884e-08,True,True,True,0.13855592684339546,26.028674173983745
generic,14,C02,1.05,0.22,10,generic,0,0.1,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.1498046875,0.022585351562499995,0.01821792474284519,5.250103142618141e-23,0.01821792474284519,True,True,True,0.054645200446716974,30.236665186006576
generic,14,C02,1.05,0.22,11,generic,1,0.5,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.6998046874999995,0.0003661226128472223,0.008811280624629356,5.1478092778287e-20,0.008811280624629356,True,True,True,0.19980486472610598,39.66139774792828
generic,15,C02,1.05,0.225,0,generic,3,0.1,0.002,0.015,0.008,COMPLETED,,0,0.015,0.008,0.129970703125,0.014940332031249998,0.022323817821574568,1.6088943756527256e-21,0.022323817821574568,True,True,True,0.03264498795965285,30.52375469193794
generic,15,C02,1.05,0.225,1,generic,4,0.5,0.002,0.015,0.015,COMPLETED,,0,0.015,0.015,0.5299707031249998,0.015190071614583339,0.04257266714727087,4.5592251386615924e-20,0.04257266714727087,True,True,True,0.03274478637897508,35.66610157198738
generic,15,C02,1.05,0.225,2,generic,5,0.9,0.002,0.015,0.03,COMPLETED,,2,0.0459375,0.091875,0.8082147216796877,3.056657252684542e-05,0.013537703643892014,3.6944938336970833e-17,0.01353770364389205,True,True,True,0.0918064049201495,133.27876640099566
generic,15,C02,1.05,0.225,3,generic,0,0.1,0.0001,0.03,0.008,COMPLETED,,0,0.03,0.008,0.15576171875000006,0.0120921875,0.021533098412065087,4.361305622388868e-22,0.021533098412065087,True,True,True,0.05703667100199014,30.98348078597337
generic,15,C02,1.05,0.225,4,generic,1,0.5,0.0001,0.03,0.015,COMPLETED,,0,0.03,0.015,0.5599414062499999,0.0098509765625,0.03849929399380311,4.0845712765550545e-20,0.03849929399380311,True,True,True,0.0607293481535077,36.31903197802603
generic,15,C02,1.05,0.225,5,generic,2,0.9,0.0001,0.03,0.03,COMPLETED,,1,0.0525,0.0525,0.7951025390625002,1.8936197916666633e-05,0.006081695527603083,1.9588237000062784e-16,0.0060816955276032795,True,True,True,0.10489749226017901,88.26052040106151
generic,15,C02,1.05,0.225,6,generic,3,0.1,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.1548046875,0.014940332031249998,0.02049908019595203,1.983046629368858e-22,0.02049908019595203,True,True,True,0.05631168586582763,30.983468972030096
generic,15,C02,1.05,0.225,7,generic,4,0.5,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.6198828124999999,0.0033622721354166665,0.027438969145874,1.1913921270009964e-20,0.027438969145874,True,True,True,0.11989055224779416,37.88600420602597
generic,15,C02,1.05,0.225,8,generic,5,0.9,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.7801171875000003,1.1139873488940332e-05,0.0015972068619219655,3.7833665463690235e-15,0.001597206861925749,True,True,True,0.11989930899514362,43.51601025904529
generic,15,C02,1.05,0.225,9,generic,0,0.1,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.1557942708333334,0.0120921875,0.021533098941165604,4.346479454991782e-22,0.021533098941165604,True,True,True,0.057068495852427306,30.959838179987855
generic,15,C02,1.05,0.225,10,generic,1,0.5,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.6998046874999995,0.0003494270833333332,0.009017043049498873,4.4618924383277734e-20,0.009017043049498873,True,True,True,0.19980484318665137,39.994187569012865
generic,15,C02,1.05,0.225,11,generic,2,0.9,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.7614583333333332,1e-06,2.4997720169171644e-08,7.001686602366622e-20,2.499772016924166e-08,True,True,True,0.13854170203869234,25.695928505039774
generic,16,C02,1.05,0.35,0,generic,4,0.5,0.002,0.015,0.008,COMPLETED,,3,0.080390625,0.042875,0.6566465759277342,1e-06,0.017075231994162533,2.4429646843084708e-20,0.017075231994162533,True,True,True,0.1566593302388447,173.5474202770274
generic,16,C02,1.05,0.35,1,generic,5,0.9,0.002,0.015,0.015,COMPLETED,,2,0.0459375,0.0459375,0.8082147216796877,5.097427669572242e-05,0.021981016167110918,1.1832471511645624e-17,0.02198101616711093,True,True,True,0.09180596940072745,145.8263676048955
generic,16,C02,1.05,0.35,2,generic,0,0.1,0.0001,0.015,0.03,COMPLETED,,1,0.02625,0.0525,0.15244873046874996,0.004761984374999998,0.03636406868377212,1.5703148736265403e-20,0.03636406868377212,True,True,True,0.05265551657800276,63.99524929700419
generic,16,C02,1.05,0.35,3,generic,1,0.5,0.0001,0.03,0.008,COMPLETED,,1,0.0525,0.014,0.6048974609374997,0.00012791786024305554,0.04799064818118777,2.2011345773020076e-20,0.04799064818118777,True,True,True,0.10489746465258923,86.67305496009067
generic,16,C02,1.05,0.35,4,generic,2,0.9,0.0001,0.03,0.015,COMPLETED,,1,0.0525,0.02625,0.7951025390625002,5.182980384355709e-06,0.009784401833089509,5.611245338251934e-14,0.009784401833145622,True,True,True,0.10489750379013561,96.86225266405381
generic,16,C02,1.05,0.35,5,generic,3,0.1,0.002,0.03,0.03,COMPLETED,,0,0.03,0.03,0.15994140624999997,0.004295561848958333,0.030673163725357198,1.974925158438188e-20,0.030673163725357198,True,True,True,0.059985346439192365,32.58532467496116
generic,16,C02,1.05,0.35,6,generic,4,0.5,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.6198828124999999,0.00012808007812499997,0.043260689736344844,2.321056287568725e-20,0.043260689736344844,True,True,True,0.11989742623219249,43.89256989303976
generic,16,C02,1.05,0.35,7,generic,5,0.9,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.7801171875000003,5.8873336226851875e-06,0.002574755296176062,6.091106989940162e-16,0.0025747552961766715,True,True,True,0.1198993962379974,47.60120194393676
generic,16,C02,1.05,0.35,8,generic,0,0.1,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.20550781250000005,0.0033502988281249994,2.1274178500194026e-05,4.744535208532349e-20,2.1274178500194074e-05,True,True,True,0.10555786536780326,33.45572786300909
generic,16,C02,1.05,0.35,9,generic,1,0.5,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.6699869791666665,1.1494649251302083e-06,0.002399815015771331,2.53018808638795e-20,0.002399815015771331,True,True,True,0.16998700790836044,45.99297183705494
generic,16,C02,1.05,0.35,10,generic,2,0.9,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.7617187499999999,1e-06,9.296744946541157e-08,4.9507937974155365e-20,9.296744946546108e-08,True,True,True,0.13828128543863966,37.09305038501043
generic,16,C02,1.05,0.35,11,generic,3,0.1,0.002,0.1,0.03,COMPLETED,,0,0.1,0.03,0.20553385416666667,0.0033493971354166666,5.566457300952355e-06,4.74705055582081e-20,5.566457300952403e-06,True,True,True,0.10554248077385872,33.44097691809293
generic,17,C02,1.1,0.215,0,generic,5,0.9,0.002,0.015,0.008,COMPLETED,,2,0.0459375,0.0245,0.8082147216796877,1.3619583695023152e-05,0.01284351641538439,5.226021832854501e-16,0.012843516415384911,True,True,True,0.09180677003083967,135.51594745810144
generic,17,C02,1.1,0.215,1,generic,0,0.1,0.0001,0.015,0.015,COMPLETED,,0,0.015,0.015,0.129970703125,0.022585351562499995,0.02830724681630744,5.939085914245239e-21,0.02830724681630744,True,True,True,0.03746777389565739,29.466804526979104
generic,17,C02,1.1,0.215,2,generic,1,0.5,0.0001,0.015,0.03,COMPLETED,,0,0.015,0.03,0.5299707031249998,0.017062890625000004,0.039415376251635506,3.360004495981107e-20,0.039415376251635506,True,True,True,0.034438099601496415,35.422946123057045
generic,17,C02,1.1,0.215,3,generic,2,0.9,0.0001,0.03,0.008,COMPLETED,,1,0.0525,0.014,0.7951025390625002,9.700197120949075e-05,0.005770163822477514,6.506329244521372e-20,0.005770163822477514,True,True,True,0.10489746098034253,88.77319476404227
generic,17,C02,1.1,0.215,4,generic,3,0.1,0.002,0.03,0.015,COMPLETED,,0,0.03,0.015,0.15994140624999997,0.025433496093749994,0.018815456303763634,1.893513913508852e-21,0.018815456303763634,True,True,True,0.06435915569989503,30.282801780034788
generic,17,C02,1.1,0.215,5,generic,4,0.5,0.002,0.03,0.03,COMPLETED,,0,0.03,0.03,0.5599414062499999,0.01109677734375,0.0358291970101679,3.014768507514564e-20,0.0358291970101679,True,True,True,0.06062774563901654,36.00955338799395
generic,17,C02,1.1,0.215,6,generic,5,0.9,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.7801171875000003,1.1667588975694444e-05,0.0015139536625087362,1.897739020660567e-17,0.0015139536625087553,True,True,True,0.11989930024269045,44.05530153692234
generic,17,C02,1.1,0.215,7,generic,0,0.1,0.0001,0.06,0.015,COMPLETED,,0,0.06,0.015,0.18832031250000003,0.022585351562499995,0.017045634845266378,3.8927271908454626e-22,0.017045634845266378,True,True,True,0.09113763566708806,30.879921554937027
generic,17,C02,1.1,0.215,8,generic,1,0.5,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.6198828124999999,0.0037816406249999994,0.025733318388606364,9.435676271400417e-21,0.025733318388606364,True,True,True,0.11993933137466532,37.4997012980748
