budget,Mach,alpha,chart,cr_ref,ci_ref,cr_pinn,ci_pinn,cr_shoot,ci_shoot,shoot_error,technical_success,within_1e4
76,1.1,0.09,C00,1.812993186489701e-09,0.1849919122211095,0.04619938,0.10239334,0.0,0.1092058399999999,0.07578607222110961,True,False
60,1.1,0.09,C00,1.812993186489701e-09,0.1849919122211095,0.0930703,0.11853967,0.0,0.1092063366666666,0.07578557555444293,True,False
48,1.1,0.09,C00,1.812993186489701e-09,0.1849919122211095,0.09027007,0.110641584,0.0,0.109206037125,0.07578587509610951,True,False
36,1.1,0.09,C00,1.812993186489701e-09,0.1849919122211095,0.13084275,0.107190266,0.0,0.109205891,0.07578602122110953,True,False
24,1.1,0.09,C00,1.812993186489701e-09,0.1849919122211095,0.21306913,0.101552814,0.0132644424999999,0.1155684389999999,0.07067930404878957,True,False
