raw_index,cr,ci,omega_i,admissible,p_overlap_previous,ci_jump
942,-1.2300148404666849e-11,0.00994196072862124,0.0067466089801863326,True,0.9999990703572702,0.0014980184898495778
941,0.0268574624021131,7.1677587776424566e-12,4.864037090574824e-12,True,0.9999260721888712,0.011439979211303058
945,-0.026857462410940617,1.6762263052273811e-12,1.1374862315755623e-12,True,0.9999260721887082,0.01143997921679459
939,0.06713062793412874,2.2682836867123724e-12,1.539256038934899e-12,True,0.9995828695596669,0.011439979216202533
948,-0.06713062793724861,2.444275562786899e-15,1.6586840274347997e-15,True,0.9995828695593414,0.011439979218468373
950,-0.08673718290198654,1.027222306997088e-14,6.970724819987668e-15,True,0.999286746838344,0.011439979218460544
