raw_index,cr,ci,omega_i,admissible,ci_distance_to_shoot
748,6.452238235988466e-12,0.008741131248405604,0.005931726767709637,True,0.002048238587826082
747,0.03410412530049011,1.6695701767845564e-12,1.13296938654354e-12,True,0.010789369834562116
745,0.08397567184549405,4.579793211153694e-13,3.1078451071342023e-13,True,0.010789369835773707
751,-0.03410412529605736,2.6595118493574027e-13,1.8047432509095138e-13,True,0.010789369835965736
754,-0.08397567184563837,1.4157486540156877e-14,9.607262434030518e-15,True,0.01078936983621753
