epoch,loss,modal_loss,compat,ode,bc,gauge,q_center,parity,ci_anchor,ci_batch_mean,ci_grad_norm,field_lr,ci_lr
12,0.0039575717829582555,0.0008837110566145895,7.910469911292107e-07,1.6576316163552748e-05,4.644485708772335e-06,7.115530997265526e-06,1.74486911669776e-08,1.9561612819799117e-06,3.073860726343666e-06,0.03312022549143706,6.030396263840179,4.999997299676748e-05,0.00019999989198706992
13,0.008585112700159377,0.000811836404010056,1.5587787174596011e-06,1.7254555725980304e-05,1.2389072617720423e-05,3.91128998348539e-06,1.327546692063224e-08,2.892730604453844e-06,7.773276296149322e-06,0.033383115873485504,10.656515643770092,4.999996830870732e-05,0.00019999987323482928
14,0.0034392868145881783,0.0003398789650276222,1.0979815624681692e-06,1.6852566507928117e-05,9.034719584844184e-06,2.930105895617568e-07,2.5141547749762124e-08,3.3691883666498464e-06,3.099407849560556e-06,0.032578794591697324,7.0412947999595925,4.9999963245602686e-05,0.00019999985298241074
15,0.005865581904940584,0.0002950191040008383,3.39921074071906e-07,1.8291489146497983e-05,9.338394757498929e-07,2.412793517773714e-06,3.534728752486092e-08,2.8198137399214055e-06,5.570562800939746e-06,0.03317927674405392,9.774889191125114,4.999995780745368e-05,0.0001999998312298147
16,0.0038428539456978558,0.00044429820632204157,4.961224470706769e-07,1.7736034647265882e-05,2.3469456698243857e-06,3.4570966703312664e-06,1.5977820068381418e-08,2.44864982683612e-06,3.398555739375814e-06,0.03422699609560145,7.044015040579301,4.999995199426037e-05,0.00019999980797704147
17,0.0052336009281893315,0.00039360716714142703,9.081056116958168e-07,1.697445228350369e-05,8.385957775967306e-06,1.064232312079958e-06,2.152133593287111e-09,2.3216693490270617e-06,4.839993761047904e-06,0.032540289337378986,11.45281264730448,4.999994580602285e-05,0.0001999997832240914
18,0.00294728348003216,0.00036538867595357346,1.0420019862306294e-06,1.7757641355925013e-05,9.104633230205596e-06,5.308845304622548e-07,2.7049712343685314e-08,2.5472274797755046e-06,2.5818948040785864e-06,0.033200258926440254,3.7325227530687544,4.999993924274122e-05,0.00019999975697096488
19,0.004715828080416971,0.00028364408294719875,5.336230078443536e-07,1.8634683824690336e-05,2.707927996285252e-06,1.7264635214163553e-06,5.0312308034973474e-08,1.7606115967912673e-06,4.432183997469772e-06,0.03366607932937934,11.02971113268904,4.9999932304415574e-05,0.0001999997292176623
20,0.003403799536372876,0.0001889489668272205,2.423503834950276e-07,1.6512683358006514e-05,1.2819352766438064e-07,1.6340429051503763e-06,4.175678230284808e-08,1.2783294486933087e-06,3.2148505695456553e-06,0.032847841221636934,7.886766043419961,4.999992499104604e-05,0.00019999969996418416
21,0.0029429788084515624,0.00017398668902709322,4.386051264941085e-07,1.940721096485564e-05,3.613042442702887e-06,3.706226588758431e-07,1.2271175442751324e-08,1.646470063994917e-06,2.768992119424469e-06,0.033011986073959464,6.5141850535102614,4.999991730263272e-05,0.00019999966921053087
22,0.004332885708688173,0.0002769772838840955,6.749712487286777e-07,1.5674083093323637e-05,6.2251511649936006e-06,6.067874403682336e-07,1.9343873001177727e-09,1.8331402748336075e-06,4.055908424804078e-06,0.033700408684195965,10.032386858401672,4.999990923917574e-05,0.00019999963695670295
23,0.0022076340449661584,0.000286084477855692,5.435852934494342e-07,1.4888966678763353e-05,3.966101753973522e-06,1.409087061598639e-06,6.895258607341631e-09,2.0912800582786913e-06,1.9215495671104663e-06,0.03305354414953021,1.888823696355329,4.999990080067522e-05,0.0001999996032027009
24,0.003704401389032898,0.00011511196113860777,2.7796061910721214e-07,1.693847978089748e-05,4.6316840803743963e-07,7.838892439796309e-07,6.584026342759902e-09,1.5856214189712189e-06,3.58928942789429e-06,0.03382118596843263,8.649748994352953,4.9999891987131307e-05,0.00019999956794852523
25,0.0023722561015006474,4.611972968642905e-05,2.9691332060382083e-07,1.4091386343301878e-05,6.684912042099582e-07,5.828834875042293e-08,1.767903825152447e-09,1.0148506102970468e-06,2.3261363718142184e-06,0.032693204495722064,3.977563902686604,4.999988279854414e-05,0.00019999953119417656
26,0.0030155553129635982,0.00017939752345035175,5.423492458113247e-07,1.4222786497361072e-05,3.1873089241389775e-06,5.847083893744781e-07,1.8588365497713333e-09,1.1696385102375404e-06,2.8361577895132466e-06,0.032919321848296206,5.6357970676879505,4.999987323491384e-05,0.00019999949293965537
27,0.002386950544093791,0.00023966634434663175,5.594219118665197e-07,1.8568005820258394e-05,3.494582338907449e-06,1.048656331717165e-06,2.5317603174215508e-09,1.008667147340656e-06,2.147284199747159e-06,0.032677209138321006,4.4042296071126525,4.9999863296240586e-05,0.00019999945318496234
28,0.002967331694154407,0.00011213567158794245,3.4005018423424427e-07,2.0010135297298545e-05,1.4034517884512185e-06,4.301733169339614e-07,1.719438885466004e-09,1.0010419062769014e-06,2.8551960225664643e-06,0.03299993665553791,4.341929769860939,4.9999852982524525e-05,0.0001999994119300981
29,0.0018168424490658736,1.9843388270151158e-05,1.9632692678417842e-07,1.386816843464131e-05,3.260589777639337e-08,8.539943528103181e-09,5.891788322610626e-09,1.02363218539469e-06,1.7969990607957225e-06,0.03281884769159883,2.5903104527508862,4.999984229376581e-05,0.00019999936917506323
30,0.0026421376680333002,0.00010303373746470767,2.987243414525608e-07,1.9031857060912618e-05,1.0701826863968712e-06,4.562559164030867e-07,1.3029970407978738e-08,1.3513070085653186e-06,2.5391039305685925e-06,0.03318920554315189,3.9162384686964287,4.999983122996462e-05,0.00019999932491985848
31,0.0022176078959814326,0.00016388720954720344,4.094953812510529e-07,1.65620711806716e-05,2.4108464832983716e-06,6.652046170190105e-07,1.089688732711363e-08,1.3379038300218268e-06,2.053720686434229e-06,0.03253299839269477,2.7437036709049787,4.999981979112114e-05,0.00019999927916448457
32,0.002046907193437178,9.759021982247715e-05,3.145869327736754e-07,1.6385748909398925e-05,1.793351940464934e-06,2.0904305792974727e-07,1.7389542137760938e-09,1.0219517112720943e-06,1.9493169736147005e-06,0.03336758956532468,2.6171751995960624,4.999980797723553e-05,0.00019999923190894213
33,0.0022688058247917523,4.0957315487459434e-05,2.0892136378201035e-07,1.544609915881514e-05,4.326532440771808e-07,8.16367134499327e-08,4.201024238606468e-09,9.055916860909245e-07,2.227848509304293e-06,0.0322931853387213,3.231437963411066,4.999979578830799e-05,0.00019999918315323197
34,0.0018483520364831845,6.0904758834909255e-05,2.3112561136020928e-07,1.7080988967285993e-05,1.4693061430194825e-07,3.4564469785624126e-07,1.5149489262917858e-08,9.928522360533567e-07,1.7874472776482753e-06,0.032898137108147193,3.3465274543217873,4.9999783224338704e-05,0.00019999913289735482
35,0.0020653529963038935,9.038169669234099e-05,3.4199013310883904e-07,1.8526459274632558e-05,1.1713961618219661e-06,2.9577349107495793e-07,2.0014416185978988e-08,1.2808598050244997e-06,1.9749712996115526e-06,0.033622102971833434,2.903834086712172,4.999977028532787e-05,0.0001999990811413115
36,0.0019245771833802366,7.606140198804686e-05,3.365482360628812e-07,1.2324319403177881e-05,1.6284164465068945e-06,7.90040362026943e-08,1.4429669063804839e-08,1.1218075500373756e-06,1.8485157813921897e-06,0.03257091055197317,3.942673248841836,4.999975697127571e-05,0.00019999902788510283
37,0.001874660004771719,6.110196449707014e-05,2.6521815299248524e-07,1.7862397036300768e-05,7.565328221045968e-07,1.5053512458823184e-07,7.536287008433387e-09,8.5317352470854e-07,1.8135580402746489e-06,0.03358541926697423,3.2792284516240247,4.999974328218241e-05,0.00019999897312872965
38,0.0017225511636948625,4.7566579291305766e-05,2.0589076079893103e-07,1.8369355420580428e-05,5.5572530180964413e-08,2.3235105145637025e-07,3.6051142919708112e-09,8.495868754841014e-07,1.6749845844035566e-06,0.03356891030394188,3.0265563698585445,4.99997292180482e-05,0.0001999989168721928
39,0.0019166487347651556,4.755593572904377e-05,2.393789303775786e-07,1.9713359974753116e-05,4.80468463553809e-07,8.427371185781956e-08,2.2714839316667756e-09,1.0451454323975975e-06,1.8690927990361118e-06,0.03318717359168083,4.2779640096167535,4.9999714778873304e-05,0.00019999885911549322
40,0.0015533467890526424,6.201515371203539e-05,2.6247844053457156e-07,1.6717137137187656e-05,1.174072586140888e-06,4.5871200285263695e-08,1.8794403215145343e-09,1.1769563538013727e-06,1.4913316353406069e-06,0.034069993984466446,1.2597331150931967,4.999969996465794e-05,0.00019999879985863175
41,0.0018920629312680186,6.697650936775792e-05,2.2081768083780303e-07,1.9392269463368472e-05,9.050449521409833e-07,1.581045723092137e-07,1.613698400613933e-09,1.014265478406541e-06,1.8250864219002606e-06,0.033885056403718125,4.138919384934747,4.999968477540235e-05,0.0001999987391016094
42,0.00152917020063439,3.952053342525006e-05,1.9611307163421936e-07,1.8977217214321137e-05,1.795219288681647e-07,1.1049612533677444e-07,1.8626085171691268e-09,9.102958074390416e-07,1.48964966720914e-06,0.03398312129992753,1.0432970708167773,4.9999669211106764e-05,0.00019999867684442705
43,0.0016840343894885717,2.6904745774506893e-05,2.195587720770712e-07,1.779802873829232e-05,1.3845526980003035e-07,3.741703113091765e-09,4.174190444131558e-09,8.968240423739988e-07,1.6571296437140647e-06,0.0334178222541754,3.0272758152716652,4.999965327177145e-05,0.0001999986130870858
44,0.001586688516657736,5.329981198287787e-05,2.539857805574201e-07,2.0562198600273905e-05,6.89331020774723e-07,6.774549894432348e-08,7.402591044054446e-09,9.430603584670876e-07,1.5333887046748584e-06,0.03266997437354391,1.5649665225199945,4.999963695739663e-05,0.00019999854782958652
45,0.0015901257562089426,5.411268970849873e-05,2.459941605281515e-07,1.5373584311646373e-05,7.420702203910622e-07,1.1345555659410598e-07,7.521093871484414e-09,9.825886370194213e-07,1.536013066500444e-06,0.03328027389761601,2.0907911051064603,4.999962026798258e-05,0.00019999848107193032
46,0.001505658412148566,2.8760070202248653e-05,1.8380249330963997e-07,1.527750181885824e-05,2.3271070321550914e-07,2.6080124972806695e-08,4.5781180610265625e-09,1.0401434366480918e-06,1.4768983419463173e-06,0.03342622141417353,1.3241455788754188,4.999960320352956e-05,0.00019999841281411824
47,0.0015369387250366486,2.4348425363948764e-05,1.8344546030704226e-07,1.711895319416149e-05,5.333390097955043e-08,1.767879451435524e-08,1.8503157438355018e-09,9.448292566835955e-07,1.5125902996727e-06,0.03384217150937576,1.5852775095090785,4.999958576403784e-05,0.00019999834305615136
48,0.0014252834442580965,3.932310990960054e-05,1.9828803633752202e-07,1.6006049328042596e-05,3.751779198021571e-07,7.93703574696357e-08,1.1749256176567798e-09,7.828833127195689e-07,1.385960334348496e-06,0.03402152565679831,0.9230525017099094,4.9999567949507696e-05,0.00019999827179803078
49,0.0015202009738582878,4.356824804169881e-05,2.094550745346177e-07,1.860407842397192e-05,5.376004097406765e-07,4.4850136445976596e-08,1.1541559842839355e-09,7.986693912400478e-07,1.4766327258165889e-06,0.03313093613969918,1.514840445777702,4.999954975993941e-05,0.00019999819903975764
50,0.0013872583300703885,3.119989087363237e-05,1.7445861947858223e-07,1.9723683052713668e-05,2.292477898045751e-07,9.534645964015624e-09,1.090647995981576e-09,7.697792240813921e-07,1.3560584391967562e-06,0.03268924743125172,1.2733999103018234,4.999953119533326e-05,0.00019999812478133303
51,0.001424995300424748,3.080904641480092e-05,1.8827906756653078e-07,2.1077118542185845e-05,2.527737480495588e-08,5.040366188244259e-08,1.0596060071769887e-09,8.276993843858262e-07,1.3941862540099472e-06,0.033820134850466504,1.3027266301418978,4.9999512255689554e-05,0.00019999804902275822
52,0.0013950408888655872,3.082848132795618e-05,2.150176228273771e-07,1.657039732648815e-05,1.7412597425451995e-07,4.5760438088292645e-08,1.5727072606322435e-09,7.738154696718125e-07,1.364212407537631e-06,0.033155992432637255,1.8720658671832682,4.999949294100858e-05,0.00019999797176403433
53,0.001336434844951958,3.26567270791711e-05,2.265617978319876e-07,1.739723971091513e-05,3.166828861310997e-07,1.0573184963992893e-08,3.069187717872087e-09,8.215397792409666e-07,1.303778117872787e-06,0.03306299546982919,0.7496851785791234,4.999947325129064e-05,0.00019999789300516256
54,0.001386034353031805,2.7451996409551085e-05,1.8596587602718265e-07,1.5089664511620159e-05,1.6439097977970035e-07,3.556780842621907e-08,3.807665578197064e-09,7.344440510898071e-07,1.3585823566222536e-06,0.03299454698164542,2.2273334679912913,4.9999453186536055e-05,0.00019999781274614422
55,0.0012784479643799022,3.0032513392172788e-05,1.8683980234295874e-07,2.1126613197166953e-05,2.6391965175912042e-08,4.2121623703500945e-08,2.439567992335974e-09,8.015184326726687e-07,1.2484154509877293e-06,0.034413801750360615,0.6485783764727955,4.999943274674514e-05,0.00019999773098698057
56,0.0013428066509858722,2.7056652846196634e-05,1.6896444141426827e-07,1.9723621817076427e-05,1.0062332426642004e-07,7.798221855743936e-09,8.399359066323668e-10,7.677020772729159e-07,1.3157499981396754e-06,0.032821348970932376,1.9723720808292582,4.999941193191822e-05,0.0001999976477276729
57,0.0012580756371108417,3.0418854660407888e-05,1.9118906788823272e-07,1.8578023033059947e-05,1.9182006980227447e-07,2.099114100577318e-08,9.120351546962447e-10,8.075500231416926e-07,1.2276567824504337e-06,0.03311222698088052,0.7691649144358975,4.999939074205562e-05,0.00019999756296822248
58,0.0012886174941927086,2.8947331294826935e-05,1.9139708079407102e-07,1.722518040344141e-05,1.1910912416901146e-07,4.1590781893575904e-08,1.7203036920142245e-09,7.920837684606838e-07,1.2596701628978816e-06,0.03369523272002244,1.5428497184915506,4.999936917715767e-05,0.00019999747670863068
59,0.0012349046765592299,2.0767370407867528e-05,1.7788680165761563e-07,1.5258755539146663e-05,2.3324562063017982e-08,1.0788770835890008e-08,1.54022167243728e-09,8.459222337206799e-07,1.2141373061513624e-06,0.03349368216146847,0.8093388527003137,4.999934723722471e-05,0.00019999738894889885
60,0.0012325023645499286,2.350730570893168e-05,1.840459234425517e-07,1.737355471831601e-05,5.587111716628399e-08,6.0931439519766795e-09,1.100011426929277e-09,8.259229436229331e-07,1.2089950588409968e-06,0.032712457018321255,0.9982870070391966,4.99993249222571e-05,0.0001999972996890284
61,0.0012203217483908611,2.474207727779e-05,1.9911567216386837e-07,1.3942670129580797e-05,1.1509117267394463e-07,3.2124063026203316e-08,8.206164436035975e-10,7.515549460297904e-07,1.1955796711130712e-06,0.03304195493171286,0.7205433500228415,4.9999302232255173e-05,0.0001999972089290207
62,0.0011918607221571638,2.510721112238585e-05,1.9070149610822866e-07,1.712257694727693e-05,7.777743493043298e-08,1.6679266794462342e-08,8.737459356327231e-10,8.380351685692654e-07,1.1667535110347781e-06,0.033779445411732,0.606238002211088,4.999927916721931e-05,0.00019999711666887724
63,0.0011857550877381877,1.787211476048993e-05,1.7366196199787197e-07,1.3384943249272986e-05,2.277436963303685e-08,1.6711282802885545e-09,1.0850979190711284e-09,8.070907920069892e-07,1.1678829729776979e-06,0.0328761867955243,0.7276386061816015,4.9999255727149865e-05,0.00019999702290859946
64,0.001157603312568165,2.4136336064035345e-05,1.8440475062382246e-07,1.723418051896965e-05,4.527942124127287e-08,1.712975183555924e-08,1.435385493180175e-09,6.991597040438801e-07,1.1334669765041295e-06,0.03259812655111259,0.48182022997925844,4.999923191204719e-05,0.00019999692764818876
65,0.0011620358004975637,2.722936592561683e-05,1.801929036226483e-07,1.9527693762247267e-05,8.491275745052717e-08,1.4048514331960123e-08,1.0335250837677238e-09,7.175644201861772e-07,1.1348064345719469e-06,0.03329277839414293,0.7986750388349247,4.9999207721911686e-05,0.00019999683088764675
66,0.0011289261759898513,2.2095811080147443e-05,1.7668914466973132e-07,1.6211772472698272e-05,5.995004680817127e-08,3.890205294466394e-09,6.458982210209912e-10,8.072099196036259e-07,1.1068303649097038e-06,0.03338956200808904,0.6844759944043998,4.9999183156743726e-05,0.0001999967326269749
67,0.0011191327539876886,1.9989978866220178e-05,1.828010341909689e-07,1.4620089313605903e-05,1.7745665852085057e-08,1.0197257540415217e-08,8.963843166061881e-10,7.999018527880591e-07,1.0991427751214684e-06,0.03353281961789603,0.705143356386505,4.99991582165437e-05,0.0001999966328661748
68,0.0011037930276314796,1.8313521250870933e-05,1.7852380676019992e-07,1.2799445661796196e-05,3.237814635562338e-08,8.243979334949374e-09,1.2539696365732418e-09,7.267459521697871e-07,1.0854795063806088e-06,0.033538547443574006,0.9388314498746533,4.9999132901312006e-05,0.00019999653160524802
69,0.0010839892863915542,2.0860892819376648e-05,1.8062924798458206e-07,1.502241012868701e-05,5.97639439186663e-08,2.7514474818762706e-09,1.1483651894076788e-09,7.776896743578205e-07,1.0631283935721775e-06,0.03316074979416948,0.6177616310507232,4.9999107211049026e-05,0.0001999964288441961
70,0.0010857122459755747,2.334842609985966e-05,1.8714689312735425e-07,1.737788695173442e-05,3.922328473886497e-08,8.801565609275746e-09,9.67518423769955e-10,8.440557281854678e-07,1.062363819875715e-06,0.03298642565217267,0.9322282496728534,4.999908114575519e-05,0.00019999632458302075
71,0.0010546034607713515,2.0745610264423348e-05,1.7160823827837563e-07,1.6124635666580242e-05,1.5844246884234014e-08,5.685630302896477e-09,8.542971306503007e-10,7.160540059881287e-07,1.0338578505069282e-06,0.03377760935904713,0.4266871563823439,4.9999054705430886e-05,0.00019999621882172355
72,0.0010512637050583786,1.9919737152196638e-05,1.8005227554000377e-07,1.5112452387170163e-05,3.3013559390866234e-08,5.909126987365467e-10,8.027238883612177e-10,7.756787742501776e-07,1.031343967906182e-06,0.033379626779241375,0.7887911105782148,4.999902789007655e-05,0.0001999961115603062
73,0.0010367838282167197,2.374294930254318e-05,1.7397143514407774e-07,1.8048917797007557e-05,4.721691644341609e-08,6.434451526917536e-09,7.99798926765765e-10,7.652527940315021e-07,1.0130408789141765e-06,0.033564940333238,0.41068002600904097,4.999900069969259e-05,0.00019999600279877036
74,0.001016868016027881,2.0288287561116882e-05,1.7401173877211332e-07,1.542148845522678e-05,2.461451944487471e-08,4.691524808692974e-09,7.312474196924561e-10,8.87568856964575e-07,9.965797284667641e-07,0.03285383502283089,0.40750839750470264,4.9998973134279455e-05,0.00019999589253711782
75,0.0010120406520237656,1.861071859125556e-05,1.8493889759053997e-07,1.4368601760081698e-05,1.1235895369352786e-08,4.2102804425788563e-10,6.306533957177403e-10,8.14489535326282e-07,9.9342993343251e-07,0.033783300820297145,0.4785715083054296,4.999894519383756e-05,0.00019999578077535023
76,0.0009894335808223209,2.238179592465879e-05,1.832363990722209e-07,1.7376695651794173e-05,2.619167889745007e-08,4.146250426974042e-09,6.080127721394694e-10,6.939042812750678e-07,9.67051784897662e-07,0.03364720499250452,0.08094236837511569,4.9998916878367356e-05,0.00019999566751346942
77,0.0009875747879761086,2.0717242057577577e-05,1.839505037431402e-07,1.56690881524702e-05,2.992793228647497e-08,3.2395817914931913e-09,6.33284668687449e-10,7.304055658181484e-07,9.66857545918531e-07,0.032550680689277384,0.42957489808227356,4.999888818786929e-05,0.00019999555275147717
78,0.000974077378385947,2.7983645367781384e-05,1.7560006322435248e-07,2.3772735363365502e-05,1.4992307852774277e-08,9.330842321183468e-10,6.765595795165349e-10,7.723898098736703e-07,9.460937330181656e-07,0.032556613348744726,0.392452858977765,4.9998859122343814e-05,0.00019999543648937526
79,0.0009552123700847179,2.0153709868507236e-05,1.8459901195222746e-07,1.5515753866257474e-05,1.4621765650475029e-08,3.4832685658148985e-09,7.74131680272265e-10,7.872383687446195e-07,9.350586602162106e-07,0.03317219588540142,0.26224646023718823,4.9998829681791394e-05,0.00019999531872716558
80,0.0009497801588623299,2.3591557462748108e-05,1.8466619403399343e-07,1.8802822850692573e-05,2.4990468322783012e-08,1.963538288292855e-09,1.0453270597106132e-09,7.362609937173539e-07,9.261886013995817e-07,0.033680395561465855,0.5479792723816281,4.999879986621248e-05,0.00019999519946484992
81,0.0009269951627111998,1.9084893320418153e-05,1.833329063481316e-07,1.4554903804841443e-05,2.0238415993183445e-08,1.019540561374362e-09,9.392989445027404e-10,7.617312739606851e-07,9.079102693907816e-07,0.03319074263802972,0.2650202193783449,4.9998769675607555e-05,0.00019999507870243022
82,0.0009239327244471571,2.3660142778359062e-05,1.6256355112215024e-07,1.9688751727415208e-05,8.966683375209763e-09,3.0142052989046133e-09,8.152387902978277e-10,7.403425988675061e-07,9.002725816687981e-07,0.034736258187476325,0.5008308294259162,4.99987391099771e-05,0.0001999949564399084
83,0.0009067642358848811,1.987343559244126e-05,1.7402363496743552e-07,1.5752299428301473e-05,1.2330264447322225e-08,1.170817911334241e-09,6.323147307278838e-10,7.620455538826577e-07,8.868908002924398e-07,0.03270013744909881,0.3837488115718727,4.9998708169321576e-05,0.0001999948326772863
84,0.0008960785941381714,2.256273713786198e-05,1.7847964459988946e-07,1.8268908173790235e-05,1.6315298694725114e-08,8.627526805661816e-10,8.574018758439691e-10,7.33935197119503e-07,8.735158570003094e-07,0.033517218338076235,0.2823474816810632,4.999867685364149e-05,0.00019999470741456597
85,0.000882714661759677,1.9040268679166007e-05,1.7730553130959648e-07,1.4689724456551587e-05,1.2500200208293391e-08,2.7216789642027297e-09,1.443529021616107e-09,7.718631785509191e-07,8.63674393080511e-07,0.03317268786736685,0.3828490141409299,4.999864516293733e-05,0.0001999945806517493
86,0.0008711760897703753,1.929253116087476e-05,1.8444672375114608e-07,1.5065867896518025e-05,1.0414330640025135e-08,7.997729118391283e-10,1.4644525361164213e-09,7.119633693845568e-07,8.518835586095005e-07,0.03377624628477549,0.2345387457246584,4.999861309720959e-05,0.00019999445238883835
87,0.0008562408270392008,1.865188103116906e-05,1.6687198408190299e-07,1.4674820750372787e-05,1.3378532805398639e-08,8.347359262881268e-10,1.323539703875019e-09,7.607197147984502e-07,8.375889460080316e-07,0.03345173764330231,0.11113456626226871,4.999858065645879e-05,0.00019999432262583517
88,0.0008487897189197462,1.841204261881311e-05,1.7105588756486479e-07,1.4195802923439276e-05,1.365907291819594e-08,2.272051690572478e-09,1.2502815645458607e-09,7.782201217216083e-07,8.303776763009331e-07,0.033319040096663,0.28941418789742385,4.9998547840685446e-05,0.00019999419136274178
89,0.000835407966058613,2.006602372144261e-05,1.728095777840571e-07,1.610214746951175e-05,9.34500377090528e-09,6.021633917730298e-10,1.106717784475615e-09,8.245240418815489e-07,8.153419423371704e-07,0.03325010405336386,0.14948014980096563,4.9998514649890065e-05,0.00019999405859956026
90,0.0008255382369666305,1.9969539259513374e-05,1.8102269390445354e-07,1.587627368349674e-05,8.099565329813358e-09,7.114491606296487e-10,1.0204432864984924e-09,7.831946769860082e-07,8.055686977071171e-07,0.03335513166660252,0.17646114832889903,4.999848108407317e-05,0.00019999392433629268
91,0.0008187967185763244,2.3757172751515204e-05,1.7860014904779795e-07,1.9597590889408223e-05,9.868907071720325e-09,1.4397849733904572e-09,8.499756824695798e-10,7.291661014771297e-07,7.950395458248091e-07,0.0339569270116533,0.3092716415044942,4.999844714323529e-05,0.00019999378857294117
92,0.0008025775062444029,1.9576436391060966e-05,1.730321994777302e-07,1.560427462738527e-05,9.863352830344823e-09,4.691944585896724e-10,6.820985861281655e-10,8.36667730897645e-07,7.830010698533419e-07,0.032754721346929146,0.210286059110529,4.999841282737697e-05,0.00019999365130950788
93,0.000793930084224889,2.1941624574200646e-05,1.9066772120176835e-07,1.7610850620821924e-05,9.356520594160651e-09,7.264872809508629e-10,6.554940446618878e-10,8.13820976670628e-07,7.719884596506883e-07,0.032882312097771635,0.18807763611410583,4.999837813649874e-05,0.00019999351254599497
94,0.0007837651766016099,2.1098823328385026e-05,1.8338000288003166e-07,1.6909820281558346e-05,9.531504805331685e-09,8.385031329606279e-10,6.515820493512523e-10,7.515218383566578e-07,7.626663532732248e-07,0.032836619676999,0.32173552592637,4.999834307060116e-05,0.00019999337228240465
95,0.0007692110021313123,1.9013227220668678e-05,1.8643555438122506e-07,1.4794908023754346e-05,1.011210487949794e-08,3.767549044729592e-10,6.854066729827923e-10,7.35993295558142e-07,7.501977749106435e-07,0.032639006387576726,0.0802745621564768,4.999830762968478e-05,0.00019999323051873911
96,0.0007565128972213123,1.623845280398189e-05,1.702767079837255e-07,1.2353640311017494e-05,8.284011060931098e-09,7.990941593238159e-10,7.28403795768471e-10,7.469588896901654e-07,7.402744444173304e-07,0.03276121680714794,0.20390044029193266,4.9998271813750156e-05,0.00019999308725500062
97,0.0007513784497876839,2.097605285660438e-05,1.768927526294975e-07,1.701845310677662e-05,7.474362636047723e-09,4.750807162561359e-10,7.558703397465697e-10,7.324700292563592e-07,7.304023969310795e-07,0.03316324200433581,0.18243833558392658,4.999823562279785e-05,0.0001999929424911914
