Mach,eta,alpha,alpha_cut,ci_ref,ci_pred,ci_abs_err,ci_rel_err,p_rel,q_rel,p_y_rel,rho_rel,u_rel,v_rel,gamma_rel,align_scale_real,align_scale_imag
0.85,0.9275,0.4885909427885458,0.526782687642637,0.031687462415631265,0.03378780082909367,0.0021003384134624034,0.06628294768174044,0.02929432840197794,0.03327198249838813,0.03327198249838813,0.02929432840197794,0.22349506177504266,0.0313193534104373,0.09547318114135439,0.998839912157282,0.00020042184734145844
0.85,0.95,0.5004435532605052,0.526782687642637,0.021685638462030865,0.021685645142746117,6.680715251838887e-09,3.0807095043736317e-07,0.01618162610831865,0.021175581148971834,0.021175581148971834,0.016181626108318654,0.2452225013945453,0.021434402690854545,0.10567653630978313,1.0000929436501447,0.0001614020205579703
0.85,0.9725,0.5122961637324646,0.526782687642637,0.011851833820477936,0.00961936806868669,0.0022324657517912468,0.18836458438473283,0.011662172407544549,0.023876359206872932,0.023876359206872932,0.01166217240754455,1.4097747970123662,0.026940611217058385,0.1331897586751176,1.001303554281024,4.7176011802569085e-05
0.915,0.9275,0.3742034354381984,0.4034538387473837,0.030315170361819428,0.02968475809055608,0.0006304122712633489,0.02079527390871352,0.07830944523024623,0.08316642856026805,0.08316642856026805,0.07830944523024622,0.1582851066986143,0.08268511003430605,0.15051984526071285,0.9959029250290923,-6.525965476800051e-05
0.915,0.95,0.3832811468100145,0.4034538387473837,0.02037723811128264,0.01695624592622484,0.0034209921850578,0.16788301566558406,0.0512771213887338,0.05121838608674267,0.05121838608674267,0.051277121388733804,0.2893253689790441,0.05330539065559171,0.10234564659338882,0.9984269361412178,-0.00010667158487214343
0.915,0.9725,0.3923588581818307,0.4034538387473837,0.010912266081314934,0.008612413049740244,0.00229985303157469,0.21075851838993614,0.02496552188298924,0.022825328715833922,0.022825328715833922,0.024965521882989238,0.4526770985868945,0.024373309464772012,0.056665290867240654,1.0003987681724644,-0.00036355416990407094
0.98,0.9275,0.18457016958327818,0.1989974874213242,0.1890754381357364,0.21564797971484811,0.026572541579111708,0.14053936270683345,0.348662826561605,0.43386609014883987,0.43386609014883987,0.3486628265616051,0.7890423146559483,0.4309850620219594,0.6558629631525957,0.9462139412186736,0.00020520485282358856
0.98,0.95,0.18904761305025797,0.1989974874213242,0.18000704273818702,0.2178928225435872,0.03788577980540017,0.21046831962293558,0.347833551077625,0.42926535556253353,0.42926535556253353,0.347833551077625,0.8425281013766537,0.42038306077735604,0.657225267118741,0.9509600604347254,0.000212666912367772
0.98,0.9725,0.19352505651723778,0.1989974874213242,0.17058400638909432,0.14035690748746996,0.030227098901624366,0.1771977311441363,0.34629288883578535,0.42428811246206,0.42428811246206,0.34629288883578535,0.8190115809818486,0.45002381927021207,0.6604530472087505,0.9578371762053458,0.00024372989913007444
