Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.85,0.92,0.4846400726312261,0.0350816139496578,0.85,0.92,modal_pretraining,1028,340
0.85,0.95,0.5004435532605052,0.0216856384620308,0.85,0.95,modal_pretraining,1031,340
0.85,0.98,0.5162470338897843,0.0086042945325133,0.85,0.98,modal_pretraining,1034,340
0.9,0.935,0.4075570512210529,0.0270065067957611,0.9,0.935,modal_pretraining,1094,340
0.9,0.98,0.4271720964669859,0.0080235921340622,0.9,0.98,modal_pretraining,1099,340
0.94,0.94,0.3207039756535613,0.0260916775037674,0.94,0.94,joint_training,1167,340
0.94,0.98,0.3343509533409469,0.0077371714387155,0.94,0.98,modal_pretraining,1171,340
0.98,0.92,0.1830776884276182,0.1919990023019255,0.98,0.92,modal_pretraining,1229,340
0.98,0.965,0.1920325753615778,0.1737707787287594,0.98,0.965,modal_pretraining,1234,340
