Mach,alpha,analytic_tail_points,ci,cr,delta_kappa_at_match,delta_q_at_match,far_left,far_right,gamma_left_imag,gamma_left_real,gamma_mismatch_at_match,gamma_right_imag,gamma_right_real,left_distance,left_far_amplitude,left_interface_amplitude,matching_y,modal_dy,mu_left,mu_right,n_coordinates,numerical_extent,omega_i,right_distance,right_far_amplitude,right_interface_amplitude,right_log_amplitude_shift,tail_tolerance,timestamp,status,error,updated,mach_directory
1.15,0.245,300,0.048079054596058,0.2307824625023916,-1.5202963887794851e-10,-1.15886873014448e-10,-722.9492344554407,118.3460983551984,-0.2457809391096518,0.0191124722909282,1.9116165524086206e-10,-0.0249376110345659,-0.1177275481375767,682.9492344554407,1.0000000000000004e-06,0.4664230433512539,1.0,0.025,0.0191124722909282,0.1177275481375767,3801,40.0,0.0117793683760342,78.34609835519841,1.0000000000000004e-06,0.0101324058391198,-3.829354254137312,1e-06,2026-07-23T12:04:06.040659+00:00,converged,,2026-07-23T12:04:06.051335+00:00,M1p150000
1.15,0.25,300,0.0454250379131812,0.2329122345254112,-1.0385120541300807e-10,-1.0011792783704009e-10,-751.0019635011623,115.3261505628992,-0.2516175997547207,0.0183976411478808,1.4425211381507575e-10,-0.0238349008429921,-0.1208377703023301,711.0019635011623,1.0000000000000004e-06,0.4796245934622596,1.0,0.025,0.0183976411478808,0.1208377703023301,3801,40.0,0.0113562594782953,75.32615056289919,1.0000000000000004e-06,0.0089754116578843,-3.9785149004547176,1e-06,2026-07-23T12:04:06.208689+00:00,converged,,2026-07-23T12:04:06.219253+00:00,M1p150000
1.15,0.255,300,0.0427764608549247,0.2349869062470309,-9.679165802189972e-11,-1.0880577688832104e-10,-782.9932648338362,112.4357155564867,-0.2574660986104868,0.0176450621540177,1.4562733997055458e-10,-0.0226999333105931,-0.1239724485053527,742.9932648338362,1.0000000000000004e-06,0.493936545744446,1.0,0.025,0.0176450621540177,0.1239724485053527,3801,40.0,0.0109079975180057,72.4357155564867,1.0000000000000004e-06,0.0079428943599287,-4.13012932123471,1e-06,2026-07-23T12:04:06.387483+00:00,converged,,2026-07-23T12:04:06.398201+00:00,M1p150000
1.15,0.26,300,0.0401332732490241,0.2370090573496407,-7.44217187875762e-11,-6.597697041477169e-11,-819.6587764987154,109.66692012775508,-0.263326285476031,0.016854878462303,9.945628613822621e-11,-0.0215334204445645,-0.1271315438664931,779.6587764987154,1.0000000000000004e-06,0.5094331520290426,1.0,0.025,0.016854878462303,0.1271315438664931,3801,40.0,0.0104346510447462,69.66692012775509,1.0000000000000004e-06,0.0070224196159164,-4.284190807688536,1e-06,2026-07-23T12:04:06.621721+00:00,converged,,2026-07-23T12:04:06.632202+00:00,M1p150000
1.15,0.265,300,0.0374954270052493,0.2389811070218755,-5.8144183912034464e-11,-6.961992093934555e-11,-861.9401795276667,107.01249367047522,-0.2691980220275414,0.0160272330431629,9.070655717420439e-11,-0.0203360550326441,-0.1303150162590757,821.9401795276667,1.0000000000000004e-06,0.5261948207655889,1.0,0.025,0.0160272330431629,0.1303150162590757,3801,40.0,0.009936288156391,67.01249367047522,1.0000000000000004e-06,0.0062026642857043,-4.440692602599921,1e-06,2026-07-23T12:04:06.827583+00:00,converged,,2026-07-23T12:04:06.837889+00:00,M1p150000
1.15,0.27,300,0.0348628766548256,0.2409053276374326,-5.263639524244468e-11,-3.5231758482856534e-11,-911.06199031373,104.46574440579568,-0.2750811813995062,0.0151622689762729,6.333929988493073e-11,-0.01910851160741,-0.1335228246841658,871.06199031373,1.0000000000000004e-06,0.5443110753778269,1.0,0.025,0.0151622689762729,0.1335228246841658,3801,40.0,0.0094129766968029,64.46574440579568,1.0000000000000004e-06,0.0054733617623985,-4.599627903715106,1e-06,2026-07-23T12:04:07.046347+00:00,converged,,2026-07-23T12:04:07.056839+00:00,M1p150000
1.15,0.275,300,0.032235578489867,0.2427838565218639,-5.252119572585201e-11,-4.3482928195615056e-11,-968.6449256405756,102.0204835300714,-0.2809756475531957,0.0142601291607814,6.818534332932753e-11,-0.0178514467320467,-0.1367549272123183,928.6449256405756,1.0000000000000004e-06,0.563879911050232,1.0,0.025,0.0142601291607814,0.1367549272123183,3801,40.0,0.0088647840847134,62.02048353007139,1.0000000000000004e-06,0.0048251963672842,-4.76098987331123,1e-06,2026-07-23T12:04:07.287784+00:00,converged,,2026-07-23T12:04:07.298079+00:00,M1p150000
1.15,0.28,300,0.0296134911601608,0.2446187068139639,-5.3001478206304846e-11,-1.7796653040136334e-11,-1036.8790443284129,99.67098377047893,-0.2868813148165222,0.0133209566413552,5.590954794562734e-11,-0.0165654999974308,-0.1400112812395676,996.879044328413,1.000000000000002e-06,0.5850090090462357,1.0,0.025,0.0133209566413552,0.1400112812395676,3801,40.0,0.008291777524845,59.67098377047892,9.99999999999999e-07,0.0042497306801335,-4.92477163564425,1e-06,2026-07-23T12:04:07.460928+00:00,converged,,2026-07-23T12:04:07.471422+00:00,M1p150000
1.15,0.285,300,0.0269965748646317,0.246411776793946,-9.099732078965416e-11,-4.9695687669160105e-11,-1118.7965041748505,97.4119389481602,-0.2927980872227489,0.0123448943270116,1.0368304472673408e-10,-0.015251294292968,-0.1432918433408623,1078.7965041748505,1.0000000000000004e-06,0.6078168271292671,1.0,0.025,0.0123448943270116,0.1432918433408623,3801,40.0,0.00769402383642,57.4119389481602,1.0000000000000004e-06,0.0037393331099259,-5.090966282733136,1e-06,2026-07-23T12:04:07.633550+00:00,converged,,2026-07-23T12:04:07.644081+00:00,M1p150000
1.15,0.29,300,0.0243847919214007,0.2481648590786716,-9.542235057669045e-11,-4.259019352470528e-11,-1218.71764949639,95.23841448702534,-0.2987258782462785,0.0113320853071533,1.0449569165306607e-10,-0.0139094367294121,-0.1465965696876255,1178.71764949639,1.0000000000000004e-06,0.6324326154942308,1.0,0.025,0.0113320853071533,0.1465965696876255,3801,40.0,0.0070715896572062,55.23841448702534,1.0000000000000004e-06,0.0032871035589506,-5.259566878359199,1e-06,2026-07-23T12:04:07.815920+00:00,converged,,2026-07-23T12:04:07.826439+00:00,M1p150000
1.15,0.295,300,0.0217781061290199,0.2498796478668118,-1.1359109486352992e-10,-4.811686205724586e-11,-1343.0151852497534,93.14583984897132,-0.3046646100407425,0.0102826726351777,1.2336194407730237e-10,-0.0125405189733127,-0.1499254157324156,1303.0151852497534,1.0000000000000004e-06,0.6589998517935804,1.0,0.025,0.0102826726351777,0.1499254157324156,3801,40.0,0.0064245413080608,53.14583984897131,1.0000000000000004e-06,0.0028868237659885,-5.430566454783279,1e-06,2026-07-23T12:04:07.995248+00:00,converged,,2026-07-23T12:04:08.005711+00:00,M1p150000
1.15,0.3,300,0.0191764832750002,0.2515577466091791,-1.5049629598085088e-10,1.192739908575935e-10,-1501.4944389557202,91.1299486976173,-0.3106142132364609,0.009196799622947,1.9202973727798824e-10,-0.0111451181041596,-0.1532783366199701,1461.4944389557202,1.0000000000000004e-06,0.6876749199140572,1.0,0.025,0.009196799622947,0.1532783366199701,3801,40.0,0.0057529449825,51.12994869761729,1.0000000000000004e-06,0.002532883073931,-5.60395801729202,1e-06,2026-07-23T12:04:08.169248+00:00,converged,,2026-07-23T12:04:08.179692+00:00,M1p150000
1.15,0.305,300,0.0165798894695289,0.2532006740129504,-2.4313023816446844e-11,3.270068807750825e-11,-1710.0625958746125,89.18677332547229,-0.3165746262727618,0.0080746091083325,4.074871933989585e-11,-0.0097237962781071,-0.1566552868876794,1670.0625958746125,1.0000000000000004e-06,0.7186305371771645,1.0,0.025,0.0080746091083325,0.1566552868876794,3801,40.0,0.0050568662882063,49.18677332547229,1.0000000000000004e-06,0.0022202344699439,-5.779734561753491,1e-06,2026-07-23T12:04:08.365172+00:00,converged,,2026-07-23T12:04:08.375726+00:00,M1p150000
1.15,0.31,300,0.0139882940338707,0.2548098695477486,-2.459167175450361e-10,-6.363204754777918e-11,-1996.3457625461667,87.31260901376481,-0.3225457948009768,0.0069162448965983,2.540158842341318e-10,-0.0082771029698184,-0.1600562204519656,1956.3457625461667,1.0000000000000004e-06,0.7520562466347759,1.0,0.025,0.0069162448965983,0.1600562204519656,3801,40.0,0.0043363711504999,47.31260901376481,1.0000000000000004e-06,0.0019443390504191,-5.957889017726978,1e-06,2026-07-23T12:04:08.544468+00:00,converged,,2026-07-23T12:04:08.555117+00:00,M1p150000
1.15,0.315,300,0.0114016668043197,0.2563867015239384,-9.944196854849707e-11,1.8430010816083972e-10,-2412.913639790918,85.5039948573459,-0.3285276726004821,0.0057218505135606,2.0941641525175983e-10,-0.0068055738531453,-0.1634810920904043,2372.913639790918,1.0000000000000004e-06,0.7881605789497348,1.0,0.025,0.0057218505135606,0.1634810920904043,3801,40.0,0.0035915250433607,45.5039948573459,1.0000000000000004e-06,0.0017011210838013,-6.138414354717627,1e-06,2026-07-23T12:04:08.720251+00:00,converged,,2026-07-23T12:04:08.730721+00:00,M1p150000
1.15,0.32,300,0.0088199783947876,0.2579324673927366,6.11473094380699e-11,2.9713230335383367e-10,-3073.6321667009693,83.757696263249,-0.3345202189325611,0.0044915693827685,3.03358861990003e-10,-0.0053097316593825,-0.1669298548130382,3033.6321667009693,1.0000000000000004e-06,0.827173179136161,1.0,0.025,0.0044915693827685,0.1669298548130382,3801,40.0,0.002822393086332,43.757696263249,1.0000000000000004e-06,0.0014869255592485,-6.321303474358608,1e-06,2026-07-23T12:04:08.904527+00:00,converged,,2026-07-23T12:04:08.915055+00:00,M1p150000
1.15,0.325,300,0.0062432011009221,0.2594484009759462,-6.402352259460287e-11,-1.0803916984138128e-10,-4279.747489600769,82.07068536666839,-0.3405233995004055,0.0032255453027987,1.255845279699552e-10,-0.0037900870682904,-0.1704024615226812,4239.747489600769,1.000000000000002e-06,0.8693469704756481,1.0,0.025,0.0032255453027987,0.1704024615226812,3801,40.0,0.0020290403577996,42.07068536666839,1.0000000000000004e-06,0.0012984783325316,-6.506549255707828,1e-06,2026-07-23T12:04:09.083024+00:00,converged,,2026-07-23T12:04:09.093981+00:00,M1p150000
1.15,0.33,300,0.0036713066046515,0.2609356792914735,1.1333070037977675e-09,-1.478208432070284e-09,-7174.718292383329,80.4401246536311,-0.3465371875217471,0.0019239213023775,1.862655344796981e-09,-0.0022471377784653,-0.1738988666662377,7134.718292383329,1.0000000000000004e-06,0.9149608067427588,1.0,0.025,0.0019239213023775,0.1738988666662377,3801,40.0,0.0012115311795349,40.44012465363111,1.0000000000000004e-06,0.001132849982695,-6.6941446640715,1e-06,2026-07-23T12:04:09.265231+00:00,converged,,2026-07-23T12:04:09.275863+00:00,M1p150000
1.15,0.335,300,0.0011041412933339,0.2623955037838868,8.245903958259415e-08,-4.6866305883412574e-08,-23522.97416468701,78.86332960734805,-0.352561604618317,0.0005867733378772,9.484694953471843e-08,-0.0006812918515483,-0.1774190737794291,23482.97416468701,9.99999999999999e-07,0.9643244987381834,1.0,0.025,0.0005867733378772,0.1774190737794291,3801,40.0,0.0003698873332668,38.86332960734805,1.0000000000000004e-06,0.000987420456272,-6.884087190977875,1e-06,2026-07-23T12:04:09.460030+00:00,converged,,2026-07-23T12:04:09.471222+00:00,M1p150000
1.2,0.05,300,0.1408414697456862,0.0587939705593892,-6.313026490456508e-12,-2.203056140293036e-11,-1042.872737283424,858.3045011843054,-0.0404978030237992,0.0132560167765583,2.291724109044303e-11,-0.0296193357086935,-0.0161117396610496,1002.872737283424,1.0000000000000004e-06,0.5936812452676942,1.0,0.025,0.0132560167765583,0.0161117396610496,3801,40.0,0.0070420734872843,818.3045011843054,1.0000000000000004e-06,0.5319522914338876,-0.1097887436354221,1e-06,2026-07-23T12:03:59.498418+00:00,converged,,2026-07-23T12:03:59.509751+00:00,M1p200000
1.2,0.055,300,0.1382418349818659,0.0778458489605059,-7.611021188291822e-12,-1.85423794374362e-11,-987.244151370391,758.8178948262754,-0.0463511569867829,0.0140030756569963,2.004363935842201e-11,-0.0304660521780294,-0.0182269794931696,947.244151370391,1.0000000000000004e-06,0.5762699639472982,1.0,0.025,0.0140030756569963,0.0182269794931696,3801,40.0,0.0076033009240026,718.8178948262754,1.0000000000000004e-06,0.4898620149672754,-0.1624524889650056,1e-06,2026-07-23T12:03:59.667140+00:00,converged,,2026-07-23T12:03:59.677918+00:00,M1p200000
1.2,0.06,300,0.1356419301356869,0.0926568629074388,9.903094403546087e-10,-3.3736479929102886e-10,-936.9474414833206,680.6430986775318,-0.0520720853778656,0.0147549513242429,1.0461968244341667e-09,-0.0313928141600456,-0.0203235824380659,896.9474414833206,1.0000000000000004e-06,0.5592857708512672,1.0,0.025,0.0147549513242429,0.0203235824380659,3801,40.0,0.0081385158081412,640.6430986775318,1.0000000000000004e-06,0.4514242345042751,-0.2142530101397916,1e-06,2026-07-23T12:03:59.840736+00:00,converged,,2026-07-23T12:03:59.851341+00:00,M1p200000
1.2,0.065,300,0.1330421441116264,0.1050524247378762,3.1107630013571525e-10,-1.1211416517387107e-10,-892.7786191776137,616.871521605773,-0.0577626315641005,0.0154851120374574,3.306630468297897e-10,-0.032298567339393,-0.0224281151727211,852.7786191776137,1.0000000000000004e-06,0.5432758392114924,1.0,0.025,0.0154851120374574,0.0224281151727211,3801,40.0,0.0086477393672557,576.871521605773,1.0000000000000004e-06,0.4158753797424442,-0.2672315346764687,1e-06,2026-07-23T12:04:00.012221+00:00,converged,,2026-07-23T12:04:00.023047+00:00,M1p200000
1.2,0.07,300,0.1304428119843612,0.1158243946165708,1.1931042265267422e-10,-5.161726254754306e-11,-854.2415538752579,563.6359939320026,-0.0634588795853924,0.016183862367689,1.2999737976767744e-10,-0.0331481974218292,-0.0245503301174876,814.2415538752579,1.0000000000000004e-06,0.5283811841907488,1.0,0.025,0.016183862367689,0.0245503301174876,3801,40.0,0.0091309968389052,523.6359939320026,1.0000000000000004e-06,0.3828645355162085,-0.3221367295410229,1e-06,2026-07-23T12:04:00.182108+00:00,converged,,2026-07-23T12:04:00.192637+00:00,M1p200000
1.2,0.075,300,0.1278442189910901,0.1254037605689256,5.2137780204297706e-11,-3.186781741271183e-11,-820.6338151169562,518.4426602416347,-0.0691762223375945,0.0168468082768545,6.110569458963377e-11,-0.0339272655767571,-0.0266946886883098,780.6338151169562,1.0000000000000004e-06,0.5146221482817328,1.0,0.025,0.0168468082768545,0.0266946886883098,3801,40.0,0.0095883164243317,478.4426602416348,1.000000000000002e-06,0.352173020862607,-0.3793103473476465,1e-06,2026-07-23T12:04:00.356733+00:00,converged,,2026-07-23T12:04:00.367651+00:00,M1p200000
1.2,0.08,300,0.1252466098615217,0.1340569456428095,2.383594363553065e-11,-2.1578228787122452e-11,-791.2879998573056,479.5649262365191,-0.0749216490502121,0.0174717328469293,3.2152327545383e-11,-0.034629721563682,-0.0288634857913245,751.2879998573056,1.0000000000000004e-06,0.5019738093035623,1.0,0.025,0.0174717328469293,0.0288634857913245,3801,40.0,0.0100197287889217,439.5649262365191,1.0000000000000004e-06,0.3236364195486058,-0.4389272218183825,1e-06,2026-07-23T12:04:00.523370+00:00,converged,,2026-07-23T12:04:00.534131+00:00,M1p200000
1.2,0.085,300,0.1226501948965649,0.1419628164889307,1.054017984003508e-11,-1.7842786276256458e-11,-765.6261356667991,445.7533119688672,-0.0806982178394506,0.0180574576705016,2.072342667515312e-11,-0.0352534323965562,-0.0310579857975439,725.6261356667991,1.0000000000000004e-06,0.4903934119168828,1.0,0.025,0.0180574576705016,0.0310579857975439,3801,40.0,0.010425266566208,405.7533119688672,1.0000000000000004e-06,0.2971167982072518,-0.5010826289774437,1e-06,2026-07-23T12:04:00.696325+00:00,converged,,2026-07-23T12:04:00.707041+00:00,M1p200000
1.2,0.09,300,0.1200551554586059,0.1492486582237698,2.774530605265113e-12,-1.561076268252748e-11,-743.1633669201783,416.0748868173168,-0.0865069868070844,0.018603349523986,1.585540701495062e-11,-0.035798252262063,-0.0332789138971965,703.1633669201783,1.0000000000000004e-06,0.4798332310869372,1.0,0.025,0.018603349523986,0.0332789138971965,3801,40.0,0.0108049639912745,376.0748868173168,1.0000000000000004e-06,0.2724917935697001,-0.5658301099875116,1e-06,2026-07-23T12:04:00.862983+00:00,converged,,2026-07-23T12:04:00.873700+00:00,M1p200000
1.2,0.095,300,0.1174616483235438,0.1560090651493015,9.936149125699957e-14,-1.5511415069058287e-11,-723.4974531220213,389.8160600800391,-0.0923479457500509,0.0191090806866171,1.5511733305809295e-11,-0.0362650916243037,-0.0355266940999826,683.4974531220213,1.0000000000000004e-06,0.4702444669030676,1.0,0.025,0.0191090806866171,0.0355266940999826,3801,40.0,0.0111588565907366,349.8160600800391,1.0000000000000004e-06,0.2496482379255755,-0.6331998230813551,1e-06,2026-07-23T12:04:01.034479+00:00,converged,,2026-07-23T12:04:01.045113+00:00,M1p200000
1.2,0.1,300,0.1148698095470125,0.1623167383142573,-2.1480213441282814e-12,-1.5493405169930696e-11,-706.295912328367,366.4203455213522,-0.098220501847714,0.0195745026533747,1.5641598366358405e-11,-0.036655432239821,-0.037801574180178,666.295912328367,9.99999999999999e-07,0.4615802022290001,1.0,0.025,0.0195745026533747,0.037801574180178,3801,40.0,0.0114869809547012,326.4203455213522,1.0000000000000004e-06,0.2284797594132916,-0.7032081986595838,1e-06,2026-07-23T12:04:01.201582+00:00,converged,,2026-07-23T12:04:01.212166+00:00,M1p200000
1.2,0.105,300,0.1122797576975727,0.1682290694117941,-1.6411212666600505e-12,-1.3398913922824107e-11,-691.2841497060801,345.44674411222286,-0.1041237473016578,0.0199995754322862,1.3499043422521969e-11,-0.0369710600995052,-0.0401036952678927,651.2841497060801,1.0000000000000004e-06,0.4537975624521988,1.0,0.025,0.0199995754322862,0.0401036952678927,3801,40.0,0.0117893745582451,305.44674411222286,1.0000000000000004e-06,0.2088858368307612,-0.7758633334525668,1e-06,2026-07-23T12:04:01.370134+00:00,converged,,2026-07-23T12:04:01.380736+00:00,M1p200000
1.2,0.11,300,0.1096915966196238,0.1737923655519355,-6.034110711095053e-12,-1.0859303040122724e-11,-678.2350669216609,326.5407974268898,-0.1100566127845435,0.0203843261030166,1.2423162020635918e-11,-0.037213912467989,-0.0424331323820199,638.2350669216609,1.0000000000000004e-06,0.4468560270204041,1.0,0.025,0.0203843261030166,0.0424331323820199,3801,40.0,0.0120660756281586,286.5407974268898,1.0000000000000004e-06,0.1907699612994865,-0.8511681444470413,1e-06,2026-07-23T12:04:01.539339+00:00,converged,,2026-07-23T12:04:01.550071+00:00,M1p200000
1.2,0.115,300,0.1071054177329335,0.1790446749180525,-1.129275839506505e-11,-1.125150320135937e-11,-666.9610910667947,309.41427701013924,-0.1160179578495308,0.0207288236406555,1.59412269433539e-11,-0.0373859878698156,-0.0447899188602688,626.9610910667947,1.0000000000000004e-06,0.4407203764323246,1.0,0.025,0.0207288236406555,0.0447899188602688,3801,40.0,0.0123171230392873,269.41427701013924,1.0000000000000004e-06,0.1740405517507523,-0.9291222791944436,1e-06,2026-07-23T12:04:01.726571+00:00,converged,,2026-07-23T12:04:01.736931+00:00,M1p200000
1.2,0.12,300,0.1045213020226926,0.184017742417762,-2.1568028613083712e-11,-2.574031612856409e-11,-657.3072923383135,293.83020586113696,-0.1220066250164499,0.0210331632133935,3.358189590617561e-11,-0.0374892923356775,-0.047174061451028,617.3072923383135,1.0000000000000004e-06,0.4353584669054166,1.0,0.025,0.0210331632133935,0.047174061451028,3801,40.0,0.0125425562427231,253.83020586113693,9.99999999999999e-07,0.1586096972967134,-1.0097233031494413,1e-06,2026-07-23T12:04:01.901390+00:00,converged,,2026-07-23T12:04:01.911767+00:00,M1p200000
1.2,0.125,300,0.1019393220463928,0.1887384029685804,-4.719148335996515e-11,-2.2967440449495055e-11,-649.1462338471274,279.5919343830427,-0.1280214722706703,0.0212974562520325,5.248370625741831e-11,-0.037525807246334,-0.0495855498821829,609.1462338471274,9.99999999999999e-07,0.430742294838499,1.0,0.025,0.0212974562520325,0.0495855498821829,3801,40.0,0.0127424152557991,239.5919343830427,1.0000000000000004e-06,0.1443935466595809,-1.0929674527304911,1e-06,2026-07-23T12:04:02.071427+00:00,converged,,2026-07-23T12:04:02.081970+00:00,M1p200000
1.2,0.13,300,0.0993595427438833,0.1932295994077387,-5.896767102386846e-11,-3.105675439041278e-11,-642.3737742825206,266.5348673836051,-0.1340613924672452,0.0215218238694737,6.664614181815478e-11,-0.03749747001917,-0.0520243628985244,602.3737742825206,1.0000000000000004e-06,0.4268475803052305,1.0,0.025,0.0215218238694737,0.0520243628985244,3801,40.0,0.0129167405567048,226.5348673836051,1.0000000000000004e-06,0.1313120919268731,-1.1788501237647742,1e-06,2026-07-23T12:04:02.249013+00:00,converged,,2026-07-23T12:04:02.259644+00:00,M1p200000
1.2,0.135,300,0.0967820232804793,0.1975111409686433,-5.521794826934823e-11,-2.963516237963759e-11,-636.905800266136,254.52017420502128,-0.1401253243532551,0.0217063928003956,6.266789178154872e-11,-0.0374061634037846,-0.0544904721783088,596.905800266136,1.000000000000002e-06,0.4236537466859236,1.0,0.025,0.0217063928003956,0.0544904721783088,3801,40.0,0.0130655731428647,214.52017420502128,1.0000000000000004e-06,0.1192891413451647,-1.267366181206545,1e-06,2026-07-23T12:04:02.444839+00:00,converged,,2026-07-23T12:04:02.455223+00:00,M1p200000
1.2,0.14,300,0.094206817652732,0.20160028025262,-7.738502894039101e-11,-2.1982426295918955e-11,-632.675614976233,243.42990466993407,-0.1462122585183952,0.0218512925824955,8.044668899315039e-11,-0.0372537095736176,-0.0569838447533249,592.675614976233,1.0000000000000004e-06,0.4211432303261717,1.0,0.025,0.0218512925824955,0.0569838447533249,3801,40.0,0.0131889544713824,203.42990466993407,1.0000000000000004e-06,0.1082521065687969,-1.3585101634609262,1e-06,2026-07-23T12:04:02.617176+00:00,converged,,2026-07-23T12:04:02.627616+00:00,M1p200000
1.2,0.145,300,0.091633975727477,0.2055121596598169,-7.519408012912619e-11,-2.115800590285488e-11,-629.6320579013361,233.16322648211204,-0.1523212402188901,0.0219566538138939,7.811408899968491e-11,-0.0370418674598172,-0.0595044448191517,589.6320579013361,1.0000000000000004e-06,0.4193021131744623,1.0,0.025,0.0219566538138939,0.0595044448191517,3801,40.0,0.0132869264804841,193.16322648211204,1.0000000000000004e-06,0.0981321728277015,-1.4522764216193822,1e-06,2026-07-23T12:04:02.827478+00:00,converged,,2026-07-23T12:04:02.838013+00:00,M1p200000
1.2,0.15,300,0.089063544049155,0.2092601600195139,-8.216598929022823e-11,-2.256379805221087e-11,-627.7379955844259,223.6334149538904,-0.158451369767521,0.0220226070639368,8.520783284759009e-11,-0.0367723324619402,-0.0620522345601618,587.7379955844259,1.0000000000000004e-06,0.4181196578337272,1.0,0.025,0.0220226070639368,0.0620522345601618,3801,40.0,0.0133595316073732,183.6334149538904,1.0000000000000004e-06,0.0888641197617219,-1.5486591954992956,1e-06,2026-07-23T12:04:03.021725+00:00,converged,,2026-07-23T12:04:03.032235+00:00,M1p200000
1.2,0.155,300,0.0864955663967861,0.2128561788956414,-2.844128405010693e-11,-2.0039331305454766e-11,-626.9693250844116,214.7654853290136,-0.1646018019556525,0.0220492821621015,3.4791973752413727e-11,-0.0364467370930116,-0.0646271749486053,586.9693250844116,1.0000000000000004e-06,0.4175887056320174,1.0,0.025,0.0220492821621015,0.0646271749486053,3801,40.0,0.0134068127915018,174.7654853290136,1.0000000000000004e-06,0.0803863444293892,-1.6476526739483903,1e-06,2026-07-23T12:04:03.193058+00:00,converged,,2026-07-23T12:04:03.203481+00:00,M1p200000
1.2,0.16,300,0.0839300841651744,0.2163108523694062,-7.115519284894845e-11,-3.3486165229579257e-11,-627.3142019562824,206.4942449372137,-0.1707717441600239,0.0220368077896833,7.864085917100426e-11,-0.0360666528325763,-0.0672292256956119,587.3142019562824,1.0000000000000004e-06,0.4177047744120445,1.0,0.025,0.0220368077896833,0.0672292256956119,3801,40.0,0.0134288134664279,166.4942449372137,1.0000000000000004e-06,0.0726405924999658,-1.7492510107574142,1e-06,2026-07-23T12:04:03.365749+00:00,converged,,2026-07-23T12:04:03.376397+00:00,M1p200000
1.2,0.165,300,0.0813671371952737,0.2196337386512064,-4.72298450349129e-11,-3.70911565350518e-11,-628.7727224998657,198.7627512229889,-0.1769604549038163,0.0219853113486718,6.005341085341949e-11,-0.0356335918203355,-0.0698583462563943,588.7727224998657,1.0000000000000004e-06,0.4184662907026762,1.0,0.025,0.0219853113486718,0.0698583462563943,3801,40.0,0.0134255776372201,158.7627512229889,1.000000000000002e-06,0.0655719470838768,-1.853448370211352,1e-06,2026-07-23T12:04:03.535285+00:00,converged,,2026-07-23T12:04:03.546004+00:00,M1p200000
1.2,0.17,300,0.0788067637074469,0.2228334640401218,-4.131664455009343e-11,-3.083392742520008e-11,-631.3569096393134,191.52105289819733,-0.1831672408483771,0.0218949188344156,5.1553818455486597e-11,-0.0351490096516889,-0.0725144950215308,591.3569096393134,1.000000000000004e-06,0.4198746690584564,1.0,0.025,0.0218949188344156,0.0725144950215308,3801,40.0,0.0133971498302659,151.52105289819735,1.0000000000000004e-06,0.0591287551627286,-1.960238902680208,1e-06,2026-07-23T12:04:03.721440+00:00,converged,,2026-07-23T12:04:03.731817+00:00,M1p200000
1.2,0.175,300,0.0762490007480093,0.2259178475800821,-4.191962055255516e-11,-3.1184962598351795e-11,-635.0909448747675,184.7251313919684,-0.1893914547773612,0.0217657548727708,5.2247071492388975e-11,-0.034614307526458,-0.0751976298905686,595.0909448747675,1.0000000000000004e-06,0.421933768133548,1.0,0.025,0.0217657548727708,0.0751976298905686,3801,40.0,0.0133435751309016,144.72513139196838,1.0000000000000004e-06,0.0532624503843529,-2.0696167668725978,1e-06,2026-07-23T12:04:03.911728+00:00,converged,,2026-07-23T12:04:03.922346+00:00,M1p200000
1.2,0.18,300,0.0736938845202286,0.2288940030156143,-3.07151040712661e-11,-3.478042159832384e-11,-640.0120771579378,178.33612477589986,-0.1956324929550164,0.0215979428396958,4.640145843253053e-11,-0.034030834909691,-0.0779077080817352,600.0120771579378,1.0000000000000004e-06,0.4246525336291845,1.0,0.025,0.0215979428396958,0.0779077080817352,3801,40.0,0.0132648992136411,138.33612477589986,1.0000000000000004e-06,0.0479277729385486,-2.181576119384985,1e-06,2026-07-23T12:04:04.076113+00:00,converged,,2026-07-23T12:04:04.087180+00:00,M1p200000
1.2,0.185,300,0.0711414505629227,0.2317684249564779,-2.9506605492279896e-11,-3.253454450291571e-11,-646.1712061223639,172.3194918624776,-0.2018897926590883,0.0213916049797857,4.392193476714392e-11,-0.0333998919991741,-0.0806446860708022,606.1712061223639,1.0000000000000004e-06,0.4280413112379013,1.0,0.025,0.0213916049797857,0.0806446860708022,3801,40.0,0.0131611683541407,132.3194918624776,1.0000000000000004e-06,0.0430821433275698,-2.296111109192333,1e-06,2026-07-23T12:04:04.255558+00:00,converged,,2026-07-23T12:04:04.266532+00:00,M1p200000
1.2,0.1875,300,0.0698662503663249,0.2331693643567388,-2.8329283363603963e-11,-3.185532566896132e-11,-649.7349960047939,169.4410568779,-0.2050243753692127,0.0212740267813436,4.262991988464152e-11,-0.0330670125944353,-0.0820232486805883,609.7349960047939,1.000000000000002e-06,0.4299906032519069,1.0,0.025,0.0212740267813436,0.0820232486805883,3801,40.0,0.0130999219436859,129.4410568779,1.0000000000000004e-06,0.0408301475378609,-2.354342636754251,1e-06,2026-07-24T06:51:14.357080+00:00,converged,,2026-07-24T06:51:14.367525+00:00,M1p200000
