chart_id,Mach,eta,alpha,technical_success,error,gep_regime,N,ci_ref,ci_pinn,n_admissible,oracle_raw_index,oracle_cr,oracle_ci,naive_central_fallback,pinn_seeded_raw_index,pinn_seeded_cr,pinn_seeded_ci,pinn_seeded_ci_abs_err,pinn_seeded_ci_scaled_err,pinn_seeded_matches_oracle,pinn_seeded_noncentral,pinn_seeded_p_rel_classic,pinn_seeded_rho_rel_classic,pinn_seeded_u_rel_classic,pinn_seeded_v_rel_classic,pinn_seeded_p_overlap_classic,pinn_seeded_p_overlap_defect,pinn_seeded_modal_rel_max,naive_central_growth_raw_index,naive_central_growth_cr,naive_central_growth_ci,naive_central_growth_ci_abs_err,naive_central_growth_ci_scaled_err,naive_central_growth_matches_oracle,naive_central_growth_noncentral,naive_central_growth_p_rel_classic,naive_central_growth_rho_rel_classic,naive_central_growth_u_rel_classic,naive_central_growth_v_rel_classic,naive_central_growth_p_overlap_classic,naive_central_growth_p_overlap_defect,naive_central_growth_modal_rel_max,naive_max_growth_raw_index,naive_max_growth_cr,naive_max_growth_ci,naive_max_growth_ci_abs_err,naive_max_growth_ci_scaled_err,naive_max_growth_matches_oracle,naive_max_growth_noncentral,naive_max_growth_p_rel_classic,naive_max_growth_rho_rel_classic,naive_max_growth_u_rel_classic,naive_max_growth_v_rel_classic,naive_max_growth_p_overlap_classic,naive_max_growth_p_overlap_defect,naive_max_growth_modal_rel_max
LMEDGE_MID,0.02,0.45,0.4499099909981995,True,,standard_N301,301,0.4214283647300583,0.4196852801281311,1,601,8.28138811941885e-15,0.4214794454537478,False,601,8.28138811941885e-15,0.4214794454537478,5.108072368953387e-05,0.0001212085563397,True,False,5.745724779056261e-05,5.74572477905578e-05,0.000513786706607,8.090789030286029e-05,0.9999999983493324,,,601,8.28138811941885e-15,0.4214794454537478,5.108072368953387e-05,0.0001212085563397,True,False,5.745724779056261e-05,5.74572477905578e-05,0.000513786706607,8.090789030286029e-05,0.9999999983493324,,,601,8.28138811941885e-15,0.4214794454537478,5.108072368953387e-05,0.0001212085563397,True,False,5.745724779056261e-05,5.74572477905578e-05,0.000513786706607,8.090789030286029e-05,0.9999999983493324,,
LMEDGE_MID,0.02,0.525,0.5248949894978995,True,,standard_N301,301,0.3525195415657027,0.3491051653484729,136,600,3.237531913980073e-15,0.3525828258776424,False,600,3.237531913980073e-15,0.3525828258776424,6.328431193963757e-05,0.0001795200108866,True,False,6.205170570647802e-05,6.205170570647718e-05,0.0006390425272587,9.441704566461628e-05,0.9999999980747932,,,600,3.237531913980073e-15,0.3525828258776424,6.328431193963757e-05,0.0001795200108866,True,False,6.205170570647802e-05,6.205170570647718e-05,0.0006390425272587,9.441704566461628e-05,0.9999999980747932,,,600,3.237531913980073e-15,0.3525828258776424,6.328431193963757e-05,0.0001795200108866,True,False,6.205170570647802e-05,6.205170570647718e-05,0.0006390425272587,9.441704566461628e-05,0.9999999980747932,,
LMEDGE_HIGH,0.02,0.5625,0.5623874887477495,True,,standard_N301,301,0.3198659270481253,0.3213092716652629,1,601,-4.3662935672106994e-14,0.3199171082566944,False,601,-4.3662935672106994e-14,0.3199171082566944,5.118120856917319e-05,0.0001600083167391,True,False,6.306178343847486e-05,6.306178343847131e-05,0.0006872714493133,8.764879557835992e-05,0.9999999980116056,,,601,-4.3662935672106994e-14,0.3199171082566944,5.118120856917319e-05,0.0001600083167391,True,False,6.306178343847486e-05,6.306178343847131e-05,0.0006872714493133,8.764879557835992e-05,0.9999999980116056,,,601,-4.3662935672106994e-14,0.3199171082566944,5.118120856917319e-05,0.0001600083167391,True,False,6.306178343847486e-05,6.306178343847131e-05,0.0006872714493133,8.764879557835992e-05,0.9999999980116056,,
LMEDGE_HIGH,0.02,0.6000000000000001,0.5998799879975995,True,,standard_N301,301,0.2882790710356141,0.2879768304791742,151,600,-9.580316837422864e-15,0.2883151249241544,False,600,-9.580316837422864e-15,0.2883151249241544,3.6053888540277246e-05,0.000125065924525,True,False,6.370732615125863e-05,6.370732615125695e-05,0.000740515587841,7.967702406281208e-05,0.999999997970688,,,600,-9.580316837422864e-15,0.2883151249241544,3.6053888540277246e-05,0.000125065924525,True,False,6.370732615125863e-05,6.370732615125695e-05,0.000740515587841,7.967702406281208e-05,0.999999997970688,,,600,-9.580316837422864e-15,0.2883151249241544,3.6053888540277246e-05,0.000125065924525,True,False,6.370732615125863e-05,6.370732615125695e-05,0.000740515587841,7.967702406281208e-05,0.999999997970688,,
LMEDGE_HIGH,0.02,0.6375000000000001,0.6373724872474494,True,,standard_N301,301,0.2576552948127834,0.2608439474891131,1,601,-2.009916424340732e-14,0.2576947988077107,False,601,-2.009916424340732e-14,0.2576947988077107,3.95039949273035e-05,0.0001533211066204,True,False,6.508606757194017e-05,6.508606757194388e-05,0.0008285926601691,8.295086492925811e-05,0.999999997881902,,,601,-2.009916424340732e-14,0.2576947988077107,3.95039949273035e-05,0.0001533211066204,True,False,6.508606757194017e-05,6.508606757194388e-05,0.0008285926601691,8.295086492925811e-05,0.999999997881902,,,601,-2.009916424340732e-14,0.2576947988077107,3.95039949273035e-05,0.0001533211066204,True,False,6.508606757194017e-05,6.508606757194388e-05,0.0008285926601691,8.295086492925811e-05,0.999999997881902,,
LMEDGE_NEUTRAL1,0.02,0.6687500000000001,0.6686162366223244,True,,standard_N301,301,0.2328299825969225,0.2291860575697181,1,601,-7.650193292740088e-14,0.2328739767811458,False,601,-7.650193292740088e-14,0.2328739767811458,4.399418422329493e-05,0.0001889541189351,True,False,6.630744359105346e-05,6.630744359104888e-05,0.0009137719090899,8.692373911910561e-05,0.9999999978016614,,,601,-7.650193292740088e-14,0.2328739767811458,4.399418422329493e-05,0.0001889541189351,True,False,6.630744359105346e-05,6.630744359104888e-05,0.0009137719090899,8.692373911910561e-05,0.9999999978016614,,,601,-7.650193292740088e-14,0.2328739767811458,4.399418422329493e-05,0.0001889541189351,True,False,6.630744359105346e-05,6.630744359104888e-05,0.0009137719090899,8.692373911910561e-05,0.9999999978016614,,
LMEDGE_NEUTRAL1,0.02,0.7250000000000001,0.7248549854970994,True,,standard_N301,301,0.1896157809242349,0.1913185882865785,146,600,3.7637581240316943e-14,0.1896609512395194,False,600,3.7637581240316943e-14,0.1896609512395194,4.5170315284420726e-05,0.0002382202317984,True,False,6.80516890366538e-05,6.80516890366509e-05,0.0010847171001453,8.953201775776888e-05,0.9999999976844838,,,600,3.7637581240316943e-14,0.1896609512395194,4.5170315284420726e-05,0.0002382202317984,True,False,6.80516890366538e-05,6.80516890366509e-05,0.0010847171001453,8.953201775776888e-05,0.9999999976844838,,,600,3.7637581240316943e-14,0.1896609512395194,4.5170315284420726e-05,0.0002382202317984,True,False,6.80516890366538e-05,6.80516890366509e-05,0.0010847171001453,8.953201775776888e-05,0.9999999976844838,,
LMEDGE_NEUTRAL1,0.02,0.78125,0.7810937343718742,True,,standard_N301,301,0.1481443714521531,0.1473145070157639,155,600,-1.1490264146539552e-15,0.1481591685981758,False,600,-1.1490264146539552e-15,0.1481591685981758,1.4797146022704766e-05,9.988328194759574e-05,True,False,6.7921663112141e-05,6.792166311213855e-05,0.0012638612500897,7.386885842511341e-05,0.9999999976933238,,,600,-1.1490264146539552e-15,0.1481591685981758,1.4797146022704766e-05,9.988328194759574e-05,True,False,6.7921663112141e-05,6.792166311213855e-05,0.0012638612500897,7.386885842511341e-05,0.9999999976933238,,,600,-1.1490264146539552e-15,0.1481591685981758,1.4797146022704766e-05,9.988328194759574e-05,True,False,6.7921663112141e-05,6.792166311213855e-05,0.0012638612500897,7.386885842511341e-05,0.9999999976933238,,
LMEDGE_NEUTRAL2,0.02,0.8150000000000001,0.8148369836967393,True,,standard_N301,301,0.123975910374665,0.1251281237916472,1,601,-1.022602980765485e-15,0.1240044874597769,False,601,-1.022602980765485e-15,0.1240044874597769,2.8577085111933243e-05,0.0002305051443104,True,False,6.949903241115305e-05,6.94990324111541e-05,0.0014446433841473,8.070064216417418e-05,0.999999997584942,,,601,-1.022602980765485e-15,0.1240044874597769,2.8577085111933243e-05,0.0002305051443104,True,False,6.949903241115305e-05,6.94990324111541e-05,0.0014446433841473,8.070064216417418e-05,0.999999997584942,,,601,-1.022602980765485e-15,0.1240044874597769,2.8577085111933243e-05,0.0002305051443104,True,False,6.949903241115305e-05,6.94990324111541e-05,0.0014446433841473,8.070064216417418e-05,0.999999997584942,,
LMEDGE_NEUTRAL2,0.02,0.8600000000000001,0.8598279827965593,True,,standard_N301,301,0.0925601833506692,0.0925661568327799,1,601,-1.5653258278813025e-15,0.0925971914702277,False,601,-1.5653258278813025e-15,0.0925971914702277,3.700811955857641e-05,0.0003998276388279,True,False,7.153963809419282e-05,7.153963809419758e-05,0.0017350223571586,8.705822242071723e-05,0.99999999744104,,,601,-1.5653258278813025e-15,0.0925971914702277,3.700811955857641e-05,0.0003998276388279,True,False,7.153963809419282e-05,7.153963809419758e-05,0.0017350223571586,8.705822242071723e-05,0.99999999744104,,,601,-1.5653258278813025e-15,0.0925971914702277,3.700811955857641e-05,0.0003998276388279,True,False,7.153963809419282e-05,7.153963809419758e-05,0.0017350223571586,8.705822242071723e-05,0.99999999744104,,
LMEDGE_NEUTRAL2,0.02,0.905,0.9048189818963792,True,,standard_N301,301,0.0620170141514215,0.070347302989223,1,601,9.447193801355079e-14,0.0620346132238824,False,601,9.447193801355079e-14,0.0620346132238824,1.7599072460926235e-05,0.0002837781325291,True,False,7.185709968864711e-05,7.185709968865228e-05,0.0021167882822789,7.690068660406462e-05,0.9999999974182788,,,601,9.447193801355079e-14,0.0620346132238824,1.7599072460926235e-05,0.0002837781325291,True,False,7.185709968864711e-05,7.185709968865228e-05,0.0021167882822789,7.690068660406462e-05,0.9999999974182788,,,601,9.447193801355079e-14,0.0620346132238824,1.7599072460926235e-05,0.0002837781325291,True,False,7.185709968864711e-05,7.185709968865228e-05,0.0021167882822789,7.690068660406462e-05,0.9999999974182788,,
LMEDGE_NEUTRAL3,0.02,0.9275,0.927314481446289,True,,near_neutral_N401,401,0.0470194681746285,0.0393766457668233,209,800,4.8231754515063807e-14,0.0470448976952081,False,800,4.8231754515063807e-14,0.0470448976952081,2.542952057966313e-05,0.0005085904115932,True,False,4.213046161166399e-05,4.2130461611654064e-05,0.0013959054048387,5.325668578901533e-05,0.999999999112512,,,800,4.8231754515063807e-14,0.0470448976952081,2.542952057966313e-05,0.0005085904115932,True,False,4.213046161166399e-05,4.2130461611654064e-05,0.0013959054048387,5.325668578901533e-05,0.999999999112512,,,800,4.8231754515063807e-14,0.0470448976952081,2.542952057966313e-05,0.0005085904115932,True,False,4.213046161166399e-05,4.2130461611654064e-05,0.0013959054048387,5.325668578901533e-05,0.999999999112512,,
LMEDGE_NEUTRAL3,0.02,0.95,0.9498099809961992,True,,near_neutral_N401,401,0.0322443650608169,0.0322273477333043,1,801,2.642671338161153e-13,0.0322325872568464,False,801,2.642671338161153e-13,0.0322325872568464,1.1777803970484946e-05,0.0002355560794096,True,False,4.149669798407467e-05,4.149669798407658e-05,0.0016137492219852,4.380795291792669e-05,0.9999999991390122,,,801,2.642671338161153e-13,0.0322325872568464,1.1777803970484946e-05,0.0002355560794096,True,False,4.149669798407467e-05,4.149669798407658e-05,0.0016137492219852,4.380795291792669e-05,0.9999999991390122,,,801,2.642671338161153e-13,0.0322325872568464,1.1777803970484946e-05,0.0002355560794096,True,False,4.149669798407467e-05,4.149669798407658e-05,0.0016137492219852,4.380795291792669e-05,0.9999999991390122,,
LMEDGE_NEUTRAL3,0.02,0.9725,0.9723054805461092,True,,near_neutral_N401,401,0.0176174660224941,0.0235593416401492,202,802,-2.4806286434378124e-13,0.0172157296706536,False,802,-2.4806286434378124e-13,0.0172157296706536,0.0004017363518405,0.0080347270368111,True,False,0.0001855551928368,0.0001855551928368,0.0025026231901278,0.0005201514159275,0.9999999827846348,,,802,-2.4806286434378124e-13,0.0172157296706536,0.0004017363518405,0.0080347270368111,True,False,0.0001855551928368,0.0001855551928368,0.0025026231901278,0.0005201514159275,0.9999999827846348,,,802,-2.4806286434378124e-13,0.0172157296706536,0.0004017363518405,0.0080347270368111,True,False,0.0001855551928368,0.0001855551928368,0.0025026231901278,0.0005201514159275,0.9999999827846348,,
ULTRALOW_M002_006_eta002_006,0.0399999999999999,0.025,0.0249799919935935,True,,longwave_map10_N301,301,0.9549044700570022,0.9583281375169018,142,601,-1.4727767862620557e-13,0.9551173194304576,False,601,-1.4727767862620557e-13,0.9551173194304576,0.0002128493734553,0.0002229012221951,True,False,1.0225248074233264e-05,1.0225248074236993e-05,0.0007693306866082,0.0001619719026651,0.999999999947722,,,601,-1.4727767862620557e-13,0.9551173194304576,0.0002128493734553,0.0002229012221951,True,False,1.0225248074233264e-05,1.0225248074236993e-05,0.0007693306866082,0.0001619719026651,0.999999999947722,,,601,-1.4727767862620557e-13,0.9551173194304576,0.0002128493734553,0.0002229012221951,True,False,1.0225248074233264e-05,1.0225248074236993e-05,0.0007693306866082,0.0001619719026651,0.999999999947722,,
ULTRALOW_M002_006_eta002_006,0.0399999999999999,0.04,0.0399679871897497,True,,longwave_map10_N301,301,0.9297341662392246,0.9319989086684428,148,601,3.3135828086413305e-14,0.9299464284263252,False,601,3.3135828086413305e-14,0.9299464284263252,0.0002122621871005,0.0002283041699534,True,False,1.4467289071146767e-05,1.4467289071149197e-05,0.0007907865850231,0.0001642007082445,0.9999999998953488,,,601,3.3135828086413305e-14,0.9299464284263252,0.0002122621871005,0.0002283041699534,True,False,1.4467289071146767e-05,1.4467289071149197e-05,0.0007907865850231,0.0001642007082445,0.9999999998953488,,,601,3.3135828086413305e-14,0.9299464284263252,0.0002122621871005,0.0002283041699534,True,False,1.4467289071146767e-05,1.4467289071149197e-05,0.0007907865850231,0.0001642007082445,0.9999999998953488,,
ULTRALOW_M002_006_eta002_006,0.0399999999999999,0.055,0.0549559823859059,True,,longwave_map10_N301,301,0.9052230427309496,0.9024732070095054,1,601,2.6394067831171313e-14,0.9054299512265264,False,601,2.6394067831171313e-14,0.9054299512265264,0.0002069084955769,0.0002285718389941,True,False,1.7779532125909603e-05,1.7779532125896813e-05,0.0008172725718742,0.0001639650516988,0.999999999841944,,,601,2.6394067831171313e-14,0.9054299512265264,0.0002069084955769,0.0002285718389941,True,False,1.7779532125909603e-05,1.7779532125896813e-05,0.0008172725718742,0.0001639650516988,0.999999999841944,,,601,2.6394067831171313e-14,0.9054299512265264,0.0002069084955769,0.0002285718389941,True,False,1.7779532125909603e-05,1.7779532125896813e-05,0.0008172725718742,0.0001639650516988,0.999999999841944,,
LMEDGE_VLOW,0.0399999999999999,0.06,0.0599519807846246,True,,longwave_map10_N301,301,0.8971924727250795,0.8978359658119196,170,600,3.6134898132849725e-14,0.8973979942803968,False,600,3.6134898132849725e-14,0.8973979942803968,0.0002055215553172,0.0002290718675927,True,False,1.8785499182136304e-05,1.878549918213606e-05,0.0008244057531935,0.0001636276118873,0.9999999998235524,,,600,3.6134898132849725e-14,0.8973979942803968,0.0002055215553172,0.0002290718675927,True,False,1.8785499182136304e-05,1.878549918213606e-05,0.0008244057531935,0.0001636276118873,0.9999999998235524,,,600,3.6134898132849725e-14,0.8973979942803968,0.0002055215553172,0.0002290718675927,True,False,1.8785499182136304e-05,1.878549918213606e-05,0.0008244057531935,0.0001636276118873,0.9999999998235524,,
LMEDGE_VLOW,0.0399999999999999,0.09,0.0899279711769369,True,,longwave_map10_N301,301,0.8503510922704711,0.8425085798220306,1,601,7.924666646631672e-14,0.8506049512794277,False,601,7.924666646631672e-14,0.8506049512794277,0.0002538590089565,0.0002985343480641,True,False,2.5377464248304626e-05,2.537746424830366e-05,0.0009160030778337,0.0002045334159342,0.9999999996779922,,,601,7.924666646631672e-14,0.8506049512794277,0.0002538590089565,0.0002985343480641,True,False,2.5377464248304626e-05,2.537746424830366e-05,0.0009160030778337,0.0002045334159342,0.9999999996779922,,,601,7.924666646631672e-14,0.8506049512794277,0.0002538590089565,0.0002985343480641,True,False,2.5377464248304626e-05,2.537746424830366e-05,0.0009160030778337,0.0002045334159342,0.9999999996779922,,
LMEDGE_VLOW,0.0399999999999999,0.12,0.1199039615692492,True,,longwave_map10_N301,301,0.8057932132601049,0.8011437903865386,140,601,6.581353626388718e-14,0.8060583099204788,False,601,6.581353626388718e-14,0.8060583099204788,0.0002650966603738,0.0003289884501525,True,False,3.365395377431516e-05,3.365395377430418e-05,0.0009776171794107,0.0002205034304229,0.9999999994337058,,,601,6.581353626388718e-14,0.8060583099204788,0.0002650966603738,0.0003289884501525,True,False,3.365395377431516e-05,3.365395377430418e-05,0.0009776171794107,0.0002205034304229,0.9999999994337058,,,601,6.581353626388718e-14,0.8060583099204788,0.0002650966603738,0.0003289884501525,True,False,3.365395377431516e-05,3.365395377430418e-05,0.0009776171794107,0.0002205034304229,0.9999999994337058,,
LMEDGE_LOW,0.0399999999999999,0.155,0.1548759503602802,True,,standard_N301,301,0.7564035746774913,0.776134832199556,149,601,2.0545446380902903e-14,0.7564655786146747,False,601,2.0545446380902903e-14,0.7564655786146747,6.200393718336361e-05,8.197203088285286e-05,True,False,5.844029270890952e-05,5.844029270891408e-05,0.000283484382654,7.491637282109542e-05,0.999999998292366,,,601,2.0545446380902903e-14,0.7564655786146747,6.200393718336361e-05,8.197203088285286e-05,True,False,5.844029270890952e-05,5.844029270891408e-05,0.000283484382654,7.491637282109542e-05,0.999999998292366,,,601,2.0545446380902903e-14,0.7564655786146747,6.200393718336361e-05,8.197203088285286e-05,True,False,5.844029270890952e-05,5.844029270891408e-05,0.000283484382654,7.491637282109542e-05,0.999999998292366,,
LMEDGE_LOW,0.0399999999999999,0.26,0.2597919167333734,True,,standard_N301,301,0.6224787252242542,0.6427439351631128,1,601,-9.154999066172778e-15,0.6225507238278152,False,601,-9.154999066172778e-15,0.6225507238278152,7.199860356099652e-05,0.0001156643603121,True,False,5.9251619525553294e-05,5.925161952555317e-05,0.000355158280848,8.762759691689958e-05,0.9999999982446226,,,601,-9.154999066172778e-15,0.6225507238278152,7.199860356099652e-05,0.0001156643603121,True,False,5.9251619525553294e-05,5.925161952555317e-05,0.000355158280848,8.762759691689958e-05,0.9999999982446226,,,601,-9.154999066172778e-15,0.6225507238278152,7.199860356099652e-05,0.0001156643603121,True,False,5.9251619525553294e-05,5.925161952555317e-05,0.000355158280848,8.762759691689958e-05,0.9999999982446226,,
