chart_id,Mach,eta,ci_classic_N301,ci_classic_N401,ci_gep_abs_err_N301,ci_gep_abs_err_N401,ci_gep_rel_err_N301,ci_gep_rel_err_N401,ci_seed_N301,ci_seed_N401,gep_ci_N301,gep_ci_N401,p_overlap_N301,p_overlap_N401,p_rel_N301,p_rel_N401,u_rel_N301,u_rel_N401,v_rel_N301,v_rel_N401,ci_gep_abs_err_ratio_401_over_301,ci_gep_rel_err_ratio_401_over_301,p_rel_ratio_401_over_301,u_rel_ratio_401_over_301,v_rel_ratio_401_over_301
HM1_NEUTRAL3_EVALFIX,0.71,0.935,0.0327474246515571,0.0327474246515571,8.922461631679507e-05,8.048849746429554e-06,0.0027246300210221,0.0002457857322238,0.0328324555700474,0.0328324555700474,0.0326582000352403,0.0327554735013035,0.9999999977767284,0.9999999995172244,6.668276124294145e-05,3.107335697930603e-05,0.0017765766489624,0.0010314112967571,0.0001566022522365,3.454622038074226e-05,0.09020884682599066,0.0902088468259619,0.46598785653308905,0.5805611018018785,0.22059849004323842
HM1_NEUTRAL3_EVALFIX,0.71,0.955,0.0225960992737157,0.0225960992737157,0.0006068522959422,0.0001216526116542,0.0268565068948938,0.0053837881565575,0.0234704759738219,0.0234704759738219,0.0219892469777735,0.0224744466620615,0.9999999708937992,0.9999999983716488,0.0002412769994379,5.7068260891741976e-05,0.0028263493846293,0.001240151873789,0.0009877158813707,0.0002004628955849,0.20046494421731065,0.20046494421734026,0.23652590601131973,0.43878222576918124,0.20295603155302935
HM1_NEUTRAL3_EVALFIX,0.71,0.975,0.0125139738385232,0.0125139738385232,0.0040481846415764,0.001306415587274,0.3234931360583864,0.1043965413490245,0.0126898451512917,0.0126898451512917,0.0084657891969467,0.0112075582512492,0.9999988112296434,0.9999998757282408,0.0015419516352433,0.0004985492278146,0.0136418607520865,0.0045765813945416,0.0065811402705853,0.0021242182926391,0.322716403262987,0.3227164032629807,0.32332351833845646,0.3354807293309763,0.3227735932226499
HM1_NEUTRAL3_EVALFIX,0.75,0.935,0.0315967712219453,0.0315967712219453,0.000147063590219,2.9616016986748483e-05,0.0046543866519165,0.0009373114986565,0.0316002521833769,0.0316002521833769,0.0314497076317263,0.0315671552049586,0.9999999952537092,0.999999999407676,9.74368043478304e-05,3.44194402298471e-05,0.0017055084578085,0.0009636853769534,0.0002641557811579,6.084101897033539e-05,0.20138238800403108,0.20138238800391683,0.3532488617645588,0.5650428601167369,0.23032249645888866
HM1_NEUTRAL3_EVALFIX,0.75,0.955,0.0217945356762391,0.0217945356762391,0.0007152231130258,0.0001669449052779,0.0328166253987053,0.0076599431966758,0.0238154677392126,0.0238154677392126,0.0210793125632132,0.0216275907709612,0.9999999251903748,0.9999999954937696,0.000386846614915,9.4942790458232e-05,0.0030077362486331,0.0012270528108758,0.0012530966064837,0.0002940962750815,0.23341654126867944,0.23341654126868283,0.24542748158489985,0.407965562616552,0.23469561210189543
HM1_NEUTRAL3_EVALFIX,0.75,0.975,0.0120602960274639,0.0120602960274639,0.0045339692412811,0.0014611940769355,0.3759417870802113,0.1211573972652187,0.0101011025909554,0.0101011025909554,0.0075263267861827,0.0105991019505283,0.9999971212803872,0.9999997005196408,0.0023997061478509,0.0007740030697328,0.0151352133855746,0.0050214130663052,0.0079343667197429,0.0025574253811505,0.3222770158278866,0.32227701582790114,0.32254077042973467,0.33177021944673196,0.32232255849567903
HM1_NEUTRAL3_EVALFIX,0.8,0.935,0.0299896279935511,0.0299896279935511,0.0001683537180664,1.7431535929361697e-05,0.0056137314575115,0.0005812521560157,0.0300069323806547,0.0300069323806547,0.0298212742754847,0.0299721964576218,0.999999987563594,0.9999999992600924,0.0001577317546168,3.84692201926916e-05,0.0015932441196238,0.0008766739597873,0.0003442858792406,5.062173575067031e-05,0.10354114022291189,0.10354114022286383,0.2438901430225658,0.5502445915157698,0.1470340167953677
HM1_NEUTRAL3_EVALFIX,0.8,0.955,0.0206816663241414,0.0206816663241414,0.0008568335554834,0.0002085075964619,0.0414296189704612,0.0100817600087919,0.0226089385340634,0.0226089385340634,0.019824832768658,0.0204731587276795,0.9999997408758028,0.999999984014564,0.0007200140447116,0.0001788323738703,0.0033314022252739,0.001215379919726,0.0017153986199337,0.0004190361650942,0.24334667465756077,0.2433466746575697,0.24837345213443843,0.364825331058928,0.24427917815999858
HM1_NEUTRAL3_EVALFIX,0.8,0.975,0.0114511330052906,0.0114511330052906,0.0054121300848469,0.001720977740241,0.47262834885827,0.1502888613245495,0.0095730511866564,0.0095730511866564,0.0060390029204436,0.0097301552650495,0.9999899298927232,0.9999989812011568,0.004488543519389,0.0014276884735968,0.0181797935217471,0.0058873436674474,0.0108170331439993,0.0034399875443628,0.3179852873565369,0.31798528735655157,0.31807388464201486,0.32383996333098175,0.3180158088238009
HM1_NEUTRAL3_EVALFIX,0.84,0.935,0.0286677922578814,0.0286677922578814,0.0002094660140902,2.323090737117728e-05,0.0073066670849999,0.0008103486715057,0.0281841608594956,0.0281841608594956,0.0284583262437912,0.0286445613505103,0.999999964981226,0.9999999989419528,0.0002646828060477,4.600358118300647e-05,0.0015372879010233,0.0007975307174795,0.0004957076727263,6.576649714031124e-05,0.11090537752426803,0.1109053775242192,0.17380645864361852,0.51879073330937,0.1326719370281435
HM1_NEUTRAL3_EVALFIX,0.84,0.955,0.0197418092131702,0.0197418092131702,0.0010093592395277,0.000258102736525,0.0511280009156622,0.0130739150469001,0.0200878271868208,0.0200878271868208,0.0187324499736424,0.0194837064766451,0.9999992499543204,0.9999999501451324,0.0012249731215526,0.0003158168952624,0.0038373072226179,0.0012728311850158,0.0023626164914727,0.0006054467528503,0.25570949015711353,0.25570949015718564,0.2578153672972969,0.33169905644079367,0.2562611219533579
HM1_NEUTRAL3_EVALFIX,0.84,0.975,0.010913919570444,0.010913919570444,0.0065407666830449,0.0019842480228618,0.5993050105260052,0.1818089285022186,0.0108451573834856,0.0108451573834856,0.0043731528873991,0.0089296715475822,0.9999687245207464,0.9999971222362456,0.0079101319600673,0.0023994532509482,0.0227633547305639,0.0069864709776533,0.0152895869138194,0.004638484273046,0.3033662747832614,0.30336627478326333,0.30333921899929783,0.3069174583600679,0.3033753821598368
HM2_NEUTRAL3_EVALFIX,0.86,0.935,0.0280306536689858,0.0280306536689858,0.0002406587881127,3.3626757025159715e-05,0.0085855574741383,0.0011996422710029,0.0281773533109174,0.0281773533109174,0.0277899948808731,0.0279970269119607,0.999999935123944,0.9999999980838808,0.0003602573633007,6.191028061913423e-05,0.0015409550618235,0.0007556377075528,0.0006282698476871,9.494210171118888e-05,0.13972794132667357,0.13972794132664093,0.1718501463839863,0.49036972347435676,0.15111675669412886
HM2_NEUTRAL3_EVALFIX,0.86,0.955,0.0192456696618365,0.0192456696618365,0.0010775897721528,0.0002649672080675,0.0559912848493754,0.0137676273532308,0.0200850754048149,0.0200850754048149,0.0181680798896837,0.018980702453769,0.9999987502565864,0.9999999235270864,0.0015811967713801,0.0003911367601206,0.0041562644633535,0.0012810772611312,0.0027950482091748,0.0006884718616545,0.24588875554948028,0.24588875554950554,0.24736754286388282,0.3082280428559537,0.24631842105426938
HM2_NEUTRAL3_EVALFIX,0.86,0.975,0.0106247688020296,0.0106247688020296,0.007464165202838,0.00213628762813,0.7025249529582417,0.2010667401743286,0.0108528745035652,0.0108528745035652,0.0031606035991915,0.0084884811738996,0.9999399613024652,0.9999950853165194,0.0109594038266169,0.0031356311860471,0.0269092467490156,0.0077704383435642,0.0193417304688214,0.0055356648317789,0.2862058341524579,0.2862058341524562,0.2861132991953131,0.28876461745806614,0.28620318335540423
HM2_NEUTRAL3_EVALFIX,0.9,0.935,0.0270061743074865,0.0270061743074865,0.0002782208620416,2.6736263643918623e-05,0.0103021205030349,0.000990005594258,0.0270065067957611,0.0270065067957611,0.0267279534454448,0.0269794380438426,0.9999998186310616,0.9999999975947232,0.0006023310965163,6.936248487697295e-05,0.0015846874401567,0.0006503907735058,0.0009573554718691,9.895941009752774e-05,0.0960972640503176,0.09609726405028503,0.11515673900641107,0.4104221167055422,0.10336746694968339
HM2_NEUTRAL3_EVALFIX,0.9,0.955,0.0184018953900543,0.0184018953900543,0.0012937706039722,0.0003335488027349,0.0703063774980202,0.0181257851794539,0.020194488611707,0.020194488611707,0.0171081247860821,0.0180683465873194,0.9999960497904096,0.9999997362450752,0.0028110322742783,0.0007263671574561,0.0054461608006483,0.0015499577180764,0.0044527479519923,0.0011486774579197,0.2578113938520643,0.257811393852063,0.2583987256576719,0.2845963927271292,0.25797046459944933
HM2_NEUTRAL3_EVALFIX,0.9,0.975,0.0100881524573827,0.0100881524573827,0.0100881520027207,0.0025659592832219,0.999999954931094,0.2543537376206233,0.0084266749197052,0.0084266749197052,4.5466199611319806e-10,0.0075221931741607,0.9997542606041532,0.9999841357086394,0.0221701376945212,0.0056333435064623,0.0413117444741197,0.0105481185648548,0.0347361725138587,0.0088355621202163,0.25435374908406216,0.25435374908406855,0.2540960089686065,0.25532977847165983,0.2543619944509192
HM2_NEUTRAL3_EVALFIX,0.94,0.935,0.028706306959363,0.028706306959363,0.0002498009592935,8.460805159517248e-06,0.0087019538823693,0.0002947368037098,0.02871278359588,0.02871278359588,0.0284565060000695,0.0286978461542035,0.9999997000444286,0.9999999988616948,0.0007745726818951,4.771454213671821e-05,0.0015280907857455,0.0004982300409483,0.0013675142592714,5.849189970529375e-05,0.03387018682172613,0.03387018682171543,0.06160111665696489,0.3260474086984509,0.042772423986611845
HM2_NEUTRAL3_EVALFIX,0.94,0.955,0.018673520926432,0.018673520926432,0.0015068277497968,0.000372719117148,0.0806932851995794,0.019959766485198,0.0207987323083456,0.0207987323083456,0.0171666931766351,0.0183008018092839,0.9999883157708594,0.9999992837097722,0.0048343010031815,0.0011969589330069,0.0078193852128468,0.0020023420016328,0.0084304128735908,0.002084628780451,0.24735349956108932,0.2473534995611015,0.2475971049835684,0.25607409625287,0.24727481461570286
HM2_NEUTRAL3_EVALFIX,0.94,0.975,0.0097965839662516,0.0097965839662516,0.0097965827908675,0.0032121538970112,0.9999998800210236,0.3278850983237424,0.008210584517272,0.008210584517272,1.1753841163834575e-09,0.0065844300692404,0.9994699873017364,0.9999433370311483,0.0325552648191608,0.010645819974756,0.0511260728031682,0.0167493010359136,0.0552993320380299,0.018136128579064,0.3278851376630646,0.3278851376630656,0.3270076294538471,0.3276078156911687,0.32796288690416014
HM2_NEUTRAL3_EVALFIX,0.97,0.935,0.1172940277080338,0.1172940277080338,0.0002524741925324,0.0001553853536528,0.0021524897513187,0.0013247507711104,0.1812291522395846,0.1812291522395846,0.1175465019005662,0.1174494130616867,0.9999999296935268,0.9999999729132988,0.0003749931401479,0.0002327574579299,0.0009623170049754,0.0005859523204998,0.0009873059711018,0.0006080495134866,0.6154504430501719,0.6154504430503352,0.6206979088686763,0.6088973981237907,0.6158673514432788
HM2_NEUTRAL3_EVALFIX,0.97,0.955,0.1016484700155388,0.1016484700155388,0.0003115316487196,0.0001936761929424,0.0030647942725755,0.0019053527604782,0.1695785834632516,0.1695785834632516,0.1019600016642584,0.1018421462084813,0.9999998581375866,0.999999944378054,0.0005326706660509,0.0003335401760381,0.0012387483688347,0.0007659876922115,0.0013809801971639,0.0008589652733351,0.6216902640178364,0.6216902640179619,0.6261658418528873,0.6183561661776963,0.6219968071223216
HM2_NEUTRAL3_EVALFIX,0.97,0.975,0.0266386050856501,0.0266386050856501,0.05277188750512,0.0525694991195713,1.981030438172133,1.9734328787316904,0.0555041833549104,0.0555041833549104,0.0794104925907702,0.0792081042052215,0.9890193989867936,0.9890816171988916,0.1477878284543482,0.1473708419371023,0.2784827495718349,0.2776454715392646,0.4485313612730717,0.4470981193342966,0.9961648446717192,0.996164844671719,0.9971784786229894,0.9969934294535027,0.996804589238293
LOWM_EXT_NEUTRAL3_EVALFIX,0.05,0.935,0.0420665495762684,0.0420665495762684,3.020513980797612e-05,1.123899860239197e-05,0.0007180322634546,0.0002671718673292,0.0420556396832704,0.0420556396832704,0.0420363444364604,0.042055310577666,0.9999999972877444,0.9999999991570068,7.365330342276771e-05,4.10612807046445e-05,0.0024841674054304,0.0014383673479693,8.188639586073427e-05,4.324613341728405e-05,0.37208894492268313,0.3720889449225882,0.5574940810048125,0.5790138558395956,0.528123541923051
LOWM_EXT_NEUTRAL3_EVALFIX,0.05,0.955,0.0289743630355087,0.0289743630355087,0.0002347265536799,4.740027049992754e-05,0.0081011808056772,0.001635938310079,0.0316176632563136,0.0316176632563136,0.0287396364818287,0.0289269627650087,0.9999999919570108,0.9999999989318074,0.0001269060887769,4.622946754408973e-05,0.0029594859680484,0.0016748612958719,0.0003089794528306,7.290417580886789e-05,0.2019382543509243,0.2019382543508418,0.3642809260740893,0.5659297979291885,0.23595153380259912
