case_id,regime,Mach,alpha,reference_cr,reference_ci,reference_omega_i,validation_status,spectral_source,modal_source,branch_identifier,selection_rank,selection_rule
subsonic_M010,subsonic,0.1,0.44,0.0,0.4257926842134761,0.1873487810539295,canonical_M_interpolation_spectral_modal_reconstructible,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,classical_solver.subsonic.mstab17_subsonic_solver:Mstab17SubsonicSolver,subsonic_cr0_M0.10_from_M0.07_M0.14,1,max(alpha*ci) on canonical alpha grid after linear Mach interpolation
subsonic_M020,subsonic,0.2,0.44,0.0,0.4119913847378497,0.18127620928465385,canonical_M_interpolation_spectral_modal_reconstructible,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,classical_solver.subsonic.mstab17_subsonic_solver:Mstab17SubsonicSolver,subsonic_cr0_M0.20_from_M0.14_M0.21,1,max(alpha*ci) on canonical alpha grid after linear Mach interpolation
subsonic_M030,subsonic,0.3,0.44,0.0,0.38881944709462846,0.17108055672163652,canonical_M_interpolation_spectral_modal_reconstructible,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,classical_solver.subsonic.mstab17_subsonic_solver:Mstab17SubsonicSolver,subsonic_cr0_M0.30_from_M0.28_M0.35,1,max(alpha*ci) on canonical alpha grid after linear Mach interpolation
subsonic_M040,subsonic,0.4,0.44,0.0,0.3572856693078423,0.1572056944954506,canonical_M_interpolation_spectral_modal_reconstructible,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,classical_solver.subsonic.mstab17_subsonic_solver:Mstab17SubsonicSolver,subsonic_cr0_M0.40_from_M0.35_M0.42,1,max(alpha*ci) on canonical alpha grid after linear Mach interpolation
subsonic_M050,subsonic,0.5,0.37,0.0,0.37981033959024507,0.14052982564839067,canonical_M_interpolation_spectral_modal_reconstructible,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,classical_solver.subsonic.mstab17_subsonic_solver:Mstab17SubsonicSolver,subsonic_cr0_M0.50_from_M0.49_M0.56,1,max(alpha*ci) on canonical alpha grid after linear Mach interpolation
subsonic_M060,subsonic,0.6,0.37,0.0,0.3289439965954024,0.1217092787402989,canonical_M_interpolation_spectral_modal_reconstructible,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,classical_solver.subsonic.mstab17_subsonic_solver:Mstab17SubsonicSolver,subsonic_cr0_M0.60_from_M0.56_M0.63,1,max(alpha*ci) on canonical alpha grid after linear Mach interpolation
subsonic_M070,subsonic,0.7,0.3,0.0,0.3329231859904993,0.0998769557971498,canonical_M_interpolation_spectral_modal_reconstructible,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,classical_solver.subsonic.mstab17_subsonic_solver:Mstab17SubsonicSolver,subsonic_cr0_M0.70_from_M0.70_M0.70,1,max(alpha*ci) on canonical alpha grid after linear Mach interpolation
subsonic_M080,subsonic,0.8,0.3,0.0,0.25613685136053216,0.07684105540815965,canonical_M_interpolation_spectral_modal_reconstructible,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,classical_solver.subsonic.mstab17_subsonic_solver:Mstab17SubsonicSolver,subsonic_cr0_M0.80_from_M0.77_M0.84,1,max(alpha*ci) on canonical alpha grid after linear Mach interpolation
subsonic_M090,subsonic,0.9,0.23,0.0,0.233962031877509,0.05381126733182707,canonical_M_interpolation_spectral_modal_reconstructible,assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,classical_solver.subsonic.mstab17_subsonic_solver:Mstab17SubsonicSolver,subsonic_cr0_M0.90_from_M0.84_M0.91,1,max(alpha*ci) on canonical alpha grid after linear Mach interpolation
