alpha,eta,Mach,chart_id,chart_status,N,ci_classic,ci_seed,ci_seed_abs_err,ci_seed_rel_err,selection_source,n_finite_modes,gep_cr,gep_ci,ci_gep_abs_err,ci_gep_rel_err,p_rel,rho_rel,u_rel,v_rel,p_overlap,success,point_id,sample_group,selected_source,chart_path,gep_regime,mapping_scale,xi_max,continuation_required,checkpoint_path,n_ci_anchors,ci_idw_eta_scale,ci_idw_mach_scale,ci_idw_power,traceback,shard_file,ci_forward,ci_backward,forward_backward_ci_abs,forward_backward_overlap,minimum_adjacent_overlap,continuation_status,reference_status,manual_resolution,manual_resolution_reason,ci_selected,ci_selected_source,ci_classic_raw,ci_cont_abs_err_vs_classic,ci_cont_rel_err_vs_classic,p_rel_cont_vs_classic,rho_rel_cont_vs_classic,u_rel_cont_vs_classic,v_rel_cont_vs_classic,p_overlap_cont_vs_classic,ci_final,ci_final_source,p_rel_final,rho_rel_final,u_rel_final,v_rel_final,p_overlap_final,ci_final_abs_err_vs_raw_classic,ci_final_rel_err_vs_raw_classic,ci_ref,ci_seed_1234,error_seed_1234,ci_seed_2345,error_seed_2345,ci_seed_3456,error_seed_3456,ci_seed_std,ci_seed_range,chart_evaluated
0.0196776055253225,0.0508193640505207,0.9219928744905034,ETAEDGE_HM2B,ci_only,301,0.5075051399203202,0.5089966668657587,0.0014915269454385,0.0029389395852674,nearest_to_target,127,1.1938965061461358e-13,0.5091307895950103,0.0016256496746901,0.0032032181485794,0.0001343194593415,0.0001343194593415,0.0038680952893527,0.0016306330090837,0.9999999909792476,True,OFFGRID_0299,extreme_longwave_high_M,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX,extreme_longwave_map20_N301,20.0,0.995,False,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX/model_best.pt,25.0,0.25,0.25,4.0,,offgrid_shard_01.csv,,,,,,,,,,,,,,,,,,,,0.5091307895950103,independent_GEP,0.0001343194593415,0.0001343194593415,0.0038680952893527,0.0016306330090837,0.9999999909792476,0.0016256496746901,0.0032032181485794,0.5075051399203202,0.5038991333593111,0.007105359684781165,0.5053368240846157,0.004272500247081181,0.5053351897864099,0.004275720506497711,0.0008295797484639396,0.0014376907253045301,ETAEDGE_HM2B
0.0131343550727424,0.0472043015057333,0.9605101708715542,ETAEDGE_HM2B,ci_only,301,0.4909148761524785,0.4889199893951584,0.00199488675732,0.0040636103207033,nearest_to_target,122,1.7539860037486704e-13,0.4927032036871768,0.0017883275346983,0.0036428464924801,0.0001121201156107,0.0001121201156107,0.0039332850811728,0.0017862465766459,0.999999993714605,True,OFFGRID_0300,extreme_longwave_high_M,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX,extreme_longwave_map20_N301,20.0,0.995,False,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX/model_best.pt,25.0,0.25,0.25,4.0,,offgrid_shard_05.csv,,,,,,,,,,,,,,,,,,,,0.4927032036871768,independent_GEP,0.0001121201156107,0.0001121201156107,0.0039332850811728,0.0017862465766459,0.999999993714605,0.0017883275346983,0.00364284649248,0.4909148761524785,0.4556970419855145,0.07173918713358632,0.46363217736157625,0.055575212967121826,0.46732261386756924,0.048057745713090724,0.005940533318174039,0.011625571882054764,ETAEDGE_HM2B
0.0162252269595111,0.0567279472715706,0.9582241769144176,ETAEDGE_HM2B,ci_only,301,0.4873331298163454,0.4872248236162683,0.0001083062000771,0.0002222426374294,nearest_to_target,121,8.069812594171842e-14,0.4891326181121518,0.0017994882958063,0.0036925219848782,0.0001287528366289,0.0001287528366289,0.0039887147562151,0.0018113832445948,0.9999999917114424,True,OFFGRID_0303,extreme_longwave_high_M,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX,extreme_longwave_map20_N301,20.0,0.995,False,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX/model_best.pt,25.0,0.25,0.25,4.0,,offgrid_shard_04.csv,,,,,,,,,,,,,,,,,,,,0.4891326181121518,independent_GEP,0.0001287528366289,0.0001287528366289,0.0039887147562151,0.0018113832445948,0.9999999917114424,0.0017994882958063,0.0036925219848782,0.4873331298163454,0.4674769191384865,0.0407446353695302,0.4643418496867332,0.047177749106194815,0.47109349013317664,0.03332348795840903,0.0033786805843159587,0.006751640446443441,ETAEDGE_HM2B
0.0115845633662191,0.0571644272159528,0.9792505373197468,ETAEDGE_HM2B,ci_only,301,0.4801336840835766,0.4791065979585453,0.0010270861250312,0.0021391669842778,nearest_to_target,191,8.383247319303051e-14,0.4820212163317637,0.0018875322481871,0.0039312639599319,0.000116505734122,0.000116505734122,0.0039995929765599,0.0018879567148255,0.9999999932132672,True,OFFGRID_0304,extreme_longwave_high_M,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX,extreme_longwave_map20_N301,20.0,0.995,False,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX/model_best.pt,25.0,0.25,0.25,4.0,,offgrid_shard_15.csv,,,,,,,,,,,,,,,,,,,,0.4820212163317637,independent_GEP,0.000116505734122,0.000116505734122,0.0039995929765599,0.0018879567148255,0.9999999932132672,0.0018875322481871,0.0039312639599319,0.4801336840835766,0.4980053758679479,0.0372223244834045,0.46917111881908885,0.022832318639363566,0.4826841613870247,0.0053120149408308025,0.01442657450779045,0.028834257048859058,ETAEDGE_HM2B
0.0079077257255649,0.0255157222333409,0.9507640036656184,ETAEDGE_HM2B,ci_only,301,0.5066261973210622,0.5061949797228622,0.0004312175981999,0.0008511553498026,nearest_to_target,109,3.6956990116807177e-13,0.5083543737647301,0.0017281764436679,0.0034111470208335,0.0001692108923204,0.0001692108923204,0.0038926637858344,0.0017214791627694,0.9999999856838888,True,OFFGRID_0305,extreme_longwave_high_M,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX,extreme_longwave_map20_N301,20.0,0.995,False,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX/model_best.pt,25.0,0.25,0.25,4.0,,offgrid_shard_14.csv,,,,,,,,,,,,,,,,,,,,0.5083543737647301,independent_GEP,0.0001692108923204,0.0001692108923204,0.0038926637858344,0.0017214791627694,0.9999999856838888,0.0017281764436679,0.0034111470208335,0.5066261973210622,0.47741472223605347,0.05765883256624536,0.5006901896104913,0.011716740551434806,0.4924541098261963,0.027973459662775098,0.011802284883292257,0.023275467374437808,ETAEDGE_HM2B
0.0092031061488586,0.0421699203343052,0.9758954324715484,ETAEDGE_HM2B,ci_only,301,0.4866792035915853,0.4860122069364871,0.0006669966550981,0.0013705057667881,nearest_to_target,109,-2.69445328160846e-13,0.4885162951426174,0.0018370915510321,0.0037747484122494,0.0002854580990499,0.0002854580990499,0.0039846981274377,0.0018417607971837,0.9999999592569672,True,OFFGRID_0307,extreme_longwave_high_M,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX,extreme_longwave_map20_N301,20.0,0.995,False,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX/model_best.pt,25.0,0.25,0.25,4.0,,offgrid_shard_13.csv,,,,,,,,,,,,,,,,,,,,0.4885162951426174,independent_GEP,0.0002854580990499,0.0002854580990499,0.0039846981274377,0.0018417607971837,0.9999999592569672,0.0018370915510321,0.0037747484122493,0.4866792035915853,0.4762874230907707,0.021352423576198702,0.47756622314465713,0.01872481992178085,0.4793087755302585,0.015144325064507845,0.0015165964612680134,0.003021352439487812,ETAEDGE_HM2B
0.0125119871158188,0.04307563608273,0.9568854584479048,ETAEDGE_HM2B,ci_only,301,0.4945423489748198,0.4956020067756278,0.0010596578008079,0.0021427038614683,nearest_to_target,118,1.3976866051481984e-14,0.496315023593583,0.0017726746187631,0.0035844748633516,0.0001103319684787,0.0001103319684787,0.0039087974784458,0.0017650222445159,0.9999999939134886,True,OFFGRID_0308,extreme_longwave_high_M,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX,extreme_longwave_map20_N301,20.0,0.995,False,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX/model_best.pt,25.0,0.25,0.25,4.0,,offgrid_shard_03.csv,,,,,,,,,,,,,,,,,,,,0.496315023593583,independent_GEP,0.0001103319684787,0.0001103319684787,0.0039087974784458,0.0017650222445159,0.9999999939134886,0.0017726746187631,0.0035844748633517,0.4945423489748198,0.4522782251841865,0.08546108109496857,0.4669358909692566,0.05582223254043069,0.46826147091676235,0.05314181507920887,0.00887006644668788,0.015983245732575868,ETAEDGE_HM2B
0.0094547760006703,0.0247424671768333,0.9241096301342898,ETAEDGE_HM2B,ci_only,301,0.5226097058678016,0.5241221408668766,0.0015124349990749,0.0028940048033809,nearest_to_target,112,-1.1302944340744873e-13,0.5242402597682426,0.0016305539004409,0.0031200222309943,0.0001557217442532,0.0001557217442532,0.0037547875539344,0.0016018191260088,0.9999999878754156,True,OFFGRID_0313,extreme_longwave_high_M,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX,extreme_longwave_map20_N301,20.0,0.995,False,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX/model_best.pt,25.0,0.25,0.25,4.0,,offgrid_shard_03.csv,,,,,,,,,,,,,,,,,,,,0.5242402597682426,independent_GEP,0.0001557217442532,0.0001557217442532,0.0037547875539344,0.0016018191260088,0.9999999878754156,0.0016305539004409,0.0031200222309943,0.5226097058678016,0.5202790573162315,0.004459635030505395,0.5179471162889416,0.008921743179487466,0.5216602493543322,0.0018167601994548903,0.0018767435254613744,0.0037131330653905614,ETAEDGE_HM2B
0.0159394469347657,0.0443538103881326,0.9331950009866242,ETAEDGE_HM2B,ci_only,301,0.505643602760201,0.5056431437185616,4.590416394778529e-07,9.078363435669752e-07,nearest_to_target,129,-8.06375256192672e-14,0.5073123074666387,0.0016687047064376,0.0033001598306169,0.0001132975196977,0.0001132975196977,0.0038593951132214,0.001664386215715,0.9999999935819088,True,OFFGRID_0315,extreme_longwave_high_M,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX,extreme_longwave_map20_N301,20.0,0.995,False,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX/model_best.pt,25.0,0.25,0.25,4.0,,offgrid_shard_06.csv,,,,,,,,,,,,,,,,,,,,0.5073123074666387,independent_GEP,0.0001132975196977,0.0001132975196977,0.0038593951132214,0.001664386215715,0.9999999935819088,0.0016687047064376,0.0033001598306169,0.505643602760201,0.47185658483424175,0.06681982673472606,0.48477800059698645,0.041265432904349426,0.48557731137054166,0.03968465393435564,0.00770130096921242,0.01372072653629991,ETAEDGE_HM2B
0.0163691011123439,0.0556521594192872,0.955764695674621,ETAEDGE_HM2B,ci_only,301,0.4888759921154819,0.4902472356029403,0.0013712434874584,0.0028048902166881,nearest_to_target,217,-1.668596671708242e-13,0.4906449586060702,0.0017689664905883,0.0036184360024176,0.0001274042370903,0.0001274042370903,0.0039592013637549,0.001780907995335,0.9999999918841678,True,OFFGRID_0316,extreme_longwave_high_M,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX,extreme_longwave_map20_N301,20.0,0.995,False,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX/model_best.pt,25.0,0.25,0.25,4.0,,offgrid_shard_01.csv,,,,,,,,,,,,,,,,,,,,0.4906449586060702,independent_GEP,0.0001274042370903,0.0001274042370903,0.0039592013637549,0.001780907995335,0.9999999918841678,0.0017689664905883,0.0036184360024176,0.4888759921154819,0.46438138593698075,0.05010392527664774,0.46457430054734966,0.049709316800305665,0.4703547827174322,0.03788529135559314,0.0033944233497076636,0.005973396780451445,ETAEDGE_HM2B
0.0096783964579792,0.0280901744896683,0.9387689238001224,ETAEDGE_HM2B,ci_only,301,0.5120384409297078,0.5130082031914643,0.0009697622617564,0.001893924721737,nearest_to_target,113,2.291508783568583e-13,0.5137304339843681,0.0016919930546602,0.0033044258387868,0.0001532917836912,0.0001532917836913,0.0038243574265667,0.001671944648941,0.999999988250862,True,OFFGRID_0317,extreme_longwave_high_M,fullrect,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX,extreme_longwave_map20_N301,20.0,0.995,False,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_ETAEDGE_HM2B_ciIDW_EVALFIX/model_best.pt,25.0,0.25,0.25,4.0,,offgrid_shard_09.csv,,,,,,,,,,,,,,,,,,,,0.5137304339843681,independent_GEP,0.0001532917836912,0.0001532917836913,0.0038243574265667,0.001671944648941,0.999999988250862,0.0016919930546602,0.0033044258387868,0.5120384409297078,0.4818315408879373,0.05899342242141805,0.49880553395847477,0.025843581093650123,0.4958751052904001,0.031566644898691626,0.009073087990163077,0.016973993070537485,ETAEDGE_HM2B
