Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,requested_alpha,seed_alpha,trial_alpha,trial_step
1.25,0.1875,0.2619451708342147,0.061319750650747,0.011497453247015,3.677613769070831e-16,8.933825901280557e-16,9.66116391895152e-16,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,6,31,0,False,False,0.0006986588448643,0.2,0.2331694872807306,0.0698658844864319,2026-07-23T11:40:54.868091+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,0.2331694872807306,0.0698658844864319,0.05,56.753399191697504,,,,,
1.25,0.185,0.2606507009450217,0.0625085633894292,0.0115640842270444,2.8449465006019636e-16,9.246076126956382e-16,9.673863981716928e-16,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0006131975065074,0.2,0.2619451708342147,0.061319750650747,2026-07-23T11:40:55.552131+00:00,continuation,,,,,,,,low,0.185,0.1875,0.185,-0.0025
1.25,0.18,0.2579971403386434,0.0648851519298819,0.0116793273473787,3.913536161803677e-15,2.655861641720492e-15,4.7296264492777136e-15,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0006495577862326,0.2,0.2580617611666356,0.0649557786232648,2026-07-23T11:40:56.093970+00:00,continuation,,,,,,,,low,0.18,0.185,0.18,-0.005
1.25,0.175,0.2552531931688245,0.0672601587494335,0.0117705277811508,1.474514954580286e-14,6.271025365656158e-15,1.6023270398542032e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0006735209885939,0.2,0.2553435797322652,0.0673520988593993,2026-07-23T11:40:56.635079+00:00,continuation,,,,,,,,low,0.175,0.18,0.175,-0.005
1.25,0.17,0.2524134188561518,0.0696333329101972,0.0118376665947335,1.7860712908657206e-14,4.971717482149529e-15,1.853976915519137e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0006972209851473,0.2,0.2525092459990056,0.0697220985147384,2026-07-23T11:40:57.172662+00:00,continuation,,,,,,,,low,0.17,0.175,0.17,-0.0049999999999999
1.25,0.165,0.249471908602467,0.072004408591219,0.0118807274175511,2.1656287874094463e-14,4.128641872824801e-15,2.2046325956941056e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0007209024097379,0.2,0.2495736445434791,0.0720902409737948,2026-07-23T11:40:57.702302+00:00,continuation,,,,,,,,low,0.165,0.17,0.165,-0.005
1.25,0.16,0.2464222279528879,0.0743731035158428,0.0118996965625348,2.8088642523016464e-14,4.572731082674864e-15,2.8458420693008764e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0007445622146591,0.2,0.2465303983487822,0.0744562214659118,2026-07-23T11:40:58.226960+00:00,continuation,,,,,,,,low,0.16,0.165,0.16,-0.005
1.25,0.155,0.2432573498500682,0.0767391171090375,0.0118945631519008,3.653327640407157e-14,4.218847493575595e-15,3.6776065028634336e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0007681972027547,0.2,0.2433725473033087,0.0768197202754725,2026-07-23T11:40:58.758282+00:00,continuation,,,,,,,,low,0.155,0.16,0.155,-0.005
1.25,0.15,0.2399695757908944,0.0791021284512497,0.0118653192676874,4.871103520542874e-14,4.740999259844614e-15,4.8941209882535255e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0007918040012166,0.2,0.2400924717472486,0.0791804001216666,2026-07-23T11:40:59.278151+00:00,continuation,,,,,,,,low,0.15,0.155,0.15,-0.005
1.25,0.145,0.2365504431547441,0.0814617938560722,0.0118119601091304,6.46774300783193e-14,4.461708780212348e-15,6.483114071783175e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0008153790350007,0.2,0.2366818017317207,0.0815379035000796,2026-07-23T11:40:59.793861+00:00,continuation,,,,,,,,low,0.145,0.15,0.145,-0.005
