source,row,alpha,Mach,cr,ci,success,mismatch,ci_abs_error_vs_robust,omega_i_abs_error_vs_robust,primary_mismatch,primary_success,secondary_ci,secondary_omega_i,secondary_stage1_mismatch,secondary_stage2_mismatch,stage1_mismatch,p_rel,q_rel,u_rel,v_rel,gamma_rel,classical_status,w_bc,finite_alpha_M_ci,finite_cr,unstable,cr_in_reasonable_range,generic_log_score,quality_flag,Mach_round,alpha_round,quality_rank
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,55,0.72,0.2099999999999999,,0.1773199995112822,,,,,1.3989235814887424e-06,True,,,,,,,,,,,,,True,False,True,True,-5.854206008913617,candidate,0.21,0.72,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,56,0.7899999999999999,0.2099999999999999,,0.1264187774175741,,,,,4.409400289652477e-07,True,,,,,,,,,,,,,True,False,True,True,-6.355620473708005,candidate,0.21,0.79,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,57,0.8599999999999999,0.2099999999999999,,0.0776758650523821,,,,,3.998742217382889e-07,True,0.0776758650523821,0.0668012439450485,8.822904698157785e-05,1.135959703518257e-28,,,,,,,,,True,False,True,True,-38.39710207830326,candidate,0.21,0.86,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,58,0.93,0.2099999999999999,,0.0308842790138023,,,,,6.351142477559192e-08,True,0.0308842790138023,0.0287223794828361,0.0001064918961883,1.4927220479044596e-27,,,,,,,,,True,False,True,True,-37.995852636823805,candidate,0.21,0.93,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,59,1.0,0.2099999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.21,1.0,3
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/blumen_ci_points_used.csv,6,0.2310679871315804,0.2310679871315804,,0.975103734439834,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.231068,0.231068,1
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/blumen_ci_points_used.csv,5,0.277952897304815,0.277952897304815,,0.9612724757952974,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.277953,0.277953,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,60,0.02,0.2799999999999999,,0.8968102599689552,,,,,1.5252063963622916e-07,True,,,,,,,,,,,,,True,False,True,True,-6.816671382064101,candidate,0.28,0.02,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,61,0.09,0.2799999999999999,,0.7912543528619259,,,,,2.009577337123286e-07,True,,,,,,,,,,,,,True,False,True,True,-6.696895275642838,candidate,0.28,0.09,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,62,0.1599999999999999,0.2799999999999999,,0.6968550083263915,,,,,2.1091102676113697e-07,True,,,,,,,,,,,,,True,False,True,True,-6.675900714066449,candidate,0.28,0.16,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,63,0.2299999999999999,0.2799999999999999,,0.6114131930816056,,,,,3.071887343961653e-06,True,,,,,,,,,,,,,True,False,True,True,-5.512594715330933,candidate,0.28,0.23,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,64,0.3,0.2799999999999999,,0.5333739498060202,,,,,4.263024194458079e-06,True,,,,,,,,,,,,,True,False,True,True,-5.370282202541745,candidate,0.28,0.3,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,65,0.37,0.2799999999999999,,0.4613858294783164,,,,,8.311641175821199e-07,True,,,,,,,,,,,,,True,False,True,True,-6.080313214094357,candidate,0.28,0.37,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,66,0.4399999999999999,0.2799999999999999,,0.394541264947558,,,,,2.2532204481326423e-06,True,,,,,,,,,,,,,True,False,True,True,-5.647196316166105,candidate,0.28,0.44,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,67,0.5099999999999999,0.2799999999999999,,0.3320063242923912,,,,,3.268130816201821e-06,True,,,,,,,,,,,,,True,False,True,True,-5.485700567923731,candidate,0.28,0.51,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,68,0.58,0.2799999999999999,,0.2732377678112345,,,,,3.4928944022392418e-06,True,,,,,,,,,,,,,True,False,True,True,-5.456814543826431,candidate,0.28,0.58,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,69,0.6499999999999999,0.2799999999999999,,0.2175819641658106,,,,,3.326547543713171e-06,True,,,,,,,,,,,,,True,False,True,True,-5.478006265146017,candidate,0.28,0.65,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,70,0.72,0.2799999999999999,,0.1647249348658919,,,,,2.557816552848161e-06,True,,,,,,,,,,,,,True,False,True,True,-5.59213060643386,candidate,0.28,0.72,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,71,0.7899999999999999,0.2799999999999999,,0.1143045846796947,,,,,4.172058100763987e-07,True,,,,,,,,,,,,,True,False,True,True,-6.379649652147354,candidate,0.28,0.79,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,72,0.8599999999999999,0.2799999999999999,,0.0659530169619337,,,,,7.567024380705778e-08,True,0.0659530169619337,0.0567195945872629,6.836773534427042e-05,9.545216953174243e-29,,,,,,,,,True,False,True,True,-39.3064378685336,candidate,0.28,0.86,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,73,0.93,0.2799999999999999,,0.0194212211187913,,,,,1.9555080257183804e-05,True,0.0194212211187913,0.0180617356404759,3.665470589362203e-05,5.1757163991550585e-27,,,,,,,,,True,False,True,True,-35.430640186727565,candidate,0.28,0.93,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,74,1.0,0.2799999999999999,,0.0,,,,,0.0,True,,,,,,,,,,,,,True,False,False,True,-300.0,bad,0.28,1.0,3
assets/pinn_subsonic/full2d_pq_firstorder_bootp_M010307_a010070_discrete_safe/ci_anchor_points.csv,4,0.1,0.3,,0.7690784724401252,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.3,0.1,1
assets/pinn_subsonic/full2d_pq_firstorder_bootp_M010307_a010080_discrete/ci_anchor_points.csv,4,0.1,0.3,,0.7690784724401252,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.3,0.1,1
assets/pinn_subsonic/full2d_pq_firstorder_bootp_M010307_a010070_discrete_safe/ci_anchor_points.csv,5,0.3,0.3,,0.5271592206740285,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.3,0.3,1
assets/pinn_subsonic/full2d_pq_firstorder_bootp_M010307_a010080_discrete/ci_anchor_points.csv,5,0.3,0.3,,0.5271592206740285,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.3,0.3,1
assets/pinn_subsonic/full2d_pq_firstorder_bootp_M010307_a010070_discrete_safe/ci_anchor_points.csv,6,0.55,0.3,,0.2931928349767944,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.3,0.55,1
assets/pinn_subsonic/full2d_pq_firstorder_bootp_M010307_a010080_discrete/ci_anchor_points.csv,6,0.55,0.3,,0.2931928349767944,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.3,0.55,1
assets/pinn_subsonic/full2d_pq_firstorder_bootp_M010307_a010070_discrete_safe/ci_anchor_points.csv,7,0.7,0.3,,0.1752783992559262,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.3,0.7,1
assets/pinn_subsonic/full2d_pq_firstorder_bootp_M010307_a010080_discrete/ci_anchor_points.csv,7,0.8,0.3,,0.1031500488851016,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.3,0.8,1
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/blumen_ci_points_used.csv,4,0.3193205871789583,0.3193205871789583,,0.9488243430152145,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.319321,0.319321,1
assets/classic_supersonic/validated_modal_points/rebuilt_aggregates_latest/blumen_ci_points_used.csv,3,0.3386270374360973,0.3386270374360973,,0.9432918395573996,,,,,,,,,,,,,,,,,,,True,False,True,True,,candidate,0.338627,0.338627,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,75,0.02,0.35,,0.8634477492623531,,,,,1.7405971143265918e-07,True,,,,,,,,,,,,,True,False,True,True,-6.759301740814311,candidate,0.35,0.02,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,76,0.09,0.35,,0.7609509047993082,,,,,9.710029103492633e-08,True,,,,,,,,,,,,,True,False,True,True,-7.012779468396083,candidate,0.35,0.09,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,77,0.1599999999999999,0.35,,0.6692635810821308,,,,,9.120895190697226e-07,True,,,,,,,,,,,,,True,False,True,True,-6.03996253477457,candidate,0.35,0.16,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,78,0.2299999999999999,0.35,,0.5862120452396546,,,,,3.34236497655932e-07,True,,,,,,,,,,,,,True,False,True,True,-6.475946128155628,candidate,0.35,0.23,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,79,0.3,0.35,,0.5101600407967453,,,,,6.864794294520436e-07,True,,,,,,,,,,,,,True,False,True,True,-6.163372471987774,candidate,0.35,0.3,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,80,0.37,0.35,,0.439903393461323,,,,,1.7747033420716096e-06,True,,,,,,,,,,,,,True,False,True,True,-5.750874232844858,candidate,0.35,0.37,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,81,0.4399999999999999,0.35,,0.3745149024623047,,,,,1.021257938813025e-06,True,,,,,,,,,,,,,True,False,True,True,-5.990864554430849,candidate,0.35,0.44,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,82,0.5099999999999999,0.35,,0.3132115229348772,,,,,2.1994713275512445e-07,True,,,,,,,,,,,,,True,False,True,True,-6.657681695140831,candidate,0.35,0.51,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,83,0.58,0.35,,0.2554280243848159,,,,,1.911447904453384e-06,True,,,,,,,,,,,,,True,False,True,True,-5.718637533960275,candidate,0.35,0.58,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,84,0.6499999999999999,0.35,,0.2006270940906808,,,,,3.161851623856293e-07,True,,,,,,,,,,,,,True,False,True,True,-6.500058514053524,candidate,0.35,0.65,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,85,0.72,0.35,,0.1484461891312266,,,,,2.7363519442512307e-08,True,,,,,,,,,,,,,True,False,True,True,-7.562828045250037,candidate,0.35,0.72,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,86,0.7899999999999999,0.35,,0.0985317889685763,,,,,2.677608853165342e-07,True,,,,,,,,,,,,,True,False,True,True,-6.572252864709698,candidate,0.35,0.79,1
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,87,0.8599999999999999,0.35,,0.050569315115482,,,,,1.794742386178848e-07,True,0.050569315115482,0.0434896109993145,6.928213690834327e-05,6.4075227026576675e-28,,,,,,,,,True,False,True,True,-38.09868645236851,candidate,0.35,0.86,1
