Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,is_target,status,requested_alpha,seed_alpha,alpha_step,anchor_source_path,anchor_source_Mach,anchor_source_alpha,neutral_alpha_estimate,neutral_fit_r2,timestamp,trial_alpha,trial_step,mach_directory,mode_status,mode_gamma_mismatch_at_match,mode_numerical_extent,mode_tail_tolerance,mode_far_left,mode_far_right,mode_mu_left,mode_mu_right,mode_n_coordinates,mode_available,freeze_id,reference_status,reference_subset,reference_source_path,neutral_alpha_lower,neutral_alpha_upper,neutral_alpha_uncertainty,neutral_last_positive_ci,neutral_estimate_method,final_reference_id,_id_key,alpha_neutral_used,alpha_neutral_uncertainty_used,alpha_neutral_source,s,mach_split,is_spectral_anchor,anchor_rank,usable_as_training_anchor,charts,primary_chart,point_role,is_anchor_N24,is_anchor_N36,is_anchor_N48,is_anchor_N60,is_anchor_N76
1.15,0.07,0.0452428893063274,0.1450959349017018,0.0101567154431191,1.2266888893552874e-11,-3.286881183894863e-12,1.2699612239899806e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0014514554624146,0.2,0.0501961248134233,0.145145546241462,2026-07-23T11:41:10.585944+00:00,continuation,,,,,,,,low,True,converged,0.07,0.075,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:10.599689+00:00,0.07,-0.0049999999999999,M1p150000,converged,2.981485321261892e-11,40.0,1e-06,-694.9898934278333,583.4049019033248,0.0198985666964165,0.0237140528743052,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.07000000,M1.150000_a0.07000000,0.335,,max_available_alpha_proxy,0.208955223880597,train,True,1,True,C00;C10,C00,train_pool,False,False,True,True,True
1.15,0.1,0.118450325820652,0.1277744569464649,0.0127774456946464,3.026939116024252e-11,-3.593764175136016e-12,3.0481981270223544e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0012783162514852,0.2,0.1190375395812602,0.1278316251485205,2026-07-23T11:41:06.581297+00:00,continuation,,,,,,,,low,True,converged,0.1,0.105,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:06.593307+00:00,0.1,-0.0049999999999999,M1p150000,converged,3.4280921423189923e-11,40.0,1e-06,-605.536582557698,362.5771791029165,0.0228369105062035,0.0381989946701136,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.10000000,M1.150000_a0.10000000,0.335,,max_available_alpha_proxy,0.2985074626865671,train,True,2,True,C00;C01;C10;C11,C00,train_pool,False,False,False,False,True
1.2,0.12,0.184017742417762,0.1045213020226926,0.0125425562427231,7.03378327804316e-13,-2.4858587410747652e-14,7.03817463120129e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0010458608294992,0.2,0.1842472065294221,0.1045860829499229,2026-07-23T11:41:03.319093+00:00,continuation,,,,,,,,low,True,converged,0.12,0.125,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:03.331319+00:00,0.12,-0.005,M1p200000,converged,3.358189590617561e-11,40.0,1e-06,-657.3072923383135,293.83020586113696,0.0210331632133935,0.047174061451028,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.200000_a0.12000000,M1.200000_a0.12000000,0.325,,max_available_alpha_proxy,0.3692307692307692,train,True,1,True,C00;C01;C10;C11,C01,train_pool,True,True,True,True,True
1.25,0.05,0.1201816977923283,0.124879699478062,0.0062439849739031,2.5662142376370323e-10,-1.012692707469398e-10,2.7588044572264835e-10,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.001249420394569,0.2,0.1214177717563611,0.1249420394569006,2026-07-23T11:41:09.547854+00:00,continuation,,,,,,,,low,True,converged,0.05,0.055,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:09.560425+00:00,0.05,-0.0049999999999999,M1p250000,converged,2.4519738429227846e-10,40.0,1e-06,-1255.0614769150843,864.0491353087372,0.0110128635961004,0.0160057278601804,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.250000_a0.05000000,M1.250000_a0.05000000,0.315,,max_available_alpha_proxy,0.1587301587301587,train,True,1,True,C00;C10,C00,train_pool,True,True,True,True,True
1.25,0.08,0.1737816116443685,0.1116119624209407,0.0089289569936752,6.295165777547851e-12,-1.4864359743071986e-12,6.468276746748258e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0011167241535221,0.2,0.1742051003929403,0.1116724153522117,2026-07-23T11:41:06.460550+00:00,continuation,,,,,,,,low,True,converged,0.08,0.085,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:06.473514+00:00,0.08,-0.005,M1p250000,converged,1.6206067081047498e-11,40.0,1e-06,-912.6988066361748,494.512359018006,0.0151452502150652,0.0279915194999813,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.250000_a0.08000000,M1.250000_a0.08000000,0.315,,max_available_alpha_proxy,0.2539682539682539,train,True,2,True,C00;C10,C10,train_pool,False,False,False,False,True
1.25,0.115,0.2126738285514086,0.0955266437997865,0.0109855640369754,4.284003707333284e-13,-2.4237556406347952e-14,4.2908546559514723e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009559281027709,0.2,0.2128800667473238,0.095592810277098,2026-07-23T11:41:02.853720+00:00,continuation,,,,,,,,low,True,converged,0.115,0.12,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:02.865510+00:00,0.115,-0.0049999999999999,M1p250000,converged,7.521691212556678e-11,40.0,1e-06,-759.6762282682623,319.16745213511507,0.0181965950709046,0.0434210941215163,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.250000_a0.11500000,M1.250000_a0.11500000,0.315,,max_available_alpha_proxy,0.3650793650793651,train,True,3,True,C00;C01;C10;C11,C10,train_pool,True,True,True,True,True
1.35,0.05,0.1965550968817506,0.0943334435104853,0.0047166721755242,2.073018666448601e-11,-1.0257444199579524e-11,2.312911154047905e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009445981727244,0.2,0.1972035095107562,0.094459817272446,2026-07-23T11:41:01.681119+00:00,continuation,,,,,,,,low,True,converged,0.05,0.055,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.3,0.1,,,2026-07-23T11:41:01.723889+00:00,0.05,-0.0049999999999999,M1p350000,converged,4.3697183376469456e-11,40.0,1e-06,-1709.6670362105413,980.5481230186408,0.0080830692617368,0.0141034175226231,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.350000_a0.05000000,M1.350000_a0.05000000,0.295,,max_available_alpha_proxy,0.1694915254237288,train,True,1,True,C10;C20,C10,train_pool,False,False,False,False,True
1.35,0.08,0.2379115145726956,0.0866076846213497,0.0069286147697079,1.6363559812715422e-12,-4.15339637682699e-13,1.6882440321451009e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0008669080991683,0.2,0.2382140511198869,0.08669080991683,2026-07-23T11:40:57.644882+00:00,continuation,,,,,,,,low,True,converged,0.08,0.085,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.3,0.1,,,2026-07-23T11:40:57.657599+00:00,0.08,-0.005,M1p350000,converged,1.9707424770451505e-11,40.0,1e-06,-1186.3385414887036,547.23012751704,0.0116498795693021,0.0252929305737813,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.350000_a0.08000000,M1.350000_a0.08000000,0.295,,max_available_alpha_proxy,0.2711864406779661,train,True,2,True,C10;C20,C10,train_pool,False,False,True,True,True
1.4,0.12,0.2997555410841062,0.0644034686182358,0.0077284162341883,1.7680995556546009e-13,-1.3704315460216776e-15,1.768152665062672e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,4,21,0,False,False,0.000627766263558,0.2,0.3031399613158659,0.0627766263558038,2026-07-23T11:40:55.484484+00:00,continuation,,,,,,,,low,True,converged,0.12,0.125,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.4,0.125,,,2026-07-23T11:40:55.509448+00:00,0.12,-0.005,M1p400000,converged,2.544921910565857e-11,40.0,1e-06,-1068.068042348978,340.566923100746,0.0129409208544662,0.0406939606883072,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.400000_a0.12000000,M1.400000_a0.12000000,0.285,,max_available_alpha_proxy,0.4210526315789474,train,True,1,True,C10;C11;C20;C21,C11,train_pool,True,True,True,True,True
1.45,0.05,0.2584141991785808,0.0683211956839623,0.0034160597841981,5.884027640123968e-12,-2.1322370952203684e-12,6.2584515896487216e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0006855194551028,0.2,0.2588761562449375,0.0685519455102848,2026-07-23T11:41:02.835225+00:00,continuation,,,,,,,,low,True,converged,0.05,0.055,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:41:02.846450+00:00,0.05,-0.0049999999999999,M1p450000,converged,2.3602195668164208e-11,40.0,1e-06,-2335.5469216776823,1168.2343012295307,0.0059164433240929,0.0118363176240416,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.450000_a0.05000000,M1.450000_a0.05000000,0.275,,max_available_alpha_proxy,0.1818181818181818,train,True,1,True,C10;C20,C10,train_pool,True,True,True,True,True
