epoch,ci_anchor_loss,weighted_loss,ci_lr,grad_norm
1,1.1368510919107948e-15,1.1368510919107948e-12,0.0001999999994791042,3.338875502816381e-05
100,4.997048258240717e-10,4.997048258240717e-07,0.00019999479108972365,0.027347569239495037
200,9.024841029049004e-12,9.024841029049004e-09,0.00019997916493011032,0.0003179977847846572
300,2.7048898338537014e-13,2.7048898338537016e-10,0.0001999531232347445,1.5713852367723678e-05
400,2.9492365396993213e-15,2.9492365396993215e-12,0.00019991666885939155,1.608988498141226e-06
500,1.0569918837677387e-17,1.0569918837677387e-14,0.0001998698058016845,9.638885143138498e-08
600,9.909753674253556e-21,9.909753674253556e-18,0.00019981253920068581,2.9673751423284125e-09
700,3.5108516629087687e-15,3.510851662908769e-12,0.00019974487533632352,0.00010067741021990924
800,2.020918862701913e-11,2.0209188627019133e-08,0.0001996668216287029,0.007620285599837817
900,1.2180544442256327e-16,1.2180544442256328e-13,0.0001995783866372926,1.7662359839944752e-05
1000,5.3336346172087415e-20,5.333634617208741e-17,0.00019947958005998598,3.89296842981909e-07
1100,2.811336971350676e-10,2.811336971350676e-07,0.00019937041273203766,0.02843647225140535
1200,1.2489415486054939e-12,1.248941548605494e-09,0.0001992508966248754,0.0018937260193957791
1300,5.898370995824026e-17,5.898370995824026e-14,0.00019912104484478716,1.3024406876384187e-05
1400,3.0617510755389243e-13,3.061751075538924e-10,0.00019898087163148392,0.0009387808072536665
1500,4.7967390282670016e-11,4.7967390282670016e-08,0.00019883039235653812,0.011779637832438874
1600,2.260570844013716e-15,2.2605708440137157e-12,0.00019866962352169798,8.083364363107228e-05
1700,2.384282502459314e-17,2.3842825024593138e-14,0.00019849858275707797,8.305056523355916e-06
1800,4.759802348989739e-10,4.759802348989739e-07,0.00019831728881922545,0.044783482981292075
1900,1.4200842198410842e-14,1.4200842198410842e-11,0.0001981257615890636,0.00025671959360367943
2000,3.7275225363401366e-18,3.7275225363401364e-15,0.00019792402206971155,4.185419736911969e-06
2100,5.423978544455466e-09,5.423978544455467e-06,0.00019771209238418101,0.12183989186781205
2200,9.970374349957658e-14,9.970374349957658e-11,0.00019748999577295025,0.0006482142033540176
2300,4.0581237370237596e-08,4.05812373702376e-05,0.00019725775659141544,0.4342744238454252
2400,1.4924671146481743e-12,1.4924671146481742e-09,0.00019701540030721997,0.0025593764441230985
2500,1.051773025302756e-16,1.051773025302756e-13,0.0001967629534974615,2.2049027995685328e-05
2600,4.589036534839358e-08,4.5890365348393584e-05,0.00019650044384577755,0.4520049039156349
2700,1.9472214825126626e-12,1.9472214825126626e-09,0.0001962279001393096,0.002602427961555882
2800,1.0570454546822557e-10,1.0570454546822557e-07,0.00019594535226554637,0.02198306541539689
2900,6.703108723611292e-15,6.703108723611292e-12,0.00019565283120904632,0.00017317752975627685
3000,2.168129671826566e-09,2.1681296718265663e-06,0.0001953503690480396,0.09161175281115949
3100,2.809797741988077e-08,2.809797741988077e-05,0.00019503799895091066,0.3402847866880049
3200,1.4391184573695188e-11,1.4391184573695189e-08,0.0001947157551725607,0.008008865151813663
3300,4.523405630613651e-10,4.523405630613651e-07,0.00019438367305065144,0.04456093577244192
3400,5.29171024334691e-10,5.291710243346911e-07,0.00019404178900172972,0.04037231296778439
3500,3.3233968996231526e-12,3.3233968996231524e-09,0.00019369014051723418,0.003164992863833291
3600,1.630957410914072e-08,1.630957410914072e-05,0.0001933287661593839,0.2427061948038595
3700,1.2244772911575394e-09,1.2244772911575394e-06,0.0001929577055569495,0.07253970424597812
3800,6.639172457294399e-10,6.639172457294399e-07,0.00019257699940090757,0.05015404633128887
3900,3.2457461391489465e-08,3.2457461391489466e-05,0.00019218668943997823,0.3124379214614517
4000,1.8262791107877839e-07,0.00018262791107877838,0.00019178681847604708,0.8885871345449088
4100,6.838840737539222e-12,6.838840737539222e-09,0.00019137743035947154,0.005143529977418454
4200,1.193483578847545e-10,1.1934835788475452e-07,0.00019095856998427185,0.019763132560739947
4300,1.4106610923940701e-10,1.41066109239407e-07,0.00019053028328320842,0.023409286574059617
4400,7.541052668252006e-11,7.541052668252005e-08,0.00019009261722274424,0.01486546902716025
4500,7.842781441435078e-09,7.842781441435078e-06,0.00018964561979789495,0.18161836372668505
4600,2.4720643644580835e-12,2.4720643644580835e-09,0.0001891893400269654,0.003212338850956937
4700,1.1969958337840063e-10,1.1969958337840063e-07,0.00018872382794617426,0.021772601616499243
4800,5.442522814380809e-09,5.442522814380809e-06,0.00018824913460416704,0.12433384270093471
4900,3.342674718767919e-08,3.342674718767919e-05,0.000187765312056418,0.3722198349852427
5000,4.761582824939914e-12,4.761582824939914e-09,0.0001872724133595217,0.004293529294187665
5100,7.895993831766796e-09,7.895993831766796e-06,0.00018677049256537467,0.15298565909111364
5200,2.469483339192464e-09,2.469483339192464e-06,0.00018625960471524815,0.1006476254466102
5300,2.1387256323204238e-11,2.1387256323204238e-08,0.00018573980583375208,0.009220396921855197
5400,1.0762961508922934e-15,1.0762961508922934e-12,0.00018521115292269145,6.357046124206158e-05
5500,7.897635295357103e-10,7.897635295357103e-07,0.00018467370395481528,0.048436291504564376
5600,4.128165677975789e-09,4.128165677975789e-06,0.00018412751786745947,0.1289926068084791
5700,3.164365248992075e-13,3.164365248992075e-10,0.00018357265455608336,0.0011292103833625208
5800,1.1683044113969408e-07,0.00011683044113969409,0.00018300917486770187,0.68450539452942
5900,7.257798257647104e-12,7.257798257647103e-09,0.00018243714059421265,0.005252893916067156
6000,2.7245855702489707e-10,2.7245855702489705e-07,0.00018185661446562,0.02811614940603886
6100,3.973802061049029e-14,3.973802061049029e-11,0.00018126766014315592,0.0003404309561023146
6200,5.594199100136062e-10,5.594199100136062e-07,0.00018067034221229866,0.04701308797758942
6300,1.472115433573878e-09,1.472115433573878e-06,0.0001800647261756906,0.06637589235221836
6400,4.691182964194564e-14,4.6911829641945636e-11,0.00017945087844595478,0.00037531588889326464
6500,1.437112538407123e-08,1.437112538407123e-05,0.00017882886633841224,0.24046118208160494
6600,1.082477042564445e-08,1.082477042564445e-05,0.0001781987580637,0.20615940060456842
6700,5.123660574652323e-09,5.123660574652322e-06,0.00017756062272029102,0.14155289513341282
6800,3.713796682286709e-10,3.713796682286709e-07,0.00017691453028691686,0.03338651009830947
6900,1.0916566028102704e-10,1.0916566028102704e-07,0.00017626055161489368,0.020423217230910756
7000,1.8872625541227126e-12,1.8872625541227128e-09,0.00017559875842035246,0.00269956360927448
7100,3.1321233350477157e-09,3.1321233350477156e-06,0.0001749292232763748,0.09589208731958769
7200,6.023864653826654e-13,6.023864653826653e-10,0.0001742520196050341,0.001540506392532184
7300,5.0777293541175335e-12,5.077729354117534e-09,0.0001735672216693444,0.004290219644328887
7400,3.784297947754591e-09,3.784297947754591e-06,0.00017287490456511633,0.10462686634662903
7500,1.2531723480689977e-12,1.2531723480689978e-09,0.00017217514421272203,0.0019306092717605275
7600,8.232424877940816e-09,8.232424877940815e-06,0.00017146801734876972,0.17430955847157253
7700,3.0648377261365354e-13,3.0648377261365354e-10,0.00017075360151768866,0.0010740375293456566
7800,5.772828455486406e-10,5.772828455486406e-07,0.00017003197506322543,0.042185798647195905
7900,1.0469143014123194e-13,1.0469143014123194e-10,0.00016930321711985277,0.0005761226769106939
8000,1.8653036773479216e-11,1.8653036773479217e-08,0.00016856740760409154,0.007995955161828003
8100,3.0286649860317387e-13,3.028664986031739e-10,0.00016782462720574693,0.0009523667952735291
8200,8.306328460690454e-11,8.306328460690454e-08,0.00016707495737906006,0.01569265988801519
8300,5.11575805312628e-08,5.11575805312628e-05,0.00016631848033377532,0.4397128460899656
8400,3.4819208125847305e-12,3.4819208125847305e-09,0.00016555527902612554,0.00359942173028516
8500,2.1914711494550657e-12,2.191471149455066e-09,0.00016478543714973457,0.002570419973428457
8600,4.881300726600383e-11,4.881300726600383e-08,0.00016400903912643948,0.012134263193049518
8700,1.1925488631791943e-09,1.1925488631791944e-06,0.00016322617009703277,0.06679172070223743
8800,6.052580239674178e-14,6.052580239674178e-11,0.00016243691591192564,0.0004724554713495665
8900,8.107576405020761e-09,8.107576405020762e-06,0.0001616413631217335,0.16480510171685983
9000,6.025926636467786e-08,6.025926636467785e-05,0.00016083959896778495,0.4567664674704518
9100,1.3639279860414066e-12,1.3639279860414066e-09,0.0001600317113725545,0.002238224875021464
9200,7.797200079234805e-10,7.797200079234805e-07,0.00015921778893002105,0.052920068126286676
9300,1.3591537780257143e-11,1.3591537780257143e-08,0.0001583979208959524,0.006449141363210661
9400,3.7562296835065747e-10,3.756229683506575e-07,0.00015757219717811772,0.03465632962843304
9500,6.154949051699508e-14,6.154949051699508e-11,0.0001567407083264276,0.0004329321193706435
9600,2.1178149677860242e-10,2.117814967786024e-07,0.0001559035455230047,0.02495954333112562
9700,1.3221837923137977e-09,1.3221837923137976e-06,0.0001550608005721844,0.0681430548202358
9800,3.0659590056302454e-15,3.0659590056302455e-12,0.00015421256589044738,0.00010515716571527399
9900,2.7897788224045162e-08,2.789778822404516e-05,0.0001533589344962853,0.31452132761327467
10000,2.841170226767445e-10,2.8411702267674447e-07,0.0001525,0.029190746467117355
10100,4.714432224063068e-13,4.714432224063068e-10,0.0001516358565934384,0.0013367178541376
