step,ci_anchor_loss
1,0.002864459739137377
100,3.2499288432634477e-06
200,2.1124407713809515e-06
300,1.2778520289627016e-06
400,6.972635885583528e-07
500,3.467483794839625e-07
600,1.6228617553137289e-07
700,7.505355870935711e-08
800,3.5267986558118305e-08
900,1.659102341544252e-08
1000,7.558921915433197e-09
1100,3.2535425885185845e-09
1200,1.3067035485024221e-09
1300,4.871096841024862e-10
1400,1.6810048179054787e-10
1500,5.359175528991543e-11
1600,1.57469606356901e-11
1700,4.252433383023924e-12
1800,1.0518812041008552e-12
1900,2.3741766322221216e-13
2000,4.868538283905781e-14
2100,9.027043710184719e-15
2200,1.5054862822287457e-15
2300,2.2454867418006745e-16
2400,2.9767942043435573e-17
2500,3.483869835331191e-18
2600,3.573288329070084e-19
2700,3.1864864176299545e-20
2800,9.907389505699093e-13
2900,5.873592223721706e-12
3000,1.25024715770521e-15
