epoch,train_total,train_modal,train_spec,val_total,val_modal,val_spec,lr
2350,0.027306386612547685,0.027303266920550417,3.1196671617321462e-06,0.025976890579854688,0.02597632643114827,5.64148706416745e-07,0.0002
2400,0.02527843785643635,0.025278200452545502,2.3749382733865751e-07,0.025774996714590867,0.025774883462477402,1.1325211346502329e-07,0.0002
2450,0.029610748200568037,0.029610609687490533,1.3820485123094237e-07,0.035855673392303535,0.03585555688712647,1.1650517706129904e-07,0.0002
2500,0.02605346883821679,0.026053360804798135,1.0820747215698301e-07,0.024318466694182774,0.024318357554079597,1.0914010317719658e-07,0.0002
2550,0.02688170224937543,0.026881512946457284,1.8941397464549362e-07,0.028097264578050552,0.028097141152983052,1.2342506749973836e-07,0.0002
2600,0.029659025609392622,0.029658847847712298,1.7786035459604983e-07,0.028112768151012782,0.02811265494019606,1.1321081672122091e-07,0.0002
2650,0.031741997693125495,0.03174096170861958,1.0361032438374049e-06,0.02771107465775938,0.027710450195457068,6.244623023121676e-07,0.0002
2700,0.026161034632959424,0.026160823563038005,2.110980040008803e-07,0.024204826696735102,0.024204686986298105,1.3971043699712027e-07,0.0002
2750,0.026283434349920153,0.026283326316501498,1.0717134801377865e-07,0.02831570177608902,0.028315594624368636,1.0715172038544551e-07,0.0002
2800,0.02449958803020374,0.02449944900412918,1.3907033899376181e-07,0.02525945512568428,0.02525934286022335,1.1226546092757417e-07,0.0002
2850,0.027306221347132214,0.027306114894417685,1.0678625658132713e-07,0.02424662166135138,0.0242465148777845,1.0678356687776613e-07,0.0002
2900,0.02488641248293574,0.024886306282133723,1.066084577682864e-07,0.024900132113887485,0.024900025513370627,1.0660051685817962e-07,0.0002
2950,0.02440449040397177,0.02440438352834571,1.0708628267212338e-07,0.024518266222487015,0.02451815974689778,1.0647558923437828e-07,0.0002
3000,0.02486774086101224,0.024867634690238734,1.0631844112033659e-07,0.023338559311864047,0.02333845303718077,1.0627468327584211e-07,0.0002
