alpha,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_ref_norm,q_ref_norm,y_at_p_max_err,y_at_q_max_err
0.135,4418,0.08293821595444285,0.13074995183272115,0.2610479692715761,0.08410400031931432,19.07106679512601,3.585747092000729,-51.88339313991634,-51.88339313991634
0.1375,4418,0.08304683881821838,0.1307788942586763,0.260265354438892,0.08564998786129696,19.047432056130884,3.6555104378284553,-50.94027708183683,-51.88582444161276
0.14,4418,0.08313508873126488,0.13097495091204087,0.2599040030671081,0.0873616543162792,19.02385813533696,3.725549112829828,-50.94490160587543,-51.89062156015033
0.1425,4418,0.0837203789918842,0.1312950255384913,0.25973809970854644,0.08917312417005167,19.000490341760173,3.7957947886959826,-50.95163407534771,-50.95163407534771
0.145,4418,0.08434250671495276,0.13171335123057626,0.25997372934494195,0.09107734863835412,18.97729699893267,3.866243506566751,-50.047405112530186,-50.96030974965488
0.1475,4418,0.08476922897777961,0.13220155863580138,0.2605486674684275,0.09276940394342455,18.95424473451502,3.9368982571912237,-50.05753957869816,-50.05753957869816
0.15,4418,0.08509857427000345,0.13275014426643061,0.26087440242568466,0.09447144622362474,18.931274238544212,4.007805021731667,-49.18759991242103,-50.06962375135879
0.1525,4418,0.08582812170730166,0.1333820877481133,0.2616319517129703,0.0960485096114722,18.90855619674336,4.078915061673928,-49.20129927881995,-49.20129927881995
0.155,4418,0.08684026154336785,0.13412845999043385,0.26207814197154977,0.09754431228589716,18.885813036559863,4.150302892891551,-48.36371836732165,-49.21666228534672
0.1575,4418,0.08762058342471149,0.13501360528748818,0.2626959190319874,0.09922475839992419,18.86321252452272,4.221992722968151,-48.3809242196708,-48.3809242196708
0.16,4418,0.08847424805958273,0.13600284658975154,0.2634897882797528,0.10093371991779106,18.840920156903707,4.293834433785475,-47.57425639953619,-47.57425639953619
0.1625,4418,0.08940089270896376,0.13708670623517416,0.2643061638525451,0.10273142985064686,18.818586404944526,4.365975231953888,-46.79511020182236,-46.79511020182236
0.165,4418,0.09045938210932376,0.13827518998137683,0.26523974846876053,0.10474041100205932,18.796454771212254,4.438380156381513,-46.04261962128873,-46.81630150839669
0.1675,4418,0.09178826542390482,0.13956125479973952,0.26667702531760157,0.1069295240539252,18.774438516458357,4.511060187392452,-46.06485597536023,-46.06485597536023
0.17,4418,0.09285505531826695,0.1409418013008651,0.2682421417591068,0.10920335084033121,18.752514073805163,4.583996701134771,-45.338157040059016,-45.338157040059016
0.1725,4418,0.09406170543612176,0.14240523017846943,0.2698252118465288,0.11153123819110573,18.730854063590755,4.657241857502509,-44.619217549839895,-44.619217549839895
0.175,4418,0.09542551123272594,0.14396589903383875,0.27148448927552715,0.11392713081114485,18.709298936049656,4.730819195082911,-44.619217549839895,-44.619217549839895
0.1775,4418,0.09690244441693038,0.14565222213324397,0.27317732134785166,0.11630627552886584,18.688134757258002,4.804618375322517,-43.91475475733293,-43.91475475733293
0.18,4418,0.09842913150227746,0.147448215167337,0.27436966292329,0.11852214665656607,18.666959014818474,4.878767908464814,-43.23181606495692,-43.23181606495692
0.1825,4418,0.10007864298685833,0.14935898432319475,0.2749113060170999,0.12050412959919295,18.6458949846177,4.95318305040901,-43.23181606495692,-42.56942956346871
0.185,4418,0.10188881048137659,0.15143030285293,0.27512209891785183,0.12223953903513331,18.625107414022555,5.027881620279906,-42.56942956346871,-41.92668099038181
0.1875,4418,0.10389756147095204,0.15370044100369054,0.27449483732006746,0.1238247976417144,18.604319320984846,5.103026673899892,-41.92668099038181,-41.92668099038181
0.19,4418,0.10605892976264279,0.15618978962155752,0.2730808391571518,0.12519191557231,18.583773142489118,5.178381325628973,-41.30270951842066,-41.30270951842066
