status,error,mode,alpha_set,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_complex_spectral_error,cr_min,cr_max,ci_min,ci_max,shooting_cr,shooting_ci,shooting_complex_spectral_error,delta_c_from_pinn,stage1_mismatch,stage2_mismatch,ln_p_start_right,y_limit,solve_seconds,reconstruction_seconds,total_seconds,alignment_real,alignment_imag,n_core20,n_core40,p_rel_l2_core20,p_rel_l2_core40,rho_rel_l2_core20,rho_rel_l2_core40,u_rel_l2_core20,u_rel_l2_core40,v_rel_l2_core20,v_rel_l2_core40,p_overlap_error_core20,p_overlap_error_core40
COMPLETED,,wide,all,1.5,0.05,False,0.2867884838082837,0.0578781158051297,0.2957833111286163,0.0786194950342178,0.022607780316684097,0.2,0.5,1e-06,0.12,0.2867919921875,0.0578813770345052,4.790025236371634e-06,0.022603392543396668,2.424950565866375e-07,6.861710192220174e-18,-11.90001108819148,1200.0,40.156854405999184,0.22251222003251314,40.3793666260317,2.2500037670321555,0.005482663718348593,1601,3201,4.208835872140271e-06,1.903157113502537e-05,4.208835872148601e-06,1.903157113503826e-05,8.305151783433701e-06,9.898988710458793e-06,1.315371518450743e-05,2.360964879479947e-05,8.857026223552111e-12,1.3368173235051017e-10
COMPLETED,,wide,all,1.5,0.055,False,0.2927446492549135,0.0583866509164055,0.2979477047920227,0.0729695335030555,0.015483289426289966,0.2,0.5,1e-06,0.12,0.2927490234374999,0.058389185302734375,5.055352348089687e-06,0.015479432853579306,2.9654679296367394e-07,8.703531180291989e-18,-13.167546354397686,1200.0,39.383697014302015,0.21394070517271757,39.59763771947473,2.25000341849821,0.005596615450157695,1601,3201,4.903618809581752e-06,2.2199165857099104e-05,4.903618809597485e-06,2.2199165857110427e-05,9.357850934443175e-06,1.1531661049842109e-05,1.4349902023758464e-05,2.7089546506609848e-05,1.2022494111363358e-11,1.8638279808413927e-10
COMPLETED,,wide,all,1.5,0.06,False,0.2983284136239438,0.0586268857628369,0.300868272781372,0.0676501616835594,0.00937392089155133,0.2,0.5,1e-06,0.12,0.29831542968749997,0.058623558349609375,1.3403517611590563e-05,0.00938064899729267,8.993797049611596e-07,1.0774459640053775e-17,-14.525615269632107,1200.0,39.864351311698556,0.21588317770510912,40.080234489403665,2.249975908899919,0.005715334471662247,1601,3201,1.3686132686979826e-05,3.723676129643661e-05,1.368613268697516e-05,3.723676129643149e-05,2.2752220190637562e-05,2.5795311118749893e-05,3.96114001904767e-05,4.8503052503923206e-05,9.365519471060679e-11,5.944442715843934e-10
COMPLETED,,wide,all,1.5,0.065,False,0.3035789845194382,0.0586404622091123,0.304440975189209,0.0627855658531189,0.004233782249281205,0.2,0.5,1e-06,0.12,0.3035888671875,0.058643089436848955,1.0225920672475018e-05,0.004229207834326558,7.763951001420038e-07,1.3153637767421246e-17,-15.981341676227597,1200.0,40.0077592600137,0.2098746793344617,40.21763393934816,2.2500105032818833,0.005693153872848258,1601,3201,1.144209314352083e-05,3.6161656134802e-05,1.144209314352806e-05,3.616165613481041e-05,1.9919752040149125e-05,2.392459564740993e-05,3.0784977359166494e-05,4.2886222961293114e-05,6.546063691104109e-11,4.890980953575763e-10
COMPLETED,,wide,all,1.5,0.07,True,0.3085296796468241,0.0584602672387943,0.3085286617279053,0.0584585107862949,2.030094654920295e-06,0.2,0.5,1e-06,0.12,0.30852050781249996,0.05846730965169271,1.1563655317465243e-05,1.199609806252822e-05,9.83927771015796e-07,1.5873797204991764e-17,-17.522594396242184,1200.0,40.48813051264733,0.22086744569242,40.70899795833975,2.250007989243707,0.005762761080439813,1601,3201,1.4413496123193501e-05,4.868092674930746e-05,1.4413496123185622e-05,4.868092674930974e-05,2.230187660172991e-05,2.7819421743685784e-05,3.664912091934008e-05,6.021670737745256e-05,1.0387413151846658e-10,9.45423628273545e-10
COMPLETED,,wide,all,1.5,0.075,False,0.3132090515913153,0.0581127147885543,0.3129734098911285,0.0547120906412601,0.0034087786085381594,0.2,0.5,1e-06,0.12,0.3132080078125,0.0581157500813802,3.2097471480115695e-06,0.0034117347155121166,3.035536186133313e-07,1.9005235263772562e-17,-19.15700436119736,1200.0,40.47062118537724,0.2109220866113901,40.68154327198863,2.2500041027441324,0.005711041755518532,1601,3201,5.274529564877736e-06,3.964220760197168e-05,5.274529564872218e-06,3.9642207601979116e-05,7.674422479211462e-06,1.5116278869566132e-05,1.1379041507187328e-05,4.8702062629780155e-05,1.3910095297831049e-11,6.452547385293883e-10
COMPLETED,,wide,all,1.5,0.08,False,0.3176417654238463,0.0576193324262716,0.3176110684871673,0.0515554435551166,0.0060639665684796545,0.2,0.5,1e-06,0.12,0.3176513671875001,0.05762747290039062,1.2588136643106429e-05,0.006072163070530748,1.3135346598918656e-06,2.2583602903253276e-17,-20.8829059236217,1200.0,40.895783714950085,0.21238988544791937,41.108173600398004,2.250034596476641,0.005632314313323213,1601,3201,1.7815622096584622e-05,5.870119171937313e-05,1.7815622096580577e-05,5.8701191719395506e-05,2.8054225189779265e-05,3.6457580552499066e-05,4.124517494232478e-05,6.851806580717419e-05,1.586984987866913e-10,1.292218887449792e-09
COMPLETED,,wide,all,1.5,0.085,False,0.3218492869365933,0.0569978921594081,0.3222862482070923,0.0489712990820407,0.008038478188162133,0.2,0.5,1e-06,0.12,0.32185058593749993,0.057002478108723956,4.76637540307094e-06,0.008042986893672239,5.451141627469428e-07,2.6131278852829852e-17,-22.52516787120323,1188.6228081925797,41.379242482595146,0.22752575017511845,41.606768232770264,2.250014269363952,0.005585401950442453,1601,3201,8.210768397439863e-06,5.2998975650545986e-05,8.210768397436294e-06,5.299897565055673e-05,1.219571859022946e-05,2.271807528482712e-05,1.7052091382086707e-05,6.408424123451647e-05,3.370836942906408e-11,1.1303395996975496e-09
COMPLETED,,wide,all,1.5,0.09,False,0.3258504254289729,0.0562632320216114,0.3268648684024811,0.0469239465892314,0.00939421880381575,0.2,0.5,1e-06,0.12,0.32585449218749996,0.056260296793619796,5.015385157692072e-06,0.009390862326473688,6.250255117203264e-07,2.798000771998147e-17,-23.589029533516133,1138.5466774291167,41.75787046644837,0.23437086306512356,41.99224132951349,2.2499922323058428,0.0054739308027344225,1601,3201,8.02642613450598e-06,4.976366874061785e-05,8.026426134523632e-06,4.976366874063116e-05,1.2564405744779553e-05,2.3074867387486404e-05,1.6375353971693795e-05,5.894273752756956e-05,3.221156674726444e-11,1.0857840182509904e-09
COMPLETED,,wide,all,1.5,0.095,False,0.3296617663816018,0.0554278666161298,0.331242561340332,0.0453667156398296,0.010184580092937226,0.2,0.5,1e-06,0.12,0.32966308593749993,0.05542046004231771,7.523201672313549e-06,0.010177058467883164,1.0160307564822782e-06,3.003685924746906e-17,-24.708828306862106,1096.0080648818905,42.11916298046708,0.21463053673505783,42.33379351720214,2.249971541262383,0.005368088387874811,1601,3201,1.2354834350475058e-05,5.3827146133446826e-05,1.2354834350484878e-05,5.382714613345279e-05,1.7396024700495722e-05,2.8132073849923678e-05,2.4754718119213116e-05,6.296138081106939e-05,7.632150467173915e-11,1.3687039279730584e-09
COMPLETED,,wide,all,1.5,0.1,False,0.3332980185827091,0.0545024471140046,0.3353471755981445,0.0442478209733963,0.010457361127815906,0.2,0.5,1e-06,0.12,0.3332763671875,0.05450249894205729,2.16514572407412e-05,0.010461676142690378,3.1530723347345996e-06,3.2278762827802896e-17,-25.883144581028876,1059.6868180233328,42.52714833058417,0.23348236829042435,42.76063069887459,2.2499647818532593,0.005339462536672419,1601,3201,3.889797766917462e-05,0.00010524969992055491,3.889797766916633e-05,0.00010524969992054673,5.100352734976552e-05,6.841845662132205e-05,7.581887640580058e-05,0.00012156728850885394,7.565263970832348e-10,4.880332915568886e-09
COMPLETED,,wide,all,1.5,0.105,False,0.3367722951175382,0.0534961131632005,0.3391368985176086,0.0435142740607261,0.010258092469231855,0.2,0.5,1e-06,0.12,0.3367919921875,0.05348688240559896,2.1752734333376578e-05,0.01024458407634058,3.4007732299499715e-06,3.483642164564061e-17,-27.148675382524985,1029.2697763448014,42.29006701242179,0.21671191230416298,42.50677892472595,2.2499954108985163,0.005022153945585743,1601,3201,3.9048395098933824e-05,8.80619788986226e-05,3.904839509894289e-05,8.806197889863768e-05,5.474454381603103e-05,7.07572544105336e-05,7.499595360923433e-05,9.34340382365992e-05,7.623879305640457e-10,3.293345596233621e-09
COMPLETED,,wide,all,1.5,0.11,False,0.3400963428514539,0.0524167659885181,0.3425955474376678,0.0431138575077056,0.00963276335046832,0.2,0.5,1e-06,0.12,0.3401123046875,0.05241267260742187,1.64783487874458e-05,0.009624679569469954,2.7539485807878317e-06,3.7631196930299607e-17,-28.47345227571111,1003.4236132773315,42.518793772906065,0.23768737446516752,42.75648114737123,2.250012123510063,0.004888407795760255,1601,3201,3.085409914751634e-05,8.778624825453488e-05,3.0854099147527305e-05,8.778624825454981e-05,4.315732898050628e-05,6.0428980693473035e-05,5.7355307003303044e-05,9.712592621742054e-05,4.759881377935926e-10,3.2154024998121145e-09
COMPLETED,,wide,all,1.5,0.115,False,0.3432807312668702,0.0512712829522548,0.3457269966602325,0.0429952815175056,0.008629971849475105,0.2,0.5,1e-06,0.12,0.3432861328125001,0.051279869547526044,1.0144274914649622e-05,0.008636678479040717,1.805302384970795e-06,4.0757315764279986e-17,-29.875857597281133,981.74218543198,43.229492265731096,0.24036618322134018,43.469858448952436,2.250047128101258,0.0047937149077082325,1601,3201,2.1869808557491733e-05,0.00010721934902146012,2.1869808557485722e-05,0.00010721934902147319,2.9009339713782136e-05,5.4555319424497996e-05,3.8390718942709006e-05,0.00012548705176899545,2.3914425995030797e-10,4.632147998506753e-09
COMPLETED,,wide,all,1.5,0.12,False,0.3463350090058034,0.0500656877706976,0.3485496044158935,0.0431073084473609,0.0073022924919392196,0.2,0.5,1e-06,0.12,0.3463134765625,0.05006894213867187,2.1776983848215427e-05,0.007311949906059136,4.1126648872208925e-06,4.426863641070938e-17,-31.37092911887464,964.2800494914877,43.41966498270631,0.22037712950259447,43.6400421122089,2.2499754113343022,0.004723808685844291,1601,3201,4.710515974173001e-05,0.00014124467814184355,4.7105159741718893e-05,0.00014124467814184352,5.6762407174685675e-05,8.537164325344711e-05,7.931123620176706e-05,0.00016231002384717232,1.1094476448647583e-09,8.68090732630833e-09
COMPLETED,,wide,all,1.5,0.125,False,0.3492678340847004,0.0488052859720997,0.3510921001434326,0.0433970093727111,0.005707661730388084,0.2,0.5,1e-06,0.12,0.3492919921875,0.04879942146809896,2.4859733265880504e-05,0.00569442227986342,4.965166389975738e-06,4.8285706982441204e-17,-32.99469928284547,950.454145928541,43.587980976328254,0.24690782465040684,43.83488880097866,2.25002526972609,0.00433300515474693,1601,3201,5.2050695695165204e-05,0.00012425428879258543,5.205069569517536e-05,0.00012425428879259926,6.85280331622449e-05,9.398003593384413e-05,8.811714829353866e-05,0.00013423176202781136,1.354637735317965e-09,6.463103052745112e-09
COMPLETED,,wide,all,1.5,0.13,False,0.3520870854995211,0.0474947792679625,0.3533899784088135,0.0438078604638576,0.003910358065592793,0.2,0.5,1e-06,0.12,0.35207519531250003,0.04749083862304686,1.252618177049303e-05,0.003910624337802935,2.637971224487004e-06,5.272532979862947e-17,-34.69704434121404,939.68710983802,45.28402306418866,0.24981157761067152,45.53383464179933,2.2499633187668477,0.0043051345243519485,1601,3201,2.9673473131174354e-05,0.00012678675473484695,2.967347313117339e-05,0.0001267867547348473,3.3080441728737906e-05,6.57600940357859e-05,4.568995985818969e-05,0.00014709584829815625,4.402572750805689e-10,7.143254543429123e-09
COMPLETED,,wide,all,1.5,0.135,False,0.3547999528774636,0.0461383483534535,0.3554832935333252,0.0442780181765556,0.0019818634713396274,0.2,0.5,1e-06,0.12,0.3548095703125,0.046143193603515625,1.0769006678620317e-05,0.0019831243913619252,2.384119523253897e-06,5.782803064971605e-17,-36.54119685715658,931.8985972613339,45.59044366516173,0.25592687632888556,45.846370541490614,2.2500469824995055,0.004033331568067605,1601,3201,2.589905820091237e-05,0.00013975929263679207,2.5899058200919155e-05,0.00013975929263679703,3.358617489531162e-05,7.303331661008131e-05,4.116273249668365e-05,0.0001609526424618445,3.353811672823781e-10,8.025004660794366e-09
COMPLETED,,wide,all,1.5,0.14,True,0.3574130186646834,0.0447397340201771,0.3574146628379822,0.0447392463684082,1.7149664965100556e-06,0.2,0.5,1e-06,0.12,0.3573974609375001,0.044736955322265626,1.5803924740191025e-05,1.735379706644893e-05,3.668945303897945e-06,6.360992196962345e-17,-38.516696513531485,927.4113404658922,45.33041768800467,0.2545033376663923,45.584921025671065,2.2499625779642685,0.0039336363582376,1601,3201,3.958442624943706e-05,0.00015695147351217468,3.9584426249429476e-05,0.00015695147351217577,4.382522918348063e-05,8.48613877139469e-05,5.793114127531828e-05,0.0001804004376570602,7.834630721959002e-10,1.0782349013638282e-08
COMPLETED,,wide,all,1.5,0.145,False,0.3599323242867976,0.0433022950552245,0.3592280745506286,0.045117050409317,0.0019466136458222794,0.2,0.5,1e-06,0.12,0.3599365234375,0.04331118595377603,9.832646829560367e-06,0.001939857277506669,2.3872080344920723e-06,7.024002776810121e-17,-40.65304431622586,925.441727539114,45.58957768790424,0.22801785357296467,45.8175955414772,2.250058380715412,0.003666977928774453,1601,3201,2.7948043563894826e-05,0.00017371608436438467,2.794804356389307e-05,0.00017371608436438503,3.312199100499115e-05,8.808216740361545e-05,4.100074109131345e-05,0.0001998160264693551,3.905461509745578e-10,1.2382431080482093e-08
COMPLETED,,wide,all,1.5,0.15,False,0.3623634285430809,0.0418290599055481,0.3609676957130432,0.0453321523964405,0.0037709053465436854,0.2,0.5,1e-06,0.12,0.3623779296875,0.0418268233235677,1.4672610143334454e-05,0.0037783715767297733,3.7172723711246847e-06,7.793864334265381e-17,-42.9797335467659,926.8509303724318,46.093466866761446,0.26364706456661224,46.35711393132806,2.2500293013095685,0.00339260424929654,1601,3201,3.515898865331118e-05,0.00016064894677791168,3.5158988653324604e-05,0.000160648946777925,4.527022919338537e-05,9.152343540776456e-05,5.272821847584234e-05,0.00018151251330343344,6.180774780872866e-10,1.0854546927951958e-08
COMPLETED,,wide,all,1.5,0.155,False,0.3647114577304087,0.0403227693778328,0.3626769185066223,0.0453036315739154,0.00538036597914027,0.2,0.5,1e-06,0.12,0.3647216796875001,0.04032292960611979,1.0223212796475823e-05,0.005384091416277003,2.6968035396441156e-06,8.677072030045217e-17,-45.4874871405806,930.8936877628391,46.60702413506806,0.2673897296190262,46.874413864687085,2.250033546975647,0.0032134215583173222,1601,3201,2.63962436054554e-05,0.00017577181280184633,2.639624360546529e-05,0.00017577181280185235,3.384147368919558e-05,9.281839036506946e-05,3.864402066029026e-05,0.00019975082546178682,3.4838110174462145e-10,1.292342644010347e-08
