status,error,mode,alpha_set,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_complex_spectral_error,cr_min,cr_max,ci_min,ci_max,shooting_cr,shooting_ci,shooting_complex_spectral_error,delta_c_from_pinn,stage1_mismatch,stage2_mismatch,ln_p_start_right,y_limit,solve_seconds,reconstruction_seconds,total_seconds,alignment_real,alignment_imag,n_core20,n_core40,p_rel_l2_core20,p_rel_l2_core40,rho_rel_l2_core20,rho_rel_l2_core40,u_rel_l2_core20,u_rel_l2_core40,v_rel_l2_core20,v_rel_l2_core40,p_overlap_error_core20,p_overlap_error_core40
COMPLETED,,wide,all,1.5,0.16,False,0.3669811495888635,0.0387859129695862,0.3643973469734192,0.044953491538763,0.006686932133837299,0.2,0.5,1e-06,0.12,0.3669677734374999,0.0387799737141927,1.4635442594302118e-05,0.006687257624582274,4.01222251728886e-06,9.710109401112868e-17,-48.21995614987884,938.1521359655158,48.1425038697198,0.23418848495930433,48.37669235467911,2.2499555560775995,0.0031102368503172504,1601,3201,4.008103407032651e-05,0.00019315654299520126,4.0081034070332396e-05,0.0001931565429952019,4.2903700344321685e-05,0.0001033258428889251,5.230110441608606e-05,0.00021949014329646947,8.032444709371589e-10,1.615457734249759e-08
COMPLETED,,wide,all,1.5,0.165,False,0.3691768912189201,0.037220759251363,0.366167664527893,0.0442125163972377,0.007611840333643361,0.2,0.5,1e-06,0.12,0.3691650390624999,0.037217486735026034,1.2295648619911399e-05,0.007610170436720263,3.496061203200124e-06,1.0918026225130005e-16,-51.212854738933885,948.3765691998012,48.41404797043651,0.27651718724519014,48.690565157681704,2.24997283979526,0.0029068687477791866,1601,3201,3.6121428717574064e-05,0.00020955948748590668,3.6121428717568535e-05,0.00020955948748590283,3.7452898657832346e-05,0.00010975945459718493,4.529305672448819e-05,0.0002377549961231713,6.523787066115005e-10,1.872185662055159e-08
COMPLETED,,wide,all,1.5,0.17,False,0.3713027528389057,0.035629382304755,0.3680223524570465,0.0430270396173,0.008092364325656149,0.2,0.5,1e-06,0.12,0.37131347656249997,0.03563546866861979,1.2330534166095119e-05,0.00809115683736696,3.6293801476485532e-06,1.2349670285822877e-16,-54.50321435256156,961.8019900246803,49.542085552588105,0.24212475307285786,49.78421030566096,2.2500675119143514,0.002613923671188297,1601,3201,3.676544830286965e-05,0.00023669871891752136,3.6765448302863817e-05,0.00023669871891752819,4.437197038129878e-05,0.00012864671415394475,4.978797855844383e-05,0.0002662014437337807,6.758489323743788e-10,2.2963107193518795e-08
COMPLETED,,wide,all,1.5,0.175,False,0.3733625163855322,0.0340136833360583,0.3699903190135956,0.0413661152124404,0.00808887937925494,0.2,0.5,1e-06,0.12,0.3733642578124999,0.03401438842773437,1.8787554804793976e-06,0.008088964688742055,5.716153648171549e-07,1.4055567391286058e-16,-58.13912361144886,979.2895616499317,50.23491521552205,0.29370403103530407,50.528619246557355,2.2500234727220896,0.0024492159787689012,1601,3201,1.6992105215330656e-05,0.00023545622696633317,1.6992105215335247e-05,0.00023545622696633916,1.722116411967364e-05,0.00012195831190724515,2.0527702932935775e-05,0.000265068214659148,1.4436607465029283e-10,2.3075084287782488e-08
COMPLETED,,wide,all,1.5,0.18,False,0.3753597021383517,0.0323754101889196,0.3720930218696594,0.0392287150025367,0.007592034433945263,0.2,0.5,1e-06,0.12,0.37536621093750017,0.03237377709960937,6.710547447900873e-06,0.007596310968280714,2.107277653930121e-06,1.6109135921039695e-16,-62.17833769733717,1000.7721232992095,51.888479724526405,0.2987905517220497,52.187270276248455,2.25002278119492,0.002224924402206633,1601,3201,2.137440725174963e-05,0.0002436210654516655,2.1374407251757202e-05,0.00024362106545167375,2.6465163820603335e-05,0.000130332673298936,2.8407964947186673e-05,0.0002725657372143655,2.2843260616411953e-10,2.4781438567877956e-08
COMPLETED,,wide,all,1.5,0.185,False,0.3772975914074026,0.0307161740099197,0.3743417859077453,0.0366497598588466,0.006629044213036288,0.2,0.5,1e-06,0.12,0.37731933593750017,0.030713634684244786,2.189229919508864e-05,0.006641038041468714,7.084822800408618e-06,1.861145715384501e-16,-66.69121036161661,1026.790674403881,51.70465691015124,0.2467584665864706,51.951415376737714,2.25004850130616,0.0019516366789942472,1601,3201,5.9597259881306896e-05,0.00026922467868672616,5.959725988131925e-05,0.000269224678686739,7.397669060327162e-05,0.00016268277610036723,7.732494434119845e-05,0.00029712825856964347,1.775916746993289e-09,3.006695359353273e-08
COMPLETED,,wide,all,1.5,0.19,False,0.3791792469131422,0.0290374633147935,0.3767353594303131,0.0337033197283744,0.005267143637768264,0.2,0.5,1e-06,0.12,0.37917480468750003,0.02903396118164062,5.65670445369121e-06,0.005268187771973162,1.8845319394153045e-06,2.1659555470304714e-16,-71.73250454738194,1058.0317308304936,53.21198421344161,0.25011880975216627,53.46210302319378,2.2499940908781397,0.0019018483016974938,1601,3201,2.3264128308221493e-05,0.0002810932792891433,2.3264128308222756e-05,0.0002810932792891527,2.242656833181807e-05,0.00015144140363002067,2.4915046251222478e-05,0.00031292355609121024,2.706104229588391e-10,3.2999795451793545e-08
COMPLETED,,wide,all,1.5,0.195,False,0.3810075315624341,0.0273406565891719,0.3792565166950226,0.0305007398128509,0.003612779960982078,0.2,0.5,1e-06,0.12,0.3810302734375,0.027334756591796867,2.3494740912350365e-05,0.003629002994967049,8.045133125532733e-06,2.5574328818534686e-16,-77.48009762150949,1095.4231032246855,53.08762441482395,0.32659541349858046,53.41421982832253,2.2500330743507617,0.0015611470983668437,1601,3201,6.445838927293337e-05,0.0002976442579599489,6.445838927294748e-05,0.0002976442579599589,8.070335467881181e-05,0.00018293609766708942,8.093299243523908e-05,0.00032621930253181073,2.077441885184328e-09,3.689916905358359e-08
COMPLETED,,wide,all,1.5,0.2,False,0.3827851238109725,0.0256270327916779,0.3818697929382324,0.0271816812455654,0.0018040960123468857,0.2,0.5,1e-06,0.12,0.3827880859375001,0.02563555200195312,9.019486530766934e-06,0.0017982707444812274,3.1715079880161108e-06,3.0744346189670984e-16,-83.94594547349456,1139.2587360447442,53.10594903957099,0.3453640351071954,53.45131307467818,2.250078594181238,0.0015204521885945935,1601,3201,4.0982757414468656e-05,0.0003614535090359221,4.098275741446807e-05,0.00036145350903591544,4.602394171946997e-05,0.00020405715431298467,4.805221294382844e-05,0.0003984556371146245,8.397929018855166e-10,5.252599322158602e-08
COMPLETED,,wide,all,1.5,0.205,True,0.3845145331817926,0.0238977814289654,0.3845206797122955,0.0238976757973432,6.147438105645222e-06,0.2,0.5,1e-06,0.12,0.38449707031249997,0.0238972852376302,1.746991728004941e-05,2.3612630001625094e-05,6.302112450499207e-06,3.7194124493282934e-16,-91.47057186188704,1192.7536916954703,55.002763397060335,0.4042990757152438,55.40706247277558,2.2499936982311364,0.0014529765638650759,1601,3201,5.9257807733454394e-05,0.0003690036452319849,5.92578077334459e-05,0.0003690036452319897,6.567315715780915e-05,0.00021253185599101295,6.455633153792767e-05,0.0004061456430474584,1.7557438836135475e-09,5.530832347666603e-08
COMPLETED,,wide,all,1.5,0.21,False,0.3861981129078951,0.0221540099667619,0.3871373534202575,0.0207908619195222,0.001655398845824251,0.2,0.5,1e-06,0.12,0.3862060546875001,0.02215901847330729,9.389195977806258e-06,0.0016550437109939717,3.4703646395624722e-06,4.02744789197991e-16,-95.94966217178462,1200.0,56.268460961058736,0.3596883313730359,56.62814929243177,2.1962225141481087,0.4893013724881785,1601,3201,4.032833415650114e-05,0.00039069184027201893,4.032833415650036e-05,0.00039069184027202316,4.8324097650351814e-05,0.00022703440251563566,4.77868016805481e-05,0.00042709953704242964,8.131876283457018e-10,6.124243501215432e-08
COMPLETED,,wide,all,1.5,0.215,False,0.3878380721661077,0.0203967524448943,0.389635682106018,0.0179737620055675,0.0030169991987293223,0.2,0.5,1e-06,0.12,0.38781738281250006,0.02040122062174479,2.1166340190739176e-05,0.0030329470246051545,8.011004980909721e-06,4.3120672741583225e-16,-99.94002490214694,1200.0,55.285849436186254,0.35914843901991844,55.64499787520617,2.180868431101921,0.5535329406713826,1601,3201,7.467730055084435e-05,0.0004407348248287827,7.467730055084084e-05,0.0004407348248287845,8.571502113369309e-05,0.00026191200121322716,7.988228322098961e-05,0.0004814444209646847,2.7883493292080175e-09,7.713210070647847e-08
COMPLETED,,wide,all,1.5,0.22,False,0.3894364866610318,0.0186269745723128,0.3919271230697632,0.015516273677349,0.003984937863810035,0.2,0.5,1e-06,0.12,0.38942871093750014,0.018628774454752604,7.981319016179904e-06,0.003991205866900026,3.0899718846405527e-06,4.485595733124583e-16,-104.04680527582124,1200.0,56.79831796884537,0.2619082126766443,57.06022618152201,2.1628917916221213,0.6201073508377359,1601,3201,4.136407899024021e-05,0.0004344964768219545,4.136407899023023e-05,0.0004344964768219595,4.631493281780585e-05,0.00025516529427686016,4.299263439185909e-05,0.00047286176233260057,8.554931207882532e-10,7.542525159998092e-08
COMPLETED,,wide,all,1.5,0.225,False,0.3909953089569625,0.0168455808336089,0.3939282298088074,0.0134432567283511,0.004491974403355919,0.2,0.5,1e-06,0.12,0.39099121093750006,0.01683842479112413,8.246375419441714e-06,0.004489236686218412,3.2632286106748406e-06,4.858631452601119e-16,-108.22822164830302,1200.0,57.85507913865149,0.2717586727812886,58.12683781143278,2.140496342153484,0.693352823147288,1601,3201,2.929592992660293e-05,0.00041798481340556614,2.929592992660588e-05,0.0004179848134055693,3.564604539513102e-05,0.00024824034882079446,3.0337235765458742e-05,0.0004531638734700056,4.2912617903567707e-10,7.123503942274567e-08
COMPLETED,,wide,all,1.5,0.23,False,0.392516376067718,0.0150534184547582,0.3955715596675873,0.0117421057075262,0.004505434378491309,0.2,0.5,1e-06,0.12,0.3925048828125,0.01504807512749566,1.2674622745486435e-05,0.004509317103431643,5.123196618030395e-06,4.41506762616352e-16,-112.47652055233145,1200.0,59.23121354635805,0.37929199263453484,59.610505538992584,2.112809405320203,0.7736314099537995,1601,3201,4.6586660302850806e-05,0.0004607795660291179,4.658666030284934e-05,0.00046077956602913326,5.5830266839271645e-05,0.00027813875013027917,4.687446573261538e-05,0.0004982307365238877,1.085158851665824e-09,8.528310124766847e-08
COMPLETED,,wide,all,1.5,0.235,False,0.3940014195573408,0.0132512826692283,0.3968163132667541,0.0103755472227931,0.004024112442909414,0.2,0.5,1e-06,0.12,0.3940185546875001,0.013257725463867187,1.8306345575623192e-05,0.004016765425203515,7.551677250312162e-06,6.103956479150791e-16,-116.83300304995035,1200.0,59.87806095555425,0.280060738325119,60.158121693879366,2.078866004107363,0.8609665850836137,1601,3201,6.903644898768555e-05,0.0005387621435427789,6.903644898768528e-05,0.0005387621435427835,9.304939132698423e-05,0.0003402106613056255,7.735957473734836e-05,0.0005777552745017973,2.3830152295900575e-09,1.1291981705241483e-07
COMPLETED,,wide,all,1.5,0.24,False,0.3954520703716769,0.0114399208398132,0.3976557552814483,0.0092946831136941,0.003075430389899739,0.2,0.5,1e-06,0.12,0.3954345703125,0.01143482398817274,1.8227176628306318e-05,0.0030844554833707755,7.671504413021165e-06,5.478271947635381e-16,-121.21988866910347,1200.0,62.492422403767705,0.30764308385550976,62.800065487623215,2.0356396031521022,0.9584517213704058,1601,3201,6.517961320903137e-05,0.0005286375319578697,6.51796132090362e-05,0.0005286375319578699,8.271944755937928e-05,0.00032970812352392206,6.486004128897248e-05,0.0005679695022412203,2.124190934260639e-09,1.1035977842688283e-07
COMPLETED,,wide,all,1.5,0.245,False,0.3968698690028414,0.0096200339481258,0.3981189131736755,0.0084489975124597,0.0017121441745227574,0.2,0.5,1e-06,0.12,0.39685058593750006,0.009611922512478296,2.091965576249739e-05,0.0017207697503421682,8.976437844443253e-06,5.734000925813878e-16,-125.71225712806518,1200.0,64.6997184380889,0.28033280931413174,64.98005124740303,1.979887804182747,1.0688450523873791,1601,3201,7.125052502982808e-05,0.0005483153115991429,7.125052502983375e-05,0.0005483153115991459,9.476866056252041e-05,0.0003477262767681547,7.03216374455986e-05,0.0005872955880463845,2.5383185553451426e-09,1.1872133820478581e-07
COMPLETED,,wide,all,1.5,0.25,True,0.3982562675527282,0.0077922850962732,0.3982640504837036,0.0077922237105667,7.783173053010471e-06,0.2,0.5,1e-06,0.12,0.3982666015625001,0.007789021036783853,1.0837243298729096e-05,4.094523462531382e-06,4.737618188483189e-06,5.881125672965409e-16,-130.3090583913194,1200.0,62.60142416320741,0.2651441367343068,62.86656829994172,1.906248582478049,1.1953701705759068,1601,3201,4.413610173035527e-05,0.0005830936427802932,4.413610173036669e-05,0.0005830936427803145,8.232934759524522e-05,0.00037781342570117126,5.03719270127882e-05,0.0006201828321437833,9.7399821541444e-10,1.3300109036329388e-07
