epoch,loss,compat,ode,bc,gauge,q0,anchor_p,anchor_q,tail_p,tail_q,lr
1,0.05226869487681342,0.00010289285480331753,1.529790956837833e-05,1.480025700341318e-07,1.551937141886556e-09,0.0005330553663011087,1.636102556500682e-05,5.6086731903027765e-05,0.024594667119210132,0.001358058815861547,9.999996249550822e-06
2,0.05622769409102489,0.00012123127204783724,1.4518154469935794e-05,4.265699744974383e-06,7.391932963634021e-06,0.0005491395752170469,7.618090670082048e-05,0.0002648313054964075,0.023836278997345025,0.0013551704337946512,9.999984998209208e-06
3,0.0558306716720521,0.00010067526436568819,1.4713490506898268e-05,4.18623543797309e-06,2.3567262492669534e-05,0.0005038639587433256,6.67618916961403e-05,0.00017193647725028606,0.023585681429070145,0.0013502597336221137,9.999966245992924e-06
4,0.05324441905115642,0.00010533425647929477,1.543260048959397e-05,3.231818842203761e-06,1.0964744410728634e-08,0.0005306958992912341,6.197223252259984e-05,0.0001957660083915907,0.023429952972489284,0.0013491246007678265,9.999939992931588e-06
5,0.05181316944935169,0.00010607880747578647,1.384017018917873e-05,2.467542022919582e-06,8.228132453523818e-06,0.0005484279312141521,3.723719777223128e-05,0.0001086235486984896,0.023246034330084406,0.0013480470576965995,9.99990623906665e-06
6,0.05127014797354296,0.00010551161521208283,1.4349800439149764e-05,2.4835136660592646e-06,9.178152085746355e-09,0.0005327366292461865,4.4596135630849337e-05,0.00015879688901507502,0.022988018342107362,0.001346189457802855,9.99986498445142e-06
7,0.05156684914640934,0.00010510027532702486,1.4665473962472057e-05,3.035038280331891e-06,4.238440712257916e-06,0.0005216370556899082,5.188121705579979e-05,0.000168438045172095,0.022726487078357976,0.0013440870520260997,9.999816229151038e-06
8,0.04928718561150429,9.225061900885327e-05,1.2922838347869448e-05,4.013167821990864e-06,1.82064899498567e-06,0.0005257341094963758,3.4728850061165315e-05,9.456600145309761e-05,0.022483686721219174,0.0013418706451654877,9.999759973242496e-06
9,0.04926631207834142,9.732172220668638e-05,1.3898925455677603e-05,5.424696873848679e-06,3.377359147033645e-06,0.000544049161480985,3.613095104072994e-05,0.0001082899488250356,0.022254920785947083,0.0013397932955274527,9.999696216814633e-06
10,0.04979921189720759,0.00010450702857766334,1.2616374953541427e-05,6.381019683584639e-06,5.195570262787993e-06,0.0005465665687108505,4.8196201214495014e-05,0.00013355340962603328,0.022024149135937962,0.001338240050457973,9.999624959968127e-06
11,0.04828472690149747,0.00010603558649756014,1.3224248726817136e-05,6.6724909996256195e-06,4.40652658985819e-07,0.0005372582639232454,4.207459594266213e-05,9.602769538284187e-05,0.021801417757847216,0.0013370343122665396,9.999546202815502e-06
