final_reference_id,alpha,cr_abs_error_S4,ci_abs_error_S4,kappa_nrmse_S4,q_nrmse_S4,log_amp_rmse_S4,amplitude_rel_l2_S4,phase_rmse_S4,pressure_rel_l2_S4,pressure_overlap_error_S4,cr_abs_error_S4M2,ci_abs_error_S4M2,kappa_nrmse_S4M2,q_nrmse_S4M2,log_amp_rmse_S4M2,amplitude_rel_l2_S4M2,phase_rmse_S4M2,pressure_rel_l2_S4M2,pressure_overlap_error_S4M2,role,delta_cr_abs_error_S4M2_minus_S4,delta_ci_abs_error_S4M2_minus_S4,delta_kappa_nrmse_S4M2_minus_S4,delta_q_nrmse_S4M2_minus_S4,delta_log_amp_rmse_S4M2_minus_S4,delta_amplitude_rel_l2_S4M2_minus_S4,delta_phase_rmse_S4M2_minus_S4,delta_pressure_rel_l2_S4M2_minus_S4,delta_pressure_overlap_error_S4M2_minus_S4
M1.500000_a0.10000000,0.1,0.0020491570154354,0.0102546335911888,1.0502097906560324,0.2956660148047138,0.5119465124616817,0.4693595246656087,0.8980913647206067,0.8702037356197019,0.1772770257262842,0.0021133214155361,0.0101773300922055,0.3338625846459876,0.1411948882316412,0.1548644870815084,0.1041566688664815,0.3862647972671207,0.3859946794192326,0.0550198036564578,off_anchor,6.416440010069977e-05,-7.730349898329991e-05,-0.7163472060100448,-0.15447112657307258,-0.35708202538017325,-0.3652028557991272,-0.511826567453486,-0.4842090562004693,-0.12225722206982641
M1.500000_a0.10500000,0.105,0.0023646034000704,0.0099818391024743,1.043030124063453,0.2927292549154739,0.5472204491192699,0.4939150774624288,0.9370189320767022,0.889250222866096,0.198986561279624,0.0024055517910311,0.0099048522531663,0.3575221677174185,0.1543635704116828,0.1761997305419097,0.1149109523359672,0.4448152974510491,0.4414864493684407,0.071400556942516,off_anchor,4.09483909607003e-05,-7.698684930800004e-05,-0.6855079563460345,-0.1383656845037911,-0.3710207185773602,-0.3790041251264616,-0.4922036346256531,-0.4477637734976553,-0.12758600433710798
M1.500000_a0.11000000,0.11,0.0024992343885363,0.0093029122061027,1.036943011911547,0.2907670821964968,0.5848469763016556,0.5180333082420975,0.9795602863142356,0.9095551127913608,0.2204654953367838,0.0025190231306017,0.0092301349348319,0.3741338493291238,0.1651860505283032,0.195601833973043,0.1227066541655246,0.5003706017411805,0.4919856114442341,0.0882460426689399,off_anchor,1.9788742065400197e-05,-7.277727127080053e-05,-0.6628091625824233,-0.12558103166819357,-0.3892451423286126,-0.39532665407657286,-0.4791896845730551,-0.4175695013471267,-0.1322194526678439
M1.500000_a0.11500000,0.115,0.0024462653933623,0.0082759977094588,1.0317422160998295,0.289349528439157,0.6213472627106956,0.5406466072896047,1.0208264328608962,0.930153802039818,0.2408438660273276,0.0024490668116667,0.0082108535580096,0.3840642369590593,0.1736979361175216,0.2105871237086136,0.1270160420937365,0.5527623108253851,0.5365283086026614,0.1047759221402747,off_anchor,2.8014183043999913e-06,-6.514415144920002e-05,-0.6476779791407703,-0.11565159232163541,-0.410760139002082,-0.41363056519586816,-0.4680641220355112,-0.3936254934371566,-0.1360679438870529
M1.500000_a0.12000000,0.12,0.0022145954100901,0.0069583867739172,1.026911534427135,0.2883683894705448,0.6582187628870353,0.5618602406626391,1.0625408135749936,0.9507711100516278,0.2596409905711564,0.0022059825389201,0.0069038261722059,0.3875590540292711,0.1800411687858412,0.2210403532411608,0.1274938693138459,0.6004172125127204,0.5735887950443729,0.1199421596195529,off_anchor,-8.612871170000144e-06,-5.456060171130008e-05,-0.6393524803978639,-0.10832722068470357,-0.4371784096458745,-0.4343663713487932,-0.46212360106227324,-0.37718231500725496,-0.13969883095160351
M1.500000_a0.12500000,0.125,0.0018242660587322,0.0054082765993885,1.0219794378923417,0.2874635026857628,0.6975837042903136,0.5821580987470664,1.1055204653169772,0.9710531378319384,0.2764282174925329,0.0018109146183025,0.0053668290195278,0.3849386736831395,0.1841718539522893,0.2270126823355743,0.1239525721248803,0.642807895093606,0.6020172430117209,0.1327261425323901,off_anchor,-1.3351440429700077e-05,-4.14475798606994e-05,-0.6370407642092022,-0.10329164873347352,-0.47057102195473927,-0.45820552662218605,-0.4627125702233712,-0.3690358948202175,-0.14370207496014278
M1.500000_a0.13000000,0.13,0.0013028929092923,0.0036869188041048,1.0171125604152886,0.2863301961619836,0.7352356788756335,0.6003757727873292,1.1451352690379202,0.989265584841695,0.290314307646522,0.001292104468588,0.0036605921775656,0.3770064295240143,0.1860982845624798,0.225364000440978,0.1163565182201418,0.6791813134151262,0.6204192393206782,0.141981429499597,off_anchor,-1.078844070429995e-05,-2.632662653919999e-05,-0.6401061308912743,-0.10023191159950379,-0.5098716784346554,-0.4840192545671874,-0.46595395562279396,-0.3688463455210168,-0.148332878146925
M1.500000_a0.13500000,0.135,0.0006833406558616,0.0018603301768978,1.01188348902363,0.2846861061791015,0.7754876376983462,0.6174076097994305,1.183588458371363,1.0049155074573612,0.3009947111826664,0.0006826552024467,0.0018505959933479,0.3647402401572916,0.1858600186325817,0.2173077419373233,0.1051954417592808,0.7088325334545892,0.6273841911061806,0.1465921114127117,off_anchor,-6.854534148999702e-07,-9.734183549899847e-06,-0.6471432488663382,-0.09882608754651981,-0.5581798957610229,-0.5122121680401497,-0.47475592491677376,-0.37753131635118065,-0.1544025997699547
M1.500000_a0.14000000,0.14,1.6441732987870772e-06,4.876517688962023e-07,1.0065130745152264,0.2822245094799627,0.8161781313486494,0.6326656923345897,1.2177327505124704,1.0163800983851852,0.3078159069257881,1.8452683125447237e-05,8.143123332235436e-06,0.3499561625270352,0.1835774503969794,0.2010119217537139,0.0914840202102087,0.7315015100897252,0.621497241676447,0.1456053668490952,S4M4_added_anchor,1.680850982666016e-05,7.655471563339233e-06,-0.6565569119881912,-0.0986470590829833,-0.6151662095949355,-0.541181672124381,-0.48623124042274524,-0.39488285670873813,-0.1622105400766929
M1.500000_a0.14500000,0.145,0.0007042795384913,0.0018147553540925,1.001353126782842,0.2786541594597085,0.8546814910318994,0.6456370577502358,1.244687971934169,1.0221413973080855,0.3102683258125375,0.000663211938241,0.0017896841503838,0.3351960727792678,0.1794954821848898,0.1750275977441557,0.0771663963589684,0.7473521496466062,0.6014737927479173,0.1384645996083759,off_anchor,-4.106760025029998e-05,-2.5071203708700073e-05,-0.6661570540035742,-0.0991586772748187,-0.6796538932877437,-0.5684706613912675,-0.4973358222875628,-0.42066760456016816,-0.1718037262041616
M1.500000_a0.15000000,0.15,0.0013957328300376,0.0035030962161827,0.9962928541316446,0.2737215366406414,0.8961022270681093,0.6573614710363319,1.2657184854086263,1.0219659894466622,0.3084122770070879,0.0013248629073997,0.0034614288441944,0.3233294286580326,0.1740230602700383,0.1425148358418402,0.0654791419011447,0.7576783775394286,0.5663944180541365,0.1252724080679698,off_anchor,-7.086992263789999e-05,-4.166737198829998e-05,-0.672963425473612,-0.09969847637060311,-0.753587391226269,-0.5918823291351872,-0.5080401078691977,-0.4555715713925257,-0.1831398689391181
M1.500000_a0.15500000,0.155,0.0020345392237863,0.0049808659213729,0.9918472606361696,0.2672249884817831,0.9380263946790028,0.6674780982424185,1.277946024130363,1.0150943129959986,0.3022038417752875,0.0019299926768503,0.0049243532675453,0.3173264742285088,0.1677376068276322,0.1054337328619913,0.0604659494675184,0.7643782900015743,0.5161234475025117,0.1070059972472087,off_anchor,-0.00010454654693600003,-5.651265382759958e-05,-0.6745207864076608,-0.09948738165415091,-0.8325926618170115,-0.6070121487749002,-0.5135677341287888,-0.4989708654934869,-0.19519784452807876
M1.500000_a0.16000000,0.16,0.0025837728131219,0.0061675785691768,0.9883491071085758,0.2590522550732931,0.9805631205365724,0.676200932355451,1.2802218968545422,1.001761457336947,0.2920453339103479,0.0024438807118341,0.0060989140183955,0.3188569780473747,0.1613310099784999,0.0743438313597091,0.0640346779849553,0.7700402479876031,0.4520282015921493,0.0855851604937995,off_anchor,-0.00013989210128779973,-6.866455078130031e-05,-0.6694921290612011,-0.09772124509479321,-0.9062192891768632,-0.6121662543704957,-0.5101816488669392,-0.5497332557447978,-0.20646017341654843
M1.500000_a0.16500000,0.165,0.003009226691027,0.0069917571458747,0.9860609409697164,0.2491973339775006,1.0238627361915045,0.6838038669948039,1.2718171708645876,0.9829405671627304,0.2786683573348789,0.0028350023143485,0.0069145132515361,0.3274262008998275,0.1554793976601832,0.0757796801405391,0.0735628183708555,0.7772414000879879,0.3780944038773553,0.0636598639282183,off_anchor,-0.0001742243766785002,-7.724389433859998e-05,-0.6586347400698889,-0.0937179363173174,-0.9480830560509654,-0.6102410486239483,-0.49457577077659964,-0.604846163285375,-0.21500849340666056
M1.500000_a0.17000000,0.17,0.0032804003818591,0.0073976535872547,0.9849340414992264,0.2377654093649799,1.0713169260553592,0.6910555476612175,1.2535400033145696,0.960610550143473,0.2632040485270228,0.0030760458572467,0.0073161814884273,0.3403233315440329,0.1506572561499379,0.114126079186064,0.0849184218000255,0.7885203175156489,0.3027653724571649,0.0440935272449186,off_anchor,-0.00020435452461239987,-8.147209882740022e-05,-0.6446107099551934,-0.08710815321504198,-0.9571908468692952,-0.606137125861192,-0.4650196857989207,-0.6578451776863081,-0.21911052128210418
M1.500000_a0.17500000,0.175,0.0033721973719366,0.0073524318763821,0.9852841250638412,0.224961000538057,1.1167868099041998,0.6972976566633526,1.2235554977366598,0.9361012661959136,0.2465695112519514,0.0031454911055334,0.0072716303298085,0.3540297904244078,0.1469678842303194,0.1646233774699547,0.0952451936365034,0.8022473480123107,0.2419588755591552,0.0292696585419814,off_anchor,-0.00022670626640319998,-8.080154657359988e-05,-0.6312543346394335,-0.07799311630773761,-0.9521634324342451,-0.6020524630268492,-0.42130814972434916,-0.6941423906367584,-0.21729985270997
M1.500000_a0.18000000,0.18,0.0032666802686922,0.0068533048136171,0.9867449149205364,0.2111246946776494,1.1636471180030312,0.7031805593558063,1.183778010530676,0.9116886301382796,0.2300457129285562,0.0030294537824862,0.0067782625658449,0.3648610290423949,0.1441511844766008,0.2151080976645478,0.1030550856073354,0.817270496639135,0.2186652148418005,0.0204777730569334,off_anchor,-0.00023722648620600004,-7.504224777220032e-05,-0.6218838858781415,-0.06697351020104861,-0.9485390203384834,-0.6001254737484709,-0.3665075138915411,-0.6930234152964792,-0.20956793987162278
M1.500000_a0.18500000,0.185,0.0029557756973348,0.0059335895742172,0.9888399989582712,0.1964273105130374,1.215382127041674,0.7094406155278475,1.135808275673928,0.8894451907647475,0.2147749186753789,0.0027239434314809,0.0058691010738605,0.3699965384521704,0.1415078959012264,0.260055326483998,0.1078178140560632,0.8312858582472741,0.2419441802204245,0.0176708356052075,off_anchor,-0.00023183226585390005,-6.448850035670022e-05,-0.6188434605061008,-0.05491941461181102,-0.955326800557676,-0.6016228014717844,-0.304522417426654,-0.647501010544323,-0.1971040830701714
M1.500000_a0.19000000,0.19,0.002443887482829,0.0046658489630003,0.9914262247074104,0.1812485181621869,1.2688196569223162,0.715625804579631,1.0798707759943964,0.8697841275438779,0.2013392977736284,0.0022371487724256,0.0046157847866793,0.3680037509725543,0.1383821911813766,0.2963640556085576,0.1094623528265167,0.8393448576602722,0.2916736119217636,0.0195822241634825,off_anchor,-0.00020673871040339988,-5.006417632100017e-05,-0.6234224737348562,-0.042866326980810304,-0.9724556013137586,-0.6061634517531143,-0.24052591833412418,-0.5781105156221142,-0.18175707361014593
M1.500000_a0.19500000,0.195,0.0017510446697339,0.0031600794983887,0.9942111528845802,0.165871743713522,1.323963555886415,0.7217426971864728,1.0170485403740763,0.8528605488978352,0.1901503082529222,0.0015919002681836,0.0031267660898947,0.3584244709850733,0.1341660163178547,0.3222288708176665,0.1082272292532871,0.8378688147422286,0.3452489545979992,0.0242641783653159,off_anchor,-0.00015914440155030012,-3.3313408494e-05,-0.6357866818995068,-0.031705727395667294,-1.0017346850687483,-0.6135154679331857,-0.1791797256318477,-0.507611594299836,-0.16588612988760632
M1.500000_a0.20000000,0.2,0.00091533087274,0.0015546503165326,0.9971526495520489,0.1505901070828537,1.3770038794496935,0.7272930327470561,0.9476972037916156,0.8379527676480807,0.181232741217568,0.0008270861961501,0.0015383894243798,0.3417366296451155,0.1284916182101145,0.3366702208371764,0.1044626698846047,0.8229136753085633,0.3903517537083426,0.0296317012358351,off_anchor,-8.824467658990001e-05,-1.6260892152799916e-05,-0.6554160199069334,-0.022098488872739186,-1.0403336586125171,-0.6228303628624514,-0.1247835284830523,-0.4476010139397381,-0.15160103998173288
M1.500000_a0.20500000,0.205,6.146530502959546e-06,1.056316221471898e-07,0.9995378044362286,0.1355078071304871,1.4393575127320988,0.733551752115485,0.8747768654969896,0.8256488779942506,0.1748503841085932,2.510647171660718e-06,1.1021467769857518e-06,0.3185334860043066,0.1210842706632256,0.3402091982662056,0.0986383195794735,0.7967870768864641,0.4216418121824509,0.0339706052773471,S4M4_added_anchor,-3.635883331298828e-06,9.96515154838562e-07,-0.6810043184319221,-0.014423536467261508,-1.0991483144658931,-0.6349134325360115,-0.07798978861052552,-0.4040070658117997,-0.14087977883124608
M1.500000_a0.21000000,0.21,0.0009392405123624,0.0013631517725299,1.0018221740972986,0.1208493059422376,1.4992598032957258,0.7390823800288414,0.7968437360276391,0.8142674583770548,0.170418908589814,0.000828971919528,0.0013523745076964,0.2903007413462852,0.1119806833021901,0.3328019126546437,0.0911388445329747,0.7551124485189373,0.4368670362728933,0.0361219868745862,off_anchor,-0.00011026859283440001,-1.0777264833499974e-05,-0.7115214327510133,-0.008868622640047494,-1.166457890641082,-0.6479435354958667,-0.04173128750870181,-0.3774004221041615,-0.1342969217152278
M1.500000_a0.21500000,0.215,0.0017976099399103,0.0024229848513913,1.003773109448361,0.1067991199174784,1.5607549231563786,0.7442607385339854,0.7154685899625229,0.8038780175189517,0.1678479192899162,0.0015765959170832,0.0024048166106057,0.2581677122289064,0.1013340505178674,0.3155466962415508,0.0822785347442447,0.6992381941366393,0.4352037773645074,0.0355184778014452,off_anchor,-0.00022101402282709987,-1.8168240785600056e-05,-0.7456053972194547,-0.005465069399611,-1.245208226914828,-0.6619822037897407,-0.016230395825883592,-0.36867424015444433,-0.13232944148847098
M1.500000_a0.22000000,0.22,0.0024906364087313,0.0031107008949637,1.0051616507767729,0.093431530128729,1.6276957908841012,0.7493750290074376,0.6315995047101413,0.7946973692056116,0.1669383925446057,0.0021688011292666,0.0030894704655527,0.2232240029053342,0.089272430100809,0.2896140024854892,0.0724126301679574,0.6311805057580733,0.4171265925553817,0.0322968325595433,off_anchor,-0.0003218352794647,-2.1230429410999934e-05,-0.7819376478714387,-0.0041591000279199986,-1.338081788398612,-0.6769623988394802,-0.00041899895206798377,-0.3775707766502299,-0.13464155998506241
M1.500000_a0.22500000,0.225,0.0029328910495224,0.0034023241052577,1.0063697712981974,0.0809765795944758,1.691772142740028,0.7535843364819516,0.5448089500768108,0.7861119066424339,0.1672557522624111,0.0025363115455094,0.0033815723756502,0.1866229533104605,0.0760796826612143,0.2557303586973364,0.0616942862274157,0.5495865648712487,0.3827105524416481,0.0268486272072665,off_anchor,-0.00039657950401299994,-2.0751729607500127e-05,-0.8197468179877369,-0.004896896933261494,-1.4360417840426916,-0.6918900502545359,0.004777614794437834,-0.4034013542007858,-0.1404071250551446
M1.500000_a0.23000000,0.23,0.0030551835998692,0.0033113118159094,1.0069930654589097,0.0695953134482246,1.7612547497502458,0.7575594039472386,0.93330059909436,0.7790778367887682,0.1688019328042943,0.0026253149017491,0.0032934639500894,0.1490732768579423,0.0619335073311591,0.2151949036960361,0.0503727499413009,0.9559178587672894,0.3330964146434879,0.0200819002626595,off_anchor,-0.00042986869812009984,-1.7847865819999986e-05,-0.8579197886009673,-0.007661806117065503,-1.5460598460542097,-0.7071866540059377,0.02261725967292938,-0.4459814221452803,-0.14872003254163482
M1.500000_a0.23500000,0.235,0.0028148937094133,0.0028757354464351,1.00722923416261,0.0596465943701542,1.832173830978919,0.7609746955404161,0.7036696302614028,0.7737314035138031,0.171375688279309,0.0024051415789049,0.0028621344115555,0.1112922964526385,0.0470856676478984,0.16877917538868,0.0384564852639528,0.7135148069645004,0.2686350707397144,0.0128869445858783,off_anchor,-0.00040975213050839987,-1.3601034879600314e-05,-0.8959369377099714,-0.012560926722255804,-1.663394655590239,-0.7225182102764632,0.009845176703097591,-0.5050963327740887,-0.1584887436934307
M1.500000_a0.24000000,0.24,0.0022036849097714,0.0021452349321512,1.0070778606911317,0.0515392981971894,1.903910224022928,0.763638971954279,0.6590760364616522,0.7703894774958988,0.1747878083737838,0.0018737135962949,0.0021364059941439,0.0737842656952688,0.0316946465898641,0.117349883705191,0.0262280561206784,0.6593487985351704,0.1907863061279248,0.006436277730213,off_anchor,-0.00032997131347650027,-8.828938007300093e-06,-0.933293594995863,-0.0198446516073253,-1.786560340317737,-0.7374109158336006,0.000272762073518118,-0.579603171367974,-0.1683515306435708
M1.500000_a0.24500000,0.245,0.0012490143685117,0.001171036435666,1.0063405034135102,0.0459001869982145,1.981796385123856,0.766121946487407,0.4492421755667317,0.7701635996466543,0.1792043454387907,0.001058011284329,0.0011670391991757,0.0369269044717118,0.0159532917663843,0.0618968823438881,0.0134703421570677,0.4323854074696962,0.1002971676210483,0.0017735017911397,off_anchor,-0.0001910030841827,-3.997236490300158e-06,-0.9694135989417985,-0.0299468952318302,-1.919899502779968,-0.7526516043303393,-0.016856768097035457,-0.6698664320256059,-0.17743084364765102
M1.500000_a0.25000000,0.25,7.753128653031904e-06,6.138570644072945e-08,1.0054368713507025,0.043281431987231,2.055846567336261,0.7675543258139661,0.2688815528732166,0.7727284826826077,0.184282640258842,8.110756521684248e-06,7.636029277008002e-07,0.0040357691104295,0.001400474859476,0.0144462967652009,0.0022106222178208,0.2421760163231693,0.002926937730294,2.9565836844325237e-06,S4M2_modal_anchor,3.5762786865234375e-07,7.022172212600708e-07,-1.001401102240273,-0.041880957127755,-2.04140027057106,-0.7653437035961453,-0.026705536550047287,-0.7698015449523138,-0.18427968367515757
M1.500000_a0.25500000,0.255,0.0014459241834903,0.0013275690968464,1.003971324521169,0.0438599605792564,2.1354866765331177,0.7685591342553815,0.2600427777937736,0.7792207049175275,0.1902544558902297,0.0012134362665439,0.0013223299417029,0.0347910697778878,0.0163598454983829,0.0659489982512896,0.0141298192350026,0.2705683981666655,0.1122777126051256,0.0021064730835932,off_anchor,-0.00023248791694639986,-5.239155143500025e-06,-0.9691802547432812,-0.027500115080873504,-2.069537678281828,-0.7544293150203789,0.010525620372891897,-0.6669429923124018,-0.1881479828066365
M1.500000_a0.26000000,0.26,0.0030344568849181,0.0027789520237937,1.0021712594947083,0.0472537540322996,2.21640387178122,0.7690620715526564,0.2692117431134724,0.7899939286809754,0.1971149286115175,0.002543016588745,0.0027693244766786,0.0687489935406076,0.0325603865310728,0.1324608537478306,0.027773950044839,0.3424819625997496,0.2306667655010845,0.0089172298554817,off_anchor,-0.0004914402961731,-9.627547115100086e-06,-0.9334222659541007,-0.014693367501226802,-2.083943018033389,-0.7412881215078174,0.07327021948627721,-0.5593271631798908,-0.1881976987560358
M1.500000_a0.26500000,0.265,0.0046881481204132,0.0043278095167688,1.0000631582120976,0.0526858465245098,2.298215360610837,0.7689572051241128,0.254538124067761,0.8053018830183544,0.2048796831848189,0.0039249702487091,0.0043139179092458,0.1017273557789464,0.0487798188318001,0.2026094879972508,0.04221004926552,0.4191480919246906,0.3544770791609423,0.0211254001530951,off_anchor,-0.0007631778717040998,-1.389160752300004e-05,-0.8983358024331511,-0.0039060276927097015,-2.095605872613586,-0.7267471558585928,0.1646099678569296,-0.4508248038574121,-0.18375428303172378
M1.500000_a0.27000000,0.27,0.0063527003006762,0.005951588748616,0.9976771543357952,0.0594098608030031,2.380493322510106,0.7680906431764685,0.3514663198608589,0.8252754591745429,0.2135926721281402,0.0053172186093157,0.0059335746417165,0.1336857397950806,0.0649356807436893,0.2756808987784533,0.0571100837160749,0.5692520300959261,0.4822116175674636,0.0394551944819027,off_anchor,-0.0010354816913605005,-1.8014106899499893e-05,-0.8639914145407146,0.005525819940686197,-2.104812423731653,-0.7109805594603935,0.21778571023506715,-0.3430638416070793,-0.1741374776462375
