model,final_reference_id,alpha,role,is_spectral_anchor,is_S4M2_modal_anchor,n_domain,n_amplitude_mask,cr_reference,cr_prediction,cr_abs_error,ci_reference,ci_prediction,ci_abs_error,kappa_nrmse,q_nrmse,kappa_max_abs,q_max_abs,log_amp_rmse,amplitude_rel_l2,phase_rmse,pressure_rel_l2,pressure_overlap_error
S4,M1.500000_a0.05000000,0.05,off_anchor,False,False,3214,3214,0.2867884838082837,0.2957833409309387,0.008994857122655,0.0578781158051297,0.0786194950342178,0.0207413792290881,1.502276867186299,0.5325025262756621,0.036239879341071,0.0817418426113261,0.2017077711174957,0.2039994818540041,0.712237109136878,0.7398361338091513,0.0652680182571308
S4,M1.500000_a0.05500000,0.055,off_anchor,False,False,3216,3216,0.2927446492549135,0.2979477345943451,0.0052030853394315,0.0583866509164055,0.0729695335030555,0.01458288258665,1.3783923623448482,0.4712028250207391,0.0372816691380294,0.0824735427081538,0.2288642460907367,0.2300811483495565,0.7063499407504434,0.7445499030850957,0.0591473874893391
S4,M1.500000_a0.06000000,0.06,off_anchor,False,False,3218,3218,0.2983284136239438,0.300868272781372,0.0025398591574282,0.0586268857628369,0.0676501616835594,0.0090232759207225,1.2880451442824004,0.4243395883266255,0.0384351927372623,0.0812405097600018,0.2563890726905141,0.2563204378540991,0.705800825880306,0.7522958736556868,0.0581878797708728
S4,M1.500000_a0.06500000,0.065,off_anchor,False,False,3220,3220,0.3035789845194382,0.304440975189209,0.0008619906697707,0.0586404622091123,0.0627855658531189,0.0041451036440065,1.2212861678559952,0.3887684182600793,0.0397087047454255,0.0804464713451482,0.2855312638814417,0.2832707799746554,0.7134613230528424,0.7628560057053856,0.0623307217302228
S4,M1.500000_a0.07000000,0.07,S4M2_modal_anchor,True,True,3223,3223,0.3085296796468241,0.3085286617279053,1.0179189188219695e-06,0.0584602672387943,0.0584585107862949,1.7564524993629591e-06,1.171690822851552,0.3616422363084854,0.0411081621451587,0.0791093515562912,0.3157017736687697,0.3105155311515405,0.7272801614995065,0.7753588696863866,0.0707618784136941
S4,M1.500000_a0.07500000,0.075,off_anchor,False,False,3224,3224,0.3132090515913153,0.3129734098911285,0.0002356417001867,0.0581127147885543,0.0547120906412601,0.0034006241472941,1.1349035821880595,0.3411912311857249,0.0426332465003543,0.0775033243908425,0.3456150722318796,0.3372386234628441,0.7440214238271832,0.7885348527235694,0.0825958266043367
S4,M1.500000_a0.08000000,0.08,off_anchor,False,False,3227,3227,0.3176417654238463,0.3176110982894897,3.066713435656565e-05,0.0576193324262716,0.0515554435551166,0.0060638888711549,1.10728185242605,0.3257820609567106,0.0442805354839608,0.0756810754635642,0.3774228554567821,0.3644583651196311,0.7677391745093479,0.8032495418843846,0.0977652287661304
S4,M1.500000_a0.08500000,0.085,off_anchor,False,False,3229,3229,0.3218492869365933,0.3222862482070923,0.0004369612704989,0.0569978921594081,0.0489712879061698,0.0080266042532382,1.086617479258697,0.3144001082331618,0.0460368867697276,0.073576231698411,0.4099389426327147,0.3913478365501299,0.7955823875887668,0.8187095319654454,0.1154058204124222
S4,M1.500000_a0.09000000,0.09,off_anchor,False,False,3231,3231,0.3258504254289729,0.3268648684024811,0.0010144429735081,0.0562632320216114,0.0469239503145217,0.0093392817070896,1.0710766130634517,0.3060452142849607,0.0478823301757643,0.0711246394748031,0.4432158557153696,0.4178701889743129,0.8269611549048408,0.8349766246122731,0.1349228508110115
S4,M1.500000_a0.09500000,0.095,off_anchor,False,False,3234,3234,0.3296617663816018,0.331242561340332,0.0015807949587302,0.0554278666161298,0.0453667156398296,0.0100611509763001,1.059279456367065,0.2999286242621639,0.0504282112369604,0.0713563072163969,0.4772925103821896,0.4440014430778516,0.8612086345986197,0.8521306739325603,0.1557336516282632
S4,M1.500000_a0.10000000,0.1,off_anchor,False,False,3236,3236,0.3332980185827091,0.3353471755981445,0.0020491570154354,0.0545024471140046,0.0442478135228157,0.0102546335911888,1.0502097906560324,0.2956660148047138,0.0528810218694063,0.0739217770940926,0.5119465124616817,0.4693595246656087,0.8980913647206067,0.8702037356197019,0.1772770257262842
S4,M1.500000_a0.10500000,0.105,off_anchor,False,False,3238,3238,0.3367722951175382,0.3391368985176086,0.0023646034000704,0.0534961131632005,0.0435142740607261,0.0099818391024743,1.043030124063453,0.2927292549154739,0.0551778859536807,0.0761828799719166,0.5472204491192699,0.4939150774624288,0.9370189320767022,0.889250222866096,0.198986561279624
S4,M1.500000_a0.11000000,0.11,off_anchor,False,False,3241,3241,0.3400963428514539,0.3425955772399902,0.0024992343885363,0.0524167659885181,0.0431138537824153,0.0093029122061027,1.036943011911547,0.2907670821964968,0.0572791520186071,0.078636050639544,0.5848469763016556,0.5180333082420975,0.9795602863142356,0.9095551127913608,0.2204654953367838
S4,M1.500000_a0.11500000,0.115,off_anchor,False,False,3244,3244,0.3432807312668702,0.3457269966602325,0.0024462653933623,0.0512712829522548,0.0429952852427959,0.0082759977094588,1.0317422160998295,0.289349528439157,0.0591456327046809,0.0831266305085622,0.6213472627106956,0.5406466072896047,1.0208264328608962,0.930153802039818,0.2408438660273276
S4,M1.500000_a0.12000000,0.12,off_anchor,False,False,3246,3246,0.3463350090058034,0.3485496044158935,0.0022145954100901,0.0500656877706976,0.0431073009967803,0.0069583867739172,1.026911534427135,0.2883683894705448,0.0607386625432212,0.0874584092301504,0.6582187628870353,0.5618602406626391,1.0625408135749936,0.9507711100516278,0.2596409905711564
