point_id,p1e_group,Mach,eta,alpha,gep_regime,ci_ref,solver_family,config,ci,omega_i,success,mismatch,stage1_mismatch,stage2_mismatch,y_limit,runtime_s,rtol,atol,min_L,max_L,match,n_scan,robust_source,error,abs_err_vs_ci_ref,abs_delta_solver_strict,branch_shift_gt_1e3,p_overlap_801,p_rel_l2_801,u_rel_l2_801,v_rel_l2_801,rho_rel_l2_801,metric_ymin_801,metric_ymax_801,metric_n_801,p_overlap_1601,p_rel_l2_1601,u_rel_l2_1601,v_rel_l2_1601,rho_rel_l2_1601,metric_ymin_1601,metric_ymax_1601,metric_n_1601,p_overlap_3201,p_rel_l2_3201,u_rel_l2_3201,v_rel_l2_3201,rho_rel_l2_3201,metric_ymin_3201,metric_ymax_3201,metric_n_3201
OFFGRID_0219,stratified_longwave_map10_N301,0.0633647754038824,0.0317594152478199,0.0316955925889768,longwave_map10_N301,0.9412912449058698,robust,robust_nominal,0.9412879285452673,0.0298346786920927,True,1.633893588043854e-07,,,,2.7709383469773456,,,,,,,primary,,3.3163606024677605e-06,,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0219,stratified_longwave_map10_N301,0.0633647754038824,0.0317594152478199,0.0316955925889768,longwave_map10_N301,0.9412912449058698,primary,primary_nominal,0.9412879285452673,0.0298346786920927,True,1.633893588043854e-07,,,,2.7596001530764624,1e-08,1e-10,8.0,80.0,0.0,81.0,,,3.3163606024677605e-06,2.1567493734497845e-05,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0219,stratified_longwave_map10_N301,0.0633647754038824,0.0317594152478199,0.0316955925889768,longwave_map10_N301,0.9412912449058698,primary,primary_tol_strict,0.9412879323728999,0.02983467881341178,True,1.6339617131316733e-07,,,,4.775683743064292,1e-10,1e-12,8.0,80.0,0.0,81.0,,,3.3125329699235095e-06,2.1571321367042096e-05,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0219,stratified_longwave_map10_N301,0.0633647754038824,0.0317594152478199,0.0316955925889768,longwave_map10_N301,0.9412912449058698,primary,primary_scan_dense,0.9412663561077376,0.029833994940901602,True,5.186864578351526e-07,,,,5.129903653054498,1e-08,1e-10,8.0,80.0,0.0,161.0,,,2.4888798132227663e-05,4.943795262057904e-09,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0219,stratified_longwave_map10_N301,0.0633647754038824,0.0317594152478199,0.0316955925889768,longwave_map10_N301,0.9412912449058698,primary,primary_L40,0.9412879296904426,0.029834678728389706,True,1.6339139688112403e-07,,,,2.5763122709468007,1e-08,1e-10,40.0,40.0,0.0,81.0,,,3.3152154271798295e-06,2.1568638909785776e-05,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0219,stratified_longwave_map10_N301,0.0633647754038824,0.0317594152478199,0.0316955925889768,longwave_map10_N301,0.9412912449058698,primary,primary_L80,0.9412879285452673,0.0298346786920927,True,1.633893588043854e-07,,,,2.813715244992636,1e-08,1e-10,80.0,80.0,0.0,81.0,,,3.3163606024677605e-06,2.1567493734497845e-05,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0219,stratified_longwave_map10_N301,0.0633647754038824,0.0317594152478199,0.0316955925889768,longwave_map10_N301,0.9412912449058698,primary,primary_L120,0.9412879290269192,0.02983467870735894,True,1.6339021303556772e-07,,,,2.6452371129998937,1e-08,1e-10,120.0,120.0,0.0,81.0,,,3.315878950638229e-06,2.1567975386327376e-05,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0219,stratified_longwave_map10_N301,0.0633647754038824,0.0317594152478199,0.0316955925889768,longwave_map10_N301,0.9412912449058698,primary,primary_match_m05,0.9412876315347939,0.02983466927816974,True,1.924683579691483e-07,,,,2.8255452290177345,1e-08,1e-10,8.0,80.0,-0.5,81.0,,,3.613371075905647e-06,2.1270483261059958e-05,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0219,stratified_longwave_map10_N301,0.0633647754038824,0.0317594152478199,0.0316955925889768,longwave_map10_N301,0.9412912449058698,primary,primary_match_p05,0.9412876315347939,0.02983466927816974,True,1.924683579691483e-07,,,,2.8210961119038984,1e-08,1e-10,8.0,80.0,0.5,81.0,,,3.613371075905647e-06,2.1270483261059958e-05,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0219,stratified_longwave_map10_N301,0.0633647754038824,0.0317594152478199,0.0316955925889768,longwave_map10_N301,0.9412912449058698,primary,primary_strict_ref,0.9412663610515328,0.029833995097598123,True,5.18644358898999e-07,,,,9.251107797957957,1e-10,1e-12,120.0,120.0,0.0,161.0,,,2.4883854336965605e-05,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
