point_id,p1e_group,Mach,eta,alpha,gep_regime,ci_ref,solver_family,config,ci,omega_i,success,mismatch,stage1_mismatch,stage2_mismatch,y_limit,runtime_s,rtol,atol,min_L,max_L,match,n_scan,robust_source,error,abs_err_vs_ci_ref,abs_delta_solver_strict,branch_shift_gt_1e3,p_overlap_801,p_rel_l2_801,u_rel_l2_801,v_rel_l2_801,rho_rel_l2_801,metric_ymin_801,metric_ymax_801,metric_n_801,p_overlap_1601,p_rel_l2_1601,u_rel_l2_1601,v_rel_l2_1601,rho_rel_l2_1601,metric_ymin_1601,metric_ymax_1601,metric_n_1601,p_overlap_3201,p_rel_l2_3201,u_rel_l2_3201,v_rel_l2_3201,rho_rel_l2_3201,metric_ymin_3201,metric_ymax_3201,metric_n_3201
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,robust,robust_nominal,0.27704907149460856,0.13275903770195058,True,9.828344476109016e-07,,,,1.923129964969121,,,,,,,primary,,1.0098116658252554e-05,,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,primary,primary_nominal,0.27704907149460856,0.13275903770195058,True,9.828344476109016e-07,,,,1.9101236070273444,1e-08,1e-10,8.0,80.0,0.0,81.0,,,1.0098116658252554e-05,2.484517144074605e-06,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,primary,primary_tol_strict,0.27704906776347255,0.13275903591402896,True,9.827489186589253e-07,,,,3.950027773040347,1e-10,1e-12,8.0,80.0,0.0,81.0,,,1.009438552224129e-05,2.4882482800858696e-06,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,primary,primary_scan_dense,0.2770515597981644,0.1327602300711717,True,1.351845399181345e-06,,,,3.537236282019876,1e-08,1e-10,8.0,80.0,0.0,161.0,,,1.2586420214122374e-05,3.7864117952146614e-09,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,primary,primary_L40,0.27704907148147606,0.13275903769565764,True,9.82833964786184e-07,,,,2.0389367160387337,1e-08,1e-10,40.0,40.0,0.0,81.0,,,1.0098103525757463e-05,2.4845302765696964e-06,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,primary,primary_L80,0.2770490716216782,0.13275903776284104,True,9.82844579365766e-07,,,,2.2484112420352176,1e-08,1e-10,80.0,80.0,0.0,81.0,,,1.0098243727885148e-05,2.484390074442011e-06,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,primary,primary_L120,0.2770490714867649,0.13275903769819197,True,9.828251007989487e-07,,,,2.4401139901019633,1e-08,1e-10,120.0,120.0,0.0,81.0,,,1.0098108814582396e-05,2.484524987744763e-06,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,primary,primary_match_m05,0.27703350431628565,0.13275157807177485,True,5.479606117312723e-06,,,,1.9121701369294897,1e-08,1e-10,8.0,80.0,-0.5,81.0,,,5.469061664653552e-06,1.805169546698071e-05,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,primary,primary_match_p05,0.27703350431628565,0.13275157807177485,True,5.479606117312723e-06,,,,1.900491444976069,1e-08,1e-10,8.0,80.0,0.5,81.0,,,5.469061664653552e-06,1.805169546698071e-05,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,primary,primary_strict_ref,0.27705155601175263,0.13276022825676248,True,1.3517516534475131e-06,,,,8.452269398025237,1e-10,1e-12,120.0,120.0,0.0,161.0,,,1.2582633802327159e-05,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,mstab17,mstab_nominal,0.27703897337795036,0.13275419878932435,True,6.060112523219092e-06,6.060112523219092e-06,5.4672498074407986e-27,10.0,6.230209178989753,1e-10,1e-12,10.0,80.0,1.0,61.0,,,5.551115123125783e-17,1.1840273594687645e-05,False,0.9999999977908147,6.647082164255305e-05,0.0007637959122704569,0.00013352332728448375,6.647082164253379e-05,-10.0,10.0,801.0,0.9999999977746947,6.671289958332822e-05,0.0007644125258341122,0.00013303726680226208,6.671289958331717e-05,-10.0,10.0,1601.0,0.9999999977765982,6.66843581105584e-05,0.0007642291878336933,0.00013304829821180923,6.668435811055393e-05,-10.0,10.0,3201.0
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,mstab17,mstab_tol_strict,0.2770389733791205,0.13275419878988506,True,6.060113401450089e-06,6.060113401450089e-06,5.965760595733902e-30,10.0,14.786594464094378,1e-12,1e-14,10.0,80.0,1.0,61.0,,,1.170175067954915e-12,1.1840274764807202e-05,False,0.9999999977908149,6.647082161273407e-05,0.0007637958616796526,0.00013352333376147625,6.647082161271149e-05,-10.0,10.0,801.0,0.9999999977746945,6.671289954887805e-05,0.0007644124773396867,0.00013303727314524952,6.671289954886469e-05,-10.0,10.0,1601.0,0.9999999977765982,6.668435808564954e-05,0.0007642291408179679,0.00013304830427440784,6.668435808564195e-05,-10.0,10.0,3201.0
OFFGRID_0004,stratified_standard_N301,0.5170693375861489,0.5598378936344495,0.4791896142649015,standard_N301,0.2770389733779503,mstab17,mstab_scan_dense,0.27703765861327445,0.13275356876774644,True,8.389091881465929e-06,8.389091881465929e-06,5.401774352307455e-27,10.0,10.63729483296629,1e-10,1e-12,10.0,80.0,1.0,121.0,,,1.3147646758526754e-06,1.0525508918779458e-05,False,0.9999999977981614,6.636020419420691e-05,0.0007646814033682316,0.00013270808591826165,6.636020419419951e-05,-10.0,10.0,801.0,0.9999999977819654,6.660382594120647e-05,0.0007652242145244564,0.0001322249461632353,6.660382594120388e-05,-10.0,10.0,1601.0,0.999999997783873,6.657517172526689e-05,0.0007650421136564446,0.00013223677318530009,6.657517172526518e-05,-10.0,10.0,3201.0
