epoch,loss,compat,ode,bc,gauge,q0,anchor_p,anchor_q,tail_p,tail_q,lr
1,54.34726568592961,7.956482877057874e-07,0.0035829615753730235,0.08918419474608619,1.6187470606217276e-06,7.876590208353965e-07,0.6275657648276918,1.0035096661677092,1.0149649795813647,0.002244700225774336,0.00019999998697760562
2,54.21180531654322,1.6668160824766703e-06,0.003565304289808847,0.08827685558857822,5.584444923494401e-06,1.6999556760832464e-06,0.626808657743336,1.0018216245302793,1.0126626314782572,0.0022380347555714425,0.000199999947910426
3,54.07587678761703,6.173845613095049e-06,0.0035187315772200866,0.08736774153357209,1.3462930191906971e-05,6.244484845929047e-06,0.6259956004760538,1.0002295909685042,1.0103494251548202,0.002234935552069885,0.00019999988279847185
4,53.93950386248499,1.4398616728276277e-05,0.003509446583318167,0.08645600637382433,2.3748770680060737e-05,1.4504853149535341e-05,0.62503924629752,0.998722485895855,1.0080195143866344,0.0022354951065344654,0.00019999979164176106
5,53.802499621716805,2.6367044147868975e-05,0.0035698762621387686,0.08554138027708652,3.600165130247984e-05,2.650477454930275e-05,0.6239572016854544,0.9972783715201305,1.0056631627142876,0.002239769313660067,0.00019999967444031858
6,53.663671389508565,4.2020851538836434e-05,0.0036234686213520743,0.08462194915895824,5.093015090263521e-05,4.2188301651706994e-05,0.6227999447435225,0.9958552779055848,1.0032695909880485,0.002247741866796701,0.00019999953119417656
7,53.521803231376545,6.084526158122662e-05,0.00359555524607797,0.08369775739942963,6.926426860752725e-05,6.102806994676873e-05,0.6216041738756812,0.9943277559522801,1.0008278978145966,0.0022590534993278976,0.00019999936190337426
8,53.37795440362713,8.223722794235057e-05,0.0036474745228454153,0.08276687839759128,9.151209984355403e-05,8.243311471649493e-05,0.6204033299259742,0.9925952393320654,0.9983266392996032,0.0022732263684929533,0.0001999991665679581
9,53.23012406237858,0.00010578410535172466,0.0036405977416958226,0.08182584392577745,0.0001179666642329563,0.00010597910453559933,0.6192234434701616,0.9905973417623148,0.995754046227199,0.002289882978782899,0.00019999894518798165
10,53.07801769982723,0.00013051454503845987,0.0036077782300869164,0.08087425980274147,0.00014892529864577153,0.00013071685817255883,0.6180676108627203,0.9881863818050974,0.9930989208819642,0.0023082589430362963,0.00019999869776350556
11,52.922369966976284,0.00015714752939859953,0.0036836666933023343,0.07990457513742096,0.00018487228137493647,0.00015734169382142192,0.6169199276174971,0.9854585568235018,0.9903505060459205,0.002328865792059729,0.00019999842429459773
12,52.759386245242034,0.0001858764637887127,0.003551159059814287,0.07891327052202328,0.00022641772969538796,0.0001860714118302868,0.6157560605310812,0.9824054615218527,0.9874974932842546,0.002351919056017957,0.00019999812478133306
13,52.59562384592644,0.00021752233538905778,0.003934231618225162,0.07789512005913574,0.0002741531897778794,0.00021769438705567673,0.614545351882912,0.9790814369011362,0.9845275179033707,0.002378126884487236,0.00019999779922379372
14,52.41783058038597,0.00025153938680893683,0.0035841093246547703,0.07685191821922462,0.00032860547701023176,0.0002516707492239591,0.6132542127763377,0.9753311874903577,0.9814265820375285,0.0024072060011533685,0.0001999974476220689
15,52.24000450204343,0.00028994715088384083,0.003986347879848765,0.07577317324451896,0.0003904511332106565,0.00029016948623289694,0.6118593788631611,0.9713628925681826,0.9781784444808603,0.0024410545471235732,0.00019999706997625506
16,52.045351073915576,0.0003334753307021282,0.003552070440371516,0.07465730050019434,0.00046077938757685703,0.000333616078306028,0.6103560838219432,0.9671186552541708,0.9747639504744329,0.0024802648450652624,0.0001999966662864557
17,51.85477254093425,0.0003846598719535327,0.004473967854833259,0.07349245488313329,0.0005410874444450332,0.0003844124090296611,0.6087525434947013,0.9628018898617299,0.9711610400471098,0.002527038728345689,0.0001999962365527815
18,51.6359255662568,0.00044229461138198424,0.003626149196147145,0.07228348963434097,0.0006331275184961753,0.0004421803243313121,0.6070660420603131,0.9582048346062304,0.9673441810567923,0.0025815029381718643,0.00019999578077535028
19,51.41894038477117,0.0005109788253406102,0.004158050385719885,0.07101176908921332,0.0007388099619516451,0.0005104725053364605,0.605318466065739,0.9536502489187805,0.9632840460424225,0.002646935596914343,0.00019999529895428698
20,51.18018603574885,0.0005911874606457238,0.003853740639295575,0.06967470505071412,0.0008602350736010691,0.0005903848078809725,0.603523196417445,0.9491006517870006,0.9589474801577054,0.002724841976138343,0.0001999947910897237
21,50.930576223799214,0.0006868474641970594,0.003977090471997738,0.0682566962003977,0.0009999342713015143,0.0006849524742831918,0.6016707544523521,0.9447852237365828,0.9542978331963963,0.0028183712706354265,0.0001999942571817997
22,50.65944037902552,0.0007990441234465785,0.003650865351332233,0.06674854517118431,0.0011609897603160515,0.0007964226207234771,0.599730858785029,0.940789775824452,0.9492942351341038,0.002930304263496449,0.0001999936972306613
23,50.370735584799824,0.000931781172318197,0.00348783853398256,0.06513566628164454,0.0013469907622026937,0.000928000487560648,0.5976567501244754,0.9372984329329921,0.9438903888525075,0.003064482654283453,0.00019999311123646203
24,50.07908391502654,0.0010881542177916476,0.005193984753139496,0.06340738005753666,0.0015621207153409882,0.0010829726914836787,0.5953996800826244,0.9344147169421766,0.93803285718391,0.0032253274800552044,0.00019999249919936258
25,49.73514750527272,0.0012742356066615826,0.00408881225933438,0.06156709106664245,0.001811558356991457,0.0012636003634163078,0.5929352941552275,0.9320441133130716,0.9316591220053594,0.0034170624345803593,0.0001999918611195307
26,49.3831948528165,0.0014933351328892145,0.004907408873334582,0.059601020150119866,0.0021018646617874666,0.0014751844435338883,0.5902711838876218,0.9303531817373125,0.9246957908713507,0.00364720413616846,0.00019999119699714134
27,48.994570320581616,0.001744426958028855,0.00511726754905628,0.057510539019228465,0.0024407850129810407,0.0017219801291266743,0.587441055290481,0.929323902182101,0.9170577082044988,0.00392346219311388,0.0001999905068323766
28,48.58097535561349,0.0020423360801453375,0.006252631608999424,0.05529497620746171,0.0028373342756922576,0.0020094616323811424,0.5844734384666488,0.9290022194242749,0.908647713209887,0.00425590798637901,0.00019998979062542567
29,48.12203629747231,0.002388795270115884,0.006683771634040637,0.05296462536113103,0.003302096274640876,0.002342092359517302,0.5813478203852377,0.9293009143101166,0.8993581732869048,0.00465537314732637,0.00019998904837648492
30,47.63429726789245,0.002798196598045171,0.008509909850494256,0.05052731787601458,0.0038475723000364176,0.0027259025579470003,0.5779902809868982,0.9302286432745908,0.8890691075518955,0.005136235467725563,0.0001999882800857578
31,47.07166248796936,0.0032734750570039646,0.007611589832620974,0.048005679493700014,0.0044877794867378765,0.003165029868979478,0.5743108216627376,0.931724273310291,0.8776459823912378,0.005713740098281329,0.00019998748575345495
32,46.46479175964341,0.003821886326938821,0.007597690500036068,0.04540758478689528,0.005240151692020767,0.003669478756404346,0.5702927332638432,0.93419916260479,0.864932374666363,0.006412534528544888,0.00019998666537979418
33,45.801655726070976,0.00446623946613866,0.007812884813391256,0.042757750002668016,0.006124931180558332,0.004248090273912997,0.5660147689129432,0.9380884443656524,0.8507506139629858,0.0072611907008477,0.00019998581896500038
34,45.06164293323915,0.005226782925698798,0.006777554341655989,0.040097106643132534,0.007164249276560924,0.004907575063022468,0.5615669202737164,0.9438471513350746,0.8349050262421026,0.008292377172675494,0.00019998494650930559
35,44.273872998892024,0.006135054217034262,0.007999566795823546,0.03747172450418851,0.00838267037068718,0.005653902438598233,0.5568903048345841,0.952098416439326,0.8171907464562981,0.009545812090722354,0.00019998404801294898
36,43.37924087706784,0.007166058972906983,0.006233809097826464,0.034957155753950364,0.009804910603957658,0.006480043735254668,0.5518339164981552,0.9631113590339099,0.7973967443667203,0.011054729003645757,0.00019998312347617691
37,42.44249973845922,0.008386438380867904,0.008563756515342897,0.03263925342809989,0.011458606208472008,0.007376555473980526,0.5464332586177945,0.9769932538952099,0.7752881431025949,0.012858180077497594,0.00019998217289924285
