epoch,loss,loss_anchor,loss_monotone,loss_smooth,anchor_mae,anchor_max_abs,anchor_mean_rel,anchor_max_rel
1,8.529501914978027,0.08529502153396606,0.004405471961945295,0.0006016587722115219,0.04254864901304245,0.06019052863121033,0.30757832527160645,0.8525955677032471
100,0.0938272699713707,0.0009382726857438684,0.0,2.775479555130005,0.026886355131864548,0.051124513149261475,0.32984283566474915,1.1547387838363647
200,0.078096903860569,0.0007809690432623029,0.0,2.423996925354004,0.024051079526543617,0.04782614856958389,0.30643996596336365,1.0802392959594727
300,0.04437505453824997,0.0004437505267560482,0.0,2.174330234527588,0.015487048774957657,0.035432085394859314,0.22652176022529602,0.800297200679779
400,0.028129184618592262,0.0002812918392010033,0.0,2.2105138301849365,0.014554571360349655,0.023914307355880737,0.16484521329402924,0.5401475429534912
500,0.017002401873469353,0.00017002402455545962,0.0,1.893113136291504,0.011615852825343609,0.018003936856985092,0.1255573183298111,0.40665119886398315
600,0.0012991452822461724,1.2991452422284056e-05,0.0,3.496520757675171,0.002642200328409672,0.006302673369646072,0.03952988237142563,0.14235718548297882
700,1.3435177606879734e-05,1.3435177947940247e-07,0.0,5.855318546295166,0.00024642981588840485,0.0006692185997962952,0.00408894894644618,0.015115502290427685
800,1.0766466829181809e-07,1.0766466607137204e-09,0.0,6.182563304901123,2.1986663341522217e-05,5.996227264404297e-05,0.0003657716151792556,0.00135435548145324
900,4.75356198847976e-10,4.753562127257638e-12,0.0,6.213526248931885,1.4659017324447632e-06,3.941357135772705e-06,2.408660111541394e-05,8.902262197807431e-05
1000,5.806466418789569e-12,5.806466418789569e-14,0.0,6.215610027313232,1.9371509552001953e-07,2.980232238769531e-07,1.5392392924695741e-06,5.0485418796597514e-06
1001,1.3492679196147606e-12,1.3492679196147606e-14,0.0,6.215619087219238,8.288770914077759e-08,2.123415470123291e-07,1.2818791219615377e-06,4.796114808414131e-06
1100,1.3492679196147606e-12,1.3492679196147606e-14,0.0,6.215619087219238,8.288770914077759e-08,2.123415470123291e-07,1.2818791219615377e-06,4.796114808414131e-06
1200,1.3492679196147606e-12,1.3492679196147606e-14,0.0,6.215619087219238,8.288770914077759e-08,2.123415470123291e-07,1.2818791219615377e-06,4.796114808414131e-06
1300,1.3492679196147606e-12,1.3492679196147606e-14,0.0,6.215619087219238,8.288770914077759e-08,2.123415470123291e-07,1.2818791219615377e-06,4.796114808414131e-06
1400,1.3492679196147606e-12,1.3492679196147606e-14,0.0,6.215619087219238,8.288770914077759e-08,2.123415470123291e-07,1.2818791219615377e-06,4.796114808414131e-06
1500,1.3492679196147606e-12,1.3492679196147606e-14,0.0,6.215619087219238,8.288770914077759e-08,2.123415470123291e-07,1.2818791219615377e-06,4.796114808414131e-06
