y,Mach,eta,alpha,ci_ref,ci_pred,p_ref_real,p_ref_imag,p_pred_real,p_pred_imag,q_ref_real,q_ref_imag,q_pred_real,q_pred_imag,rho_ref_real,rho_ref_imag,rho_pred_real,rho_pred_imag,u_ref_real,u_ref_imag,u_pred_real,u_pred_imag,v_ref_real,v_ref_imag,v_pred_real,v_pred_imag,gamma_ref_real,gamma_ref_imag,gamma_pred_real,gamma_pred_imag
-5.0,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.035240029873106635,6.428642538919922e-05,0.0352947049028766,-0.00046123289073040686,0.027461923481332334,-0.0001794227851330163,0.024930082686137185,-0.00023588407388243262,0.005638404779697063,1.0285828062271877e-05,0.005647152784460258,-7.379726251686511e-05,0.035171392291218205,-0.0014794511777641087,0.035194922511604845,-0.002089976255463318,-0.001626357928719056,-0.03223710202856858,-0.0016315936835243424,-0.029254312316433287,0.779270190206043,-0.006513027398109029,0.7063073085016208,0.0025467867774822254
-4.998571428571428,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.03527928302686287,6.402978230111986e-05,0.03533076357784391,-0.0004612424770967326,0.02749249744310647,-0.0001798776696238858,0.024960296073433776,-0.0002361488498796143,0.00564468528429806,1.024476516817918e-05,0.005652922172455027,-7.379879633547723e-05,0.035210544084134904,-0.0014814256207725928,0.03523089067331146,-0.0020916498109874605,-0.0016284689562022843,-0.03227298749914887,-0.0016335470593146113,-0.029289775065193615,0.7792698166763059,-0.006513004988353796,0.7064417130419711,0.002538639607114803
-4.997142857142857,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.035318579881998,6.377248881443215e-05,0.03536686058477368,-0.00046125243734597654,0.027523105418065696,-0.00018033334338215214,0.02499055837553002,-0.0002364145424924363,0.005650972781119681,1.0203598210309146e-05,0.0056586976935637905,-7.380038997535627e-05,0.03524973940774209,-0.001483402621440342,0.03526689700949935,-0.0020933255037680195,-0.0016305826680322786,-0.03230891291051647,-0.0016355041732459888,-0.0293252952286404,0.7792694429083185,-0.006512982571269758,0.7065764607474879,0.002530492407832386
-4.9957142857142856,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.03535792048712922,6.351454380076458e-05,0.03540299593721124,-0.0004612627760869579,0.027553747443922125,-0.0001807898075934538,0.02502086962203415,-0.0002366811565478164,0.005657267277940676,1.0162327008122334e-05,0.0056644793499537995,-7.380204417391329e-05,0.035288978310282826,-0.0014853821829984503,0.03530294153321358,-0.002095003339001008,-0.0016326990675634774,-0.03234487830707193,-0.0016374650326133687,-0.02936087284145613,0.7792690688995528,-0.006512960146694214,0.706711550697008,0.0025223451534378415
-4.994285714285715,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.03539730489092763,6.325594613005066e-05,0.035439169649503215,-0.00046127349793073365,0.02758442355842922,-0.00018124706344506024,0.025051229842046146,-0.00023694869687952873,0.005663568782548422,1.0120951380808108e-05,0.005670267143920516,-7.38037596689174e-05,0.035328260840052965,-0.0014873643086819614,0.035339024258297796,-0.0020966833219215686,-0.0016348181581544404,-0.032380883733264997,-0.001639429644692162,-0.029396507937727,0.7792686946474793,-0.006512937714464353,0.7068469819403793,0.0025141978173617054
-4.992857142857143,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.035436733142118294,6.299669467052663e-05,0.035475381736807296,-0.0004612846074906622,0.027615133799381835,-0.00018170511212587374,0.025081639064162695,-0.00023721716832823142,0.005669877302738928,1.0079471147284264e-05,0.005676061077889169,-7.380553719850596e-05,0.03536758704540124,-0.0014893490017298767,0.035375145199403935,-0.0020983654578044836,-0.0016369399431678542,-0.03241692923359466,-0.0016413980167386004,-0.029432200550948764,0.7792683201495633,-0.0065129152744172435,0.7069827534985498,0.00250605037266657
-4.991428571428571,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.0354762052894803,6.273678828872918e-05,0.03551163221509529,-0.0004612961093819305,0.02764587820461627,-0.00018216395482643146,0.02511209731648309,-0.00023748657574109856,0.005676192846316849,1.003788612619667e-05,0.005681861154415248,-7.38073775011089e-05,0.03540695697472927,-0.0014913362653851542,0.035411304371995335,-0.0021000497519638468,-0.001639064425970538,-0.03245301485260923,-0.001643370155989625,-0.029467950714033683,0.7792679454032685,-0.0065128928263898335,0.7071188643638109,0.002497902792054426
-4.99,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.03551572138184682,6.2476225849493e-05,0.035547921101165496,-0.00046130800822151755,0.027676656812010297,-0.0001826235927389076,0.025142604626614135,-0.00023775692397153008,0.005682515421095492,9.996196135918883e-06,0.005687667376186481,-7.380928131544282e-05,0.035446370676491694,-0.0014933261028947196,0.03544750179235906,-0.0021017362097535968,-0.0016411916099334472,-0.03248914063490634,-0.0016453460696628115,-0.02950375845931627,0.7792675704060542,-0.006512870370218955,0.7072553134998304,0.002489755047877042
-4.988571428571428,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.03555528146810515,6.221500621594856e-05,0.03558424841265051,-0.0004613203086277182,0.027707469659483223,-0.00018308402705711514,0.025173161021676244,-0.00023802821787918994,0.0056888450348968255,9.95440099455177e-06,0.005693479746024082,-7.381124938043492e-05,0.03548582819919617,-0.0014953185175094678,0.035483737477613714,-0.0021034248365674048,-0.0016433214984316797,-0.03252530662513309,-0.0016473257649567477,-0.02953962381856049,0.7792671951553778,-0.006512847905741319,0.7073920998418084,0.002481607112130242
-4.9871428571428575,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.035594885597196806,6.195312824951967e-05,0.03562061416802114,-0.0004613330152200448,0.027738316784995918,-0.0001835452589765083,0.02520376652830873,-0.0002383004623296858,0.00569518169555149,9.912500519923148e-06,0.005699298266883384,-7.381328243520719e-05,0.03552532959140336,-0.0014973135124842628,0.03552001144571331,-0.002105115637838749,-0.001645454094844479,-0.03256151286798598,-0.0016493092490509446,-0.02957554682296594,0.7792668196486927,-0.00651282543279352,0.7075292222966861,0.0024734589564667344
-4.985714285714286,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.03563453381811756,6.16905908099212e-05,0.03565701838659693,-0.000461346132618943,0.027769198226550863,-0.00018400728969418406,0.025234421172675225,-0.00023857366219427487,0.005701525410898811,9.870494529587393e-06,0.005705122941855509,-7.38153812190309e-05,0.0355648749017272,-0.0014993110910779537,0.035556323715457874,-0.002106808619041128,-0.0016475894025552405,-0.03259775940821109,-0.0016512965291057852,-0.029611527503174296,0.7792664438834489,-0.006512802951212012,0.7076666797432275,0.0024653105522023677
-4.984285714285714,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.03567422617991749,6.142739275515668e-05,0.03569346108855265,-0.0004613596654455018,0.027800114022192197,-0.00018447012040888477,0.025265124980469785,-0.00023884782234980862,0.005707876188786799,9.82838284082507e-06,0.005710953774168425,-7.381754647128031e-05,0.03560446417883471,-0.0015013112565533653,0.035592674306499816,-0.0021085037856880618,-0.0016497274249515157,-0.03263404629060403,-0.0016532876122627937,-0.02964756588927641,0.7792660678570941,-0.006512780460833151,0.707804471032198,0.0024571618703170444
-4.982857142857143,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.03571396273170106,6.116353294151603e-05,0.03572994229492677,-0.00046137361832117996,0.02783106421000576,-0.0001849337523209997,0.025295877976921954,-0.0002391229476782884,0.005714234037072171,9.786165270642567e-06,0.0057167907671882845,-7.381977893138881e-05,0.03564409747144621,-0.001503314012177314,0.03562906323935252,-0.0021102011433332133,-0.0016518681654250184,-0.032670373560010055,-0.0016552825056443876,-0.029683662010818356,0.7792656915670714,-0.006512757961493145,0.7079425949864764,0.0024490128814658703
-4.981428571428571,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.035753743522627196,6.089901022357308e-05,0.03576646202762513,-0.0004613879958676879,0.02786204882811913,-0.00018539818663256748,0.025326680186802862,-0.00023939904306708075,0.005720598963620352,9.743841635771695e-06,0.005722633924420022,-7.382207933883007e-05,0.03568377482833533,-0.0015053193612206077,0.0356654905353939,-0.0021119006975704405,-0.001654011627371628,-0.032706741261324106,-0.0016572812163544622,-0.029719815896808516,0.7792653150108213,-0.006512735453028084,0.708081050401288,0.0024408635559767604
-4.98,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.03579356860190927,6.063382345418333e-05,0.03580302030943314,-0.0004614028027065891,0.027893067914701676,-0.00018586342454727782,0.025357531634430806,-0.0002396761134081614,0.005726970976305484,9.701411752669335e-06,0.005728483249509303,-7.382444843305427e-05,0.035723496298329015,-0.0015073273069580464,0.03570195621687862,-0.002113602454033957,-0.0016561578141913965,-0.03274314943949085,-0.0016592837514778083,-0.029756027575724216,0.7792649381857814,-0.006512712935273938,0.708219836044254,0.002432713863866683
-4.978571428571429,0.4,0.9275,0.8500677914143083,0.043897911953677905,0.04628230474061013,0.03583343801881526,6.036797148448152e-05,0.03583961716401987,-0.0004614180434590016,0.0279241215079646,-0.00018632946727047378,0.025388432343677034,-0.0002399541635983456,0.005733350083010442,9.658875437517044e-06,0.00573433874624318,-7.382688695344027e-05,0.03576326193030768,-0.0015093378526684362,0.03573846030694227,-0.0021153064183982323,-0.0016583067292885514,-0.032779598139504755,-0.001661290118080695,-0.0297922970755185,0.7792645610893852,-0.006512690408066534,0.7083589506556074,0.0024245637748349694
