status,error,source,alpha_set,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_used,ci_used,cr_abs_error,ci_abs_error,complex_spectral_error,ln_p_start_right,stage1_mismatch,stage2_mismatch,stage1_seconds,stage2_seconds,reconstruction_seconds,fixed_c_total_seconds,alignment_real,alignment_imag,shooting_y_min,shooting_y_max,n_shooting_points,n_core20,n_core40,p_rel_l2_core20,p_rel_l2_core40,rho_rel_l2_core20,rho_rel_l2_core40,u_rel_l2_core20,u_rel_l2_core40,v_rel_l2_core20,v_rel_l2_core40,p_overlap_error_core20,p_overlap_error_core40
COMPLETED,,pinn,all,1.25,0.05,False,0.1201816977923283,0.124879699478062,0.1201816961288793,0.1248797032441208,1.6634490035416505e-09,3.7660587981491744e-09,4.1170695231560655e-09,-9.525751127554216,,6.89674760413158e-22,,1.0392569787800312,0.17626316379755735,1.2155201425775886,1.562485562198393,0.006792879463029875,-908.029015722031,908.029015722031,4517,1601,3201,5.428479437010822e-07,5.227667624238621e-06,5.428479437054005e-07,5.227667624243586e-06,1.4623496270246265e-06,2.2229227691834595e-06,4.980343833034563e-07,5.82472935219156e-06,1.4710455076283324e-13,1.2133516413825873e-11
COMPLETED,,pinn,all,1.25,0.055,False,0.1315006710691934,0.1227178308038424,0.1315006622421312,0.1227178358067915,8.827062192295898e-09,5.002949110544108e-09,1.0146256785108178e-08,-10.179783091822776,,2.5504343226894823e-21,,1.040059487335384,0.17691339179873466,1.2169728791341186,1.5624853158056962,0.006852998392357995,-847.5803086545397,847.5803086545397,4517,1601,3201,6.390182658735233e-07,6.428700341726566e-06,6.390182658735698e-07,6.428700341729857e-06,1.5695303588052174e-06,2.694891916751277e-06,6.079180547828038e-07,7.225536938193367e-06,2.0394796962364126e-13,1.8390844402915718e-11
COMPLETED,,pinn,all,1.25,0.06,False,0.1415835703820256,0.1205332173435139,0.1415835608414967,0.1205332026093881,9.540528894680378e-09,1.4734125794446662e-08,1.7553237721765454e-08,-10.826365165787713,,7.007649425954319e-21,,1.0477989669889212,0.17795016057789326,1.2257491275668144,1.5624851611753459,0.006888707168600567,-797.0971711320972,797.0971711320972,4517,1601,3201,7.444255346991047e-07,7.764781498805011e-06,7.444255347056779e-07,7.764781498810783e-06,1.6852324187431378e-06,3.2601021718311475e-06,7.286681368645542e-07,8.7924477589976e-06,2.7700064464397656e-13,2.689481970463703e-11
COMPLETED,,pinn,all,1.25,0.065,False,0.1506951271590784,0.1183283201500585,0.1506951146861655,0.1183283047985549,1.2472912896965838e-08,1.5351503596106042e-08,1.9779843750559645e-08,-11.473009128684236,,1.5513624354738865e-20,,1.0535482401028275,0.17999512422829866,1.2335433643311262,1.562485752811878,0.006896330744144901,-754.489246507181,754.489246507181,4517,1601,3201,8.645233827854496e-07,9.327625833771483e-06,8.645233827899257e-07,9.327625833779364e-06,1.7984483384367548e-06,3.9493866913404276e-06,8.657704371749709e-07,1.0618525120606662e-05,3.7347902548390266e-13,3.891686972679054e-11
COMPLETED,,pinn,all,1.25,0.07,False,0.1590167354190658,0.1161052740495865,0.1590167118910419,0.1161052652546507,2.352802389027353e-08,8.79493579353241e-09,2.5118097137196512e-08,-12.125208118274163,,2.985722974626108e-20,,1.0628226017579436,0.18119672685861588,1.2440193286165595,1.5624853462422907,0.006876432593192935,-718.2109414195057,718.2109414195057,4517,1601,3201,9.930634254851528e-07,1.090966208481004e-05,9.930634254866563e-07,1.0909662084804408e-05,1.9103902592782993e-06,4.6958918422124215e-06,1.0182922454224166e-06,1.2471321352426341e-05,4.92828000631107e-13,5.323796958833782e-11
COMPLETED,,pinn,all,1.25,0.075,True,0.1666794103673964,0.1138659433849943,0.1666794197462689,0.1138659411098396,9.378872511955905e-09,2.2751547035237962e-09,9.650884856866157e-09,-12.787304718879856,,5.4043146895261017e-20,,1.0696803275495768,0.18304482381790876,1.2527251513674855,1.5624857532332486,0.006840480880281667,-687.1009704152765,687.1009704152765,4516,1601,3201,1.1323872593263463e-06,1.2693938790336686e-05,1.1323872593332789e-06,1.2693938790341694e-05,2.039488848141934e-06,5.576459194042092e-06,1.1599924953382532e-06,1.4542949173707442e-05,6.409317521161029e-13,7.206180097085735e-11
COMPLETED,,pinn,all,1.25,0.08,False,0.1737816116443685,0.1116119624209407,0.1737816192558423,0.1116119681597291,7.611473784585598e-09,5.738788402820383e-09,9.532482651742909e-09,-13.46294468414419,,8.80722666552592e-20,,1.0786709394305944,0.18465174362063408,1.2633226830512285,1.5624871142798944,0.006780180385585332,-660.2729835259616,660.2729835259616,4516,1601,3201,1.292933741137534e-06,1.474122980801915e-05,1.2929337411495922e-06,1.4741229808017532e-05,2.1631645756314396e-06,6.602973899060612e-06,1.348463954933171e-06,1.692866564482608e-05,8.359979375427429e-13,9.724299143698545e-11
COMPLETED,,pinn,all,1.25,0.085,False,0.1803996647081534,0.1093447708499076,0.1803996592896209,0.1093447554005953,5.4185325115696514e-09,1.5449312301685225e-08,1.6371980490274832e-08,-14.155372167117768,,1.5645298125863138e-21,,1.2620731117203832,0.18539367523044348,1.4474667869508266,1.5624864954548532,0.00670236664054999,-637.0410300909286,637.0410300909286,4516,1601,3201,1.4549451500494122e-06,1.6770405472340715e-05,1.454945150047519e-06,1.6770405472338838e-05,2.286774175755719e-06,7.669575606690515e-06,1.5345779158804646e-06,1.92975040257021e-05,1.0590417431899368e-12,1.2596002019193975e-10
COMPLETED,,pinn,all,1.25,0.09,False,0.1865942290233666,0.1070656426164781,0.1865942445338181,0.1070656481030856,1.5510451506495215e-08,5.48660750165908e-09,1.6452263303649177e-08,-14.867592373385072,,6.821381505631883e-22,,1.8235088810324669,0.18767520133405924,2.011184082366526,1.5624869594899868,0.006608774540304086,-616.8667377329299,616.8667377329299,4516,1601,3201,1.6312426839209796e-06,1.8939612396518495e-05,1.6312426839262518e-06,1.893961239652941e-05,2.432603747320195e-06,8.854282870791532e-06,1.734074842097433e-06,2.1806163743208758e-05,1.3302692281058626e-12,1.604983923542136e-10
COMPLETED,,pinn,all,1.25,0.095,False,0.1924145092150188,0.1047757098421646,0.1924145040820436,0.1047810520519327,5.1329751837858595e-09,5.342209768097184e-06,5.342212234064386e-06,-14.99999335625205,,0.36247254232728854,,5.736709387972951,0.18759747967123985,5.924306867644191,1.562498980345169,0.0064973902143767755,-599.2937582985917,599.2937582985917,4516,1601,3201,6.968756630823889e-06,2.9316566710941434e-05,6.9687566308295744e-06,2.9316566710963223e-05,9.695640404265675e-06,1.6604340212403153e-05,1.4646571048477219e-05,3.384810798879147e-05,2.4281465726971874e-11,3.574847085019428e-10
COMPLETED,,pinn,all,1.25,0.1,False,0.1979011052414519,0.1024759826612526,0.197901107663592,0.1024763665511698,2.4221400996005116e-09,3.8388991720206267e-07,3.8389755833043356e-07,-14.99999335625205,,1.8575308607405032,,5.748172989115119,0.18787167500704527,5.936044664122164,1.5624896554345833,0.006374130383778589,-584.069199936348,584.069199936348,4516,1601,3201,2.2028164478568856e-06,2.4586564291283088e-05,2.202816447855456e-06,2.45865642912891e-05,2.8637428608421988e-06,1.1984425595185381e-05,2.673211371180927e-06,2.83044294679614e-05,2.4261703757133546e-12,2.686834088549972e-10
COMPLETED,,pinn,all,1.25,0.105,False,0.2030880055220416,0.1001673663949867,0.2030880137330042,0.1001641719882017,8.210962604282557e-09,3.1944067850064872e-06,3.1944173377945423e-06,-14.99999335625205,,4.6318858820966025,,5.767908964306116,0.18849016726016998,5.956399131566286,1.5624820139101272,0.006232856124137488,-570.8518346504875,570.8518346504875,4516,1601,3201,4.220712729561479e-06,2.40384043355927e-05,4.2207127295696745e-06,2.4038404335600008e-05,6.179078014784254e-06,1.3090989014651094e-05,8.358070089229293e-06,2.8067156249699703e-05,8.906875237357781e-12,2.732223336465722e-10
COMPLETED,,pinn,all,1.25,0.11,False,0.208004018994648,0.0978506750682412,0.2080040113749346,0.0978472809343181,7.619713388029581e-09,3.394133923098619e-06,3.394142476084488e-06,-14.99999335625205,,8.836290078158855,,5.795871855691075,0.18955076579004526,5.985422621481121,1.5624821939829547,0.006083252076916777,-559.407499435183,559.407499435183,4516,1601,3201,4.647923922670023e-06,2.6421025583406318e-05,4.64792392267428e-06,2.6421025583414385e-05,6.647915019172956e-06,1.4581256461473777e-05,8.969320892627247e-06,3.078326424817806e-05,1.0800915717368298e-11,3.2923908044324435e-10
COMPLETED,,pinn,all,1.25,0.115,False,0.2126738285514086,0.0955266437997865,0.2126738199259775,0.0955266388111425,8.625431091591196e-09,4.9886439978941155e-09,9.9641673236409e-09,-14.99999335625205,,14.646963861686965,,5.790995088405907,0.18970503844320774,5.980700126849115,1.562490413054503,0.005926959422334149,-549.5533876683196,549.5533876683196,4516,1601,3201,2.730210290094952e-06,3.270929788052085e-05,2.73021029009916e-06,3.270929788052775e-05,3.215611232319641e-06,1.6829312812429938e-05,3.004449628858028e-06,3.761020479807276e-05,3.727351760574038e-12,4.776492534830368e-10
COMPLETED,,pinn,all,1.25,0.12,False,0.2171187822126098,0.0931959386996336,0.2171187700764175,0.0931959376083161,1.21361923011154e-08,1.0913174947058124e-09,1.218516054239351e-08,-14.99999335625205,,22.278668524301448,,5.823793557472527,0.19099828600883484,6.014791843481362,1.5624920381656264,0.0057604691357364905,-541.181386366588,541.181386366588,4516,1601,3201,2.9908664655833357e-06,3.605833271860204e-05,2.990866465591741e-06,3.605833271861551e-05,3.3996415290411563e-06,1.887578398280731e-05,3.300862620339658e-06,4.1406953421352626e-05,4.472644477004906e-12,5.803614255839307e-10
