Mach,alpha,analytic_tail_points,ci,cr,delta_kappa_at_match,delta_q_at_match,far_left,far_right,gamma_left_imag,gamma_left_real,gamma_mismatch_at_match,gamma_right_imag,gamma_right_real,left_distance,left_far_amplitude,left_interface_amplitude,matching_y,modal_dy,mu_left,mu_right,n_coordinates,numerical_extent,omega_i,right_distance,right_far_amplitude,right_interface_amplitude,right_log_amplitude_shift,tail_tolerance,timestamp,status,error,updated
1.45,0.05,300,0.0683211956839623,0.2584141991785808,-7.766326644287336e-12,-2.2287839976375956e-11,-2335.5469216776823,1168.2343012295307,-0.07638258865475811,0.005916443324092952,2.3602195668164215e-11,-0.022499676112386846,-0.0118363176240416,2295.5469216776823,1.0000000000000004e-06,0.7913323001837748,1.0,0.025,0.005916443324092952,0.0118363176240416,3801,40.0,0.0034160597841981152,1128.2343012295307,1.0000000000000004e-06,0.6304187396532893,-0.22733371621069412,1e-06,2026-07-23T12:04:50.336596+00:00,converged,,2026-07-23T12:04:50.346928+00:00
1.45,0.055,300,0.0684112391288648,0.265108862663616,-8.366715306684647e-12,-1.9337654741380383e-11,-2125.218181429035,1025.322381769312,-0.08465692237040255,0.006502109251751473,2.1070045465540465e-11,-0.023706606790633668,-0.013487841502520827,2085.218181429035,1.000000000000002e-06,0.7732180954684063,1.0,0.025,0.006502109251751473,0.013487841502520827,3801,40.0,0.0037626181520875645,985.322381769312,1.0000000000000004e-06,0.5911778100641892,-0.26844431519931644,1e-06,2026-07-23T12:04:50.492099+00:00,converged,,2026-07-23T12:04:50.502068+00:00
1.45,0.06,300,0.0682708215545038,0.2713415690822946,-8.291952194316998e-12,-1.7327713916492904e-11,-1956.140344434646,910.4020361568224,-0.09299715592524192,0.00706425251127947,1.9209532549353207e-11,-0.02478388554163569,-0.01519246462677497,1916.140344434646,1.0000000000000004e-06,0.7562287888531531,1.0,0.025,0.00706425251127947,0.01519246462677497,3801,40.0,0.004096249293270228,870.4020361568224,1.0000000000000004e-06,0.5532427455415229,-0.3125470947509234,1e-06,2026-07-23T12:04:50.641876+00:00,converged,,2026-07-23T12:04:50.651953+00:00
1.45,0.065,300,0.0679358880480178,0.2771685946141995,-7.864769599463806e-12,-1.497905272040967e-11,-1817.9925963914118,816.23212523276,-0.10139760016518752,0.007601206462295069,1.6918233396352656e-11,-0.025738932720249196,-0.01694760968340696,1777.9925963914118,1.0000000000000004e-06,0.740357764288335,1.0,0.025,0.007601206462295069,0.01694760968340696,3801,40.0,0.004415832723121157,776.23212523276,1.0000000000000004e-06,0.516731709762256,-0.3596097314369007,1e-06,2026-07-23T12:04:50.800579+00:00,converged,,2026-07-23T12:04:50.810694+00:00
1.45,0.07,300,0.0674347210568422,0.2826360536502847,-9.180621540760825e-12,-1.7000109653331208e-11,-1703.637104666093,737.8317215789008,-0.10985330961435091,0.008111589185528473,1.932065061275025e-11,-0.026578329619926778,-0.01875113292972994,1663.637104666093,1.0000000000000004e-06,0.7255902545828683,1.0,0.025,0.008111589185528473,0.01875113292972994,3801,40.0,0.0047204304739789545,697.8317215789008,9.999999999999987e-07,0.48172821943392546,-0.40960537294512195,1e-06,2026-07-23T12:04:50.971720+00:00,converged,,2026-07-23T12:04:50.981802+00:00
1.45,0.075,300,0.0667899812334504,0.287782306314316,-8.462765210826007e-12,-1.617636753714624e-11,-1607.9920501666631,671.6705102004724,-0.11835994772259104,0.008594241271958823,1.825632114393274e-11,-0.02730797059339361,-0.020601231617488846,1567.9920501666631,1.0000000000000004e-06,0.7119065926187045,1.0,0.025,0.008594241271958823,0.020601231617488846,3801,40.0,0.00500924859250878,631.6705102004724,1.0000000000000004e-06,0.44828769721806855,-0.4625115050683801,1e-06,2026-07-23T12:04:51.156386+00:00,converged,,2026-07-23T12:04:51.166410+00:00
1.45,0.08,300,0.0660201084379359,0.2926396781797712,-8.676774576610313e-12,-1.5106015396892936e-11,-1527.3501398841343,615.1816933603891,-0.12691368406388365,0.009048180244994559,1.7420623359239403e-11,-0.027933178967496874,-0.02249637501147366,1487.3501398841343,1.0000000000000004e-06,0.699283943835043,1.0,0.025,0.009048180244994559,0.02249637501147366,3801,40.0,0.005281608675034873,575.1816933603891,9.999999999999987e-07,0.416442249190632,-0.5183090795197545,1e-06,2026-07-23T12:04:51.334742+00:00,converged,,2026-07-23T12:04:51.344844+00:00
1.45,0.085,300,0.0651403110606665,0.2972357177263615,-1.0138400535764092e-11,-1.5674239683960423e-11,-1458.9507518394487,566.4575773542668,-0.13551111431218296,0.009472566555952036,1.8667323190372566e-11,-0.028458797217225894,-0.024435252065350653,1418.9507518394487,1.0000000000000004e-06,0.6876982540071725,1.0,0.025,0.009472566555952036,0.024435252065350653,3801,40.0,0.0055369264401566535,526.4575773542668,1.0000000000000004e-06,0.386205003403565,-0.576981832052008,1e-06,2026-07-23T12:04:51.484745+00:00,converged,,2026-07-23T12:04:51.494756+00:00
1.45,0.09,300,0.0641632806740468,0.301594134791817,-1.9203217141439133e-11,-2.289299132207656e-11,-1400.7023001716914,524.0529025590474,-0.14414919685558691,0.009866677669109345,2.988063922097274e-11,-0.02888925821711519,-0.026416730884117227,1360.7023001716914,1.0000000000000004e-06,0.6771248824846606,1.0,0.025,0.009866677669109345,0.026416730884117227,3801,40.0,0.005774695260664211,484.0529025590475,1.0000000000000004e-06,0.3575731589422732,-0.6385157388315721,1e-06,2026-07-23T12:04:51.652032+00:00,converged,,2026-07-23T12:04:51.661984+00:00
1.45,0.095,300,0.0630997197335261,0.305735513834164,-1.423258386146209e-11,-2.0653527499359114e-11,-1350.997131052314,486.85417244902027,-0.1528252018523575,0.010229888109486038,2.508255651922934e-11,-0.029228642446275276,-0.028439827050502547,1310.997131052314,1.000000000000002e-06,0.6675395794283304,1.0,0.025,0.010229888109486038,0.028439827050502547,3801,40.0,0.005994473374684979,446.85417244902027,1.0000000000000004e-06,0.3305308843450866,-0.7028985812768,1e-06,2026-07-23T12:04:51.826430+00:00,converged,,2026-07-23T12:04:51.836444+00:00
1.45,0.1,300,0.0619587369313397,0.3096778641115483,-8.236800130845268e-12,-1.637504368212639e-11,-1308.5851256460871,453.99063866602853,-0.1615366696291159,0.010561653677560295,1.8329946317080146e-11,-0.02948072440714807,-0.030503678087896575,1268.5851256460871,1.000000000000002e-06,0.6589195700662847,1.0,0.025,0.010561653677560295,0.030503678087896575,3801,40.0,0.0061958736931339705,413.99063866602853,1.0000000000000004e-06,0.3050518903065213,-0.7701195843070427,1e-06,2026-07-23T12:04:51.975723+00:00,converged,,2026-07-23T12:04:51.985676+00:00
1.45,0.105,300,0.0607481498786416,0.3134370510761152,-7.767030074656844e-12,-2.7085623674483195e-11,-1272.4853754602138,424.7722362947929,-0.17028137645378566,0.010861499074504656,2.8177256183247304e-11,-0.02964901080904816,-0.0326075232445647,1232.4853754602138,1.0000000000000004e-06,0.6512434177530796,1.0,0.025,0.010861499074504656,0.0326075232445647,3801,40.0,0.006378555737257367,384.7722362947929,1.0000000000000004e-06,0.2811010912185378,-0.8401691260560372,1e-06,2026-07-23T12:04:52.199909+00:00,converged,,2026-07-23T12:04:52.209924+00:00
