Mach,alpha,analytic_tail_points,ci,cr,delta_kappa_at_match,delta_q_at_match,far_left,far_right,gamma_left_imag,gamma_left_real,gamma_mismatch_at_match,gamma_right_imag,gamma_right_real,left_distance,left_far_amplitude,left_interface_amplitude,matching_y,modal_dy,mu_left,mu_right,n_coordinates,numerical_extent,omega_i,right_distance,right_far_amplitude,right_interface_amplitude,right_log_amplitude_shift,tail_tolerance,timestamp,status,error,updated
1.15,0.06,300,0.1998472244836177,-2.549736936302885e-09,8.775684727513333e-09,-3.730992341466344e-09,-573.0635518301833,573.0635564486645,-0.03941538274433794,0.024139626894202335,9.535876797064404e-09,-0.03941538324711322,-0.024139626709381145,533.0635518301833,1.0000000000000004e-06,0.3876876435853025,1.5,0.025,0.024139626894202335,0.024139626709381145,3801,40.0,0.01199083346901706,533.0635564486645,1.0000000000000004e-06,0.3876876486124372,1.2966971607575317e-08,1e-06,2026-07-23T12:03:59.494447+00:00,converged,,2026-07-23T12:03:59.505376+00:00
1.15,0.065,300,0.1599190568707925,-2.7143269989556902e-09,-9.048300303460266e-12,-1.5748631565504212e-11,-636.6722992722806,636.6723054808341,-0.041129745622526914,0.021725340365144265,1.8162905455008976e-11,-0.04112974624784714,-0.021725340152780225,596.6722992722806,1.0000000000000004e-06,0.4263043420539621,1.0,0.025,0.021725340365144265,0.021725340152780225,3801,40.0,0.010394738696601513,596.6723054808341,1.0000000000000004e-06,0.42630434553737856,8.171196164141747e-09,1e-06,2026-07-23T12:03:59.688496+00:00,converged,,2026-07-23T12:03:59.699091+00:00
1.15,0.07,300,0.1450959349017018,0.0452428893063274,1.3081924432611913e-11,-2.6791579371687746e-11,-694.9898934278333,583.4049019033248,-0.04939038739243724,0.019898566696416577,2.981485321261892e-11,-0.03785594775222669,-0.023714052874305266,654.9898934278333,1.0000000000000004e-06,0.4574212784143785,1.0,0.025,0.019898566696416577,0.023714052874305266,3801,40.0,0.010156715443119127,543.4049019033248,1.0000000000000004e-06,0.3948781739341837,-0.1470275039604162,1e-06,2026-07-23T12:03:59.855539+00:00,converged,,2026-07-23T12:03:59.866522+00:00
1.15,0.075,300,0.1421829713450822,0.0646325378753453,-7.351792785659228e-13,-1.980450872740569e-11,-680.3887799850286,527.3608002911817,-0.055402821224753616,0.020325144792511057,1.981814962365359e-11,-0.0377046696391783,-0.026239340291389697,640.3887799850286,1.0000000000000004e-06,0.4495465453484293,1.0,0.025,0.020325144792511057,0.026239340291389697,3801,40.0,0.010663722850881165,487.36080029118165,9.999999999999987e-07,0.3579060796166956,-0.2279687931708828,1e-06,2026-07-23T12:04:00.021550+00:00,converged,,2026-07-23T12:04:00.032474+00:00
1.15,0.08,300,0.1392808657517153,0.0790689509372673,1.5761000143887927e-09,-3.691017907980765e-10,-663.5377612544294,482.98174347738166,-0.06103730704350098,0.020841114726790583,1.6187425327477805e-09,-0.03788649834381972,-0.0286556167552019,623.5377612544294,1.0000000000000004e-06,0.44030459105223396,1.0,0.025,0.020841114726790583,0.0286556167552019,3801,40.0,0.011142469260137225,442.98174347738166,1.0000000000000004e-06,0.32575963441108324,-0.3013069481507109,1e-06,2026-07-23T12:04:00.188249+00:00,converged,,2026-07-23T12:04:00.198880+00:00
1.15,0.085,300,0.1363892725254269,0.090953586929427,4.2743192318894785e-10,-1.0266842931372366e-10,-647.1105383536345,445.9662857769264,-0.06652952203313584,0.021370053836207086,4.3958941677291286e-10,-0.038166581303712796,-0.031039630446531283,607.1105383536345,9.999999999999987e-07,0.4310523783282831,1.0,0.025,0.021370053836207086,0.031039630446531283,3801,40.0,0.011593088164661288,405.9662857769264,1.0000000000000004e-06,0.2968681810067144,-0.37294140487913074,1e-06,2026-07-23T12:04:00.356521+00:00,converged,,2026-07-23T12:04:00.367339+00:00
1.15,0.09,300,0.1335078749432744,0.1011993184208567,1.4838831899344207e-10,-4.497995725882831e-11,-631.8533931090137,414.30467899999564,-0.07195942609562979,0.021885971318203964,1.5505576341660295e-10,-0.03846577611998379,-0.03341769387699935,591.8533931090137,1.0000000000000004e-06,0.4222219430511659,1.0,0.025,0.021885971318203964,0.03341769387699935,3801,40.0,0.012015708744894696,374.30467899999564,1.0000000000000004e-06,0.27060059121606034,-0.4448872066152054,1e-06,2026-07-23T12:04:00.518688+00:00,converged,,2026-07-23T12:04:00.529251+00:00
1.15,0.095,300,0.1306363663726639,0.1102724452969259,5.939210234728876e-11,-2.8358079773305178e-11,-617.9851315737021,386.7828888763487,-0.0773632106115924,0.02237701021450892,6.581491099788834e-11,-0.03874870142726075,-0.035801965641327524,577.9851315737021,1.0000000000000004e-06,0.4139825876303294,1.0,0.025,0.02237701021450892,0.035801965641327524,3801,40.0,0.01241045480540307,346.7828888763487,9.999999999999987e-07,0.24659659764355785,-0.5180701205076776,1e-06,2026-07-23T12:04:00.687674+00:00,converged,,2026-07-23T12:04:00.698265+00:00
1.15,0.1,300,0.1277744569464649,0.118450325820652,2.5905118328228838e-11,-2.2452314313303745e-11,-605.536582557698,362.5771791029165,-0.0827597318694067,0.022836910506203595,3.4280921423189923e-11,-0.03899730369554566,-0.0381989946701136,565.536582557698,1.0000000000000004e-06,0.40640615644090655,1.0,0.025,0.022836910506203595,0.0381989946701136,3801,40.0,0.01277744569464649,322.5771791029165,9.999999999999987e-07,0.2246106965974926,-0.5929843786017858,1e-06,2026-07-23T12:04:00.860018+00:00,converged,,2026-07-23T12:04:00.870610+00:00
1.15,0.105,300,0.124921872190643,0.1259143515352406,1.1260242738231341e-11,-1.8087954745116264e-11,-594.465381937358,341.09068782399396,-0.08815963007226744,0.023262070036254853,2.1306505424054542e-11,-0.03920173825066241,-0.040612659339080634,554.465381937358,1.0000000000000004e-06,0.39951737987333863,1.0,0.025,0.023262070036254853,0.040612659339080634,3801,40.0,0.013116796580017515,301.09068782399396,9.999999999999987e-07,0.2044530277168566,-0.669919012540279,1e-06,2026-07-23T12:04:01.027310+00:00,converged,,2026-07-23T12:04:01.037842+00:00
