Mach,alpha,analytic_tail_points,ci,cr,delta_kappa_at_match,delta_q_at_match,far_left,far_right,gamma_left_imag,gamma_left_real,gamma_mismatch_at_match,gamma_right_imag,gamma_right_real,left_distance,left_far_amplitude,left_interface_amplitude,matching_y,modal_dy,mu_left,mu_right,n_coordinates,numerical_extent,omega_i,right_distance,right_far_amplitude,right_interface_amplitude,right_log_amplitude_shift,tail_tolerance,timestamp,status,error,updated
1.85,0.05,300,0.0223581821587575,0.4409623344477715,-7.240583566742176e-12,-1.9330915340676214e-11,-6193.7158901786215,1923.4134751311012,-0.12355833433308634,0.0022310049788156847,2.0642440221431376e-11,-0.01487972095158058,-0.0071873077101683855,6153.7158901786215,1.0000000000000004e-06,0.9170990761677257,1.0,0.025,0.0022310049788156847,0.0071873077101683855,3801,40.0,0.001117909107937875,1883.4134751311012,1.0000000000000004e-06,0.7566621951244066,-0.19229859796090074,1e-06,2026-07-23T12:05:48.593863+00:00,converged,,2026-07-23T12:05:48.605195+00:00
1.85,0.055,300,0.0232188116701575,0.4435723598073116,-1.7068698884847855e-12,-1.9091254618852638e-11,-5423.771087376666,1625.218695251622,-0.13620083998376417,0.002547813278780246,1.9167404825329855e-11,-0.015723152832651157,-0.008507028426532738,5383.771087376666,1.0000000000000004e-06,0.9060442875459339,1.0,0.025,0.002547813278780246,0.008507028426532738,3801,40.0,0.0012770346418586626,1585.218695251622,1.000000000000002e-06,0.7189165045552693,-0.23134296355475004,1e-06,2026-07-23T12:05:48.766513+00:00,converged,,2026-07-23T12:05:48.777373+00:00
1.85,0.06,300,0.0238968792501489,0.4461278442170976,-4.125059668846909e-13,-1.861609651154783e-11,-4832.32043692975,1395.5741051847956,-0.1488887970785345,0.0028597746611642174,1.8620666220626446e-11,-0.016459088399983113,-0.009908111877321385,4792.32043692975,1.000000000000002e-06,0.8953379768251056,1.0,0.025,0.0028597746611642174,0.009908111877321385,3801,40.0,0.001433812755008934,1355.5741051847956,9.999999999999987e-07,0.680906237549011,-0.27377666154035146,1e-06,2026-07-23T12:05:48.950185+00:00,converged,,2026-07-23T12:05:48.960964+00:00
1.85,0.065,300,0.0244076340678053,0.4486243105314618,-1.5320360431669844e-11,-2.154040314172878e-11,-4368.687276217395,1214.5847214633268,-0.16161996548994648,0.003163418230362274,2.643297961381717e-11,-0.01709110823695283,-0.011386054097593431,4328.687276217395,9.999999999999987e-07,0.8850932123413673,1.0,0.025,0.003163418230362274,0.011386054097593431,3801,40.0,0.0015864962144073445,1174.5847214633268,1.000000000000002e-06,0.6429904692471131,-0.31956306233517073,1e-06,2026-07-23T12:05:49.136233+00:00,converged,,2026-07-23T12:05:49.146843+00:00
1.85,0.07,300,0.0247650899140801,0.4510589206247342,-8.23268102995156e-12,-2.0036456001293335e-11,-3999.369083582259,1069.131505940787,-0.17439215943607345,0.003455711975016787,2.1661869864642064e-11,-0.017622803852767703,-0.012936898489914394,3959.369083582259,1.0000000000000004e-06,0.8754025841036595,1.0,0.025,0.003455711975016787,0.012936898489914394,3801,40.0,0.0017335562939856072,1029.131505940787,1.0000000000000004e-06,0.605475770284192,-0.36866933051775996,1e-06,2026-07-23T12:05:49.324112+00:00,converged,,2026-07-23T12:05:49.335270+00:00
1.85,0.075,300,0.0249820528631137,0.4534301112971537,-6.5515986732989084e-12,-2.0475962071719866e-11,-3701.494008859709,950.2715615485312,-0.18720327454591398,0.003734004344272265,2.149856897420111e-11,-0.018057729948028945,-0.01455715997997474,3661.494008859709,1.0000000000000004e-06,0.8663415727686707,1.0,0.025,0.003734004344272265,0.01455715997997474,3801,40.0,0.0018736539647335273,910.2715615485312,1.0000000000000004e-06,0.5686206226341781,-0.4210657889256343,1e-06,2026-07-23T12:05:49.527233+00:00,converged,,2026-07-23T12:05:49.538009+00:00
1.85,0.08,300,0.0250701844317049,0.4557373020033783,-1.2118578709974237e-12,-1.7540381473668543e-11,-3458.972146514281,851.7207550795467,-0.2000513045145627,0.0039959733443541414,1.7582195020568763e-11,-0.018399371844482596,-0.016243758850402593,3418.972146514281,1.0000000000000004e-06,0.8577959782101935,1.0,0.025,0.0039959733443541414,0.016243758850402593,3801,40.0,0.002005614754536392,811.7207550795467,1.0000000000000004e-06,0.5325308980443869,-0.47672536318146785,1e-06,2026-07-24T06:53:14.508029+00:00,converged,,2026-07-24T06:53:14.518707+00:00
1.85,0.085,300,0.0250400808661877,0.457980661033861,-3.38410506214859e-11,-4.849412364726913e-11,-3260.3463645794777,768.9834247920874,-0.21293435013899223,0.0042395823178733895,5.913456464270789e-11,-0.018651123838855768,-0.017993962531690427,3220.3463645794777,1.0000000000000004e-06,0.849942096769946,1.0,0.025,0.0042395823178733895,0.017993962531690427,3801,40.0,0.002128406873625955,728.9834247920874,1.0000000000000004e-06,0.4974749248167686,-0.5356230727668184,1e-06,2026-07-23T12:05:49.725839+00:00,converged,,2026-07-23T12:05:49.736351+00:00
1.85,0.09,300,0.0249013621796004,0.4601609208281758,-9.301124107019554e-12,-2.221235174959535e-11,-3097.222527753235,698.7506366641175,-0.22585062317244817,0.004463042355220522,2.408110213221006e-11,-0.018816276033854537,-0.019805336482350087,3057.222527753235,1.0000000000000004e-06,0.8428241632410608,1.0,0.025,0.004463042355220522,0.019805336482350087,3801,40.0,0.002241122596164036,658.7506366641175,1.0000000000000004e-06,0.46360029051385276,-0.5977356136018448,1e-06,2026-07-23T12:05:49.908239+00:00,converged,,2026-07-23T12:05:49.919052+00:00
1.85,0.095,300,0.0246627575436747,0.4622792317337927,-1.2173942409710037e-12,-1.8000967903775145e-11,-2963.3859072630153,638.5462708981353,-0.23879844641769166,0.00466477945557363,1.8042086747676732e-11,-0.01889800564300765,-0.021675700268517863,2923.3859072630153,9.999999999999987e-07,0.8364738359480995,1.0,0.025,0.00466477945557363,0.021675700268517863,3801,40.0,0.0023429619666490964,598.5462708981353,1.0000000000000004e-06,0.4310199108243476,-0.663040956086914,1e-06,2026-07-23T12:05:50.097142+00:00,converged,,2026-07-23T12:05:50.107710+00:00
1.85,0.1,300,0.0243321927216004,0.4643370477731309,-1.2799188792156357e-11,-1.4250428961859463e-11,-2854.19353192173,586.4863403102954,-0.2517762514737566,0.004843407291559816,1.9154476221872105e-11,-0.018899373761957515,-0.023603092101489483,2814.19353192173,1.000000000000002e-06,0.8309172353023992,1.0,0.025,0.004843407291559816,0.023603092101489483,3801,40.0,0.00243321927216004,546.4863403102954,1.0000000000000004e-06,0.3998190795115039,-0.7315180498203547,1e-06,2026-07-23T12:05:50.287689+00:00,converged,,2026-07-23T12:05:50.298453+00:00
1.85,0.105,300,0.0239168690061534,0.4663360374564442,-1.4479769813724452e-11,-1.923455665575613e-11,-2766.1646512378716,541.1157475891561,-0.26478257491437013,0.00499770349678084,2.4075545759171034e-11,-0.018823323834582507,-0.025585737658404276,2726.1646512378716,1.0000000000000004e-06,0.8261755913944753,1.0,0.025,0.00499770349678084,0.025585737658404276,3801,40.0,0.002511271245646107,501.11574758915606,1.0000000000000004e-06,0.370058379390752,-0.8031465559805457,1e-06,2026-07-23T12:05:50.487175+00:00,converged,,2026-07-23T12:05:50.497851+00:00
1.85,0.11,300,0.023423336656071,0.4682780135578279,-1.7841214616787227e-11,-2.630160065436593e-11,-2696.7022173036694,501.2954995077536,-0.277816053316545,0.005126589524205865,3.1781805108961394e-11,-0.018672682610132524,-0.02762202352232207,2656.7022173036694,1.0000000000000004e-06,0.8222680832130848,1.0,0.025,0.005126589524205865,0.02762202352232207,3801,40.0,0.0025765670321678097,461.2954995077536,1.0000000000000004e-06,0.34177747218518467,-0.8779066180190054,1e-06,2026-07-23T12:05:50.681928+00:00,converged,,2026-07-23T12:05:50.692790+00:00
1.85,0.115,300,0.0228575615332241,0.4701648792066537,-5.745126596679029e-11,-5.791271021765576e-11,-2643.901751673453,466.1230719723869,-0.2908754178551935,0.005229113380944115,8.157530242629228e-11,-0.018450162045272864,-0.02971047484303509,2603.901751673453,1.0000000000000004e-06,0.8192114353516723,1.0,0.025,0.005229113380944115,0.02971047484303509,3801,40.0,0.0026286195763207715,426.1230719723869,1.0000000000000004e-06,0.3149971310134338,-0.9557786824670418,1e-06,2026-07-23T12:05:50.871211+00:00,converged,,2026-07-23T12:05:50.881929+00:00
1.85,0.12,300,0.0222249860031717,0.4719985865793722,-2.984404563755039e-11,-4.5916262111922457e-11,-2606.4221811857115,434.87535875020893,-0.30395948871315165,0.005304435008890929,5.476285407415282e-11,-0.018158362448983348,-0.03184973693365063,2566.4221811857115,1.0000000000000004e-06,0.8170206635259306,1.0,0.025,0.005304435008890929,0.03184973693365063,3801,40.0,0.002666998320380604,394.87535875020893,1.0000000000000004e-06,0.28972176134818894,-1.0367433677006335,1e-06,2026-07-23T12:05:51.094285+00:00,converged,,2026-07-23T12:05:51.104980+00:00
1.85,0.125,300,0.021530581350278,0.4737811036592556,-3.3345269254136944e-11,-2.3968009001118507e-11,-2583.4021528788708,406.9671310763424,-0.31706716905421983,0.005351813220738117,4.106546526107537e-11,-0.017799775545761374,-0.03403855794220099,2543.4021528788708,1.0000000000000004e-06,0.8157092567321647,1.0,0.025,0.005351813220738117,0.03403855794220099,3801,40.0,0.00269132266878475,366.9671310763424,1.0000000000000004e-06,0.2659415838408763,-1.120781313405585,1e-06,2026-07-23T12:05:51.284645+00:00,converged,,2026-07-23T12:05:51.295226+00:00
1.85,0.13,300,0.0207788968142683,0.4755143909772433,-3.9030089923897116e-11,-2.9423541728079705e-11,-2574.4123694087043,381.9204311336589,-0.33019743961668185,0.005370594912163308,4.887834620045509e-11,-0.01737678828497401,-0.03627577624648517,2534.4123694087043,1.0000000000000004e-06,0.8152924616235949,1.0,0.025,0.005370594912163308,0.03627577624648517,3801,40.0,0.002701256585854879,341.9204311336589,1.0000000000000004e-06,0.24363562644687783,-1.2078731225637904,1e-06,2026-07-23T12:05:51.527181+00:00,converged,,2026-07-23T12:05:51.537913+00:00
1.85,0.135,300,0.0199741023563701,0.4772003825162603,-1.798247661888297e-11,-6.9356031334733e-12,-2579.437246785003,359.34148871892995,-0.3433493530562773,0.005360205535120718,1.927361035648789e-11,-0.016891687048558448,-0.038560308459135044,2539.437246785003,1.0000000000000004e-06,0.8157845655714848,1.0,0.025,0.005360205535120718,0.038560308459135044,3801,40.0,0.0026965038181099637,319.34148871892995,1.0000000000000004e-06,0.22277249074791172,-1.297999277507358,1e-06,2026-07-23T12:05:51.780132+00:00,converged,,2026-07-23T12:05:51.790966+00:00
1.85,0.14,300,0.0191200257294819,0.4788409718825811,-2.914580382595844e-11,-2.3750789529541905e-11,-2598.8873988019,338.90340029636474,-0.35652202863403176,0.0053201405503525805,3.7597578165858646e-11,-0.016346661021350864,-0.04089113913941288,2558.8873988019,1.0000000000000004e-06,0.8172012031044782,1.0,0.025,0.0053201405503525805,0.04089113913941288,3801,40.0,0.0026768036021274665,298.90340029636474,1.0000000000000004e-06,0.20331271297942333,-1.3911400833899463,1e-06,2026-07-23T12:05:52.003445+00:00,converged,,2026-07-23T12:05:52.014497+00:00
1.85,0.145,300,0.0182201871119789,0.480438002805767,-3.403017104219863e-11,-4.1890720926807123e-11,-2633.6434495351346,320.33274310872986,-0.36971464734449216,0.005249958398861918,5.397115007973177e-11,-0.015743806572085295,-0.04326731307346278,2593.6434495351346,1.0000000000000004e-06,0.8195578049582147,1.0,0.025,0.005249958398861918,0.04326731307346278,3801,40.0,0.0026419271312369402,280.33274310872986,9.999999999999987e-07,0.18520980838390408,-1.4872756507121478,1e-06,2026-07-23T12:05:52.198113+00:00,converged,,2026-07-23T12:05:52.208690+00:00
1.85,0.15,300,0.0172778284543149,0.4819932616181666,-3.973661677481033e-11,-2.5741068131190925e-11,-2685.141308436696,303.3993715643317,-0.38292644708154494,0.005149273970830184,4.734555207453759e-11,-0.01508513088233892,-0.04568792763525777,2645.141308436696,1.0000000000000004e-06,0.8228731106240584,1.0,0.025,0.005149273970830184,0.04568792763525777,3801,40.0,0.002591674268147235,263.3993715643317,9.999999999999987e-07,0.1684124698776515,-1.586385861497214,1e-06,2026-07-23T12:05:52.462339+00:00,converged,,2026-07-23T12:05:52.473279+00:00
1.85,0.155,300,0.016295939689047,0.4835084726763262,-4.5542063176196024e-11,-1.5554910224452323e-11,-2755.5106838773563,287.90828446917817,-0.3961567182754467,0.00501775286389176,4.812519870541213e-11,-0.014372555344759546,-0.048152126780411746,2715.5106838773563,1.0000000000000004e-06,0.8271666878526828,1.0,0.025,0.00501775286389176,0.048152126780411746,3801,40.0,0.002525870651802285,247.9082844691782,1.000000000000002e-06,0.15286510482619253,-1.6884503672800266,1e-06,2026-07-23T12:05:52.704453+00:00,converged,,2026-07-23T12:05:52.715424+00:00
1.85,0.16,300,0.0152772826546179,0.4849852952765193,-5.3577784570046916e-11,-3.835958590700517e-11,-2847.794363142016,273.69331418522205,-0.40940479974406835,0.004855106481675093,6.589413350512523e-11,-0.013607919456734863,-0.050659095937439745,2807.794363142016,1.0000000000000004e-06,0.8324601332495932,1.0,0.025,0.004855106481675093,0.050659095937439745,3801,40.0,0.002444365224738864,233.69331418522205,1.0000000000000004e-06,0.13850919928684557,-1.793448588454179,1e-06,2026-07-23T12:05:52.925130+00:00,converged,,2026-07-23T12:05:52.936296+00:00
1.85,0.165,300,0.0142244122830798,0.486425322193995,-1.4924644853309132e-11,-7.665909140114335e-12,-2966.2913611692406,260.6120901526558,-0.42267007490297004,0.004661087664437905,1.677829511428069e-11,-0.01279298446927339,-0.0532080577790504,2926.2913611692406,1.0000000000000004e-06,0.8387773427135968,1.0,0.025,0.004661087664437905,0.0532080577790504,3801,40.0,0.002347028026708167,220.61209015265584,1.000000000000002e-06,0.12528430073263291,-1.901359726497566,1e-06,2026-07-23T12:05:53.125990+00:00,converged,,2026-07-23T12:05:53.136987+00:00
1.85,0.17,300,0.0131396943212481,0.4878300785202733,-5.945660283557253e-11,4.560509955786607e-13,-3117.1023711316607,248.54201175152133,-0.4359519679979246,0.004435486414494314,5.94583518377156e-11,-0.011929436097517078,-0.055798267714275984,3077.1023711316607,9.999999999999987e-07,0.846144783777586,1.0,0.025,0.004435486414494314,0.055798267714275984,3801,40.0,0.002233748034612177,208.54201175152133,1.0000000000000004e-06,0.11312888255993483,-2.012162761777644,1e-06,2026-07-23T12:05:53.317554+00:00,converged,,2026-07-23T12:05:53.328369+00:00
1.85,0.175,300,0.0120253228439984,0.4892010234762688,3.404540538376466e-12,9.407038516207056e-12,-3309.019545177583,237.37696360502656,-0.4492499413116295,0.004178126605892134,1.0004162629768259e-11,-0.011018888108932971,-0.0584290122063685,3269.019545177583,1.0000000000000004e-06,0.8545903727252598,1.0,0.025,0.004178126605892134,0.0584290122063685,3801,40.0,0.00210443149769972,197.37696360502656,1.0000000000000004e-06,0.10198091997846719,-2.1258365211538144,1e-06,2026-07-23T12:05:53.508870+00:00,converged,,2026-07-23T12:05:53.519601+00:00
