Mach,alpha,analytic_tail_points,ci,cr,delta_kappa_at_match,delta_q_at_match,far_left,far_right,gamma_left_imag,gamma_left_real,gamma_mismatch_at_match,gamma_right_imag,gamma_right_real,left_distance,left_far_amplitude,left_interface_amplitude,matching_y,modal_dy,mu_left,mu_right,n_coordinates,numerical_extent,omega_i,right_distance,right_far_amplitude,right_interface_amplitude,right_log_amplitude_shift,tail_tolerance,timestamp,status,error,updated
1.75,0.05,300,0.028092539405828,0.4043340347931455,-9.699354167058694e-12,-4.713521239985141e-11,-5135.179983185655,1776.6144593243114,-0.11225196176398303,0.0026908134290306975,4.8122819111489564e-11,-0.016464600736309412,-0.007781416965650233,5095.179983185655,1.0000000000000004e-06,0.9000258121702683,1.0,0.025,0.0026908134290306975,0.007781416965650233,3801,40.0,0.0014046269702914001,1736.6144593243114,1.0000000000000004e-06,0.7391980908485181,-0.19685750550466177,1e-06,2026-07-23T12:05:46.083415+00:00,converged,,2026-07-23T12:05:46.093976+00:00
1.75,0.055,300,0.029060765945644,0.4075496013880763,-9.375454405879946e-12,-3.829066577698548e-11,-4515.009944711484,1508.5238942218723,-0.12381625682353033,0.003060515411387934,3.942174819768322e-11,-0.01740239546216858,-0.009165401521566056,4475.009944711484,1.0000000000000004e-06,0.8872099250603048,1.0,0.025,0.003060515411387934,0.009165401521566056,3801,40.0,0.00159834212701042,1468.5238942218723,1.0000000000000004e-06,0.7005430749278623,-0.2362257673465057,1e-06,2026-07-23T12:05:46.341577+00:00,converged,,2026-07-23T12:05:46.351891+00:00
1.75,0.06,300,0.0298090916521314,0.4106729454768166,-4.867748565340335e-12,-3.533368649749624e-11,-4036.769507021545,1301.2558934516123,-0.135431353475922,0.003423217227260475,3.566741338531182e-11,-0.01822585084008778,-0.010626638520135371,3996.769507021545,1.0000000000000004e-06,0.8748521939102375,1.0,0.025,0.003423217227260475,0.010626638520135371,3801,40.0,0.0017885454991278839,1261.2558934516123,1.0000000000000004e-06,0.6619269365643797,-0.2788997687248518,1e-06,2026-07-23T12:05:46.501750+00:00,converged,,2026-07-23T12:05:46.511983+00:00
1.75,0.065,300,0.0303596785574145,0.4137013753212534,-3.343873788974605e-12,-3.326038489764871e-11,-3660.349807749844,1137.274768624474,-0.14709422593737811,0.003775391858884102,3.342805252263927e-11,-0.018939467736437034,-0.012160490293645571,3620.349807749844,1.0000000000000004e-06,0.8630597392950483,1.0,0.025,0.003775391858884102,0.012160490293645571,3801,40.0,0.0019733791062319424,1097.274768624474,1.0000000000000004e-06,0.6236840402238348,-0.32484001717127836,1e-06,2026-07-23T12:05:46.662983+00:00,converged,,2026-07-23T12:05:46.673243+00:00
1.75,0.07,300,0.030732164094019,0.4166341689629784,-3.5789426977572703e-12,-1.8154697363492733e-11,-3359.192493745426,1004.9965653285842,-0.1588020172250054,0.004114025873246154,1.8504104063527098e-11,-0.019547613060588227,-0.013762983053251422,3319.192493745426,1.0000000000000004e-06,0.8519165010557473,1.0,0.025,0.004114025873246154,0.013762983053251422,3801,40.0,0.00215125148658133,964.9965653285842,1.0000000000000004e-06,0.5860916027702027,-0.37401242248997085,1e-06,2026-07-23T12:05:46.843676+00:00,converged,,2026-07-23T12:05:46.853980+00:00
1.75,0.075,300,0.0309439168181252,0.4194720100334108,-1.327330086120515e-11,-2.4051411903758257e-11,-3115.132004155473,896.5097683988158,-0.17055205156798872,0.004436533799253147,2.7470910620442013e-11,-0.020054490155283062,-0.015430693596047405,3075.132004155473,9.999999999999987e-07,0.8414880347863226,1.0,0.025,0.004436533799253147,0.015430693596047405,3801,40.0,0.00232079376135939,856.5097683988158,1.0000000000000004e-06,0.5493767858903178,-0.42638727541717025,1e-06,2026-07-23T12:05:47.001796+00:00,converged,,2026-07-23T12:05:47.012041+00:00
1.75,0.08,300,0.0310102960939408,0.4222165684129251,-5.412783068980964e-12,-1.9553421382045855e-11,-2915.4006018842424,806.2550414975882,-0.18234183659600017,0.0047406882112338514,2.028877789063932e-11,-0.02046412487122328,-0.01716065621799052,2875.4006018842424,1.0000000000000004e-06,0.8318253117566711,1.0,0.025,0.0047406882112338514,0.01716065621799052,3801,40.0,0.002480823687515264,766.2550414975882,1.0000000000000004e-06,0.5137229248809447,-0.4819383934851783,1e-06,2026-07-23T12:05:47.161382+00:00,converged,,2026-07-23T12:05:47.171660+00:00
1.75,0.085,300,0.0309448952275353,0.4248701909779256,-2.580899036153106e-12,-1.6234957822547358e-11,-2750.8176211802784,730.228631047875,-0.19416905940323448,0.00502456234690636,1.6438822808665702e-11,-0.020780360687665162,-0.018950285691530643,2710.8176211802784,1.0000000000000004e-06,0.8229676312675731,1.0,0.025,0.00502456234690636,0.018950285691530643,3801,40.0,0.002630316094340501,690.228631047875,1.0000000000000004e-06,0.479274964746007,-0.5406423978813699,1e-06,2026-07-23T12:05:47.322410+00:00,converged,,2026-07-23T12:05:47.332685+00:00
1.75,0.09,300,0.0307597644867553,0.4274356739918147,-3.6141489107022196e-12,-1.5435252034845526e-11,-2614.6561250375935,665.4845461173218,-0.20603157899064714,0.005286483458080829,1.5852730923343556e-11,-0.02100686024142965,-0.02079731461064287,2574.6561250375935,1.0000000000000004e-06,0.814945904568666,1.0,0.025,0.005286483458080829,0.02079731461064287,3801,40.0,0.002768378803807977,625.4845461173218,1.000000000000002e-06,0.44614482128539834,-0.602478125560623,1e-06,2026-07-23T12:05:47.488146+00:00,converged,,2026-07-23T12:05:47.498413+00:00
1.75,0.095,300,0.0304656084045474,0.4299160958781788,-3.090208991474164e-11,-3.5660546564286744e-11,-2501.9119959956133,609.8137141722307,-0.21792741669723473,0.005524994467903352,4.7187008194655016e-11,-0.021147110311508066,-0.022699741518334118,2461.9119959956133,1.0000000000000004e-06,0.807784148073496,1.0,0.025,0.005524994467903352,0.022699741518334118,3801,40.0,0.0028942327984320033,569.8137141722307,1.0000000000000004e-06,0.4144153560356995,-0.6674261330291078,1e-06,2026-07-23T12:05:47.658073+00:00,converged,,2026-07-23T12:05:47.668360+00:00
