Mach,alpha,analytic_tail_points,ci,cr,delta_kappa_at_match,delta_q_at_match,far_left,far_right,gamma_left_imag,gamma_left_real,gamma_mismatch_at_match,gamma_right_imag,gamma_right_real,left_distance,left_far_amplitude,left_interface_amplitude,matching_y,modal_dy,mu_left,mu_right,n_coordinates,numerical_extent,omega_i,right_distance,right_far_amplitude,right_interface_amplitude,right_log_amplitude_shift,tail_tolerance,timestamp,status,error,updated
1.1,0.09,300,0.1849919122211095,1.812993186489701e-09,1.393985097492001e-09,-6.056183159131034e-10,-390.80198622871677,390.80198362716976,-0.05118794880843868,0.035420558494177044,1.5198578869747024e-09,-0.05118794827886662,-0.03542055873219091,350.80198622871677,1.0000000000000004e-06,0.2490981496515889,1.0,0.025,0.035420558494177044,0.03542055873219091,3801,40.0,0.016649272099899855,350.80198362716976,1.0000000000000004e-06,0.24909814749626444,-8.652510929962887e-09,1e-06,2026-07-23T12:03:59.556119+00:00,converged,,2026-07-23T12:03:59.566888+00:00
1.1,0.095,300,0.1439719750936911,0.0185431702825212,1.584143580202202e-11,-2.8133474716529605e-11,-469.13441012436823,430.3647235213452,-0.054291997353497365,0.0294953915144685,3.228689343828538e-11,-0.04797906414618018,-0.03216103172184774,429.13441012436823,1.0000000000000004e-06,0.3141065187174923,1.0,0.025,0.0294953915144685,0.03216103172184774,3801,40.0,0.013677337633900655,390.3647235213452,1.0000000000000004e-06,0.283376662977033,-0.10295518268843074,1e-06,2026-07-23T12:03:59.729299+00:00,converged,,2026-07-23T12:03:59.739910+00:00
1.1,0.1,300,0.1408594531338783,0.0456244875305594,9.495754876853724e-12,-2.0735392569637412e-11,-479.8582313018237,386.62766426135545,-0.061810526916808745,0.028832657157439802,2.2806268123002188e-11,-0.045424108030793754,-0.03580999396672974,439.8582313018237,1.0000000000000004e-06,0.3219918716881219,1.0,0.025,0.028832657157439802,0.03580999396672974,3801,40.0,0.01408594531338783,346.62766426135545,1.0000000000000004e-06,0.24591336200259084,-0.26954701510257806,1e-06,2026-07-23T12:03:59.901110+00:00,converged,,2026-07-23T12:03:59.911622+00:00
1.1,0.105,300,0.1377614529920954,0.0614720572586166,4.03298922035944e-12,-2.2786109804551202e-11,-480.11408157926996,357.0035449501163,-0.06769736546416104,0.028815654039715213,2.314026365616001e-11,-0.04446445369275341,-0.03879054931965289,440.11408157926996,1.0000000000000004e-06,0.32195759161542203,1.0,0.025,0.028815654039715213,0.03879054931965289,3801,40.0,0.014464952564170018,317.0035449501163,1.0000000000000004e-06,0.21898130610241293,-0.38543346790295185,1e-06,2026-07-23T12:04:00.076492+00:00,converged,,2026-07-23T12:04:00.087082+00:00
1.1,0.11,300,0.1346775747592678,0.0737351788015254,1.0222280105720571e-09,-1.1353845988382183e-10,-478.0132069848958,332.9149786529104,-0.07315562014240225,0.02894113197613137,1.0285140190930293e-09,-0.04389774462021905,-0.041606289857603396,438.0132069848958,1.0000000000000004e-06,0.32016700544024734,1.0,0.025,0.02894113197613137,0.041606289857603396,3801,40.0,0.01481453322351946,292.9149786529104,9.999999999999987e-07,0.19624232085282073,-0.48949252517171526,1e-06,2026-07-23T12:04:00.239306+00:00,converged,,2026-07-23T12:04:00.249776+00:00
1.1,0.115,300,0.1316074319054831,0.0840064838857459,2.8469222465576927e-10,-4.103969247770678e-11,-475.1770450168399,312.3582392311435,-0.0784165712577249,0.0291129018782626,2.876350450451331e-10,-0.043493441296347995,-0.04435372442982759,435.1770450168399,1.0000000000000004e-06,0.3178283103010256,1.0,0.025,0.0291129018782626,0.04435372442982759,3801,40.0,0.015134854669130558,272.3582392311435,1.0000000000000004e-06,0.17632819626780366,-0.5891643221963307,1e-06,2026-07-23T12:04:00.411282+00:00,converged,,2026-07-23T12:04:00.421708+00:00
1.1,0.12,300,0.1285506661833083,0.0929554600078068,9.802851932971812e-11,-2.590224562615262e-11,-472.23323371331475,294.38943415018474,-0.08357057239879193,0.029293501130404846,1.013928840227679e-10,-0.04316192481792275,-0.04707062918750326,432.23323371331475,1.0000000000000004e-06,0.3154087577918979,1.0,0.025,0.029293501130404846,0.04707062918750326,3801,40.0,0.015426079941996995,254.38943415018474,1.0000000000000004e-06,0.15862064089982353,-0.6873539962774042,1e-06,2026-07-23T12:04:00.573886+00:00,converged,,2026-07-23T12:04:00.584348+00:00
1.1,0.125,300,0.1255069324594236,0.1009404428915874,3.887331428975571e-11,-2.3969257134659472e-11,-469.4811675268793,278.44657448996156,-0.08866247012610713,0.02946436667863926,4.566902507671419e-11,-0.04285907363177763,-0.04977586243512917,429.4811675268793,1.0000000000000004e-06,0.31313528656343625,1.0,0.025,0.02946436667863926,0.04977586243512917,3801,40.0,0.01568836655742795,238.4465744899616,1.000000000000002e-06,0.14275481966708084,-0.7855067116419598,1e-06,2026-07-23T12:04:00.743008+00:00,converged,,2026-07-23T12:04:00.753511+00:00
1.1,0.13,300,0.122475903263755,0.1081805050618824,1.5625424565346435e-11,-1.946076286230003e-11,-467.0794989829946,264.1517738652562,-0.09371760158931261,0.029615022450536856,2.495746750032959e-11,-0.0425602670965523,-0.052480183254865614,427.0794989829946,1.0000000000000004e-06,0.3111308837017804,1.0,0.025,0.029615022450536856,0.052480183254865614,3801,40.0,0.01592186742428815,224.1517738652562,1.0000000000000004e-06,0.12847969680956026,-0.8844427811935762,1e-06,2026-07-23T12:04:00.908032+00:00,converged,,2026-07-23T12:04:00.918479+00:00
1.1,0.135,300,0.1194572670812644,0.114821536307718,5.166582439652956e-12,-1.926258805240444e-11,-465.11793281553355,251.23171213593955,-0.09875149549967638,0.029739054082437936,1.9943441843933673e-11,-0.04225068422449993,-0.055190277113831156,425.11793281553355,1.0000000000000004e-06,0.3094665214343221,1.0,0.025,0.029739054082437936,0.055190277113831156,3801,40.0,0.016126731055970695,211.23171213593955,1.0000000000000004e-06,0.11560525908627566,-0.9846684674038537,1e-06,2026-07-23T12:04:01.074485+00:00,converged,,2026-07-23T12:04:01.085015+00:00
