Mach,alpha,analytic_tail_points,ci,cr,delta_kappa_at_match,delta_q_at_match,far_left,far_right,gamma_left_imag,gamma_left_real,gamma_mismatch_at_match,gamma_right_imag,gamma_right_real,left_distance,left_far_amplitude,left_interface_amplitude,matching_y,modal_dy,mu_left,mu_right,n_coordinates,numerical_extent,omega_i,right_distance,right_far_amplitude,right_interface_amplitude,right_log_amplitude_shift,tail_tolerance,timestamp,status,error,updated
1.6,0.05,300,0.0421909590288649,0.3386982234532665,-2.9247489846673247e-12,-1.6608750832980412e-11,-3620.851669826492,1495.248676302511,-0.09472429974096169,0.0038161079800431,1.6864304339501826e-11,-0.019311957615019096,-0.009246401788139789,3580.851669826492,1.0000000000000004e-06,0.8601969318817577,1.0,0.025,0.0038161079800431,0.009246401788139789,3801,40.0,0.0021095479514432447,1455.248676302511,9.999999999999987e-07,0.6978880365237224,-0.2091026698239386,1e-06,2026-07-23T12:04:54.479787+00:00,converged,,2026-07-23T12:04:54.491065+00:00
1.6,0.055,300,0.0431270003395126,0.3433196538075309,-3.344415890060848e-12,-1.5171051914730782e-11,-3223.4139136203385,1285.5184722012439,-0.10465696458844538,0.004286727044076046,1.553531247980381e-11,-0.02038950823060473,-0.010756274174233416,3183.4139136203385,1.0000000000000004e-06,0.8444379321848756,1.0,0.025,0.004286727044076046,0.010756274174233416,3801,40.0,0.002371985018673193,1245.5184722012439,1.0000000000000004e-06,0.6581171118916762,-0.24928833993537108,1e-06,2026-07-23T12:04:54.673090+00:00,converged,,2026-07-23T12:04:54.683676+00:00
1.6,0.06,300,0.0437857312429802,0.3477230740318452,-3.03296016773702e-12,-1.4784980531534764e-11,-2913.0459922184314,1121.34723249996,-0.11464895655361113,0.004743573459722171,1.5092862442126125e-11,-0.021342747204037046,-0.012332660283221346,2873.0459922184314,1.0000000000000004e-06,0.8294388918544384,1.0,0.025,0.004743573459722171,0.012332660283221346,3801,40.0,0.002627143874578812,1081.34723249996,1.000000000000002e-06,0.6190170319926027,-0.29261665062492453,1e-06,2026-07-23T12:04:54.867139+00:00,converged,,2026-07-23T12:04:54.877821+00:00
1.6,0.065,300,0.0442049352581461,0.351920647823667,-1.91655979281391e-11,-3.120405323020492e-11,-2665.7996538186776,989.9477659719134,-0.12469572596065748,0.005183666713005353,3.661984546576558e-11,-0.02217796901648642,-0.013971526218545024,2625.7996538186776,1.0000000000000004e-06,0.8152664412059741,1.0,0.025,0.005183666713005353,0.013971526218545024,3801,40.0,0.002873320791779497,949.9477659719134,1.0000000000000004e-06,0.5808339057890993,-0.3390501419959961,1e-06,2026-07-23T12:04:55.062682+00:00,converged,,2026-07-23T12:04:55.073416+00:00
1.6,0.07,300,0.0444157003676643,0.3559247173858385,-7.040808908120866e-12,-2.297847329080227e-11,-2465.679254976019,882.7988969892698,-0.13479320476946438,0.005604542136387015,2.403296121697839e-11,-0.022900933453667307,-0.01566953136302796,2425.679254976019,1.0000000000000004e-06,0.8019660817507522,1.0,0.025,0.005604542136387015,0.01566953136302796,3801,40.0,0.003109099025736501,842.7988969892698,1.0000000000000004e-06,0.5437602702913165,-0.38855784477422683,1e-06,2026-07-23T12:04:55.276104+00:00,converged,,2026-07-23T12:04:55.286597+00:00
1.6,0.075,300,0.0444438332205004,0.3597473303322884,-5.987581958022403e-12,-2.3291875372866144e-11,-2301.646833584505,794.0300847427166,-0.14493774654113975,0.00600413863327066,2.4049170382555067e-11,-0.023516928962690527,-0.017423876815448103,2261.646833584505,9.999999999999987e-07,0.789567912285198,1.0,0.025,0.00600413863327066,0.017423876815448103,3801,40.0,0.0033332874915375297,754.0300847427166,1.0000000000000004e-06,0.5079444202909696,-0.44111381663999877,1e-06,2026-07-23T12:04:55.469684+00:00,converged,,2026-07-23T12:04:55.480186+00:00
1.6,0.08,300,0.0443109431210614,0.3633999906790227,-4.359226521422066e-12,-2.1939859651265436e-11,-2165.873984974864,719.4806002370334,-0.15512607398028652,0.006380716050880069,2.2368734818542926e-11,-0.024030829350763245,-0.019232193250135934,2125.873984974864,9.999999999999987e-07,0.7780906072011202,1.0,0.025,0.006380716050880069,0.019232193250135934,3801,40.0,0.0035448754496849124,679.4806002370334,1.0000000000000004e-06,0.47349764286070506,-0.49669604460050154,1e-06,2026-07-23T12:04:55.657473+00:00,converged,,2026-07-23T12:04:55.668152+00:00
1.6,0.085,300,0.044035272272105,0.3668935400338347,-5.0882284496900354e-12,-2.348614532021731e-11,-2052.6792631892313,656.1286896661617,-0.16535523362776627,0.00673279278618561,2.4031002699816764e-11,-0.024447142856551585,-0.02109245529378737,2012.6792631892313,1.0000000000000004e-06,0.7675450272166058,1.0,0.025,0.00673279278618561,0.02109245529378737,3801,40.0,0.0037429981431289254,616.1286896661617,1.0000000000000004e-06,0.440500492322869,-0.5552855821025191,1e-06,2026-07-23T12:04:55.845772+00:00,converged,,2026-07-23T12:04:55.856322+00:00
1.6,0.09,300,0.0436323392511477,0.3702381148620184,-1.0224154856075529e-11,-3.174685861417892e-11,-1957.8588882695587,601.732633417862,-0.1756225570005895,0.007059098294748218,3.3352606710565806e-11,-0.024770054500691047,-0.02300291591064196,1917.8588882695587,1.0000000000000004e-06,0.7579361359806783,1.0,0.025,0.007059098294748218,0.02300291591064196,3801,40.0,0.003926910532603293,561.732633417862,1.0000000000000004e-06,0.40900740122855417,-0.6168658769768096,1e-06,2026-07-23T12:04:56.038541+00:00,converged,,2026-07-23T12:04:56.049083+00:00
1.6,0.095,300,0.0431154410476996,0.3734431471291369,-1.684826410330853e-11,-3.934669430549764e-11,-1878.2524830423918,554.5980719217094,-0.18592562726497922,0.007358536363349514,4.280217700146939e-11,-0.025003462436052507,-0.024962055252165456,1838.2524830423918,1.0000000000000004e-06,0.7492648025585422,1.0,0.025,0.007358536363349514,0.024962055252165456,3801,40.0,0.004095966899531462,514.5980719217094,1.0000000000000004e-06,0.3790507969470473,-0.6814222375174519,1e-06,2026-07-23T12:04:56.228174+00:00,converged,,2026-07-23T12:04:56.238733+00:00
