run,cr_mae,cr_max_abs,ci_mae,ci_max_abs,omega_i_mae,final_total_loss,final_riccati_kappa,final_riccati_q,final_log_amp_compatibility,final_boundary_kappa,final_boundary_q,final_spectral_loss,final_modal_kappa,final_modal_q,final_modal_log_amp,best_joint_loss,best_joint_step
S4,0.002112919228080693,0.008904585888142691,0.005236987333229856,0.020760363308449097,0.0006856244676288472,0.007422334048897,0.0003750511677935,0.000280129519524,0.0013518549967557,4.934014441460022e-07,2.368793303730854e-07,1.1509162511913472e-08,0.0,0.0,0.0,0.0014278460294008,2004
S4M2,0.002202524853187714,0.00862968926643859,0.0052265188432220056,0.020698992876072235,0.0006844413407827259,0.0153635796159505,0.0005254584830254,0.0003866619081236,0.0013128165155649,5.479482751979958e-06,1.4531450460708584e-06,1.155227113969204e-08,0.001690863398835,2.6931840693578124e-05,0.0060996771790087,0.0130775701254606,2482
