chart_id,field_family,Mach,eta,alpha,y,p_re_even,p_im_odd,q_re_odd,q_im_even
ETAEDGE_HM1,pQscaled,0.7357515972852707,0.056231625080108635,0.038082952135693585,5.20465187728405,5.957969611003477e-07,3.444752243589918e-07,4.688173930886275e-06,-2.3403314002261224e-05
ETAEDGE_HM1,pQscaled,0.8468681514263153,0.021995581835508347,0.011697314406902836,20.379294455051422,-3.2286976056838945e-05,2.1161785006481703e-05,0.0013174431140072218,1.330647891330727e-05
ETAEDGE_HM1,pQscaled,0.7230837413668633,0.04455391645431518,0.030776080273150215,13.220296800136566,-1.0302146114860022e-05,1.0075339378839716e-05,0.00022131842065670204,-2.9146935866534735e-05
ETAEDGE_HM1,pQscaled,0.7920552361011506,0.03843828201293945,0.023464627230926488,9.620857983827591,-8.912792200777009e-05,8.116938306737065e-06,-0.00026023622769399957,-0.00011497154383024273
ETAEDGE_HM1,pQscaled,0.6800916118547321,0.029950137138366698,0.021957258302792663,8.696789294481277,8.940436234783355e-05,8.168035875456489e-06,-0.0004167202603587994,-0.00014381835250794296
ETAEDGE_HM1,pQscaled,0.7940628480911255,0.05320932149887085,0.0323425232139684,18.44889223575592,-8.599518716523313e-05,1.2785322212306282e-05,0.0004200984959978338,5.825499021489466e-05
ETAEDGE_HM1,pQscaled,0.7602815252542496,0.030846277475357054,0.020037548164083808,22.96352982521057,-9.548396316527707e-05,2.4190038543085712e-05,-0.0002748989665903867,0.0001538041120604165
ETAEDGE_HM1,pQscaled,0.8263976502418517,0.04723564386367797,0.02659777507130257,1.4408858492970467,-1.1954726046647934e-05,3.7738727600197916e-06,-9.161098495142489e-05,-2.121290410141488e-05
ETAEDGE_HM1,pQscaled,0.7038557761907578,0.0332997179031372,0.02365421843629175,1.9772162660956383,4.3590210722088685e-06,2.1576474639250576e-06,-9.621411899942561e-05,-4.137243803353872e-05
ETAEDGE_HM1,pQscaled,0.7727843582630157,0.04972300291061401,0.03155763271109564,23.6189141869545,-0.00015329225360516396,3.631722714067011e-06,0.00039231874657258414,0.00015446037987727973
ETAEDGE_HM1,pQscaled,0.7389783215522766,0.027477126717567444,0.018512142710681682,16.218851506710052,-3.9579367219766404e-05,2.251879404754735e-05,-0.00042394819742680445,-8.597590889151832e-05
ETAEDGE_HM1,pQscaled,0.8501370990276337,0.05078059434890747,0.02673910108883547,6.6345348954200745,1.6444392140213537e-06,6.188340692791106e-06,-0.00022106019069915994,-7.269629889106307e-05
ETAEDGE_HM1,pQscaled,0.7577126181125641,0.0420812439918518,0.027461730672275083,11.765512824058533,-6.863644156152038e-05,8.588119144789866e-06,-3.3759779681785673e-06,-6.610434028260026e-05
ETAEDGE_HM1,pQscaled,0.8238716530799866,0.03600922465324402,0.02040917908597516,15.392357110977173,-3.1583532010825976e-05,2.0497659765781467e-05,-0.0005228296938690757,-7.800230580914339e-05
ETAEDGE_HM1,pQscaled,0.7000680142641068,0.05868480443954467,0.04190542034382334,19.757482409477234,-0.00011222074569416929,1.5982309332341314e-05,-0.0008366249030355988,0.00010268763767518497
ETAEDGE_HM1,pQscaled,0.8139970254898071,0.024483194351196287,0.014221529617104945,4.659169167280197,-4.750521854801626e-05,-2.2985867312346397e-06,6.410133224127312e-05,-0.00020979272446667793
ETAEDGE_HM1,pQscaled,0.6940317484736443,0.04810982227325439,0.0346363968973829,3.4572817385196686,3.212923003470536e-05,-2.577324036586977e-06,0.000213068889837284,-2.6612490809900177e-05
ETAEDGE_HM1,pQscaled,0.8051028954982757,0.033869197368621824,0.02008901207531417,19.386184215545654,-7.008886194670438e-05,2.6719204575344213e-05,-0.0004158074785514665,2.8925996155380797e-05
ETAEDGE_HM1,pQscaled,0.7488844007253647,0.051428160667419426,0.03408147561279265,14.189371466636658,-4.7888184583677607e-05,1.0602714808743627e-05,0.00032093121999932084,9.051964241953148e-07
ETAEDGE_HM1,pQscaled,0.817725521326065,0.02531710922718048,0.014572739451044429,11.39225959777832,-5.649905495119789e-05,6.287023447139632e-06,-0.00016407061927620203,-0.00028002491145191375
ETAEDGE_HM1,pQscaled,0.7451245337724686,0.03682161450386047,0.024557268325446645,7.728095352649689,-5.058322098550061e-05,4.869133555015148e-06,-0.00013347780469730175,-0.00010591318562233783
ETAEDGE_HM1,pQscaled,0.8589652252197265,0.040085992813110344,0.020525388296816716,16.67710989713669,0.00013902161405443536,2.4608099265863506e-05,-0.0006160793821638477,-4.1714944616205556e-05
ETAEDGE_HM1,pQscaled,0.7127498230338097,0.022722356617450715,0.01593787769314103,24.71051961183548,2.547766158389475e-05,1.52797586715288e-05,0.00016122099454141114,0.00026546593328884626
ETAEDGE_HM1,pQscaled,0.7788207125663758,0.059106531143188465,0.03707437071931709,2.4343766272068024,-9.026797975764111e-06,-1.0111859529160234e-06,-8.077906191357453e-05,-1.3892367716610357e-05
ETAEDGE_HM1,pQscaled,0.7681209516525269,0.02017121482640505,0.012915725151124066,0.20276287104934454,-2.3016699906008853e-06,-1.6241472969240984e-05,-4.3076855821621435e-05,-1.2221303670247562e-05
ETAEDGE_HM1,pQscaled,0.8370042955875396,0.056599693298339845,0.030971143707370592,22.652891278266907,-1.7921550368393824e-05,1.0106029846546852e-05,0.0004162183524224483,0.000134388626670479
ETAEDGE_HM1,pQscaled,0.6908081181347371,0.039353187084197994,0.02845385497538667,17.20890998840332,5.7682381532475624e-05,1.701919204515588e-05,2.94898732738913e-05,2.0986882521886914e-05
ETAEDGE_HM1,pQscaled,0.8018363511562348,0.042651462554931636,0.025486112479772394,8.384957164525986,-7.299735376586902e-05,5.917898857957715e-06,-0.0001665892237883715,-9.359096614614329e-05
