benchmark_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,shoot_status,shoot_error,shoot_cr,shoot_ci,shoot_stage1_mismatch,shoot_stage2_mismatch,shoot_total_mismatch,shoot_spectral_success,shoot_mode_success,shoot_retry,shoot_cr_half_window,shoot_ci_half_window,shoot_n_candidates,shoot_seconds,shoot_spectral_error,t401_id,chunk,pinn_error,shoot_error_recomputed,technical_success,improved
27,C02,1.0,0.28,0.1330953299345456,0.0461140721276878,0.14284402,0.054821108,0.0130709384389194,COMPLETED,,0.1330979262499999,0.046117983,1.8911681633523609e-06,5.303451107418398e-20,1.8911681633524136e-06,True,True,0,0.03,0.008,12,337.8833636280033,4.694227964326603e-06,78,1,0.013070938438919402,4.694227964274769e-06,True,True
28,C02,1.0,0.29,0.1391874590368678,0.040290999984792,0.15092106,0.04995687,0.0152021851953235,COMPLETED,,0.1391827787499999,0.04028890125,2.201485950377068e-06,5.4038810976712954e-20,2.2014859503771224e-06,True,True,0,0.03,0.03,12,343.01284217002103,5.129305303076911e-06,79,1,0.01520218519532353,5.129305303152888e-06,True,True
29,C02,1.0,0.305,0.1475665612791113,0.0316415687502149,0.15778734,0.038584884,0.0123561298277118,COMPLETED,,0.1475659858333333,0.031641524625,2.700978970904116e-07,5.622173043535699e-20,2.7009789709046784e-07,True,True,0,0.1,0.015,12,351.52713958901586,5.771350604291088e-07,80,1,0.012356129827711811,5.771350604567831e-07,True,True
30,C02,1.0,0.32,0.1551827691540694,0.0230876654706422,0.158563,0.022621863,0.0034121741622369,COMPLETED,,0.15518409375,0.0230854046666666,1.3255578781061988e-06,5.694406717119346e-20,1.3255578781062558e-06,True,True,0,0.03,0.008,12,359.9492030349793,2.6202650620081686e-06,81,1,0.003412174162236913,2.6202650620620513e-06,True,True
31,C02,1.0,0.335,0.1621619650587023,0.0146222731676132,0.1582947,0.007949504,0.0077124307062371,COMPLETED,,0.1621618875,0.01462355265625,6.971785564699188e-07,5.738874606843731e-20,6.971785564699762e-07,True,True,0,0.06,0.008,12,370.84185504802736,1.2818371675094916e-06,82,1,0.0077124307062371115,1.2818371675094916e-06,True,True
32,C02,1.0,0.35,0.1685999676593348,0.0062388836682454,0.16564246,0.0017759263,0.0053539555494792,COMPLETED,,0.168601444375,0.0062387956896809,8.621018248244091e-07,5.837038082550362e-20,8.621018248244675e-07,True,True,0,0.015,0.008,12,381.1141215710086,1.479334101420341e-06,83,1,0.005353955549479278,1.479334101425654e-06,True,True
33,C02,1.05,0.21,0.1362174367641526,0.0836991521051234,0.12353429,0.085669436,0.0128352729019465,COMPLETED,,0.136219836875,0.08369677975,9.59872934280519e-07,1.559847951828364e-20,9.598729342805348e-07,True,True,0,0.015,0.03,12,320.7682444319944,3.3747001217018417e-06,84,1,0.012835272901946596,3.3747001216821016e-06,True,True
34,C02,1.05,0.23,0.1502849463910669,0.0717284575596431,0.1319363,0.0712866,0.018353965851756,COMPLETED,,0.150285909375,0.0717293083333333,4.261790281690278e-07,2.1953272625153664e-20,4.261790281690498e-07,True,True,0,0.015,0.008,12,327.4049427169957,1.284972345014576e-06,85,1,0.01835396585175602,1.2849723449637865e-06,True,True
35,C02,1.05,0.245,0.1594993604264298,0.0628719847849637,0.14338925,0.063056655,0.0161111688291099,COMPLETED,,0.15950253125,0.062871108125,1.205141183663528e-06,2.6486345440892806e-20,1.2051411836635545e-06,True,True,0,0.03,0.015,12,334.0903849879978,3.2897803582202374e-06,86,1,0.01611116882910993,3.2897803582202374e-06,True,True
36,C02,1.05,0.255,0.1651339951439308,0.0570224832728613,0.15249825,0.05845333,0.0127165002142466,COMPLETED,,0.16513496875,0.0570210383333333,6.779656620926084e-07,2.9462436088876393e-20,6.779656620926378e-07,True,True,0,0.03,0.008,12,338.27732552896487,1.7423429678379097e-06,87,1,0.012716500214246607,1.7423429678396635e-06,True,True
37,C02,1.05,0.27,0.1729450620904541,0.0483265652104133,0.16709211,0.051006425,0.0064372895433555,COMPLETED,,0.172941719375,0.0483241333333333,1.7487600684143413e-06,3.331719765891803e-20,1.7487600684143743e-06,True,True,0,0.015,0.008,12,345.3935310089728,4.133735930019581e-06,88,1,0.00643728954335556,4.133735930044074e-06,True,True
38,C02,1.05,0.28,0.1777806205260977,0.0425793352053555,0.17550147,0.044704325,0.0031161047395674,COMPLETED,,0.1777801158333333,0.04257541875,1.7591044353055698e-06,3.6190852662192714e-20,1.759104435305606e-06,True,True,0,0.1,0.03,12,350.53921949496726,3.948839999022514e-06,89,1,0.0031161047395674487,3.948839999039826e-06,True,True
39,C02,1.05,0.295,0.184552498864206,0.0340299881358211,0.1853877,0.032390818,0.0018396846662945,COMPLETED,,0.1845478562499999,0.034031443,2.330758557081764e-06,3.8486054436030205e-20,2.3307585570818023e-06,True,True,0,0.03,0.008,12,358.01373192702886,4.865233442007601e-06,90,1,0.001839684666294564,4.865233442060572e-06,True,True
40,C02,1.05,0.31,0.1908199984534699,0.0255623444256405,0.19456603,0.018511454,0.0079842224506828,COMPLETED,,0.190825795625,0.025558329,3.61489257994646e-06,4.173328205696052e-20,3.6148925799465015e-06,True,True,0,0.015,0.008,12,365.4617257200298,7.052009701052801e-06,91,1,0.007984222450682824,7.052009701052801e-06,True,True
41,C02,1.05,0.325,0.1966506428787071,0.0171720129635716,0.20225565,0.0081352135,0.0106339009481258,COMPLETED,,0.1966501812499999,0.0171716718333333,3.137938383273325e-07,4.437087229389018e-20,3.137938383273769e-07,True,True,0,0.03,0.008,12,374.47443279699655,5.73995559825991e-07,92,1,0.01063390094812587,5.739955599115145e-07,True,True
42,C02,1.05,0.34,0.2020995788393004,0.0088548349733682,0.20539257,0.0031575703,0.0065804722887384,COMPLETED,,0.2021015543749999,0.0088525137293945,1.7685304030060035e-06,4.8580725310990623e-20,1.768530403006052e-06,True,True,0,0.015,0.015,12,383.58431998599553,3.0481002092307427e-06,93,1,0.006580472288738467,3.0481002092172228e-06,True,True
43,C02,1.05,0.355,0.207214037919543,0.0006067672856304,0.20363536,0.0014133368,0.0036684451792735,COMPLETED,,0.2072095787499999,0.0006074204222005,1.831692670854956e-06,1.2138721983983272e-20,1.831692670854968e-06,True,True,0,0.03,0.03,12,410.0831507649855,4.506748316965829e-06,94,1,0.003668445179273506,4.5067483170452165e-06,True,True
44,C02,1.1,0.21,0.1790964847299399,0.0754917222519709,0.17807154,0.0752947,0.0010437094745201,COMPLETED,,0.1790969306249999,0.0754874083333333,1.3581074089477271e-06,7.312916920743758e-21,1.3581074089477343e-06,True,True,0,0.015,0.008,12,331.39311848703073,4.33690170697563e-06,95,1,0.0010437094745201984,4.336901707025139e-06,True,True
45,C02,1.1,0.22,0.1849469655531981,0.0697945900466464,0.1839504,0.06789626,0.0021440148944962,COMPLETED,,0.1849464937499999,0.0697973016666666,9.217869164046e-07,9.223949948743623e-21,9.217869164046092e-07,True,True,0,0.03,0.008,12,335.9601930670324,2.7523592410931897e-06,96,1,0.002144014894496202,2.7523592410480157e-06,True,True
46,C02,1.1,0.23,0.1904221496469428,0.0641319550045144,0.19024903,0.061941564,0.002197221692232,COMPLETED,,0.19042481125,0.0641342723333333,1.2581659105223814e-06,1.1936132127832245e-20,1.2581659105223933e-06,True,True,0,0.03,0.008,12,339.5183493819786,3.5290428857375154e-06,97,1,0.0021972216922320734,3.529042885689244e-06,True,True
47,C02,1.1,0.245,0.1980230022868483,0.0557002486180792,0.19773856,0.05505736,0.0007030029799391,COMPLETED,,0.198021763125,0.05570189125,7.999808773066709e-07,1.5712276629233636e-20,7.999808773066865e-07,True,True,0,0.015,0.03,12,346.2534400650184,2.0576106807129927e-06,98,1,0.0007030029799391102,2.0576106807464234e-06,True,True
48,C02,1.1,0.26,0.2049911138976746,0.0473401459935351,0.20531654,0.04873608,0.0014333645378897,COMPLETED,,0.2049910191666666,0.047339595625,2.3503971895273686e-07,1.9053760864114585e-20,2.350397189527559e-07,True,True,0,0.1,0.015,12,353.1108418080257,5.584617160457976e-07,99,1,0.0014333645378897303,5.584617160620522e-07,True,True
49,C02,1.1,0.27,0.2093312368277515,0.0418049284949206,0.21158022,0.043878034,0.0030587075283929,COMPLETED,,0.20933412625,0.041799909,2.560019175846398e-06,2.1611405987831062e-20,2.5600191758464195e-06,True,True,0,0.03,0.008,12,356.7747077210224,5.791726011124456e-06,100,1,0.0030587075283929088,5.79172601113047e-06,True,True
0,C02,1.1,0.28,0.2134540034479028,0.0362992172070976,0.21706662,0.038307637,0.0041333701040444,COMPLETED,,0.2134533387499999,0.0363024286666666,1.5191205526331694e-06,2.342471554457024e-20,1.519120552633193e-06,True,True,0,0.03,0.008,12,361.5099793960108,3.279526774669556e-06,101,2,0.004133370104044481,3.2795267746252785e-06,True,True
1,C02,1.1,0.29,0.2173791244470361,0.0308221720963001,0.2207681,0.032009292,0.0035908785783352,COMPLETED,,0.217379428125,0.0308178857499999,2.0814653047901964e-06,2.5855010454062915e-20,2.0814653047902223e-06,True,True,0,0.015,0.03,12,364.801149936975,4.297090284157179e-06,102,2,0.003590878578335298,4.297090284252119e-06,True,True
2,C02,1.1,0.305,0.222933531423503,0.0226586211744938,0.22423282,0.021916078,0.0014965029806194,COMPLETED,,0.222933991875,0.0226608696666666,1.184622518645892e-06,2.931185346917374e-20,1.1846225186459213e-06,True,True,0,0.015,0.008,12,375.38552149699535,2.2951541631252668e-06,103,2,0.001496502980619461,2.2951541630606873e-06,True,True
3,C02,1.1,0.31,0.2247036667495888,0.0199509324746749,0.22534163,0.018714596,0.0013912314643821,COMPLETED,,0.224706864375,0.019948971,1.975811739566338e-06,3.0567056655062285e-20,1.975811739566369e-06,True,True,0,0.015,0.008,12,378.6384254790028,3.751291933541548e-06,104,2,0.0013912314643821009,3.751291933543362e-06,True,True
4,C02,1.1,0.315,0.2264359667445679,0.0172498403916324,0.22662216,0.015737098,0.0015241579550066,COMPLETED,,0.226436613125,0.017250769875,6.081993426263918e-07,3.1074752513750893e-20,6.081993426264228e-07,True,True,0,0.015,0.015,12,382.1718117960263,1.132142656046641e-06,105,2,0.0015241579550066674,1.132142656046641e-06,True,True
5,C02,1.1,0.325,0.2297932172060339,0.0118671046042683,0.22980416,0.0106749805,0.0011921743264796,COMPLETED,,0.229794394375,0.0118676888333333,7.340503130265761e-07,3.402532881003205e-20,7.340503130266101e-07,True,True,0,0.015,0.008,12,390.5986139460001,1.3141728863452129e-06,106,2,0.001192174326479681,1.3141728863041557e-06,True,True
6,C02,1.1,0.335,0.2330167931103344,0.0065097464852899,0.23291612,0.0069488073,0.0004504547415204,COMPLETED,,0.2330137762499999,0.0065081300056315,1.9848204132844945e-06,3.501343218786699e-20,1.9848204132845297e-06,True,True,0,0.03,0.015,12,398.5886072649737,3.4226382753151938e-06,107,2,0.00045045474152049966,3.422638275369449e-06,True,True
7,C02,1.1,0.345,0.2361168831795016,0.0011771278177396,0.23373832,0.0044701863,0.0040622403875777,COMPLETED,,0.2361211325,0.0011752607421061,2.7099600466248037e-06,2.2134592969820103e-20,2.7099600466248253e-06,True,True,0,0.06,0.015,12,417.0629474319867,4.641411005248559e-06,108,2,0.004062240387577768,4.641411005205588e-06,True,True
8,C02,1.15,0.21,0.2140730510339401,0.0668142840877893,0.21350843,0.06853867,0.0018144706352537,COMPLETED,,0.2140748362499999,0.0668147116666666,6.018798877032489e-07,3.0319411512588894e-21,6.01879887703252e-07,True,True,0,0.03,0.008,12,341.0302395159961,1.8357069692323263e-06,109,2,0.001814470635253784,1.8357069691319555e-06,True,True
9,C02,1.15,0.225,0.2216542831076967,0.0587506164605508,0.22697723,0.058174413,0.005354042775906,COMPLETED,,0.221654964375,0.058750584875,2.451013420744425e-07,5.200858668045447e-21,2.451013420744476e-07,True,True,0,0.015,0.015,12,346.00892627896974,6.819991096718873e-07,110,2,0.005354042775906088,6.819991096718873e-07,True,True
10,C02,1.15,0.24,0.2285948360142919,0.0507385639093399,0.23445491,0.050514206,0.0058643672795499,COMPLETED,,0.228585769375,0.0507388153749999,3.544103244618909e-06,7.771741511798488e-21,3.544103244618917e-06,True,True,0,0.015,0.015,12,351.54233611997915,9.070125855114524e-06,111,2,0.0058643672795499514,9.07012585511183e-06,True,True
11,C02,1.15,0.245,0.2307824625023916,0.048079054596058,0.2353995,0.048105758,0.0046171147187506,COMPLETED,,0.230780359375,0.0480797163333333,8.844879221170139e-07,8.615877326160382e-21,8.844879221170225e-07,True,True,0,0.015,0.008,12,353.669267011981,2.2047768700871023e-06,112,2,0.004617114718750692,2.2047768700766893e-06,True,True
12,C02,1.15,0.255,0.2349869062470309,0.0427764608549247,0.23646255,0.04293782,0.001484439712274,COMPLETED,,0.2349879406249999,0.0427763616666666,4.381403490954088e-07,1.0510485445753901e-20,4.381403490954193e-07,True,True,0,0.015,0.008,12,358.664789619972,1.0391227518713049e-06,113,2,0.0014844397122740177,1.0391227517950416e-06,True,True
13,C02,1.15,0.27,0.2409053276374326,0.0348628766548256,0.24098408,0.034060575,0.0008061574783786,COMPLETED,,0.2408961893749999,0.0348613562499999,4.192870281102005e-06,1.3385746171654066e-20,4.1928702811020186e-06,True,True,0,0.015,0.03,12,366.4059222519864,9.263879917248616e-06,114,2,0.0008061574783786553,9.263879917346696e-06,True,True
14,C02,1.15,0.28,0.2446187068139639,0.0296134911601608,0.24601887,0.02839816,0.0018540460556276,COMPLETED,,0.244622385625,0.0296117016666666,1.935172051922257e-06,1.5508535980230275e-20,1.935172051922273e-06,True,True,0,0.015,0.008,12,372.74821394198807,4.0909580302328255e-06,115,2,0.0018540460556276906,4.090958030236701e-06,True,True
15,C02,1.15,0.295,0.2498796478668118,0.0217781061290199,0.25086123,0.021379113,0.0010595749153313,COMPLETED,,0.2498749018749999,0.021779503625,2.492074034580048e-06,1.8563127722862556e-20,2.4920740345800662e-06,True,True,0,0.015,0.015,12,382.2702707300196,4.947467361420669e-06,116,2,0.001059574915331318,4.947467361500544e-06,True,True
16,C02,1.15,0.305,0.2532006740129504,0.0165798894695289,0.2522802,0.017227821,0.0011256498908166,COMPLETED,,0.2531981687499999,0.0165767793333333,2.092998342925424e-06,1.992438264964547e-20,2.0929983429254435e-06,True,True,0,0.03,0.008,12,390.8918013119837,3.993656170192972e-06,117,2,0.0011256498908166685,3.993656170257516e-06,True,True
17,C02,1.15,0.315,0.2563867015239384,0.0114016668043197,0.2538773,0.013320312,0.0031588439966626,COMPLETED,,0.2563870656249999,0.0113984369999999,1.769598282183583e-06,2.2502668337682505e-20,1.7695982821836057e-06,True,True,0,0.015,0.008,12,397.7133739069686,3.250262378119117e-06,118,2,0.0031588439966626298,3.250262378209432e-06,True,True
18,C02,1.15,0.325,0.2594484009759462,0.0062432011009221,0.25603253,0.009844277,0.0049634586887805,COMPLETED,,0.2594504987499998,0.0062453186666666,1.68403659814986e-06,2.385857765188197e-20,1.684036598149884e-06,True,True,0,0.03,0.008,12,406.4101541470154,2.980728210167631e-06,119,2,0.004963458688780572,2.9807282100817333e-06,True,True
19,C02,1.15,0.335,0.2623955037838868,0.0011041412933339,0.25767633,0.0070306556,0.0075758942066031,COMPLETED,,0.262393126875,0.0011060957732421,1.7024168826391076e-06,1.328686939284969e-20,1.702416882639121e-06,True,True,0,0.015,0.008,12,423.6206486930023,3.077285746915284e-06,120,2,0.007575894206603106,3.077285746859782e-06,True,True
20,C02,1.2,0.21,0.2448068539706601,0.0584207255229755,0.24365099,0.059064496,0.0013230502430967,COMPLETED,,0.24480333375,0.05841996475,1.2163710562721406e-06,9.431921412609562e-22,1.2163710562721417e-06,True,True,0,0.03,0.03,12,348.2551068710163,3.601489832792861e-06,121,2,0.0013230502430967815,3.601489832848586e-06,True,True
21,C02,1.2,0.22,0.2494856439968795,0.0533524111085035,0.25092468,0.053103376,0.0014604256583422,COMPLETED,,0.2494891331249999,0.0533481676666666,1.968871176924368e-06,1.75514811462987e-21,1.968871176924369e-06,True,True,0,0.015,0.008,12,349.5076272530132,5.493706732601515e-06,122,2,0.0014604256583422512,5.493706732591509e-06,True,True
22,C02,1.2,0.235,0.2560225128206299,0.0457721821085441,0.25741228,0.045857694,0.0013923954526048,COMPLETED,,0.25602556125,0.045769803375,1.5044968580065971e-06,3.190158278252629e-21,1.5044968580066005e-06,True,True,0,0.03,0.015,12,358.42956323799444,3.866690432223137e-06,123,2,0.0013923954526048746,3.866690432179373e-06,True,True
23,C02,1.2,0.245,0.2600948465164141,0.0407339128760973,0.2596621,0.040978327,0.0004969988042557,COMPLETED,,0.2600917875000001,0.040734186375,1.25735501507178e-06,4.5544823401736506e-21,1.2573550150717846e-06,True,True,0,0.06,0.015,12,364.92679157602834,3.0712184993836286e-06,124,2,0.0004969988042557829,3.071218499383011e-06,True,True
24,C02,1.2,0.255,0.263963097096914,0.035708125553459,0.26128212,0.03527775,0.0027153013297224,COMPLETED,,0.263967666875,0.0357100416666666,2.12823139704133e-06,5.664304633869332e-21,2.128231397041336e-06,True,True,0,0.015,0.008,12,369.0368798110285,4.955235774394771e-06,125,2,0.0027153013297224666,4.955235774367939e-06,True,True
25,C02,1.2,0.27,0.2694219816973155,0.0281934209134859,0.26535425,0.024483874,0.0055051956790561,COMPLETED,,0.269426515625,0.0281947942832031,2.1767733934087967e-06,8.129284358122543e-21,2.1767733934088048e-06,True,True,0,0.015,0.03,12,378.83863530901726,4.737366845474114e-06,126,2,0.005505195679056106,4.73736684541294e-06,True,True
26,C02,1.2,0.28,0.2728551179959058,0.0231999783501148,0.2703687,0.017168233,0.0065241264870475,COMPLETED,,0.272858934375,0.0232046913333333,2.9070642392098766e-06,9.741984409407918e-21,2.9070642392098864e-06,True,True,0,0.015,0.008,12,385.1232917369925,6.064401059394692e-06,127,2,0.006524126487047561,6.064401059332795e-06,True,True
27,C02,1.2,0.29,0.2761394710534925,0.0182199207352464,0.27480596,0.011746339,0.0066095016614494,COMPLETED,,0.2761438506250001,0.018219857477539,2.1862429606107323e-06,1.1159234229410796e-20,2.1862429606107437e-06,True,True,0,0.015,0.015,12,392.7844819849706,4.38002832495276e-06,128,2,0.006609501661449406,4.380028324953712e-06,True,True
28,C02,1.2,0.305,0.2808134170882979,0.010775474028804,0.2756384,0.00739897,0.0061791246403276,COMPLETED,,0.2808141812499999,0.0107776643457031,1.2266708200198494e-06,1.36629730793972e-20,1.2266708200198632e-06,True,True,0,0.03,0.015,12,403.9305208789883,2.3197912030021444e-06,129,2,0.0061791246403276765,2.319791202960928e-06,True,True
29,C02,1.2,0.325,0.2866288204509615,0.0008989707890822,0.27139306,0.0046870243,0.0156996097378456,COMPLETED,,0.286637200625,0.0008990770389811,4.765927706143612e-06,4.520320664833299e-21,4.765927706143616e-06,True,True,0,0.015,0.008,12,430.73635765799554,8.380847567947463e-06,130,2,0.01569960973784567,8.380847567891704e-06,True,True
30,C10,1.25,0.055,0.1315006710691934,0.1227178308038424,0.123536095,0.121770844,0.0080206767774683,COMPLETED,,0.1314950793749999,0.1227181096249999,2.372207171411896e-07,2.8784625947741832e-21,2.372207171411925e-07,True,True,0,0.015,0.015,12,262.4446334610111,5.598641370072522e-06,131,2,0.008020676777468323,5.598641370124509e-06,True,True
31,C10,1.25,0.06,0.1415835703820256,0.1205332173435139,0.12970018,0.11880498,0.0120084041940273,COMPLETED,,0.1415849456249999,0.120533495625,6.988572940546005e-08,3.378419387194662e-21,6.988572940546344e-08,True,True,0,0.015,0.015,12,265.7937448720332,1.4031157557783947e-06,132,2,0.012008404194027385,1.403115755696782e-06,True,True
32,C10,1.25,0.065,0.1506951271590784,0.1183283201500585,0.13845155,0.11627735,0.0124141717487207,COMPLETED,,0.15069764375,0.11832813125,1.4513915485803616e-07,3.805243501743723e-21,1.4513915485803997e-07,True,True,0,0.03,0.03,12,269.2538110250025,2.5236705606905665e-06,133,2,0.01241417174872078,2.523670560664966e-06,True,True
33,C10,1.25,0.07,0.1590167354190658,0.1161052740495865,0.14943443,0.11429521,0.0097517644048583,COMPLETED,,0.159014508125,0.1161025016666666,2.329052675324681e-07,4.216691437914854e-21,2.329052675324723e-07,True,True,0,0.015,0.008,12,272.61298752197763,3.556254477649892e-06,134,2,0.009751764404858395,3.5562544776889127e-06,True,True
34,C10,1.25,0.085,0.1803996647081534,0.1093447708499076,0.1849995,0.11047417,0.0047364572364106,COMPLETED,,0.1803998906249999,0.1093439616666666,7.651918153751225e-08,5.1464288890609404e-21,7.65191815375174e-08,True,True,0,0.015,0.008,12,281.9250564830145,8.401285252614785e-07,135,2,0.004736457236410661,8.401285253059205e-07,True,True
35,C10,1.25,0.1,0.1979011052414519,0.1024759826612526,0.20833659,0.1049569,0.0107263364196535,COMPLETED,,0.1978971368749999,0.10247643125,4.741192505307401e-07,5.470993790403569e-21,4.7411925053074565e-07,True,True,0,0.015,0.03,12,290.32432443398284,3.993640464690885e-06,136,2,0.01072633641965358,3.993640464746045e-06,True,True
36,C10,1.25,0.11,0.208004018994648,0.0978506750682412,0.21226853,0.098911144,0.0043943882930385,COMPLETED,,0.2080009518749999,0.0978538523333333,6.097990137747933e-07,5.255896714599788e-21,6.097990137747986e-07,True,True,0,0.015,0.008,12,296.86182824498974,4.416133648442804e-06,137,2,0.00439438829303854,4.41613364847068e-06,True,True
37,C10,1.3,0.05,0.1615554191173152,0.1092546527199461,0.15939374,0.11093644,0.0027388437453764,COMPLETED,,0.161551943125,0.1092541483333333,1.4185275347880718e-07,2.2264588329716853e-21,1.418527534788094e-07,True,True,0,0.015,0.008,12,267.01959751400864,3.512396394243806e-06,138,2,0.002738843745376442,3.512396394249785e-06,True,True
38,C10,1.3,0.065,0.1871969256061416,0.1041639159691191,0.18178046,0.10199298,0.0058353288377374,COMPLETED,,0.1872003818749999,0.104164855,2.238978220473179e-07,3.621882938542671e-21,2.238978220473216e-07,True,True,0,0.015,0.008,12,277.72784539998975,3.5815601930743234e-06,139,2,0.005835328837737415,3.581560193017115e-06,True,True
39,C10,1.3,0.08,0.2075007810240294,0.0986490553402817,0.21792896,0.09873712,0.0104285508168281,COMPLETED,,0.2074992725,0.098649229375,1.3293848468617025e-07,4.839075815643191e-21,1.329384846861751e-07,True,True,0,0.06,0.015,12,286.676573247998,1.5185298252991763e-06,140,2,0.010428550816828116,1.518529825354322e-06,True,True
40,C10,1.3,0.095,0.2242597404193372,0.0928297172883899,0.24220523,0.09558904,0.0181563889062909,COMPLETED,,0.2242560112499999,0.0928338316666666,6.383560602607524e-07,5.621803942637616e-21,6.38356060260758e-07,True,True,0,0.03,0.008,12,295.6842649480095,5.552910277494116e-06,141,2,0.018156388906290937,5.552910277508906e-06,True,True
41,C10,1.3,0.105,0.2339703702103566,0.0888207778196162,0.24605542,0.09067164,0.0122259608713971,COMPLETED,,0.2339655762499999,0.0888226816666666,6.927382505570884e-07,5.8082576126847444e-21,6.927382505570942e-07,True,True,0,0.03,0.008,12,300.75958549103234,5.1581672610327655e-06,142,2,0.01222596087139718,5.1581672610587465e-06,True,True
42,C10,1.3,0.115,0.2427464613915576,0.0847285306293376,0.24410543,0.084353045,0.0014098883418806,COMPLETED,,0.242748008125,0.0847241387499999,7.184594103033028e-07,5.6815639535872905e-21,7.184594103033085e-07,True,True,0,0.015,0.03,12,306.23712110100314,4.656284834315653e-06,143,2,0.001409888341880659,4.656284834375752e-06,True,True
43,C10,1.35,0.06,0.2124067462550743,0.0921176882388758,0.200948,0.089573756,0.0117377364501922,COMPLETED,,0.212403078125,0.092120631,2.7259283043908216e-07,2.8814177726436415e-21,2.72592830439085e-07,True,True,0,0.015,0.008,12,281.8320814399631,4.702661084540098e-06,144,2,0.011737736450192228,4.702661084540098e-06,True,True
44,C10,1.35,0.07,0.2260138733706609,0.0895122772162717,0.21655953,0.08750343,0.00966540613263,COMPLETED,,0.2260224206249999,0.08951514875,6.686501466375026e-07,3.796263449986598e-21,6.686501466375064e-07,True,True,0,0.015,0.03,12,287.9699041360291,9.01672128268363e-06,145,2,0.00966540613263003,9.016721282604698e-06,True,True
45,C10,1.35,0.085,0.2433356910903244,0.0850637216319111,0.24770695,0.08609974,0.0044923533381108,COMPLETED,,0.2433417156249999,0.0850632816666666,6.086120828958769e-07,5.037482662691359e-21,6.08612082895882e-07,True,True,0,0.015,0.008,12,296.9260156110395,6.04057840554298e-06,146,2,0.004492353338110873,6.0405784054649895e-06,True,True
46,C10,1.35,0.095,0.2533052843780958,0.0818233107467824,0.263377,0.0839815,0.010300351276593,COMPLETED,,0.2533086406249999,0.0818232968749999,4.019521698467369e-07,5.6588246120094046e-21,4.019521698467426e-07,True,True,0,0.015,0.015,12,302.9339627149748,3.356275570945048e-06,147,2,0.010300351276593074,3.3562755708899386e-06,True,True
47,C10,1.35,0.105,0.2622761714474776,0.0784113579145111,0.27109396,0.079712,0.0089131961041783,COMPLETED,,0.262275600625,0.078413171875,2.654113627469064e-07,6.037231649337859e-21,2.654113627469124e-07,True,True,0,0.015,0.015,12,308.7056179770152,1.9016547941680336e-06,148,2,0.008913196104178353,1.9016547941846967e-06,True,True
48,C10,1.35,0.11,0.2664395072019244,0.0766507552701587,0.27280426,0.077091135,0.0063799696305755,COMPLETED,,0.2664370725,0.076651681875,3.900682159476706e-07,6.074901292882699e-21,3.900682159476767e-07,True,True,0,0.06,0.015,12,311.7779095119913,2.6050662165506257e-06,149,2,0.006379969630575581,2.6050662165506257e-06,True,True
49,C10,1.4,0.055,0.2358953607948584,0.080102566612191,0.22708839,0.07686384,0.0093836072301649,COMPLETED,,0.23589698375,0.0801034233333333,9.701941560602293e-08,2.116703135325228e-21,9.701941560602505e-08,True,True,0,0.015,0.008,12,284.2253336159629,1.8351987651190904e-06,150,2,0.0093836072301649,1.8351987650751095e-06,True,True
0,C10,1.4,0.065,0.2492077677030013,0.0787065106241082,0.22920655,0.07553358,0.0202513258417382,COMPLETED,,0.249216315625,0.078707408125,5.923693806623827e-07,3.018994956742005e-21,5.923693806623857e-07,True,True,0,0.015,0.015,12,293.46882091398584,8.594910025508941e-06,151,3,0.020251325841738253,8.594910025508941e-06,True,True
1,C10,1.4,0.08,0.2661290557451206,0.0756907205857265,0.2571622,0.0751278,0.0089845078629625,COMPLETED,,0.2661270437499999,0.07569420625,3.8437068252520053e-07,4.379903396093827e-21,3.8437068252520493e-07,True,True,0,0.03,0.03,12,302.36803900898667,4.024671389472827e-06,152,3,0.008984507862962583,4.024671389472827e-06,True,True
2,C10,1.4,0.09,0.275856408505958,0.0732297072154944,0.27855065,0.07360723,0.0027205625670141,COMPLETED,,0.2758553375000001,0.0732270216666666,3.3142418080316697e-07,5.2279882664882724e-21,3.314241808031722e-07,True,True,0,0.06,0.008,12,307.68287101294845,2.8912326554821395e-06,153,3,0.002720562567014147,2.891232655533702e-06,True,True
3,C10,1.4,0.1,0.2846022594703237,0.0704955574151523,0.2926524,0.07068892,0.0080524624579538,COMPLETED,,0.2845957593749998,0.0704962116666666,8.794208939536043e-07,5.894405350855136e-21,8.794208939536102e-07,True,True,0,0.015,0.008,12,314.1237756179762,6.532938409539995e-06,154,3,0.008052462457953826,6.5329384095896675e-06,True,True
4,C10,1.4,0.115,0.2962218237406611,0.0659925696254854,0.30036557,0.06537449,0.0041895889398872,COMPLETED,,0.2962151793749999,0.0659942816666666,1.1373954382329468e-06,6.3244106702640164e-21,1.1373954382329532e-06,True,True,0,0.015,0.008,12,320.92973735998385,6.86139053294383e-06,155,3,0.004189588939887261,6.861390532933442e-06,True,True
5,C11,1.25,0.12,0.2171187822126098,0.0931959386996336,0.22025391,0.092688195,0.0031759770005124,COMPLETED,,0.217119144375,0.0931934033333333,4.047663359120177e-07,4.752779984417848e-21,4.047663359120225e-07,True,True,0,0.015,0.008,12,304.0399860219913,2.561102081798129e-06,156,3,0.003175977000512402,2.5611020818256057e-06,True,True
