t401_id,atlas_chart,Mach,alpha,status,n_modal_points,pressure_rel_l2,amplitude_rel_l2,pressure_overlap,alignment_real,alignment_imag,kappa_abs_mean,q_abs_mean
37,C01,1.05,0.12,OK,1201,0.5224562536292725,0.21674970455671028,0.8526660911773529,0.5899142238674739,-0.2636612759611128,0.010197288356721401,0.05966237932443619
38,C01,1.05,0.13,OK,1201,0.5525562816432851,0.26171706345853407,0.8334755878947784,0.5403999921393037,-0.2397751573290898,0.010137276723980904,0.06283234059810638
39,C01,1.05,0.145,OK,1201,0.5321630117349269,0.2976602564913205,0.846641913054871,0.5388111271399603,-0.16113815233470263,0.009560401551425457,0.06665755063295364
40,C01,1.05,0.16,OK,1201,0.5131537796242132,0.3134541746418885,0.8582966844031172,0.5450513681623971,-0.1269078491511162,0.008827771991491318,0.06942031532526016
41,C01,1.05,0.17,OK,1201,0.5054841498929938,0.32605095250522265,0.8628358906576369,0.5464777414824975,-0.10482054662560679,0.008486976847052574,0.0707642212510109
42,C01,1.05,0.18,OK,1201,0.502384775210587,0.3398679476532966,0.864644168219857,0.5460253667909997,-0.08147275465868334,0.00837651640176773,0.07177785784006119
43,C01,1.05,0.19,OK,1201,0.5046552146152434,0.35456860519064726,0.8633209799151429,0.5434560898081775,-0.05602250682555323,0.008296958170831203,0.07250228524208069
44,C01,1.05,0.205,OK,1201,0.5198247986452796,0.37758433706630884,0.85427289475518,0.5345204978446849,-0.012920472394506895,0.008275032974779606,0.07321005314588547
45,C01,1.1,0.12,OK,1201,0.5122665662883229,0.2577828899412765,0.8588265046347671,0.5900034547170271,-0.14010447106272142,0.010327956639230251,0.06452331691980362
46,C01,1.1,0.135,OK,1201,0.5023711319694585,0.27504602510033044,0.864652095217334,0.5859806049341229,-0.11538975278853493,0.009965915232896805,0.06825681775808334
47,C01,1.1,0.15,OK,1201,0.4924661276345282,0.29350768142149564,0.8703316110153942,0.5827950363705,-0.09054419331459305,0.009420295245945454,0.07146048545837402
48,C01,1.1,0.165,OK,1201,0.4856137748976986,0.31358595431890784,0.8741734734190957,0.5792033452617925,-0.06311889911144992,0.009164074435830116,0.07413782924413681
49,C01,1.1,0.175,OK,1201,0.48459202004345503,0.32785837213672886,0.8747402895203831,0.5757829285016963,-0.04246975176147086,0.009089741855859756,0.07557328045368195
50,C01,1.1,0.19,OK,1201,0.49128910316035257,0.35031920793495314,0.87099656550178,0.567696052564114,-0.006898597683005434,0.008986814878880978,0.07714168727397919
51,C01,1.1,0.2,OK,1201,0.50278491180597,0.3657910740369244,0.8644115527110122,0.559336886319709,0.020141221568851727,0.008920541033148766,0.07785609364509583
52,C01,1.15,0.12,OK,1201,0.4897651150344885,0.24860347210840134,0.8718544213888316,0.6191680862659767,-0.10120507058033885,0.009669680148363113,0.06779105216264725
53,C01,1.15,0.13,OK,1201,0.4857111840707108,0.26116926567063853,0.8741193543610781,0.6138395787618905,-0.08763308787033583,0.009477664716541767,0.07053255289793015
54,C01,1.15,0.145,OK,1201,0.47954303692344263,0.2807263411812515,0.877518362051896,0.6071055648034486,-0.06617588912860776,0.009210008196532726,0.0746966227889061
55,C01,1.15,0.16,OK,1201,0.47462606468622176,0.3012807894001015,0.8801875361083394,0.6010697400128973,-0.042151956571855484,0.009211285039782524,0.07885373383760452
56,C01,1.15,0.17,OK,1201,0.47347533658605523,0.31558108272037766,0.8808070762912394,0.5967561139969499,-0.023926611911398832,0.00938999094069004,0.081471286714077
57,C01,1.15,0.18,OK,1201,0.47540667327327424,0.33032217398395747,0.8797661592759963,0.591565640492632,-0.0034290971101088746,0.00962158665060997,0.08385729789733887
58,C01,1.15,0.1875,OK,1201,0.4795698789580561,0.34162050060820864,0.8775036929814913,0.5867232457990758,0.013632314731627633,0.009836651384830475,0.08546023070812225
59,C01,1.15,0.195,OK,1201,0.4865184142396121,0.35308975707322326,0.8736703226078891,0.5807493030821939,0.03223343968104752,0.010019536130130291,0.08689338713884354
60,C01,1.15,0.205,OK,1201,0.5006713925412518,0.3686159029380418,0.865637427963234,0.570470916422767,0.0594312655052572,0.010159891098737717,0.08885525912046432
61,C01,1.2,0.13,OK,1201,0.4691595379193942,0.25452050434291107,0.8831134287164137,0.6344195886730726,-0.059807929519398804,0.00943672377616167,0.07219881564378738
62,C01,1.2,0.14,OK,1201,0.4672104480740997,0.26834272104655515,0.8841461401885999,0.6282032749787742,-0.04735234470218449,0.009257477708160877,0.0760309025645256
63,C01,1.2,0.15,OK,1201,0.4653781062001475,0.2823948702744404,0.8851119806383624,0.6225951963937947,-0.033949050932310675,0.00926616694778204,0.08009140938520432
64,C01,1.2,0.16,OK,1201,0.464317173381502,0.2967577522796512,0.8856689914990882,0.6173041308416949,-0.019084225411710985,0.009432989172637463,0.0842600017786026
65,C01,1.2,0.17,OK,1201,0.4652268317026963,0.31150129549084693,0.8851915019157557,0.6118206675924917,-0.0021694287917841835,0.009625154547393322,0.08844916522502899
66,C01,1.2,0.185,OK,1201,0.47301863289018614,0.33431779999298467,0.8810524234906224,0.6018598298661676,0.028234699639199442,0.009822559542953968,0.09438712894916534
67,C01,1.2,0.195,OK,1201,0.4839123572216274,0.3499360866466388,0.8751164668363905,0.5930161607829391,0.052506553705329466,0.00993504747748375,0.09783153235912323
68,C01,1.2,0.205,OK,1201,0.500236972248027,0.3658656162131323,0.8658885445576278,0.5813649096431471,0.08026414247551504,0.00995265319943428,0.10074886679649353
69,C02,1.0,0.225,OK,1201,0.9127562752324295,0.6414063876697831,0.40850456793507434,0.22506823360891717,0.14751850558428634,0.010112682357430458,0.09236461669206619
70,C02,1.0,0.23,OK,1201,0.919901651820487,0.6562311043619049,0.3921491437934551,0.21940475537187007,0.13618837226228464,0.00992464367300272,0.09288216382265091
71,C02,1.0,0.235,OK,1201,0.9258158542491072,0.6692152868815762,0.3779748722084528,0.2151532380763493,0.12517574345041282,0.009711290709674358,0.0934252217411995
72,C02,1.0,0.24,OK,1201,0.9305836796974267,0.680277370078537,0.3660792469955068,0.21223086078026987,0.11461127516436445,0.009477650746703148,0.09399408847093582
73,C02,1.0,0.245,OK,1201,0.93428748999692,0.6893736437672,0.35652052680772156,0.21055330999442334,0.10462473153714506,0.009226836264133453,0.09459227323532104
74,C02,1.0,0.26,OK,1201,0.9398922319303199,0.7053115272315844,0.3414712174650197,0.21201267595436496,0.07937825358392561,0.008466768078505993,0.09705191850662231
75,C02,1.0,0.265,OK,1201,0.9402502114788808,0.7073203955099263,0.3404842724912852,0.21426718802008207,0.07290574493079198,0.008326748386025429,0.09816315770149231
76,C02,1.0,0.27,OK,1201,0.9400337632801143,0.7080631033232075,0.341081403617122,0.2171696934204293,0.06755551919121343,0.008260593749582767,0.09955107420682907
77,C02,1.0,0.275,OK,1201,0.9393602515242685,0.7078269865643122,0.34293194347605327,0.22055883148986363,0.06338923271573463,0.008251947350800037,0.10111769288778305
78,C02,1.0,0.28,OK,1201,0.938349978331965,0.7069092180743721,0.3456867341458172,0.22426405517259118,0.06044480609537416,0.008301851339638233,0.10278517752885818
79,C02,1.0,0.29,OK,1201,0.9357973882577646,0.7041620727011797,0.35253829313983276,0.23192169364023432,0.05824619586264155,0.008476871997117996,0.10640636831521988
80,C02,1.0,0.305,OK,1201,0.9322838215858127,0.701259496458006,0.3617276268262537,0.2415023154626674,0.06361394375144543,0.008650895208120346,0.11247469484806061
81,C02,1.0,0.32,OK,1201,0.9312202399410722,0.7035470194683964,0.3644569449524758,0.24534984813568145,0.07731258275381317,0.008647571317851543,0.11914344877004623
82,C02,1.0,0.335,OK,1201,0.933918630698631,0.7130304908237576,0.35748565178758407,0.24089879176287304,0.09565640538714212,0.009110144339501858,0.1260601431131363
83,C02,1.0,0.35,OK,1201,0.9403425719527705,0.7297933070355579,0.3402291101202967,0.22777969610779675,0.11409773744235971,0.010163936764001846,0.13261181116104126
84,C02,1.05,0.21,OK,1201,0.9219443054597043,0.6547282440000806,0.3873224724056482,0.2471487263832079,0.09826207968827141,0.010154112242162228,0.09814894944429398
85,C02,1.05,0.23,OK,1201,0.9184793134029317,0.6543337115753719,0.39546902641152415,0.25982515439457765,0.07324279384434733,0.009569801390171051,0.10209212452173233
86,C02,1.05,0.245,OK,1201,0.9122652359606754,0.6479615777336672,0.40959997467970266,0.2707586077691345,0.06960569605746948,0.009090191684663296,0.10552002489566803
87,C02,1.05,0.255,OK,1201,0.9087973860751389,0.6453765189364871,0.41723771529308773,0.27565919188034443,0.07377226166008799,0.00889554526656866,0.10857808589935303
88,C02,1.05,0.27,OK,1201,0.9073476152600873,0.648014196114861,0.42038114263348286,0.2759325300529188,0.08709492574187717,0.008894365280866623,0.11400068551301956
89,C02,1.05,0.28,OK,1201,0.9098144784929978,0.6552877206258243,0.4150151981849765,0.27019220716355746,0.09829853384725054,0.00901487935334444,0.11784143000841141
90,C02,1.05,0.295,OK,1201,0.9187385303102138,0.6748276847697388,0.3948664494780847,0.252592722427506,0.11407545059520316,0.009139524772763252,0.12384489178657532
91,C02,1.05,0.31,OK,1201,0.9322789350889684,0.7035629475551328,0.361740220585683,0.2265611646242988,0.124013667758815,0.009124879725277424,0.13002344965934753
92,C02,1.05,0.325,OK,1201,0.9476197252111939,0.7389351107550107,0.3194007770664647,0.1965667085856101,0.1250069070817833,0.008994914591312408,0.13623014092445374
93,C02,1.05,0.34,OK,1201,0.9620403289304523,0.777376820969946,0.2729073203697314,0.16764352141177785,0.11664108835369745,0.009088586084544659,0.14225797355175018
94,C02,1.05,0.355,OK,1201,0.9737186822337586,0.814752362720841,0.2277540951749344,0.14391780389303144,0.10086165597894436,0.009976842440664768,0.14782080054283142
95,C02,1.1,0.21,OK,1201,0.8995292637026254,0.6133045993196693,0.43686050833488344,0.296239009746655,0.08321276206341226,0.009562716819345951,0.10576841980218887
96,C02,1.1,0.22,OK,1201,0.8944796053418594,0.6089712064877895,0.44710875145480067,0.30176176146114153,0.08607881158333874,0.009450117126107216,0.10917773097753525
97,C02,1.1,0.23,OK,1201,0.8920439645135904,0.6091226120191529,0.45194863134528346,0.30236003506573594,0.09384864551702242,0.009423334151506424,0.11275407671928406
98,C02,1.1,0.245,OK,1201,0.8956152887722042,0.6203806762873862,0.44482946678191454,0.2918710234156296,0.10942065027466143,0.00959279015660286,0.11850901693105698
99,C02,1.1,0.26,OK,1201,0.9080233018297582,0.6454126295622423,0.4189196621479871,0.2683994151394048,0.12194193159413333,0.009908960200846195,0.12467785179615021
100,C02,1.1,0.27,OK,1201,0.9197285816885219,0.6686900873480947,0.39255488281923,0.24787862752007786,0.12505608410267854,0.010080931708216667,0.1288687139749527
101,C02,1.1,0.28,OK,1201,0.9324971159749754,0.6956433507189244,0.36117741997300074,0.22603340064660282,0.12267239420262763,0.010207572020590305,0.13305456936359406
102,C02,1.1,0.29,OK,1201,0.944854693112051,0.7243040715281999,0.32748986076538583,0.20524747343535876,0.11480094253106025,0.010347072966396809,0.1371975839138031
103,C02,1.1,0.305,OK,1201,0.9601653677968394,0.7652742010827162,0.27943240056149565,0.18041498530429878,0.09495482005080019,0.010501379147171974,0.14325420558452606
104,C02,1.1,0.31,OK,1201,0.9640782059205446,0.777161121010184,0.2656185476750911,0.17449818914529833,0.08702635846865138,0.010514676570892334,0.14521484076976776
105,C02,1.1,0.315,OK,1201,0.9673465725234298,0.7877166802233594,0.2534573112521582,0.1698948249150023,0.07884387414057115,0.010498648509383202,0.1471402943134308
106,C02,1.1,0.325,OK,1201,0.9720179850459825,0.8041743079820216,0.2349064425407448,0.16459930761195382,0.0626742127361619,0.010386624373495579,0.15087027847766876
107,C02,1.1,0.335,OK,1201,0.9745107648245158,0.8142204398202376,0.22434074360476175,0.1640513637073574,0.048177422108954794,0.01030865777283907,0.15441112220287323
108,C02,1.1,0.345,OK,1201,0.9753647088141255,0.8188616679066235,0.2205984696228343,0.16726067602382072,0.03665221307927568,0.010442067869007587,0.1579335480928421
109,C02,1.15,0.21,OK,1201,0.880656667577539,0.5819863835768816,0.47375503570012173,0.3222239797652557,0.11062860850160734,0.009855634532868862,0.11483877897262573
110,C02,1.15,0.225,OK,1201,0.8892741490477843,0.6013581103089047,0.45737455967220003,0.30253793044332994,0.12573520171607316,0.010071758180856705,0.12211502343416214
111,C02,1.15,0.24,OK,1201,0.9082422263918026,0.6376950682612073,0.418444809023677,0.26961776856447534,0.1309617141436243,0.010560701601207256,0.1293042153120041
112,C02,1.15,0.245,OK,1201,0.9157141398620766,0.652522551962914,0.4018303299362277,0.25745663216859993,0.12928090026297925,0.010724104009568691,0.13166683912277222
113,C02,1.15,0.255,OK,1201,0.9305837079289725,0.6840346465615166,0.3660791752301204,0.23404061154534794,0.12055891769271143,0.011012081056833267,0.1363372504711151
114,C02,1.15,0.27,OK,1201,0.9489933178637288,0.7287511333190091,0.3152961824221652,0.20697381289108366,0.09689234540943051,0.011350802145898342,0.14334677159786224
115,C02,1.15,0.28,OK,1201,0.9569455208991992,0.7512498574415474,0.2902675835000526,0.19711853244219407,0.07786628445456105,0.0116091538220644,0.1479640007019043
116,C02,1.15,0.295,OK,1201,0.9621749497969054,0.7688054779265585,0.27243231449907357,0.1949231723603969,0.05203561578569105,0.012032026425004005,0.1545344591140747
117,C02,1.15,0.305,OK,1201,0.9623243901677324,0.771332124993322,0.2719039685041429,0.19968552228941416,0.04015569792175061,0.01224356610327959,0.1584676206111908
118,C02,1.15,0.315,OK,1201,0.9611431759748661,0.7702426295016372,0.27605034917012494,0.20674384558638254,0.0340257110576963,0.012368645519018173,0.16197024285793304
119,C02,1.15,0.325,OK,1201,0.9597593453365665,0.7688055018611286,0.2808237864553596,0.21370500169124448,0.03364089639883997,0.012406016699969769,0.16533835232257843
120,C02,1.15,0.335,OK,1201,0.9590252932395754,0.7692351271252322,0.28332046683349005,0.21862187218716483,0.038103652055581874,0.01236825343221426,0.16900824010372162
121,C02,1.2,0.21,OK,1201,0.8850130213429338,0.5864386519455115,0.46556627031331593,0.312644441957743,0.13448284638097552,0.01101809274405241,0.12153468281030655
122,C02,1.2,0.22,OK,1201,0.9005816418637804,0.6155955427020147,0.4346869061036206,0.28629121103747224,0.1363816220568679,0.011301806196570396,0.12784582376480103
123,C02,1.2,0.235,OK,1201,0.9262450539619025,0.6680434151804817,0.376921875209057,0.24680317326315093,0.12134753126370675,0.011929218657314777,0.137154683470726
124,C02,1.2,0.245,OK,1201,0.9400430591800139,0.7005448195430152,0.3410557826624272,0.22761401089971645,0.10198534311273465,0.012325761839747429,0.14321613311767578
125,C02,1.2,0.255,OK,1201,0.9489209023995675,0.7242976212384091,0.31551405830674367,0.21742797977739386,0.0799323796055755,0.012711347080767155,0.1493706852197647
126,C02,1.2,0.27,OK,1201,0.9530736520284357,0.7385717767674476,0.302738523827378,0.21818104014284007,0.05200953642968908,0.01324572041630745,0.15814536809921265
127,C02,1.2,0.28,OK,1201,0.9517778175620834,0.7378503576206571,0.3067881777330366,0.2253036060079456,0.04170540806048303,0.013561347499489784,0.16348546743392944
128,C02,1.2,0.29,OK,1201,0.9495563485989004,0.7350869333242298,0.313596461771373,0.23319391245844115,0.0393138797281608,0.013838334009051323,0.16834262013435364
129,C02,1.2,0.305,OK,1201,0.9481826570320033,0.7359609808966172,0.3177257447921565,0.23911275706046164,0.04765515695890266,0.014137903228402138,0.1757621020078659
130,C02,1.2,0.325,OK,1201,0.9536097710024745,0.7539480876052109,0.30104551923024475,0.22807495769423755,0.06733678506783813,0.014291799627244473,0.18501707911491394
131,C10,1.25,0.055,OK,1201,0.6781653126120025,0.2798645451959847,0.7349093881356155,0.5140861017074074,0.38514129537027453,0.005882848519831896,0.0591178834438324
132,C10,1.25,0.06,OK,1201,0.724803833757044,0.32444389950064756,0.688955297948344,0.4712545563106129,0.36527102696342595,0.006294028367847204,0.06083984300494194
133,C10,1.25,0.065,OK,1201,0.7665489962309702,0.37011097094860307,0.6421858269825731,0.43186250441935475,0.34114205890453353,0.00666117062792182,0.06269218027591705
134,C10,1.25,0.07,OK,1201,0.8028748619506206,0.4152828143654672,0.5961475958584181,0.3969943013325914,0.3137020964117508,0.006915159989148378,0.06461898237466812
135,C10,1.25,0.085,OK,1201,0.8789345060961117,0.533104493316881,0.4769424849953965,0.3242868133811798,0.22300788112160974,0.007050369866192341,0.07033932954072952
136,C10,1.25,0.1,OK,1201,0.9137210887960668,0.6040859977289118,0.40634193961407705,0.29499540764524085,0.14000274422079825,0.0072089009918272495,0.0752202570438385
137,C10,1.25,0.11,OK,1201,0.9213494256759271,0.6230600784526282,0.38873543163267116,0.2917219880655885,0.09634421708078783,0.007896038703620434,0.07793506979942322
138,C10,1.3,0.05,OK,1201,0.6726450979042677,0.27165121066843934,0.7399652507147603,0.5128537680769247,0.4126906324198081,0.0059630898758769035,0.0627775713801384
139,C10,1.3,0.065,OK,1201,0.8101290183286287,0.4222646910199632,0.5862516299865551,0.3906148191606174,0.3237056269979573,0.006483806297183037,0.06931143999099731
140,C10,1.3,0.08,OK,1201,0.88740147869303,0.5465640189376724,0.46099741389016935,0.3228488842006568,0.21535121820129033,0.0069022453390061855,0.07543204724788666
141,C10,1.3,0.095,OK,1201,0.9165953431186925,0.6086183099532839,0.3998161789786986,0.30467408452178785,0.12079445739751082,0.007090714760124683,0.08011974394321442
142,C10,1.3,0.105,OK,1201,0.9185591276672778,0.6149876560172512,0.3952836057555767,0.31011891486595594,0.07319655042390827,0.007512618321925402,0.08239654451608658
143,C10,1.3,0.115,OK,1201,0.9122667838678334,0.6036634357047586,0.4095965271476787,0.3226191022396635,0.03894659222638203,0.008123024366796017,0.08418527245521545
144,C10,1.35,0.06,OK,1201,0.8025398901428497,0.4102641500424932,0.5965984618899912,0.39393945496665334,0.34781522181848773,0.0063969437032938,0.07086598873138428
145,C10,1.35,0.07,OK,1201,0.8693365779969298,0.511708276701353,0.4942205116712456,0.3387826143451969,0.26117911619252543,0.006734630558639765,0.07643020898103714
146,C10,1.35,0.085,OK,1201,0.9126874531251264,0.5976034669605355,0.40865830825760824,0.31387302628794395,0.14193531840715168,0.007227055262774229,0.0829044058918953
147,C10,1.35,0.095,OK,1201,0.9156200107244098,0.6057661170228891,0.4020447686029898,0.32287149629617307,0.08189678829391454,0.007821864448487759,0.08575920015573502
148,C10,1.35,0.105,OK,1201,0.9065641644558375,0.5885581578973941,0.4220680226272647,0.34169382824006617,0.03943322645702722,0.008473766967654228,0.08760348707437515
149,C10,1.35,0.11,OK,1201,0.899533421876979,0.5756652586135139,0.43685194623154966,0.35236999882008285,0.02437538319373051,0.008763224817812443,0.08820497244596481
150,C10,1.4,0.055,OK,1201,0.7654006907407364,0.36313437661595055,0.6435540246269961,0.41672773398365515,0.3971901705712879,0.0072848121635615826,0.06820333749055862
151,C10,1.4,0.065,OK,1201,0.8577324149920575,0.4909694671719451,0.5140963958946734,0.3426730167768414,0.2951976740779793,0.0072604757733643055,0.07570236921310425
152,C10,1.4,0.08,OK,1201,0.9133437166679358,0.5977662198551721,0.40718945863467826,0.3163326232878585,0.14815692455654625,0.007485517766326666,0.08485007286071777
153,C10,1.4,0.09,OK,1201,0.9133436321213032,0.5992719204517725,0.40718964827640836,0.3345097218610994,0.07799241500899887,0.008154402486979961,0.08885792642831802
154,C10,1.4,0.1,OK,1201,0.8982674141635031,0.5699603260665689,0.4394492606115221,0.36322614292354294,0.032799608196790425,0.009001701138913631,0.09124605357646942
155,C10,1.4,0.115,OK,1201,0.8687661726467371,0.5209536399675033,0.4952225128815728,0.4018488554971813,0.0026006546774391434,0.010137301869690418,0.09219051897525787
156,C11,1.25,0.12,OK,1201,0.5449068421533017,0.24691006160465656,0.8384965911525916,0.6121821662983091,-0.21901831962077925,0.014176779426634312,0.10116850584745407
157,C11,1.25,0.125,OK,1201,0.5377583748795354,0.24992227817084745,0.8430990038227542,0.6151928371725647,-0.20877069054855604,0.013899041339755058,0.1031230166554451
158,C11,1.25,0.13,OK,1201,0.5304477570784285,0.25321957059108047,0.8477176281111911,0.6181134759668445,-0.1988903764719373,0.01359270978718996,0.10515770316123962
159,C11,1.25,0.135,OK,1201,0.5229825181385014,0.256792101820065,0.8523434083287744,0.6209767117161917,-0.1893572996322551,0.013273080810904503,0.1072661355137825
160,C11,1.25,0.14,OK,1201,0.5153766994930871,0.26062921888899593,0.8569637434685398,0.6238151969659612,-0.18012713384060253,0.012977439910173416,0.10943904519081116
161,C11,1.25,0.15,OK,1201,0.4998552782409586,0.2690554570993457,0.8661089428095365,0.6295355562203688,-0.162280719360742,0.012458071112632751,0.11391615122556686
162,C11,1.25,0.165,OK,1201,0.4766446620440073,0.2834406795642935,0.8790960505797725,0.6384395235307586,-0.13538108429362627,0.012014903128147125,0.12066905945539474
163,C11,1.25,0.175,OK,1201,0.4622657738256504,0.2940954071664407,0.8867414247396888,0.6444980374413776,-0.11570496075668997,0.01209909375756979,0.12495146691799164
164,C11,1.25,0.185,OK,1201,0.44987394501555694,0.3055032638725961,0.8930920633373356,0.6503084503888802,-0.09313393328428432,0.012350681237876415,0.12886542081832886
165,C11,1.25,0.2,OK,1201,0.4375936944039349,0.32379417646839687,0.8991728191053797,0.6571986372783881,-0.051115501053876966,0.012407369911670685,0.13370151817798615
166,C11,1.3,0.125,OK,1201,0.521902257065187,0.2401446456632926,0.8530052954526505,0.6343069747794366,-0.20894394289255858,0.013722949661314487,0.10991150885820389
