run_id,regime,case_id,solver,sweep_name,sweep_type,Mach,alpha,Ly,n_points,mapping_kind,mapping_scale,xi_max,rtol,atol,max_step,matching_y,seed_cr,seed_ci,reference_cr,reference_ci,cr,ci,omega_i,riccati_mismatch,amplitude_mismatch,legacy_stage2_mismatch,solver_success,spectral_success,modal_reconstruction_success,legacy_mode_success,legacy_success,legacy_stage2_bound_hit,ln_p_start_right_exact,runtime_seconds,converged,branch_identifier,branch_distance,branch_relative_distance,branch_distance_check_passed,branch_check_passed,branch_provenance_status,branch_candidate_used,tail_sensitivity_flag,overall_validated,relative_p_window_error,relative_py_window_error,relative_p_jump,relative_py_jump,finite_fields,nondegenerate_fields,pressure_ode_residual_left,pressure_ode_residual_right,riccati_residual_left,riccati_residual_right,modal_diagnostic_error,mode_file,config_hash,error_message,accuracy_label,accuracy_order,Ly_multiplier,selection_source,n_finite_modes,validation_status,matching_factor_real,matching_factor_imag,reference_run_id,reference_selection,reference_error_message,abs_error_cr,abs_error_ci,abs_error_omega_i,complex_error_c,relative_error_ci,core_threshold,common_grid_size,phase_alignment_residual,modal_error_message,mode_error_p_core,mode_error_p_full,mode_error_rho_core,mode_error_rho_full,mode_error_u_core,mode_error_u_full,mode_error_v_core,mode_error_v_full,mode_error_max_core,mode_error_max_full,common_y_min,common_y_max,alignment_real,alignment_imag,n_core_points
subsonic_interior__subsonic_mstab17__shooting_box__4619d3b1c939,subsonic,subsonic_interior,subsonic_mstab17,shooting_box,shooting_box,0.5,0.5,80.0,,,,,1e-10,1e-12,,1.0,0.0,0.2673341164147236,0.0,0.2673341164147236,0.0,0.2673225801506519,0.1336612900753259,2.6633894873981852e-05,2.0194839173657902e-28,2.0194839173657902e-28,True,True,True,True,True,False,-5.000025169597269,3.105307750054635,True,subsonic_cr0_physical,1.153626407168762e-05,4.315298109497951e-05,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_interior__subsonic_mstab17__shooting_box__4619d3b1c939/mode.npz,4619d3b1c9396d3ff00a367abb18a445fa40f788cf92737df4e60d7d631cc414,,,,1.0,,,robust_reference_primary,,,subsonic_interior__subsonic_mstab17__shooting_box__2022ce01fbfc,overall,,0.0,3.068634471969922e-06,1.5343172360127166e-06,3.068634471969922e-06,1.1479012529906877e-05,0.01,2000,0.00020710178362128582,,2.3821433187528418e-05,2.382182242981746e-05,2.3821433187528418e-05,2.382182242981746e-05,0.00039904545798718035,0.0003990320642033021,5.99510640896665e-05,5.9949940944040815e-05,0.00039904545798718035,0.0003990320642033021,-80.0,80.0,0.9999956491679969,0.0004765896574197638,292.0
subsonic_interior__subsonic_mstab17__shooting_box__4619d3b1c939,subsonic,subsonic_interior,subsonic_mstab17,shooting_box,shooting_box,0.5,0.5,80.0,,,,,1e-10,1e-12,,1.0,0.0,0.2673341164147236,0.0,0.2673341164147236,0.0,0.2673225801506519,0.1336612900753259,2.6633894873981852e-05,2.0194839173657902e-28,2.0194839173657902e-28,True,True,True,True,True,False,-5.000025169597269,3.105307750054635,True,subsonic_cr0_physical,1.153626407168762e-05,4.315298109497951e-05,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_interior__subsonic_mstab17__shooting_box__4619d3b1c939/mode.npz,4619d3b1c9396d3ff00a367abb18a445fa40f788cf92737df4e60d7d631cc414,,,,1.0,,,robust_reference_primary,,,subsonic_interior__subsonic_mstab17__shooting_box__2022ce01fbfc,overall,,0.0,3.068634471969922e-06,1.5343172360127166e-06,3.068634471969922e-06,1.1479012529906877e-05,0.05,2000,0.00020722921012034562,,2.3809103739584372e-05,2.382232268602903e-05,2.3809103739584372e-05,2.382232268602903e-05,0.0003993734696423491,0.000399031914190312,5.997752295034384e-05,5.995056861261605e-05,0.0003993734696423491,0.000399031914190312,-80.0,80.0,0.9999956466506654,0.00047658854930051584,200.0
subsonic_interior__subsonic_mstab17__shooting_box__bf8034da7f37,subsonic,subsonic_interior,subsonic_mstab17,shooting_box,shooting_box,0.5,0.5,60.0,,,,,1e-10,1e-12,,1.0,0.0,0.2673341164147236,0.0,0.2673341164147236,0.0,0.2673235520453759,0.1336617760226879,2.1541141941640945e-05,6.184669496932733e-28,6.184669496932733e-28,True,True,True,True,True,False,-5.000003586985432,3.0844909999286756,True,subsonic_cr0_physical,1.0564369347654257e-05,3.95174753201549e-05,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_interior__subsonic_mstab17__shooting_box__bf8034da7f37/mode.npz,bf8034da7f378b79ccf38427c4264d11dad3d8bdcb8aa76c5de8bf9ffc45e113,,,,0.75,,,robust_reference_primary,,,subsonic_interior__subsonic_mstab17__shooting_box__2022ce01fbfc,overall,,0.0,2.0967397479920713e-06,1.0483698740237912e-06,2.0967397479920713e-06,7.843391599424973e-06,0.001,2000,0.00022758864935775176,,5.1557168571888186e-05,5.1557176298557555e-05,5.1557168571888186e-05,5.1557176298557555e-05,0.0004335025438603257,0.000433502401761504,7.186011466171859e-05,7.186011231840155e-05,0.0004335025438603257,0.000433502401761504,-60.0,60.0,0.999947327643445,0.000825947821553576,564.0
subsonic_interior__subsonic_mstab17__shooting_box__bf8034da7f37,subsonic,subsonic_interior,subsonic_mstab17,shooting_box,shooting_box,0.5,0.5,60.0,,,,,1e-10,1e-12,,1.0,0.0,0.2673341164147236,0.0,0.2673341164147236,0.0,0.2673235520453759,0.1336617760226879,2.1541141941640945e-05,6.184669496932733e-28,6.184669496932733e-28,True,True,True,True,True,False,-5.000003586985432,3.0844909999286756,True,subsonic_cr0_physical,1.0564369347654257e-05,3.95174753201549e-05,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_interior__subsonic_mstab17__shooting_box__bf8034da7f37/mode.npz,bf8034da7f378b79ccf38427c4264d11dad3d8bdcb8aa76c5de8bf9ffc45e113,,,,0.75,,,robust_reference_primary,,,subsonic_interior__subsonic_mstab17__shooting_box__2022ce01fbfc,overall,,0.0,2.0967397479920713e-06,1.0483698740237912e-06,2.0967397479920713e-06,7.843391599424973e-06,0.01,2000,0.0002275938709026128,,5.155850592440013e-05,5.1559233371672416e-05,5.155850592440013e-05,5.1559233371672416e-05,0.0004335158099187587,0.00043350175591533774,7.18615852406304e-05,7.18613245675196e-05,0.0004335158099187587,0.00043350175591533774,-60.0,60.0,0.9999473246356488,0.0008259479423132713,390.0
subsonic_interior__subsonic_mstab17__shooting_box__bf8034da7f37,subsonic,subsonic_interior,subsonic_mstab17,shooting_box,shooting_box,0.5,0.5,60.0,,,,,1e-10,1e-12,,1.0,0.0,0.2673341164147236,0.0,0.2673341164147236,0.0,0.2673235520453759,0.1336617760226879,2.1541141941640945e-05,6.184669496932733e-28,6.184669496932733e-28,True,True,True,True,True,False,-5.000003586985432,3.0844909999286756,True,subsonic_cr0_physical,1.0564369347654257e-05,3.95174753201549e-05,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_interior__subsonic_mstab17__shooting_box__bf8034da7f37/mode.npz,bf8034da7f378b79ccf38427c4264d11dad3d8bdcb8aa76c5de8bf9ffc45e113,,,,0.75,,,robust_reference_primary,,,subsonic_interior__subsonic_mstab17__shooting_box__2022ce01fbfc,overall,,0.0,2.0967397479920713e-06,1.0483698740237912e-06,2.0967397479920713e-06,7.843391599424973e-06,0.05,2000,0.00022772060676516415,,5.1590936880409196e-05,5.161001031682111e-05,5.1590936880409196e-05,5.161001031682111e-05,0.0004338381011691041,0.0004334858290975858,7.189700836539104e-05,7.18912656837728e-05,0.0004338381011691041,0.0004334858290975858,-60.0,60.0,0.9999472504412853,0.0008259510094594414,268.0
subsonic_interior__subsonic_mstab17__shooting_box__f3afbfe5f71c,subsonic,subsonic_interior,subsonic_mstab17,shooting_box,shooting_box,0.5,0.5,40.0,,,,,1e-10,1e-12,,1.0,0.0,0.2673341164147236,0.0,0.2673341164147236,0.0,0.2673247809221434,0.1336623904610717,1.744764855533016e-05,1.262177448353619e-29,1.262177448353619e-29,True,True,True,True,True,False,-5.000002371073839,3.906644041999243,True,subsonic_cr0_physical,9.335492580142546e-06,3.492069289674989e-05,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_interior__subsonic_mstab17__shooting_box__f3afbfe5f71c/mode.npz,f3afbfe5f71c43e65b25267d97f6d751a770a01766c78dda1eae0b2766f89ed1,,,,0.5,,,robust_reference_primary,,,subsonic_interior__subsonic_mstab17__shooting_box__2022ce01fbfc,overall,,0.0,8.678629804803606e-07,4.339314902124247e-07,8.678629804803606e-07,3.246463571394708e-06,0.001,2000,0.00029409150046524933,,7.164393255316793e-05,7.164394129708958e-05,7.164393255316793e-05,7.164394129708958e-05,0.0005577667203201462,0.000557766537857943,0.00010024043507714933,0.00010024043002818472,0.0005577667203201462,0.000557766537857943,-40.0,40.0,0.9999271716667733,0.00081705129255379,846.0
subsonic_interior__subsonic_mstab17__shooting_box__f3afbfe5f71c,subsonic,subsonic_interior,subsonic_mstab17,shooting_box,shooting_box,0.5,0.5,40.0,,,,,1e-10,1e-12,,1.0,0.0,0.2673341164147236,0.0,0.2673341164147236,0.0,0.2673247809221434,0.1336623904610717,1.744764855533016e-05,1.262177448353619e-29,1.262177448353619e-29,True,True,True,True,True,False,-5.000002371073839,3.906644041999243,True,subsonic_cr0_physical,9.335492580142546e-06,3.492069289674989e-05,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_interior__subsonic_mstab17__shooting_box__f3afbfe5f71c/mode.npz,f3afbfe5f71c43e65b25267d97f6d751a770a01766c78dda1eae0b2766f89ed1,,,,0.5,,,robust_reference_primary,,,subsonic_interior__subsonic_mstab17__shooting_box__2022ce01fbfc,overall,,0.0,8.678629804803606e-07,4.339314902124247e-07,8.678629804803606e-07,3.246463571394708e-06,0.01,2000,0.0002940982384490787,,7.164628374048682e-05,7.164740428880335e-05,7.164628374048682e-05,7.164740428880335e-05,0.0005577836254088061,0.0005577653160895614,0.00010024302108491918,0.00010024272154142209,0.0005577836254088061,0.0005577653160895614,-40.0,40.0,0.9999271670212679,0.0008170509176187099,584.0
subsonic_interior__subsonic_mstab17__shooting_box__f3afbfe5f71c,subsonic,subsonic_interior,subsonic_mstab17,shooting_box,shooting_box,0.5,0.5,40.0,,,,,1e-10,1e-12,,1.0,0.0,0.2673341164147236,0.0,0.2673341164147236,0.0,0.2673247809221434,0.1336623904610717,1.744764855533016e-05,1.262177448353619e-29,1.262177448353619e-29,True,True,True,True,True,False,-5.000002371073839,3.906644041999243,True,subsonic_cr0_physical,9.335492580142546e-06,3.492069289674989e-05,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_interior__subsonic_mstab17__shooting_box__f3afbfe5f71c/mode.npz,f3afbfe5f71c43e65b25267d97f6d751a770a01766c78dda1eae0b2766f89ed1,,,,0.5,,,robust_reference_primary,,,subsonic_interior__subsonic_mstab17__shooting_box__2022ce01fbfc,overall,,0.0,8.678629804803606e-07,4.339314902124247e-07,8.678629804803606e-07,3.246463571394708e-06,0.05,2000,0.0002942600774808559,,7.170392538019096e-05,7.17281897422035e-05,7.170392538019096e-05,7.17281897422035e-05,0.0005581886561836138,0.0005577368557501796,0.00010030633709843601,0.0001002961043962768,0.0005581886561836138,0.0005577368557501796,-40.0,40.0,0.9999270587395797,0.0008170414671131704,402.0
subsonic_neutral__subsonic_mstab17__shooting_accuracy__363de7c49425,subsonic,subsonic_neutral,subsonic_mstab17,shooting_accuracy,shooting_accuracy,0.49,0.86,80.0,,,,,1e-08,1e-10,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.0077404821615477,0.006656814658931,9.277110187632772e-07,1.8034496253055848e-24,1.8034496253055848e-24,True,True,True,True,True,False,-5.000049083665371,1.2866257909918204,True,subsonic_cr0_neutral,1.1496221357369664e-05,0.0014830048265771,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_accuracy__363de7c49425/mode.npz,363de7c4942501ddf1e2b38e516437c6c928342c22f048dd5168e402935480d6,,default_primary_tolerance,0.0,,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e,overall,,0.0,1.424031616003088e-07,1.224667190002221e-07,1.424031616003088e-07,1.839685679235068e-05,0.001,2000,2.5674937388168255e-07,,4.089207645774057e-08,4.089222594711774e-08,4.089207646231105e-08,4.089222595168818e-08,5.407555662782568e-07,5.407554607842634e-07,1.9490870907361338e-07,1.9490869650238305e-07,5.407555662782568e-07,5.407554607842634e-07,-80.0,80.0,1.0000000025979177,5.342326491848431e-10,268.0
subsonic_neutral__subsonic_mstab17__shooting_accuracy__363de7c49425,subsonic,subsonic_neutral,subsonic_mstab17,shooting_accuracy,shooting_accuracy,0.49,0.86,80.0,,,,,1e-08,1e-10,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.0077404821615477,0.006656814658931,9.277110187632772e-07,1.8034496253055848e-24,1.8034496253055848e-24,True,True,True,True,True,False,-5.000049083665371,1.2866257909918204,True,subsonic_cr0_neutral,1.1496221357369664e-05,0.0014830048265771,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_accuracy__363de7c49425/mode.npz,363de7c4942501ddf1e2b38e516437c6c928342c22f048dd5168e402935480d6,,default_primary_tolerance,0.0,,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e,overall,,0.0,1.424031616003088e-07,1.224667190002221e-07,1.424031616003088e-07,1.839685679235068e-05,0.01,2000,2.5675145594795534e-07,,4.088673996326416e-08,4.08922365486385e-08,4.088673996654954e-08,4.089223655192358e-08,5.407661651460629e-07,5.407554592164715e-07,1.9491020342047725e-07,1.9490869565059719e-07,5.407661651460629e-07,5.407554592164715e-07,-80.0,80.0,1.0000000025980387,5.34233143268578e-10,192.0
subsonic_neutral__subsonic_mstab17__shooting_accuracy__363de7c49425,subsonic,subsonic_neutral,subsonic_mstab17,shooting_accuracy,shooting_accuracy,0.49,0.86,80.0,,,,,1e-08,1e-10,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.0077404821615477,0.006656814658931,9.277110187632772e-07,1.8034496253055848e-24,1.8034496253055848e-24,True,True,True,True,True,False,-5.000049083665371,1.2866257909918204,True,subsonic_cr0_neutral,1.1496221357369664e-05,0.0014830048265771,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_accuracy__363de7c49425/mode.npz,363de7c4942501ddf1e2b38e516437c6c928342c22f048dd5168e402935480d6,,default_primary_tolerance,0.0,,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e,overall,,0.0,1.424031616003088e-07,1.224667190002221e-07,1.424031616003088e-07,1.839685679235068e-05,0.05,2000,2.568079892528701e-07,,4.084920762820054e-08,4.0892472701427327e-08,4.0849207632006514e-08,4.089247270522576e-08,5.410282428895113e-07,5.407554242667493e-07,1.9493951641853368e-07,1.949086766960624e-07,5.410282428895113e-07,5.407554242667493e-07,-80.0,80.0,1.0000000026007334,5.342470049175504e-10,138.0
subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e,subsonic,subsonic_neutral,subsonic_mstab17,shooting_accuracy,shooting_accuracy,0.49,0.86,80.0,,,,,1e-10,1e-12,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.0077406245647093,0.00665693712565,1.732852111885729e-06,3.155443620884047e-26,3.155443620884047e-26,True,True,True,True,True,False,-5.000049083668616,2.5120607080170885,True,subsonic_cr0_neutral,1.1353818195724253e-05,0.0014646349144577,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e/mode.npz,beb00350974e502a23b55ef1cb0d904746de5b59e60e1533685d0b7cfffe9098,,strict_mstab17_tolerance,1.0,,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e,overall,,0.0,0.0,0.0,0.0,0.0,0.001,2000,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,80.0,1.0,0.0,268.0
subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e,subsonic,subsonic_neutral,subsonic_mstab17,shooting_accuracy,shooting_accuracy,0.49,0.86,80.0,,,,,1e-10,1e-12,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.0077406245647093,0.00665693712565,1.732852111885729e-06,3.155443620884047e-26,3.155443620884047e-26,True,True,True,True,True,False,-5.000049083668616,2.5120607080170885,True,subsonic_cr0_neutral,1.1353818195724253e-05,0.0014646349144577,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e/mode.npz,beb00350974e502a23b55ef1cb0d904746de5b59e60e1533685d0b7cfffe9098,,strict_mstab17_tolerance,1.0,,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e,overall,,0.0,0.0,0.0,0.0,0.0,0.01,2000,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,80.0,1.0,0.0,192.0
subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e,subsonic,subsonic_neutral,subsonic_mstab17,shooting_accuracy,shooting_accuracy,0.49,0.86,80.0,,,,,1e-10,1e-12,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.0077406245647093,0.00665693712565,1.732852111885729e-06,3.155443620884047e-26,3.155443620884047e-26,True,True,True,True,True,False,-5.000049083668616,2.5120607080170885,True,subsonic_cr0_neutral,1.1353818195724253e-05,0.0014646349144577,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e/mode.npz,beb00350974e502a23b55ef1cb0d904746de5b59e60e1533685d0b7cfffe9098,,strict_mstab17_tolerance,1.0,,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_accuracy__beb00350974e,overall,,0.0,0.0,0.0,0.0,0.0,0.05,2000,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,80.0,1.0,0.0,138.0
subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208,subsonic,subsonic_neutral,subsonic_mstab17,shooting_box,shooting_box,0.49,0.86,100.0,,,,,1e-10,1e-12,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.007751080898254,0.0066659295724984,1.3466278202921649e-05,1.746651640129672e-24,1.746651640129672e-24,True,True,True,True,True,False,-5.00011559580807,2.616687458008528,True,subsonic_cr0_neutral,8.974846510420922e-07,0.0001157749166356,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208/mode.npz,15e543d48208d70d7a0393a4205cc697adc02e22333edb8d4675c9165a445429,,,,1.25,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208,overall,,0.0,0.0,0.0,0.0,0.0,0.001,2000,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,1.0,0.0,214.0
subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208,subsonic,subsonic_neutral,subsonic_mstab17,shooting_box,shooting_box,0.49,0.86,100.0,,,,,1e-10,1e-12,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.007751080898254,0.0066659295724984,1.3466278202921649e-05,1.746651640129672e-24,1.746651640129672e-24,True,True,True,True,True,False,-5.00011559580807,2.616687458008528,True,subsonic_cr0_neutral,8.974846510420922e-07,0.0001157749166356,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208/mode.npz,15e543d48208d70d7a0393a4205cc697adc02e22333edb8d4675c9165a445429,,,,1.25,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208,overall,,0.0,0.0,0.0,0.0,0.0,0.01,2000,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,1.0,0.0,152.0
subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208,subsonic,subsonic_neutral,subsonic_mstab17,shooting_box,shooting_box,0.49,0.86,100.0,,,,,1e-10,1e-12,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.007751080898254,0.0066659295724984,1.3466278202921649e-05,1.746651640129672e-24,1.746651640129672e-24,True,True,True,True,True,False,-5.00011559580807,2.616687458008528,True,subsonic_cr0_neutral,8.974846510420922e-07,0.0001157749166356,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208/mode.npz,15e543d48208d70d7a0393a4205cc697adc02e22333edb8d4675c9165a445429,,,,1.25,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208,overall,,0.0,0.0,0.0,0.0,0.0,0.05,2000,1.607601400863928e-16,,1.6360756423916794e-16,1.6360505877795113e-16,1.3991802877573797e-16,1.3992599327829544e-16,1.797093013361512e-16,1.7968739162488082e-16,1.4741840993930258e-16,1.4742558057173396e-16,1.797093013361512e-16,1.7968739162488082e-16,-100.0,100.0,0.9999999999999999,0.0,110.0
subsonic_neutral__subsonic_mstab17__shooting_box__1f675eaa116f,subsonic,subsonic_neutral,subsonic_mstab17,shooting_box,shooting_box,0.49,0.86,40.0,,,,,1e-10,1e-12,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.0077481325443948,0.0066633939881795,9.6357351331293e-06,4.696562285323816e-26,4.696562285323816e-26,True,True,True,True,True,False,-5.000004623774307,2.941441416973248,True,subsonic_cr0_neutral,3.845838510280024e-06,0.000496110582398,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_box__1f675eaa116f/mode.npz,1f675eaa116f2d3ba46cb5a48dfa44b5779cb26b01355e45b7eb752734cb3ba6,,,,0.5,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208,overall,,0.0,2.948353859200635e-06,2.535584318900247e-06,2.948353859200635e-06,0.000380379704186132,0.001,2000,0.0007523213024578379,,9.213411920074165e-05,9.213413052543006e-05,9.213411920073351e-05,9.21341305254219e-05,0.0017703855791238127,0.0017703852130127628,9.427628966013482e-05,9.427630045807207e-05,0.0017703855791238127,0.0017703852130127628,-40.0,40.0,0.9999446757562099,5.5362833769547154e-05,536.0
subsonic_neutral__subsonic_mstab17__shooting_box__1f675eaa116f,subsonic,subsonic_neutral,subsonic_mstab17,shooting_box,shooting_box,0.49,0.86,40.0,,,,,1e-10,1e-12,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.0077481325443948,0.0066633939881795,9.6357351331293e-06,4.696562285323816e-26,4.696562285323816e-26,True,True,True,True,True,False,-5.000004623774307,2.941441416973248,True,subsonic_cr0_neutral,3.845838510280024e-06,0.000496110582398,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_box__1f675eaa116f/mode.npz,1f675eaa116f2d3ba46cb5a48dfa44b5779cb26b01355e45b7eb752734cb3ba6,,,,0.5,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208,overall,,0.0,2.948353859200635e-06,2.535584318900247e-06,2.948353859200635e-06,0.000380379704186132,0.01,2000,0.0007523289791701391,,9.213368253439227e-05,9.213443810442222e-05,9.213368253439083e-05,9.213443810442074e-05,0.0017704223651694936,0.0017703851398043991,9.427588688386295e-05,9.427659571821304e-05,0.0017704223651694936,0.0017703851398043991,-40.0,40.0,0.999944673190294,5.5362838843477166e-05,382.0
subsonic_neutral__subsonic_mstab17__shooting_box__1f675eaa116f,subsonic,subsonic_neutral,subsonic_mstab17,shooting_box,shooting_box,0.49,0.86,40.0,,,,,1e-10,1e-12,,1.0,0.0,0.0077519783829051,0.0,0.0077519783829051,0.0,0.0077481325443948,0.0066633939881795,9.6357351331293e-06,4.696562285323816e-26,4.696562285323816e-26,True,True,True,True,True,False,-5.000004623774307,2.941441416973248,True,subsonic_cr0_neutral,3.845838510280024e-06,0.000496110582398,True,True,resolved,configured_reference,False,True,,,,,True,True,,,,,,classic_supersonic/reproducibility/results/classical_convergence_modalfix_v1_full/runs/subsonic_neutral__subsonic_mstab17__shooting_box__1f675eaa116f/mode.npz,1f675eaa116f2d3ba46cb5a48dfa44b5779cb26b01355e45b7eb752734cb3ba6,,,,0.5,,,secondary_near_neutral,,,subsonic_neutral__subsonic_mstab17__shooting_box__15e543d48208,overall,,0.0,2.948353859200635e-06,2.535584318900247e-06,2.948353859200635e-06,0.000380379704186132,0.05,2000,0.0007525194150784553,,9.21234479982931e-05,9.214205852503832e-05,9.21234479982932e-05,9.214205852503848e-05,0.001771334895571176,0.0017703833325336202,9.426645904916399e-05,9.42839113421912e-05,0.001771334895571176,0.0017703833325336202,-40.0,40.0,0.9999446098049947,5.536296402398281e-05,274.0
