alpha,Mach,cr,ci,p_rel,q_rel,p_y_rel,rho_rel,u_rel,v_rel,gamma_rel,align_scale_real,align_scale_imag,amp_mask_frac
0.1625,1.5,0.3680825090907056,0.0380056534011514,0.8792252836142889,1.1338692878239962,1.1338692878239962,0.8792252836142889,0.8792252836142891,1.1338692878239964,1.4810156983199847,-61209992734704.305,-70405755361669.52,0.05
