chart_id,path,exists,n_eval,Mach_min_eval,Mach_max_eval,eta_min_eval,eta_max_eval,ci_rel_err_mean,ci_rel_err_max,p_rel_mean,p_rel_max,q_rel_mean,q_rel_max,u_rel_mean,u_rel_max,v_rel_mean,v_rel_max,gamma_rel_mean,gamma_rel_max
LOWM_EXT_VLOW_EXTREME_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_LOWM_EXT_VLOW_EXTREME_M0.05_0.10_eta0.05_0.12_ciIDW_EVALFIX,True,16,0.05,0.1,0.055,0.115,0.007706467372998601,0.0084028912933229,0.013476400484529413,0.0261783121906369,0.027899007046947782,0.041192198546911,0.03668876038065766,0.0607440629628999,0.028337637899188077,0.0401243562566128,0.09033512624187816,0.2089085728320896
LOWM_EXT_VLOW_MOD_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_LOWM_EXT_VLOW_MOD_M0.05_0.10_eta0.12_0.25_ciIDW_EVALFIX,True,16,0.05,0.1,0.135,0.225,0.007257585831332164,0.0170950395623622,0.009018585578365181,0.0161012442298398,0.016932041566404828,0.0339040062584041,0.0365505492825039,0.0629723552784388,0.019503427777826966,0.03442736256331,0.07178484597020714,0.1337877824982778
HM1_VLOW_EXTREME_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM1_VLOW_EXTREME_M0.70_0.85_eta0.05_0.12_ciIDW_EVALFIX,True,16,0.71,0.84,0.055,0.115,0.007820413353345494,0.012178365514134,0.3864645657358603,0.47539589906456,0.667351365091627,0.7519903231222675,0.9921297920991431,1.0263761043389144,0.6783757877173484,0.7648582086792278,0.6086675974752898,0.6752263135385587
HM1_VLOW_MOD_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM1_VLOW_MOD_M0.70_0.85_eta0.12_0.25_ciIDW_EVALFIX,True,16,0.71,0.84,0.135,0.225,0.007958549380855745,0.0211945580596467,0.1446232450803428,0.198975137359647,0.1215608933566571,0.1554842105713384,0.1576798487150965,0.2617332588447113,0.12147869514523435,0.1513895220807424,0.38416959562080855,0.4575645494320163
HM1_LOW_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_LOW_M0.70_0.85_eta0.25_0.40_ciIDW_EVALFIX,True,12,0.71,0.84,0.275,0.375,0.002422906013839958,0.0064860782992088,0.12458778894608219,0.2239853081309566,0.1655068222186755,0.3847008117928537,0.30018040425790554,0.6958982348812844,0.17161025588282755,0.4019505297255238,0.5416937416708668,0.7703620721516575
HM1_MID_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_MID_M0.70_0.85_eta0.35_0.55_ciIDW_EVALFIX,True,16,0.71,0.84,0.375,0.525,0.0025171952752288686,0.007255707384779,0.0913524342869678,0.2040593984450272,0.13945325774387352,0.3488147921474458,0.3295879751352987,0.6806855924911089,0.1508080682672756,0.368869200267887,0.4148017544434821,0.6828058664185221
HM2_VLOW_EXTREME_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM2_VLOW_EXTREME_M0.85_0.98_eta0.05_0.12_ciIDW_EVALFIX,True,16,0.86,0.97,0.055,0.115,0.006025880017648406,0.01259396528868,0.4397653403508375,0.6009808276741747,0.7474874100994184,0.8578891089469907,1.0007336791912769,1.0232017459976417,0.7524534083587968,0.8630159817144406,0.7312099755123482,0.8007598047013506
HM2_VLOW_MOD_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM2_VLOW_MOD_M0.85_0.98_eta0.12_0.25_ciIDW_EVALFIX,True,16,0.86,0.97,0.135,0.225,0.009074122897493656,0.023686251870392,0.4068856796279641,0.4785043342261484,0.5877309671436778,0.6680251087537188,0.909580338343074,1.0002108432332613,0.6001786830921158,0.6855344834173687,0.6181402606378027,0.6814288244438349
