chart_id,path,M_min,M_max,eta_min,eta_max,ymax,central_ymax,status,priority
HM2_VLOW_EXTREME_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM2_VLOW_EXTREME_M0.85_0.98_eta0.05_0.12_ciIDW_EVALFIX,0.85,0.98,0.05,0.12,260,65,ci_only,80
