run,n_eval,ci_rel_mean,p_rel_mean,q_rel_mean,u_rel_mean,v_rel_mean,gamma_rel_mean,ci_rel_max,p_rel_max,q_rel_max,gamma_rel_max,worst_p_Mach,worst_p_eta,worst_q_Mach,worst_q_eta
seedGEP_pq2d_ATLAS_NEUTRAL2_HIM_M0.35_0.70_eta0.80_0.92_ciIDW,32,0.004466505276548428,0.012847471823197778,0.018426780077978135,0.08042504576057564,0.01686570719802332,0.10043162350781544,0.0117831457689081,0.0543831342286258,0.0883920133815802,1.272606475598393,0.4,0.875,0.35,0.875
seedGEP_pq2d_ATLAS_NEUTRAL2_LOWM_M0.10_0.40_eta0.80_0.92_ciIDW,28,0.004335674975590889,0.003331649623136176,0.006990005351014178,0.09104434628195553,0.00932792955771958,0.013787786858077647,0.0110632448135004,0.0113127050574328,0.0224817544190088,0.0302944030151906,0.4,0.815,0.4,0.815
